MATNR,WERKS,PSTAT,LVORM,DISMM,DISPO,EKGRP
000000000000000385,2000,KE,,PD,001,001
000000000000000385,1000,KE,,PD,001,001
000000000000000386,3000,KE,,PD,001,001
000000000000000386,2000,KE,,PD,001,001
000000000000000387,2000,KE,,PD,001,001
000000000000000388,2000,KE,,PD,001,001
000000000000000389,3000,KE,,PD,001,001
000000000000000390,1000,KE,,PD,001,001
000000000000000390,2000,KE,,PD,001,001
000000000000000391,2000,KE,,PD,001,001
000000000000000392,1000,KE,,PD,001,001
000000000000000393,1000,KE,,PD,001,001
000000000000000394,3000,KE,,PD,001,001
000000000000000395,2000,KE,,PD,001,001
000000000000000395,3000,KE,,PD,001,001
000000000000000396,1000,KE,,PD,001,001
000000000000000397,3000,KE,,PD,001,001
000000000000000398,1000,KE,,PD,001,001
000000000000000399,2000,KE,,PD,001,001
000000000000000400,1000,KE,,PD,001,001
000000000000000400,2000,KE,,PD,001,001
000000000000000401,3000,KE,,PD,001,001
000000000000000402,1000,KE,,PD,001,001
000000000000000403,2000,KE,,PD,001,001
000000000000000403,3000,KE,,PD,001,001
000000000000000404,1000,KE,,PD,001,001
000000000000000405,2000,KE,,PD,001,001
000000000000000406,3000,KE,,PD,001,001
000000000000000407,1000,KE,,PD,001,001
000000000000000408,1000,KE,,PD,001,001
000000000000000408,3000,KE,,PD,001,001
000000000000000408,2000,KE,,PD,001,001
000000000000000409,2000,KE,,PD,001,001
000000000000000410,1000,KE,,PD,001,001
000000000000000411,1000,KE,,PD,001,001
000000000000000411,3000,KE,,PD,001,001
000000000000000411,2000,KE,,PD,001,001
000000000000000412,2000,KE,,PD,001,001
000000000000000412,1000,KE,,PD,001,001
000000000000000413,3000,KE,,PD,001,001
000000000000000413,1000,KE,,PD,001,001
000000000000000414,3000,KE,,PD,001,001
000000000000000414,1000,KE,,PD,001,001
000000000000000415,2000,KE,,PD,001,001
000000000000000416,2000,KE,,PD,001,001
000000000000000416,1000,KE,,PD,001,001
000000000000000416,3000,KE,,PD,001,001
000000000000000417,2000,KE,,PD,001,001
000000000000000417,1000,KE,,PD,001,001
000000000000000417,3000,KE,,PD,001,001
000000000000000418,3000,KE,,PD,001,001
000000000000000418,2000,KE,,PD,001,001
000000000000000419,2000,KE,,PD,001,001
000000000000000419,3000,KE,,PD,001,001
000000000000000420,3000,KE,,PD,001,001
000000000000000420,2000,KE,,PD,001,001
000000000000000420,1000,KE,,PD,001,001
000000000000000421,2000,KE,,PD,001,001
000000000000000421,1000,KE,,PD,001,001
000000000000000422,1000,KE,,PD,001,001
000000000000000422,2000,KE,,PD,001,001
000000000000000422,3000,KE,,PD,001,001
000000000000000423,1000,KE,,PD,001,001
000000000000000423,3000,KE,,PD,001,001
000000000000000423,2000,KE,,PD,001,001
000000000000000424,3000,KE,,PD,001,001
000000000000000425,3000,KE,,PD,001,001
000000000000000426,1000,KE,,PD,001,001
000000000000000426,2000,KE,,PD,001,001
000000000000000427,2000,KE,,PD,001,001
000000000000000427,3000,KE,,PD,001,001
000000000000000428,3000,KE,,PD,001,001
000000000000000429,2000,KE,,PD,001,001
000000000000000430,1000,KE,,PD,001,001
000000000000000431,3000,KE,,PD,001,001
000000000000000431,1000,KE,,PD,001,001
000000000000000431,2000,KE,,PD,001,001
000000000000000432,2000,KE,,PD,001,001
000000000000000433,1000,KE,,PD,001,001
000000000000000434,2000,KE,,PD,001,001
000000000000000435,1000,KE,,PD,001,001
000000000000000436,2000,KE,,PD,001,001
000000000000000437,2000,KE,,PD,001,001
000000000000000437,3000,KE,,PD,001,001
000000000000000438,3000,KE,,PD,001,001
000000000000000438,1000,KE,,PD,001,001
000000000000000439,1000,KE,,PD,001,001
000000000000000439,3000,KE,,PD,001,001
000000000000000440,1000,KE,,PD,001,001
000000000000000440,3000,KE,,PD,001,001
000000000000000441,3000,KE,,PD,001,001
000000000000000441,2000,KE,,PD,001,001
000000000000000442,2000,KE,,PD,001,001
000000000000000443,2000,KE,,PD,001,001
000000000000000443,3000,KE,,PD,001,001
000000000000000444,2000,KE,,PD,001,001
000000000000000444,3000,KE,,PD,001,001
000000000000000444,1000,KE,,PD,001,001
000000000000000445,2000,KE,,PD,001,001
000000000000000446,3000,KE,,PD,001,001
000000000000000446,1000,KE,,PD,001,001
000000000000000446,2000,KE,,PD,001,001
000000000000000447,1000,KE,,PD,001,001
000000000000000447,3000,KE,,PD,001,001
000000000000000448,1000,KE,,PD,001,001
000000000000000449,3000,KE,,PD,001,001
000000000000000449,2000,KE,,PD,001,001
000000000000000449,1000,KE,,PD,001,001
000000000000000450,3000,KE,,PD,001,001
000000000000000451,2000,KE,,PD,001,001
000000000000000451,3000,KE,,PD,001,001
000000000000000452,1000,KE,,PD,001,001
000000000000000453,1000,KE,,PD,001,001
000000000000000453,2000,KE,,PD,001,001
000000000000000454,2000,KE,,PD,001,001
000000000000000455,1000,KE,,PD,001,001
000000000000000456,2000,KE,,PD,001,001
000000000000000457,1000,KE,,PD,001,001
000000000000000457,2000,KE,,PD,001,001
000000000000000458,3000,KE,,PD,001,001
000000000000000458,1000,KE,,PD,001,001
000000000000000459,1000,KE,,PD,001,001
000000000000000460,1000,KE,,PD,001,001
000000000000000461,1000,KE,,PD,001,001
000000000000000462,1000,KE,,PD,001,001
000000000000000462,2000,KE,,PD,001,001
000000000000000463,3000,KE,,PD,001,001
000000000000000463,2000,KE,,PD,001,001
000000000000000464,2000,KE,,PD,001,001
000000000000000464,3000,KE,,PD,001,001
000000000000000464,1000,KE,,PD,001,001
000000000000000465,2000,KE,,PD,001,001
000000000000000465,3000,KE,,PD,001,001
000000000000000466,2000,KE,,PD,001,001
000000000000000467,2000,KE,,PD,001,001
000000000000000467,3000,KE,,PD,001,001
000000000000000468,2000,KE,,PD,001,001
000000000000000469,1000,KE,,PD,001,001
000000000000000469,2000,KE,,PD,001,001
000000000000000469,3000,KE,,PD,001,001
000000000000000470,3000,KE,,PD,001,001
000000000000000470,2000,KE,,PD,001,001
000000000000000470,1000,KE,,PD,001,001
000000000000000471,1000,KE,,PD,001,001
000000000000000471,3000,KE,,PD,001,001
000000000000000472,2000,KE,,PD,001,001
000000000000000473,3000,KE,,PD,001,001
000000000000000473,1000,KE,,PD,001,001
000000000000000473,2000,KE,,PD,001,001
000000000000000474,1000,KE,,PD,001,001
000000000000000474,2000,KE,,PD,001,001
000000000000000475,1000,KE,,PD,001,001
000000000000000476,1000,KE,,PD,001,001
000000000000000477,1000,KE,,PD,001,001
000000000000000478,3000,KE,,PD,001,001
000000000000000479,3000,KE,,PD,001,001
000000000000000479,1000,KE,,PD,001,001
000000000000000480,2000,KE,,PD,001,001
000000000000000480,3000,KE,,PD,001,001
000000000000000480,1000,KE,,PD,001,001
000000000000000481,3000,KE,,PD,001,001
000000000000000482,1000,KE,,PD,001,001
000000000000000483,2000,KE,,PD,001,001
000000000000000483,1000,KE,,PD,001,001
000000000000000483,3000,KE,,PD,001,001
000000000000000484,1000,KE,,PD,001,001
000000000000000485,1000,KE,,PD,001,001
000000000000000486,3000,KE,,PD,001,001
000000000000000487,1000,KE,,PD,001,001
000000000000000487,2000,KE,,PD,001,001
000000000000000488,1000,KE,,PD,001,001
000000000000000489,3000,KE,,PD,001,001
000000000000000490,3000,KE,,PD,001,001
000000000000000491,1000,KE,,PD,001,001
000000000000000491,2000,KE,,PD,001,001
000000000000000492,2000,KE,,PD,001,001
000000000000000492,3000,KE,,PD,001,001
000000000000000492,1000,KE,,PD,001,001
000000000000000493,3000,KE,,PD,001,001
000000000000000493,1000,KE,,PD,001,001
000000000000000494,3000,KE,,PD,001,001
000000000000000495,1000,KE,,PD,001,001
000000000000000495,3000,KE,,PD,001,001
000000000000000495,2000,KE,,PD,001,001
000000000000000496,1000,KE,,PD,001,001
000000000000000497,1000,KE,,PD,001,001
000000000000000497,3000,KE,,PD,001,001
000000000000000498,3000,KE,,PD,001,001
000000000000000498,1000,KE,,PD,001,001
000000000000000498,2000,KE,,PD,001,001
000000000000000499,2000,KE,,PD,001,001
000000000000000500,3000,KE,,PD,001,001
000000000000000501,1000,KE,,PD,001,001
000000000000000502,3000,KE,,PD,001,001
000000000000000502,2000,KE,,PD,001,001
000000000000000502,1000,KE,,PD,001,001
000000000000000503,1000,KE,,PD,001,001
000000000000000504,3000,KE,,PD,001,001
000000000000000505,1000,KE,,PD,001,001
000000000000000505,3000,KE,,PD,001,001
000000000000000506,1000,KE,,PD,001,001
000000000000000507,3000,KE,,PD,001,001
000000000000000507,1000,KE,,PD,001,001
000000000000000508,2000,KE,,PD,001,001
000000000000000509,3000,KE,,PD,001,001
000000000000000509,2000,KE,,PD,001,001
000000000000000510,1000,KE,,PD,001,001
000000000000000510,2000,KE,,PD,001,001
000000000000000510,3000,KE,,PD,001,001
000000000000000511,1000,KE,,PD,001,001
000000000000000512,2000,KE,,PD,001,001
000000000000000512,1000,KE,,PD,001,001
000000000000000513,1000,KE,,PD,001,001
000000000000000513,3000,KE,,PD,001,001
000000000000000514,1000,KE,,PD,001,001
000000000000000514,3000,KE,,PD,001,001
000000000000000515,2000,KE,,PD,001,001
000000000000000515,3000,KE,,PD,001,001
000000000000000516,1000,KE,,PD,001,001
000000000000000517,2000,KE,,PD,001,001
000000000000000518,2000,KE,,PD,001,001
000000000000000518,1000,KE,,PD,001,001
000000000000000518,3000,KE,,PD,001,001
000000000000000519,1000,KE,,PD,001,001
000000000000000519,2000,KE,,PD,001,001
000000000000000520,3000,KE,,PD,001,001
000000000000000521,2000,KE,,PD,001,001
000000000000000521,3000,KE,,PD,001,001
000000000000000522,2000,KE,,PD,001,001
000000000000000522,1000,KE,,PD,001,001
000000000000000523,3000,KE,,PD,001,001
000000000000000523,2000,KE,,PD,001,001
000000000000000524,3000,KE,,PD,001,001
000000000000000524,2000,KE,,PD,001,001
000000000000000525,3000,KE,,PD,001,001
000000000000000526,1000,KE,,PD,001,001
000000000000000527,2000,KE,,PD,001,001
000000000000000528,3000,KE,,PD,001,001
000000000000000529,1000,KE,,PD,001,001
000000000000000530,2000,KE,,PD,001,001
000000000000000530,1000,KE,,PD,001,001
000000000000000530,3000,KE,,PD,001,001
000000000000000531,1000,KE,,PD,001,001
000000000000000532,3000,KE,,PD,001,001
000000000000000533,2000,KE,,PD,001,001
000000000000000534,3000,KE,,PD,001,001
000000000000000535,1000,KE,,PD,001,001
000000000000000535,2000,KE,,PD,001,001
000000000000000536,1000,KE,,PD,001,001
000000000000000536,2000,KE,,PD,001,001
000000000000000536,3000,KE,,PD,001,001
000000000000000537,3000,KE,,PD,001,001
000000000000000538,1000,KE,,PD,001,001
000000000000000538,3000,KE,,PD,001,001
000000000000000539,3000,KE,,PD,001,001
000000000000000540,2000,KE,,PD,001,001
000000000000000541,1000,KE,,PD,001,001
000000000000000541,2000,KE,,PD,001,001
000000000000000541,3000,KE,,PD,001,001
000000000000000542,2000,KE,,PD,001,001
000000000000000543,3000,KE,,PD,001,001
000000000000000544,3000,KE,,PD,001,001
000000000000000545,3000,KE,,PD,001,001
000000000000000546,2000,KE,,PD,001,001
000000000000000547,1000,KE,,PD,001,001
000000000000000548,3000,KE,,PD,001,001
000000000000000549,1000,KE,,PD,001,001
000000000000000550,2000,KE,,PD,001,001
000000000000000551,1000,KE,,PD,001,001
000000000000000552,1000,KE,,PD,001,001
000000000000000553,2000,KE,,PD,001,001
000000000000000553,1000,KE,,PD,001,001
000000000000000553,3000,KE,,PD,001,001
000000000000000554,3000,KE,,PD,001,001
000000000000000555,3000,KE,,PD,001,001
000000000000000556,3000,KE,,PD,001,001
000000000000000557,1000,KE,,PD,001,001
000000000000000557,2000,KE,,PD,001,001
000000000000000558,2000,KE,,PD,001,001
000000000000000558,3000,KE,,PD,001,001
000000000000000558,1000,KE,,PD,001,001
000000000000000559,3000,KE,,PD,001,001
000000000000000560,1000,KE,,PD,001,001
000000000000000560,3000,KE,,PD,001,001
000000000000000561,1000,KE,,PD,001,001
000000000000000562,3000,KE,,PD,001,001
000000000000000562,2000,KE,,PD,001,001
000000000000000562,1000,KE,,PD,001,001
000000000000000563,3000,KE,,PD,001,001
000000000000000564,1000,KE,,PD,001,001
000000000000000564,2000,KE,,PD,001,001
000000000000000565,2000,KE,,PD,001,001
000000000000000565,1000,KE,,PD,001,001
000000000000000565,3000,KE,,PD,001,001
000000000000000566,1000,KE,,PD,001,001
000000000000000567,2000,KE,,PD,001,001
000000000000000567,1000,KE,,PD,001,001
000000000000000567,3000,KE,,PD,001,001
000000000000000568,2000,KE,,PD,001,001
000000000000000569,3000,KE,,PD,001,001
000000000000000569,2000,KE,,PD,001,001
000000000000000569,1000,KE,,PD,001,001
000000000000000570,2000,KE,,PD,001,001
000000000000000570,3000,KE,,PD,001,001
000000000000000570,1000,KE,,PD,001,001
000000000000000571,1000,KE,,PD,001,001
000000000000000572,3000,KE,,PD,001,001
000000000000000572,1000,KE,,PD,001,001
000000000000000572,2000,KE,,PD,001,001
000000000000000573,1000,KE,,PD,001,001
000000000000000573,2000,KE,,PD,001,001
000000000000000574,3000,KE,,PD,001,001
000000000000000575,2000,KE,,PD,001,001
000000000000000576,3000,KE,,PD,001,001
000000000000000576,1000,KE,,PD,001,001
000000000000000577,1000,KE,,PD,001,001
000000000000000577,2000,KE,,PD,001,001
000000000000000578,2000,KE,,PD,001,001
000000000000000579,2000,KE,,PD,001,001
000000000000000580,2000,KE,,PD,001,001
000000000000000580,1000,KE,,PD,001,001
000000000000000581,2000,KE,,PD,001,001
000000000000000581,3000,KE,,PD,001,001
000000000000000581,1000,KE,,PD,001,001
000000000000000582,3000,KE,,PD,001,001
000000000000000583,1000,KE,,PD,001,001
000000000000000584,1000,KE,,PD,001,001
000000000000000584,2000,KE,,PD,001,001
000000000000000584,3000,KE,,PD,001,001
000000000000000585,3000,KE,,PD,001,001
000000000000000586,2000,KE,,PD,001,001
000000000000000587,2000,KE,,PD,001,001
000000000000000588,2000,KE,,PD,001,001
000000000000000589,2000,KE,,PD,001,001
000000000000000590,1000,KE,,PD,001,001
000000000000000591,2000,KE,,PD,001,001
000000000000000592,3000,KE,,PD,001,001
000000000000000592,2000,KE,,PD,001,001
000000000000000592,1000,KE,,PD,001,001
000000000000000593,3000,KE,,PD,001,001
000000000000000593,1000,KE,,PD,001,001
000000000000000594,2000,KE,,PD,001,001
000000000000000595,3000,KE,,PD,001,001
000000000000000595,1000,KE,,PD,001,001
000000000000000596,1000,KE,,PD,001,001
000000000000000596,2000,KE,,PD,001,001
000000000000000597,1000,KE,,PD,001,001
000000000000000597,3000,KE,,PD,001,001
000000000000000598,2000,KE,,PD,001,001
000000000000000599,2000,KE,,PD,001,001
000000000000000600,1000,KE,,PD,001,001
000000000000000601,3000,KE,,PD,001,001
000000000000000601,2000,KE,,PD,001,001
000000000000000601,1000,KE,,PD,001,001
000000000000000602,3000,KE,,PD,001,001
000000000000000603,2000,KE,,PD,001,001
000000000000000604,3000,KE,,PD,001,001
000000000000000605,3000,KE,,PD,001,001
000000000000000605,2000,KE,,PD,001,001
000000000000000605,1000,KE,,PD,001,001
000000000000000606,1000,KE,,PD,001,001
000000000000000606,2000,KE,,PD,001,001
000000000000000607,1000,KE,,PD,001,001
000000000000000608,3000,KE,,PD,001,001
000000000000000608,2000,KE,,PD,001,001
000000000000000609,2000,KE,,PD,001,001
000000000000000609,1000,KE,,PD,001,001
000000000000000609,3000,KE,,PD,001,001
000000000000000610,1000,KE,,PD,001,001
000000000000000611,2000,KE,,PD,001,001
000000000000000612,3000,KE,,PD,001,001
000000000000000613,3000,KE,,PD,001,001
000000000000000614,1000,KE,,PD,001,001
000000000000000614,3000,KE,,PD,001,001
000000000000000615,2000,KE,,PD,001,001
000000000000000615,1000,KE,,PD,001,001
000000000000000616,3000,KE,,PD,001,001
000000000000000617,2000,KE,,PD,001,001
000000000000000618,1000,KE,,PD,001,001
000000000000000618,2000,KE,,PD,001,001
000000000000000619,3000,KE,,PD,001,001
000000000000000619,1000,KE,,PD,001,001
000000000000000619,2000,KE,,PD,001,001
000000000000000620,2000,KE,,PD,001,001
000000000000000620,1000,KE,,PD,001,001
000000000000000621,2000,KE,,PD,001,001
000000000000000622,1000,KE,,PD,001,001
000000000000000623,3000,KE,,PD,001,001
000000000000000623,2000,KE,,PD,001,001
000000000000000623,1000,KE,,PD,001,001
000000000000000624,2000,KE,,PD,001,001
000000000000000624,1000,KE,,PD,001,001
000000000000000625,3000,KE,,PD,001,001
000000000000000626,1000,KE,,PD,001,001
000000000000000626,2000,KE,,PD,001,001
000000000000000627,2000,KE,,PD,001,001
000000000000000627,1000,KE,,PD,001,001
000000000000000627,3000,KE,,PD,001,001
000000000000000628,1000,KE,,PD,001,001
000000000000000629,3000,KE,,PD,001,001
000000000000000630,2000,KE,,PD,001,001
000000000000000630,3000,KE,,PD,001,001
000000000000000630,1000,KE,,PD,001,001
000000000000000631,3000,KE,,PD,001,001
000000000000000632,3000,KE,,PD,001,001
000000000000000633,2000,KE,,PD,001,001
000000000000000634,3000,KE,,PD,001,001
000000000000000635,1000,KE,,PD,001,001
000000000000000636,2000,KE,,PD,001,001
000000000000000636,3000,KE,,PD,001,001
000000000000000637,3000,KE,,PD,001,001
000000000000000638,3000,KE,,PD,001,001
000000000000000638,2000,KE,,PD,001,001
000000000000000638,1000,KE,,PD,001,001
000000000000000639,1000,KE,,PD,001,001
000000000000000640,2000,KE,,PD,001,001
000000000000000640,3000,KE,,PD,001,001
000000000000000640,1000,KE,,PD,001,001
000000000000000641,2000,KE,,PD,001,001
000000000000000642,1000,KE,,PD,001,001
000000000000000643,1000,KE,,PD,001,001
000000000000000644,1000,KE,,PD,001,001
000000000000000645,1000,KE,,PD,001,001
000000000000000645,3000,KE,,PD,001,001
000000000000000645,2000,KE,,PD,001,001
000000000000000646,1000,KE,,PD,001,001
000000000000000647,3000,KE,,PD,001,001
000000000000000647,2000,KE,,PD,001,001
000000000000000648,2000,KE,,PD,001,001
000000000000000649,3000,KE,,PD,001,001
000000000000000649,2000,KE,,PD,001,001
000000000000000649,1000,KE,,PD,001,001
000000000000000650,3000,KE,,PD,001,001
000000000000000650,2000,KE,,PD,001,001
000000000000000650,1000,KE,,PD,001,001
000000000000000651,3000,KE,,PD,001,001
000000000000000652,3000,KE,,PD,001,001
000000000000000653,2000,KE,,PD,001,001
000000000000000653,3000,KE,,PD,001,001
000000000000000654,2000,KE,,PD,001,001
000000000000000654,3000,KE,,PD,001,001
000000000000000655,1000,KE,,PD,001,001
000000000000000655,3000,KE,,PD,001,001
000000000000000656,3000,KE,,PD,001,001
000000000000000657,2000,KE,,PD,001,001
000000000000000657,3000,KE,,PD,001,001
000000000000000658,1000,KE,,PD,001,001
000000000000000659,1000,KE,,PD,001,001
000000000000000660,2000,KE,,PD,001,001
000000000000000661,1000,KE,,PD,001,001
000000000000000662,1000,KE,,PD,001,001
000000000000000663,1000,KE,,PD,001,001
000000000000000663,2000,KE,,PD,001,001
000000000000000663,3000,KE,,PD,001,001
000000000000000664,3000,KE,,PD,001,001
000000000000000665,2000,KE,,PD,001,001
000000000000000666,1000,KE,,PD,001,001
000000000000000666,3000,KE,,PD,001,001
000000000000000666,2000,KE,,PD,001,001
000000000000000667,1000,KE,,PD,001,001
000000000000000668,3000,KE,,PD,001,001
000000000000000668,1000,KE,,PD,001,001
000000000000000669,2000,KE,,PD,001,001
000000000000000670,2000,KE,,PD,001,001
000000000000000671,2000,KE,,PD,001,001
000000000000000671,3000,KE,,PD,001,001
000000000000000672,2000,KE,,PD,001,001
000000000000000672,1000,KE,,PD,001,001
000000000000000673,3000,KE,,PD,001,001
000000000000000674,3000,KE,,PD,001,001
000000000000000674,2000,KE,,PD,001,001
000000000000000674,1000,KE,,PD,001,001
000000000000000675,1000,KE,,PD,001,001
000000000000000675,3000,KE,,PD,001,001
000000000000000676,2000,KE,,PD,001,001
000000000000000676,3000,KE,,PD,001,001
000000000000000676,1000,KE,,PD,001,001
000000000000000677,1000,KE,,PD,001,001
000000000000000678,1000,KE,,PD,001,001
000000000000000679,3000,KE,,PD,001,001
000000000000000679,1000,KE,,PD,001,001
000000000000000680,3000,KE,,PD,001,001
000000000000000681,2000,KE,,PD,001,001
000000000000000682,3000,KE,,PD,001,001
000000000000000683,2000,KE,,PD,001,001
000000000000000683,1000,KE,,PD,001,001
000000000000000684,2000,KE,,PD,001,001
000000000000000685,3000,KE,,PD,001,001
000000000000000686,1000,KE,,PD,001,001
000000000000000686,3000,KE,,PD,001,001
000000000000000686,2000,KE,,PD,001,001
000000000000000687,3000,KE,,PD,001,001
000000000000000688,1000,KE,,PD,001,001
000000000000000689,2000,KE,,PD,001,001
000000000000000690,2000,KE,,PD,001,001
000000000000000690,1000,KE,,PD,001,001
000000000000000691,3000,KE,,PD,001,001
000000000000000691,1000,KE,,PD,001,001
000000000000000692,2000,KE,,PD,001,001
000000000000000693,3000,KE,,PD,001,001
000000000000000694,1000,KE,,PD,001,001
000000000000000694,3000,KE,,PD,001,001
000000000000000695,2000,KE,,PD,001,001
000000000000000695,1000,KE,,PD,001,001
000000000000000696,1000,KE,,PD,001,001
000000000000000697,2000,KE,,PD,001,001
000000000000000697,3000,KE,,PD,001,001
000000000000000698,2000,KE,,PD,001,001
000000000000000698,3000,KE,,PD,001,001
000000000000000698,1000,KE,,PD,001,001
000000000000000699,2000,KE,,PD,001,001
000000000000000700,3000,KE,,PD,001,001
000000000000000701,1000,KE,,PD,001,001
000000000000000701,2000,KE,,PD,001,001
000000000000000701,3000,KE,,PD,001,001
000000000000000702,3000,KE,,PD,001,001
000000000000000703,3000,KE,,PD,001,001
000000000000000703,1000,KE,,PD,001,001
000000000000000703,2000,KE,,PD,001,001
000000000000000704,2000,KE,,PD,001,001
000000000000000705,2000,KE,,PD,001,001
000000000000000705,3000,KE,,PD,001,001
000000000000000706,1000,KE,,PD,001,001
000000000000000706,2000,KE,,PD,001,001
000000000000000707,3000,KE,,PD,001,001
000000000000000708,3000,KE,,PD,001,001
000000000000000709,2000,KE,,PD,001,001
000000000000000710,1000,KE,,PD,001,001
000000000000000710,3000,KE,,PD,001,001
000000000000000711,3000,KE,,PD,001,001
000000000000000711,1000,KE,,PD,001,001
000000000000000712,2000,KE,,PD,001,001
000000000000000713,3000,KE,,PD,001,001
000000000000000713,2000,KE,,PD,001,001
000000000000000714,3000,KE,,PD,001,001
000000000000000715,2000,KE,,PD,001,001
000000000000000715,3000,KE,,PD,001,001
000000000000000716,1000,KE,,PD,001,001
000000000000000716,2000,KE,,PD,001,001
000000000000000717,1000,KE,,PD,001,001
000000000000000717,2000,KE,,PD,001,001
000000000000000718,1000,KE,,PD,001,001
000000000000000718,2000,KE,,PD,001,001
000000000000000719,3000,KE,,PD,001,001
000000000000000720,1000,KE,,PD,001,001
000000000000000721,2000,KE,,PD,001,001
000000000000000721,1000,KE,,PD,001,001
000000000000000722,3000,KE,,PD,001,001
000000000000000723,2000,KE,,PD,001,001
000000000000000724,3000,KE,,PD,001,001
000000000000000724,2000,KE,,PD,001,001
000000000000000724,1000,KE,,PD,001,001
000000000000000725,1000,KE,,PD,001,001
000000000000000725,3000,KE,,PD,001,001
000000000000000726,2000,KE,,PD,001,001
000000000000000727,2000,KE,,PD,001,001
000000000000000728,1000,KE,,PD,001,001
000000000000000729,1000,KE,,PD,001,001
000000000000000729,3000,KE,,PD,001,001
000000000000000729,2000,KE,,PD,001,001
000000000000000730,1000,KE,,PD,001,001
000000000000000730,3000,KE,,PD,001,001
000000000000000730,2000,KE,,PD,001,001
000000000000000731,1000,KE,,PD,001,001
000000000000000731,3000,KE,,PD,001,001
000000000000000731,2000,KE,,PD,001,001
000000000000000732,3000,KE,,PD,001,001
000000000000000733,3000,KE,,PD,001,001
000000000000000733,2000,KE,,PD,001,001
000000000000000733,1000,KE,,PD,001,001
000000000000000734,1000,KE,,PD,001,001
000000000000000734,3000,KE,,PD,001,001
000000000000000735,2000,KE,,PD,001,001
000000000000000736,2000,KE,,PD,001,001
000000000000000737,1000,KE,,PD,001,001
000000000000000738,3000,KE,,PD,001,001
000000000000000739,1000,KE,,PD,001,001
000000000000000740,1000,KE,,PD,001,001
000000000000000740,3000,KE,,PD,001,001
000000000000000740,2000,KE,,PD,001,001
000000000000000741,3000,KE,,PD,001,001
000000000000000741,1000,KE,,PD,001,001
000000000000000742,1000,KE,,PD,001,001
000000000000000742,2000,KE,,PD,001,001
000000000000000743,3000,KE,,PD,001,001
000000000000000743,1000,KE,,PD,001,001
000000000000000744,3000,KE,,PD,001,001
000000000000000745,3000,KE,,PD,001,001
000000000000000745,1000,KE,,PD,001,001
000000000000000746,2000,KE,,PD,001,001
000000000000000746,1000,KE,,PD,001,001
000000000000000746,3000,KE,,PD,001,001
000000000000000747,3000,KE,,PD,001,001
000000000000000748,1000,KE,,PD,001,001
000000000000000749,2000,KE,,PD,001,001
000000000000000749,3000,KE,,PD,001,001
000000000000000750,2000,KE,,PD,001,001
000000000000000751,1000,KE,,PD,001,001
000000000000000751,2000,KE,,PD,001,001
000000000000000751,3000,KE,,PD,001,001
000000000000000752,3000,KE,,PD,001,001
000000000000000752,1000,KE,,PD,001,001
000000000000000753,2000,KE,,PD,001,001
000000000000000753,3000,KE,,PD,001,001
000000000000000753,1000,KE,,PD,001,001
000000000000000754,2000,KE,,PD,001,001
000000000000000754,3000,KE,,PD,001,001
000000000000000755,1000,KE,,PD,001,001
000000000000000756,3000,KE,,PD,001,001
000000000000000757,2000,KE,,PD,001,001
000000000000000758,3000,KE,,PD,001,001
000000000000000759,1000,KE,,PD,001,001
000000000000000760,2000,KE,,PD,001,001
000000000000000761,1000,KE,,PD,001,001
000000000000000761,2000,KE,,PD,001,001
000000000000000761,3000,KE,,PD,001,001
000000000000000762,3000,KE,,PD,001,001
000000000000000762,2000,KE,,PD,001,001
000000000000000763,2000,KE,,PD,001,001
000000000000000763,3000,KE,,PD,001,001
000000000000000764,3000,KE,,PD,001,001
000000000000000764,2000,KE,,PD,001,001
000000000000000764,1000,KE,,PD,001,001
000000000000000765,2000,KE,,PD,001,001
000000000000000766,3000,KE,,PD,001,001
000000000000000767,2000,KE,,PD,001,001
000000000000000768,2000,KE,,PD,001,001
000000000000000768,1000,KE,,PD,001,001
000000000000000769,3000,KE,,PD,001,001
000000000000000769,2000,KE,,PD,001,001
000000000000000769,1000,KE,,PD,001,001
000000000000000770,2000,KE,,PD,001,001
000000000000000770,3000,KE,,PD,001,001
000000000000000771,3000,KE,,PD,001,001
000000000000000771,2000,KE,,PD,001,001
000000000000000771,1000,KE,,PD,001,001
000000000000000772,1000,KE,,PD,001,001
000000000000000772,2000,KE,,PD,001,001
000000000000000772,3000,KE,,PD,001,001
000000000000000773,1000,KE,,PD,001,001
000000000000000773,2000,KE,,PD,001,001
000000000000000773,3000,KE,,PD,001,001
000000000000000774,1000,KE,,PD,001,001
000000000000000774,2000,KE,,PD,001,001
000000000000000774,3000,KE,,PD,001,001
000000000000000775,2000,KE,,PD,001,001
000000000000000776,1000,KE,,PD,001,001
000000000000000776,2000,KE,,PD,001,001
000000000000000777,1000,KE,,PD,001,001
000000000000000777,2000,KE,,PD,001,001
000000000000000778,2000,KE,,PD,001,001
000000000000000779,1000,KE,,PD,001,001
000000000000000779,2000,KE,,PD,001,001
000000000000000779,3000,KE,,PD,001,001
000000000000000780,3000,KE,,PD,001,001
000000000000000781,1000,KE,,PD,001,001
000000000000000782,1000,KE,,PD,001,001
000000000000000783,1000,KE,,PD,001,001
000000000000000783,3000,KE,,PD,001,001
000000000000000783,2000,KE,,PD,001,001
000000000000000784,3000,KE,,PD,001,001
000000000000000784,2000,KE,,PD,001,001
000000000000000784,1000,KE,,PD,001,001
000000000000000785,1000,KE,,PD,001,001
