KUNNR,VKORG,VTWEG,SPART,PARVW,KUNN2
0000100289,2000,30,01,RG,0000100289
0000100289,1000,20,01,AG,0000100289
0000100289,1000,20,01,WE,0000100289
0000100289,1000,20,01,RE,0000100289
0000100289,1000,20,01,RG,0000100289
0000100289,2000,20,00,AG,0000100289
0000100289,2000,20,00,WE,0000100289
0000100289,2000,20,00,RE,0000100289
0000100289,2000,20,00,RG,0000100289
0000100290,1000,10,01,AG,0000100290
0000100290,1000,10,01,WE,0000100290
0000100290,1000,10,01,RE,0000100290
0000100290,1000,10,01,RG,0000100290
0000100291,1000,20,00,AG,0000100291
0000100291,1000,20,00,WE,0000100291
0000100291,1000,20,00,RE,0000100291
0000100291,1000,20,00,RG,0000100291
0000100292,1000,10,01,AG,0000100292
0000100292,1000,10,01,WE,0000100292
0000100292,1000,10,01,RE,0000100292
0000100292,1000,10,01,RG,0000100292
0000100292,1000,20,01,AG,0000100292
0000100292,1000,20,01,WE,0000100292
0000100292,1000,20,01,RE,0000100292
0000100292,1000,20,01,RG,0000100292
0000100293,2000,10,00,AG,0000100293
0000100293,2000,10,00,WE,0000100293
0000100293,2000,10,00,RE,0000100293
0000100293,2000,10,00,RG,0000100293
0000100294,1000,10,00,AG,0000100294
0000100294,1000,10,00,WE,0000100294
0000100294,1000,10,00,RE,0000100294
0000100294,1000,10,00,RG,0000100294
0000100295,1000,10,02,AG,0000100295
0000100295,1000,10,02,WE,0000100295
0000100295,1000,10,02,RE,0000100295
0000100295,1000,10,02,RG,0000100295
0000100296,2000,30,00,AG,0000100296
0000100296,2000,30,00,WE,0000100296
0000100296,2000,30,00,RE,0000100296
0000100296,2000,30,00,RG,0000100296
0000100297,3000,10,00,AG,0000100297
0000100297,3000,10,00,WE,0000100297
0000100297,3000,10,00,RE,0000100297
0000100297,3000,10,00,RG,0000100297
0000100298,2000,10,01,AG,0000100298
0000100298,2000,10,01,WE,0000100298
0000100298,2000,10,01,RE,0000100298
0000100298,2000,10,01,RG,0000100298
0000100299,1000,10,00,AG,0000100299
0000100299,1000,10,00,WE,0000100299
0000100299,1000,10,00,RE,0000100299
0000100299,1000,10,00,RG,0000100299
0000100299,1000,30,01,AG,0000100299
0000100299,1000,30,01,WE,0000100299
0000100299,1000,30,01,RE,0000100299
0000100299,1000,30,01,RG,0000100299
0000100300,1000,30,00,AG,0000100300
0000100300,1000,30,00,WE,0000100300
0000100300,1000,30,00,RE,0000100300
0000100300,1000,30,00,RG,0000100300
0000100301,1000,30,02,AG,0000100301
0000100301,1000,30,02,WE,0000100301
0000100301,1000,30,02,RE,0000100301
0000100301,1000,30,02,RG,0000100301
0000100301,1000,20,00,AG,0000100301
0000100301,1000,20,00,WE,0000100301
0000100301,1000,20,00,RE,0000100301
0000100301,1000,20,00,RG,0000100301
0000100301,2000,10,00,AG,0000100301
0000100301,2000,10,00,WE,0000100301
0000100301,2000,10,00,RE,0000100301
0000100301,2000,10,00,RG,0000100301
0000100302,1000,10,00,AG,0000100302
0000100302,1000,10,00,WE,0000100302
0000100302,1000,10,00,RE,0000100302
0000100302,1000,10,00,RG,0000100302
0000100303,3000,20,00,AG,0000100303
0000100303,3000,20,00,WE,0000100303
0000100303,3000,20,00,RE,0000100303
0000100303,3000,20,00,RG,0000100303
0000100304,1000,10,01,AG,0000100304
0000100304,1000,10,01,WE,0000100304
0000100304,1000,10,01,RE,0000100304
0000100304,1000,10,01,RG,0000100304
0000100305,1000,20,00,AG,0000100305
0000100305,1000,20,00,WE,0000100305
0000100305,1000,20,00,RE,0000100305
0000100305,1000,20,00,RG,0000100305
0000100305,1000,30,00,AG,0000100305
0000100305,1000,30,00,WE,0000100305
0000100305,1000,30,00,RE,0000100305
0000100305,1000,30,00,RG,0000100305
0000100306,3000,30,01,AG,0000100306
0000100306,3000,30,01,WE,0000100306
0000100306,3000,30,01,RE,0000100306
0000100306,3000,30,01,RG,0000100306
0000100307,2000,30,00,AG,0000100307
0000100307,2000,30,00,WE,0000100307
0000100307,2000,30,00,RE,0000100307
0000100307,2000,30,00,RG,0000100307
0000100308,2000,20,00,AG,0000100308
0000100308,2000,20,00,WE,0000100308
0000100308,2000,20,00,RE,0000100308
0000100308,2000,20,00,RG,0000100308
0000100308,3000,20,00,AG,0000100308
0000100308,3000,20,00,WE,0000100308
0000100308,3000,20,00,RE,0000100308
0000100308,3000,20,00,RG,0000100308
0000100309,1000,30,01,AG,0000100309
0000100309,1000,30,01,WE,0000100309
0000100309,1000,30,01,RE,0000100309
0000100309,1000,30,01,RG,0000100309
0000100309,1000,10,00,AG,0000100309
0000100309,1000,10,00,WE,0000100309
0000100309,1000,10,00,RE,0000100309
0000100309,1000,10,00,RG,0000100309
0000100310,3000,20,02,AG,0000100310
0000100310,3000,20,02,WE,0000100310
0000100310,3000,20,02,RE,0000100310
0000100310,3000,20,02,RG,0000100310
0000100310,1000,10,02,AG,0000100310
0000100310,1000,10,02,WE,0000100310
0000100310,1000,10,02,RE,0000100310
0000100310,1000,10,02,RG,0000100310
0000100311,2000,10,00,AG,0000100311
0000100311,2000,10,00,WE,0000100311
0000100311,2000,10,00,RE,0000100311
0000100311,2000,10,00,RG,0000100311
0000100312,1000,20,00,AG,0000100312
0000100312,1000,20,00,WE,0000100312
0000100312,1000,20,00,RE,0000100312
0000100312,1000,20,00,RG,0000100312
0000100313,1000,30,00,AG,0000100313
0000100313,1000,30,00,WE,0000100313
0000100313,1000,30,00,RE,0000100313
0000100313,1000,30,00,RG,0000100313
0000100314,1000,10,00,AG,0000100314
0000100314,1000,10,00,WE,0000100314
0000100314,1000,10,00,RE,0000100314
0000100314,1000,10,00,RG,0000100314
0000100315,1000,10,01,AG,0000100315
0000100315,1000,10,01,WE,0000100315
0000100315,1000,10,01,RE,0000100315
0000100315,1000,10,01,RG,0000100315
0000100316,1000,20,02,AG,0000100316
0000100316,1000,20,02,WE,0000100316
0000100316,1000,20,02,RE,0000100316
0000100316,1000,20,02,RG,0000100316
0000100317,2000,30,01,AG,0000100317
0000100317,2000,30,01,WE,0000100317
0000100317,2000,30,01,RE,0000100317
0000100317,2000,30,01,RG,0000100317
0000100318,2000,10,00,AG,0000100318
0000100318,2000,10,00,WE,0000100318
0000100318,2000,10,00,RE,0000100318
0000100318,2000,10,00,RG,0000100318
0000100319,1000,10,01,AG,0000100319
0000100319,1000,10,01,WE,0000100319
0000100319,1000,10,01,RE,0000100319
0000100319,1000,10,01,RG,0000100319
0000100320,1000,10,02,AG,0000100320
0000100320,1000,10,02,WE,0000100320
0000100320,1000,10,02,RE,0000100320
0000100320,1000,10,02,RG,0000100320
0000100321,1000,20,01,AG,0000100321
0000100321,1000,20,01,WE,0000100321
0000100321,1000,20,01,RE,0000100321
0000100321,1000,20,01,RG,0000100321
0000100322,1000,10,01,AG,0000100322
0000100322,1000,10,01,WE,0000100322
0000100322,1000,10,01,RE,0000100322
0000100322,1000,10,01,RG,0000100322
0000100323,1000,10,00,AG,0000100323
0000100323,1000,10,00,WE,0000100323
0000100323,1000,10,00,RE,0000100323
0000100323,1000,10,00,RG,0000100323
0000100324,2000,10,02,AG,0000100324
0000100324,2000,10,02,WE,0000100324
0000100324,2000,10,02,RE,0000100324
0000100324,2000,10,02,RG,0000100324
0000100325,1000,10,01,AG,0000100325
0000100325,1000,10,01,WE,0000100325
0000100325,1000,10,01,RE,0000100325
0000100325,1000,10,01,RG,0000100325
0000100326,2000,10,00,AG,0000100326
0000100326,2000,10,00,WE,0000100326
0000100326,2000,10,00,RE,0000100326
0000100326,2000,10,00,RG,0000100326
0000100327,1000,30,00,AG,0000100327
0000100327,1000,30,00,WE,0000100327
0000100327,1000,30,00,RE,0000100327
0000100327,1000,30,00,RG,0000100327
0000100327,1000,30,00,AG,0000100327
0000100327,1000,30,00,WE,0000100327
0000100327,1000,30,00,RE,0000100327
0000100327,1000,30,00,RG,0000100327
0000100328,1000,10,00,AG,0000100328
0000100328,1000,10,00,WE,0000100328
0000100328,1000,10,00,RE,0000100328
0000100328,1000,10,00,RG,0000100328
0000100329,2000,20,00,AG,0000100329
0000100329,2000,20,00,WE,0000100329
0000100329,2000,20,00,RE,0000100329
0000100329,2000,20,00,RG,0000100329
0000100329,2000,10,01,AG,0000100329
0000100329,2000,10,01,WE,0000100329
0000100329,2000,10,01,RE,0000100329
0000100329,2000,10,01,RG,0000100329
0000100329,1000,30,00,AG,0000100329
0000100329,1000,30,00,WE,0000100329
0000100329,1000,30,00,RE,0000100329
0000100329,1000,30,00,RG,0000100329
0000100330,2000,20,01,AG,0000100330
0000100330,2000,20,01,WE,0000100330
0000100330,2000,20,01,RE,0000100330
0000100330,2000,20,01,RG,0000100330
0000100331,1000,10,00,AG,0000100331
0000100331,1000,10,00,WE,0000100331
0000100331,1000,10,00,RE,0000100331
0000100331,1000,10,00,RG,0000100331
0000100331,1000,30,00,AG,0000100331
0000100331,1000,30,00,WE,0000100331
0000100331,1000,30,00,RE,0000100331
0000100331,1000,30,00,RG,0000100331
0000100332,2000,10,01,AG,0000100332
0000100332,2000,10,01,WE,0000100332
0000100332,2000,10,01,RE,0000100332
0000100332,2000,10,01,RG,0000100332
0000100333,1000,20,00,AG,0000100333
0000100333,1000,20,00,WE,0000100333
0000100333,1000,20,00,RE,0000100333
0000100333,1000,20,00,RG,0000100333
0000100334,1000,10,01,AG,0000100334
0000100334,1000,10,01,WE,0000100334
0000100334,1000,10,01,RE,0000100334
0000100334,1000,10,01,RG,0000100334
0000100335,2000,20,00,AG,0000100335
0000100335,2000,20,00,WE,0000100335
0000100335,2000,20,00,RE,0000100335
0000100335,2000,20,00,RG,0000100335
0000100336,1000,10,01,AG,0000100336
0000100336,1000,10,01,WE,0000100336
0000100336,1000,10,01,RE,0000100336
0000100336,1000,10,01,RG,0000100336
0000100337,1000,10,00,AG,0000100337
0000100337,1000,10,00,WE,0000100337
0000100337,1000,10,00,RE,0000100337
0000100337,1000,10,00,RG,0000100337
0000100337,2000,20,00,AG,0000100337
0000100337,2000,20,00,WE,0000100337
0000100337,2000,20,00,RE,0000100337
0000100337,2000,20,00,RG,0000100337
0000100337,2000,10,01,AG,0000100337
0000100337,2000,10,01,WE,0000100337
0000100337,2000,10,01,RE,0000100337
0000100337,2000,10,01,RG,0000100337
0000100338,1000,20,00,AG,0000100338
0000100338,1000,20,00,WE,0000100338
0000100338,1000,20,00,RE,0000100338
0000100338,1000,20,00,RG,0000100338
0000100339,1000,10,02,AG,0000100339
0000100339,1000,10,02,WE,0000100339
0000100339,1000,10,02,RE,0000100339
0000100339,1000,10,02,RG,0000100339
0000100340,1000,10,00,AG,0000100340
0000100340,1000,10,00,WE,0000100340
0000100340,1000,10,00,RE,0000100340
0000100340,1000,10,00,RG,0000100340
0000100340,2000,30,01,AG,0000100340
0000100340,2000,30,01,WE,0000100340
0000100340,2000,30,01,RE,0000100340
0000100340,2000,30,01,RG,0000100340
0000100341,2000,10,02,AG,0000100341
0000100341,2000,10,02,WE,0000100341
0000100341,2000,10,02,RE,0000100341
0000100341,2000,10,02,RG,0000100341
0000100342,1000,30,00,AG,0000100342
0000100342,1000,30,00,WE,0000100342
0000100342,1000,30,00,RE,0000100342
0000100342,1000,30,00,RG,0000100342
0000100343,1000,10,01,AG,0000100343
0000100343,1000,10,01,WE,0000100343
0000100343,1000,10,01,RE,0000100343
0000100343,1000,10,01,RG,0000100343
0000100344,2000,10,01,AG,0000100344
0000100344,2000,10,01,WE,0000100344
0000100344,2000,10,01,RE,0000100344
0000100344,2000,10,01,RG,0000100344
0000100345,1000,10,00,AG,0000100345
0000100345,1000,10,00,WE,0000100345
0000100345,1000,10,00,RE,0000100345
0000100345,1000,10,00,RG,0000100345
0000100346,3000,20,01,AG,0000100346
0000100346,3000,20,01,WE,0000100346
0000100346,3000,20,01,RE,0000100346
0000100346,3000,20,01,RG,0000100346
0000100347,1000,10,00,AG,0000100347
0000100347,1000,10,00,WE,0000100347
0000100347,1000,10,00,RE,0000100347
0000100347,1000,10,00,RG,0000100347
0000100348,1000,10,00,AG,0000100348
0000100348,1000,10,00,WE,0000100348
0000100348,1000,10,00,RE,0000100348
0000100348,1000,10,00,RG,0000100348
0000100349,1000,10,02,AG,0000100349
0000100349,1000,10,02,WE,0000100349
0000100349,1000,10,02,RE,0000100349
0000100349,1000,10,02,RG,0000100349
0000100350,1000,10,02,AG,0000100350
0000100350,1000,10,02,WE,0000100350
0000100350,1000,10,02,RE,0000100350
0000100350,1000,10,02,RG,0000100350
0000100350,1000,10,01,AG,0000100350
0000100350,1000,10,01,WE,0000100350
0000100350,1000,10,01,RE,0000100350
0000100350,1000,10,01,RG,0000100350
0000100350,3000,30,01,AG,0000100350
0000100350,3000,30,01,WE,0000100350
0000100350,3000,30,01,RE,0000100350
0000100350,3000,30,01,RG,0000100350
0000100351,2000,20,01,AG,0000100351
0000100351,2000,20,01,WE,0000100351
0000100351,2000,20,01,RE,0000100351
0000100351,2000,20,01,RG,0000100351
0000100352,2000,30,00,AG,0000100352
0000100352,2000,30,00,WE,0000100352
0000100352,2000,30,00,RE,0000100352
0000100352,2000,30,00,RG,0000100352
0000100353,2000,10,00,AG,0000100353
0000100353,2000,10,00,WE,0000100353
0000100353,2000,10,00,RE,0000100353
0000100353,2000,10,00,RG,0000100353
0000100353,1000,20,00,AG,0000100353
0000100353,1000,20,00,WE,0000100353
0000100353,1000,20,00,RE,0000100353
0000100353,1000,20,00,RG,0000100353
0000100354,1000,30,00,AG,0000100354
0000100354,1000,30,00,WE,0000100354
0000100354,1000,30,00,RE,0000100354
0000100354,1000,30,00,RG,0000100354
0000100354,1000,20,00,AG,0000100354
0000100354,1000,20,00,WE,0000100354
0000100354,1000,20,00,RE,0000100354
0000100354,1000,20,00,RG,0000100354
0000100354,1000,30,00,AG,0000100354
0000100354,1000,30,00,WE,0000100354
0000100354,1000,30,00,RE,0000100354
0000100354,1000,30,00,RG,0000100354
0000100355,1000,10,00,AG,0000100355
0000100355,1000,10,00,WE,0000100355
0000100355,1000,10,00,RE,0000100355
0000100355,1000,10,00,RG,0000100355
0000100355,1000,10,01,AG,0000100355
0000100355,1000,10,01,WE,0000100355
0000100355,1000,10,01,RE,0000100355
0000100355,1000,10,01,RG,0000100355
0000100356,2000,20,00,AG,0000100356
0000100356,2000,20,00,WE,0000100356
0000100356,2000,20,00,RE,0000100356
0000100356,2000,20,00,RG,0000100356
0000100357,1000,30,00,AG,0000100357
0000100357,1000,30,00,WE,0000100357
0000100357,1000,30,00,RE,0000100357
0000100357,1000,30,00,RG,0000100357
0000100358,3000,10,00,AG,0000100358
0000100358,3000,10,00,WE,0000100358
0000100358,3000,10,00,RE,0000100358
0000100358,3000,10,00,RG,0000100358
0000100359,2000,20,02,AG,0000100359
0000100359,2000,20,02,WE,0000100359
0000100359,2000,20,02,RE,0000100359
0000100359,2000,20,02,RG,0000100359
0000100360,1000,20,01,AG,0000100360
0000100360,1000,20,01,WE,0000100360
0000100360,1000,20,01,RE,0000100360
0000100360,1000,20,01,RG,0000100360
0000100360,1000,10,00,AG,0000100360
0000100360,1000,10,00,WE,0000100360
0000100360,1000,10,00,RE,0000100360
0000100360,1000,10,00,RG,0000100360
0000100360,1000,20,01,AG,0000100360
0000100360,1000,20,01,WE,0000100360
0000100360,1000,20,01,RE,0000100360
0000100360,1000,20,01,RG,0000100360
0000100361,1000,10,00,AG,0000100361
0000100361,1000,10,00,WE,0000100361
0000100361,1000,10,00,RE,0000100361
0000100361,1000,10,00,RG,0000100361
0000100362,2000,10,01,AG,0000100362
0000100362,2000,10,01,WE,0000100362
0000100362,2000,10,01,RE,0000100362
0000100362,2000,10,01,RG,0000100362
0000100363,3000,20,01,AG,0000100363
0000100363,3000,20,01,WE,0000100363
0000100363,3000,20,01,RE,0000100363
0000100363,3000,20,01,RG,0000100363
0000100363,3000,30,02,AG,0000100363
0000100363,3000,30,02,WE,0000100363
0000100363,3000,30,02,RE,0000100363
0000100363,3000,30,02,RG,0000100363
0000100363,3000,10,00,AG,0000100363
0000100363,3000,10,00,WE,0000100363
0000100363,3000,10,00,RE,0000100363
0000100363,3000,10,00,RG,0000100363
0000100364,3000,10,01,AG,0000100364
0000100364,3000,10,01,WE,0000100364
0000100364,3000,10,01,RE,0000100364
0000100364,3000,10,01,RG,0000100364
0000100365,1000,10,01,AG,0000100365
0000100365,1000,10,01,WE,0000100365
0000100365,1000,10,01,RE,0000100365
0000100365,1000,10,01,RG,0000100365
0000100366,3000,10,00,AG,0000100366
0000100366,3000,10,00,WE,0000100366
0000100366,3000,10,00,RE,0000100366
0000100366,3000,10,00,RG,0000100366
0000100366,1000,20,01,AG,0000100366
0000100366,1000,20,01,WE,0000100366
0000100366,1000,20,01,RE,0000100366
0000100366,1000,20,01,RG,0000100366
0000100367,2000,20,01,AG,0000100367
0000100367,2000,20,01,WE,0000100367
0000100367,2000,20,01,RE,0000100367
0000100367,2000,20,01,RG,0000100367
0000100368,3000,30,00,AG,0000100368
0000100368,3000,30,00,WE,0000100368
0000100368,3000,30,00,RE,0000100368
0000100368,3000,30,00,RG,0000100368
0000100369,2000,10,00,AG,0000100369
0000100369,2000,10,00,WE,0000100369
0000100369,2000,10,00,RE,0000100369
0000100369,2000,10,00,RG,0000100369
0000100370,1000,30,02,AG,0000100370
0000100370,1000,30,02,WE,0000100370
0000100370,1000,30,02,RE,0000100370
0000100370,1000,30,02,RG,0000100370
0000100371,2000,20,00,AG,0000100371
0000100371,2000,20,00,WE,0000100371
0000100371,2000,20,00,RE,0000100371
0000100371,2000,20,00,RG,0000100371
0000100372,2000,10,01,AG,0000100372
0000100372,2000,10,01,WE,0000100372
0000100372,2000,10,01,RE,0000100372
0000100372,2000,10,01,RG,0000100372
0000100373,1000,30,01,AG,0000100373
0000100373,1000,30,01,WE,0000100373
0000100373,1000,30,01,RE,0000100373
0000100373,1000,30,01,RG,0000100373
0000100374,1000,20,00,AG,0000100374
0000100374,1000,20,00,WE,0000100374
0000100374,1000,20,00,RE,0000100374
0000100374,1000,20,00,RG,0000100374
0000100374,1000,10,00,AG,0000100374
0000100374,1000,10,00,WE,0000100374
0000100374,1000,10,00,RE,0000100374
0000100374,1000,10,00,RG,0000100374
0000100375,1000,10,01,AG,0000100375
0000100375,1000,10,01,WE,0000100375
0000100375,1000,10,01,RE,0000100375
0000100375,1000,10,01,RG,0000100375
0000100375,1000,30,00,AG,0000100375
0000100375,1000,30,00,WE,0000100375
0000100375,1000,30,00,RE,0000100375
0000100375,1000,30,00,RG,0000100375
0000100376,3000,10,00,AG,0000100376
0000100376,3000,10,00,WE,0000100376
0000100376,3000,10,00,RE,0000100376
0000100376,3000,10,00,RG,0000100376
0000100376,1000,20,02,AG,0000100376
0000100376,1000,20,02,WE,0000100376
0000100376,1000,20,02,RE,0000100376
0000100376,1000,20,02,RG,0000100376
0000100376,2000,10,01,AG,0000100376
0000100376,2000,10,01,WE,0000100376
0000100376,2000,10,01,RE,0000100376
0000100376,2000,10,01,RG,0000100376
0000100377,1000,10,02,AG,0000100377
0000100377,1000,10,02,WE,0000100377
0000100377,1000,10,02,RE,0000100377
0000100377,1000,10,02,RG,0000100377
0000100378,1000,10,00,AG,0000100378
0000100378,1000,10,00,WE,0000100378
0000100378,1000,10,00,RE,0000100378
0000100378,1000,10,00,RG,0000100378
0000100379,1000,30,00,AG,0000100379
0000100379,1000,30,00,WE,0000100379
0000100379,1000,30,00,RE,0000100379
0000100379,1000,30,00,RG,0000100379
0000100379,1000,10,01,AG,0000100379
0000100379,1000,10,01,WE,0000100379
0000100379,1000,10,01,RE,0000100379
0000100379,1000,10,01,RG,0000100379
0000100380,1000,30,00,AG,0000100380
0000100380,1000,30,00,WE,0000100380
0000100380,1000,30,00,RE,0000100380
0000100380,1000,30,00,RG,0000100380
0000100380,2000,10,02,AG,0000100380
0000100380,2000,10,02,WE,0000100380
0000100380,2000,10,02,RE,0000100380
0000100380,2000,10,02,RG,0000100380
0000100380,1000,20,01,AG,0000100380
0000100380,1000,20,01,WE,0000100380
0000100380,1000,20,01,RE,0000100380
0000100380,1000,20,01,RG,0000100380
0000100381,2000,30,00,AG,0000100381
0000100381,2000,30,00,WE,0000100381
0000100381,2000,30,00,RE,0000100381
0000100381,2000,30,00,RG,0000100381
0000100381,1000,20,00,AG,0000100381
0000100381,1000,20,00,WE,0000100381
0000100381,1000,20,00,RE,0000100381
0000100381,1000,20,00,RG,0000100381
0000100382,1000,30,02,AG,0000100382
0000100382,1000,30,02,WE,0000100382
0000100382,1000,30,02,RE,0000100382
0000100382,1000,30,02,RG,0000100382
0000100383,2000,20,00,AG,0000100383
0000100383,2000,20,00,WE,0000100383
0000100383,2000,20,00,RE,0000100383
0000100383,2000,20,00,RG,0000100383
0000100383,2000,30,01,AG,0000100383
0000100383,2000,30,01,WE,0000100383
0000100383,2000,30,01,RE,0000100383
0000100383,2000,30,01,RG,0000100383
0000100384,2000,30,01,AG,0000100384
0000100384,2000,30,01,WE,0000100384
0000100384,2000,30,01,RE,0000100384
0000100384,2000,30,01,RG,0000100384
0000100384,1000,30,00,AG,0000100384
0000100384,1000,30,00,WE,0000100384
0000100384,1000,30,00,RE,0000100384
0000100384,1000,30,00,RG,0000100384
0000100385,2000,10,00,AG,0000100385
0000100385,2000,10,00,WE,0000100385
0000100385,2000,10,00,RE,0000100385
0000100385,2000,10,00,RG,0000100385
0000100386,1000,10,00,AG,0000100386
0000100386,1000,10,00,WE,0000100386
0000100386,1000,10,00,RE,0000100386
0000100386,1000,10,00,RG,0000100386
0000100386,1000,20,02,AG,0000100386
0000100386,1000,20,02,WE,0000100386
0000100386,1000,20,02,RE,0000100386
0000100386,1000,20,02,RG,0000100386
0000100387,1000,10,01,AG,0000100387
0000100387,1000,10,01,WE,0000100387
0000100387,1000,10,01,RE,0000100387
0000100387,1000,10,01,RG,0000100387
0000100388,2000,10,01,AG,0000100388
0000100388,2000,10,01,WE,0000100388
0000100388,2000,10,01,RE,0000100388
0000100388,2000,10,01,RG,0000100388
0000100389,1000,20,01,AG,0000100389
0000100389,1000,20,01,WE,0000100389
0000100389,1000,20,01,RE,0000100389
0000100389,1000,20,01,RG,0000100389
0000100390,1000,10,01,AG,0000100390
0000100390,1000,10,01,WE,0000100390
0000100390,1000,10,01,RE,0000100390
0000100390,1000,10,01,RG,0000100390
0000100391,3000,20,01,AG,0000100391
0000100391,3000,20,01,WE,0000100391
0000100391,3000,20,01,RE,0000100391
0000100391,3000,20,01,RG,0000100391
0000100391,2000,10,01,AG,0000100391
0000100391,2000,10,01,WE,0000100391
0000100391,2000,10,01,RE,0000100391
0000100391,2000,10,01,RG,0000100391
0000100391,1000,10,00,AG,0000100391
0000100391,1000,10,00,WE,0000100391
0000100391,1000,10,00,RE,0000100391
0000100391,1000,10,00,RG,0000100391
0000100392,2000,30,00,AG,0000100392
0000100392,2000,30,00,WE,0000100392
0000100392,2000,30,00,RE,0000100392
0000100392,2000,30,00,RG,0000100392
0000100393,1000,30,00,AG,0000100393
0000100393,1000,30,00,WE,0000100393
0000100393,1000,30,00,RE,0000100393
0000100393,1000,30,00,RG,0000100393
0000100393,2000,30,00,AG,0000100393
0000100393,2000,30,00,WE,0000100393
0000100393,2000,30,00,RE,0000100393
0000100393,2000,30,00,RG,0000100393
0000100394,2000,10,01,AG,0000100394
0000100394,2000,10,01,WE,0000100394
0000100394,2000,10,01,RE,0000100394
0000100394,2000,10,01,RG,0000100394
0000100395,1000,10,00,AG,0000100395
0000100395,1000,10,00,WE,0000100395
0000100395,1000,10,00,RE,0000100395
0000100395,1000,10,00,RG,0000100395
0000100396,2000,10,00,AG,0000100396
0000100396,2000,10,00,WE,0000100396
0000100396,2000,10,00,RE,0000100396
0000100396,2000,10,00,RG,0000100396
0000100396,1000,10,01,AG,0000100396
0000100396,1000,10,01,WE,0000100396
0000100396,1000,10,01,RE,0000100396
0000100396,1000,10,01,RG,0000100396
0000100397,1000,30,00,AG,0000100397
0000100397,1000,30,00,WE,0000100397
0000100397,1000,30,00,RE,0000100397
0000100397,1000,30,00,RG,0000100397
0000100398,1000,10,02,AG,0000100398
0000100398,1000,10,02,WE,0000100398
0000100398,1000,10,02,RE,0000100398
0000100398,1000,10,02,RG,0000100398
0000100398,1000,10,01,AG,0000100398
0000100398,1000,10,01,WE,0000100398
0000100398,1000,10,01,RE,0000100398
0000100398,1000,10,01,RG,0000100398
0000100398,1000,10,00,AG,0000100398
0000100398,1000,10,00,WE,0000100398
0000100398,1000,10,00,RE,0000100398
0000100398,1000,10,00,RG,0000100398
0000100399,1000,20,02,AG,0000100399
0000100399,1000,20,02,WE,0000100399
0000100399,1000,20,02,RE,0000100399
0000100399,1000,20,02,RG,0000100399
0000100400,2000,10,00,AG,0000100400
0000100400,2000,10,00,WE,0000100400
0000100400,2000,10,00,RE,0000100400
0000100400,2000,10,00,RG,0000100400
0000100401,3000,10,00,AG,0000100401
0000100401,3000,10,00,WE,0000100401
0000100401,3000,10,00,RE,0000100401
0000100401,3000,10,00,RG,0000100401
0000100401,1000,10,00,AG,0000100401
0000100401,1000,10,00,WE,0000100401
0000100401,1000,10,00,RE,0000100401
0000100401,1000,10,00,RG,0000100401
0000100401,1000,10,00,AG,0000100401
0000100401,1000,10,00,WE,0000100401
0000100401,1000,10,00,RE,0000100401
0000100401,1000,10,00,RG,0000100401
0000100402,3000,10,02,AG,0000100402
0000100402,3000,10,02,WE,0000100402
0000100402,3000,10,02,RE,0000100402
0000100402,3000,10,02,RG,0000100402
0000100403,2000,30,01,AG,0000100403
0000100403,2000,30,01,WE,0000100403
0000100403,2000,30,01,RE,0000100403
0000100403,2000,30,01,RG,0000100403
0000100404,1000,10,02,AG,0000100404
0000100404,1000,10,02,WE,0000100404
0000100404,1000,10,02,RE,0000100404
0000100404,1000,10,02,RG,0000100404
0000100405,1000,30,01,AG,0000100405
0000100405,1000,30,01,WE,0000100405
0000100405,1000,30,01,RE,0000100405
0000100405,1000,30,01,RG,0000100405
0000100406,2000,10,00,AG,0000100406
0000100406,2000,10,00,WE,0000100406
0000100406,2000,10,00,RE,0000100406
0000100406,2000,10,00,RG,0000100406
0000100407,2000,10,00,AG,0000100407
0000100407,2000,10,00,WE,0000100407
0000100407,2000,10,00,RE,0000100407
0000100407,2000,10,00,RG,0000100407
0000100408,1000,10,00,AG,0000100408
0000100408,1000,10,00,WE,0000100408
0000100408,1000,10,00,RE,0000100408
0000100408,1000,10,00,RG,0000100408
0000100408,2000,20,01,AG,0000100408
0000100408,2000,20,01,WE,0000100408
0000100408,2000,20,01,RE,0000100408
0000100408,2000,20,01,RG,0000100408
0000100409,1000,10,01,AG,0000100409
0000100409,1000,10,01,WE,0000100409
0000100409,1000,10,01,RE,0000100409
0000100409,1000,10,01,RG,0000100409
0000100410,2000,10,01,AG,0000100410
0000100410,2000,10,01,WE,0000100410
0000100410,2000,10,01,RE,0000100410
0000100410,2000,10,01,RG,0000100410
0000100411,1000,30,01,AG,0000100411
0000100411,1000,30,01,WE,0000100411
0000100411,1000,30,01,RE,0000100411
0000100411,1000,30,01,RG,0000100411
0000100412,2000,30,00,AG,0000100412
0000100412,2000,30,00,WE,0000100412
0000100412,2000,30,00,RE,0000100412
0000100412,2000,30,00,RG,0000100412
0000100413,1000,20,00,AG,0000100413
0000100413,1000,20,00,WE,0000100413
0000100413,1000,20,00,RE,0000100413
0000100413,1000,20,00,RG,0000100413
0000100414,1000,10,00,AG,0000100414
0000100414,1000,10,00,WE,0000100414
0000100414,1000,10,00,RE,0000100414
0000100414,1000,10,00,RG,0000100414
0000100415,1000,30,00,AG,0000100415
0000100415,1000,30,00,WE,0000100415
0000100415,1000,30,00,RE,0000100415
0000100415,1000,30,00,RG,0000100415
0000100415,2000,10,00,AG,0000100415
