VBELN,POSNR,MATNR,LFIMG,VRKME,LGMNG,MEINS,WERKS,LGORT,VGBEL,VGPOS,ERDAT
8000001201,000010,000000000000000794,40.285,KG,40.285,KG,1000,0001,0001002886,000030,20251026
8000001201,000020,000000000000000155,7.444,EA,7.444,EA,1000,0001,0001000625,000030,20251026
8000001201,000030,000000000000000635,9.933,EA,9.933,EA,2000,0001,0001000020,000040,20251026
8000001201,000040,000000000000001117,5.804,EA,5.804,EA,1000,0001,0001006190,000040,20251026
8000001201,000050,000000000000000857,1069.503,KG,1069.503,KG,3000,0001,0001003171,000050,20251026
8000001202,000010,000000000000000157,105.276,EA,105.276,EA,3000,0001,0001005364,000050,20251021
8000001202,000020,000000000000001476,119.383,KG,119.383,KG,1000,0001,0001010755,000010,20251021
8000001202,000030,000000000000001493,103.551,EA,103.551,EA,3000,0001,0001002754,000040,20251021
8000001202,000040,000000000000000361,40.924,EA,40.924,EA,1000,0001,0001000132,000050,20251021
8000001202,000050,000000000000000243,285.044,EA,285.044,EA,3000,0001,0001006595,000040,20251021
8000001203,000010,000000000000000596,2.043,EA,2.043,EA,1000,0001,0001011661,000030,20251025
8000001203,000020,000000000000000654,12.979,KG,12.979,KG,2000,0001,0001009056,000060,20251025
8000001203,000030,000000000000001128,44.943,EA,44.943,EA,1000,0001,0001010398,000020,20251025
8000001203,000040,000000000000000633,103.817,KG,103.817,KG,3000,0001,0001009036,000090,20251025
8000001203,000050,000000000000000296,30.668,EA,30.668,EA,3000,0001,0001011252,000030,20251025
8000001204,000010,000000000000001113,7.309,L,7.309,L,2000,0001,0001010093,000040,20251016
8000001204,000020,000000000000001639,82.143,EA,82.143,EA,1000,0001,0001006994,000030,20251016
8000001204,000030,000000000000001298,14.12,EA,14.12,EA,3000,0001,0001011407,000040,20251016
8000001204,000040,000000000000000770,5.005,L,5.005,L,1000,0001,0001000203,000020,20251016
8000001204,000050,000000000000000420,7.807,KG,7.807,KG,1000,0001,0001008872,000030,20251016
8000001205,000010,000000000000000754,12.789,EA,12.789,EA,3000,0001,0001002978,000070,20251026
8000001205,000020,000000000000001321,1.771,EA,1.771,EA,3000,0001,0001005519,000030,20251026
8000001205,000030,000000000000000109,13.547,EA,13.547,EA,1000,0001,0001013078,000050,20251026
8000001205,000040,000000000000000293,51.503,L,51.503,L,2000,0001,0001009886,000020,20251026
8000001205,000050,000000000000001980,16.822,L,16.822,L,3000,0001,0001013771,000020,20251026
8000001206,000010,000000000000000787,20.827,EA,20.827,EA,1000,0001,0001005892,000040,20251013
8000001206,000020,000000000000001923,7.238,KG,7.238,KG,2000,0001,0001002118,000010,20251013
8000001206,000030,000000000000001203,15.332,EA,15.332,EA,3000,0001,0001001889,000050,20251013
8000001206,000040,000000000000001914,9.628,L,9.628,L,3000,0001,0001007457,000080,20251013
8000001206,000050,000000000000001006,11.768,EA,11.768,EA,3000,0001,0001013865,000070,20251013
8000001207,000010,000000000000000152,0.823,EA,0.823,EA,1000,0001,0001003458,000020,20251024
8000001207,000020,000000000000000675,4.006,L,4.006,L,1000,0001,0001011006,000010,20251024
8000001207,000030,000000000000000613,18.268,EA,18.268,EA,1000,0001,0001002469,000010,20251024
8000001207,000040,000000000000001360,14.766,EA,14.766,EA,2000,0001,0001013781,000020,20251024
8000001207,000050,000000000000001941,106.093,EA,106.093,EA,2000,0001,0001013167,000030,20251024
8000001208,000010,000000000000001221,26.904,EA,26.904,EA,2000,0001,0001006370,000020,20251010
8000001208,000020,000000000000001894,95.323,EA,95.323,EA,3000,0001,0001006448,000040,20251010
8000001208,000030,000000000000000843,35.632,KG,35.632,KG,2000,0001,0001005253,000030,20251010
8000001208,000040,000000000000000366,4.693,EA,4.693,EA,1000,0001,0001004827,000070,20251010
8000001208,000050,000000000000000466,40.985,EA,40.985,EA,2000,0001,0001000664,000040,20251010
8000001209,000010,000000000000001124,32.92,EA,32.92,EA,1000,0001,0001006706,000060,20251021
8000001209,000020,000000000000000460,20.332,EA,20.332,EA,3000,0001,0001006311,000050,20251021
8000001209,000030,000000000000001103,25.345,KG,25.345,KG,1000,0001,0001011586,000040,20251021
8000001209,000040,000000000000000459,74.435,EA,74.435,EA,1000,0001,0001006883,000100,20251021
8000001209,000050,000000000000000453,18.527,EA,18.527,EA,2000,0001,0001001548,000050,20251021
8000001210,000010,000000000000000138,6.804,KG,6.804,KG,1000,0001,0001011360,000030,20251018
8000001210,000020,000000000000001681,35.95,EA,35.95,EA,3000,0001,0001002806,000040,20251018
8000001210,000030,000000000000000360,51.779,KG,51.779,KG,1000,0001,0001010239,000070,20251018
8000001210,000040,000000000000001481,39.751,EA,39.751,EA,1000,0001,0001013797,000050,20251018
8000001210,000050,000000000000001183,23.278,EA,23.278,EA,3000,0001,0001006534,000030,20251018
8000001211,000010,000000000000001297,4.121,L,4.121,L,3000,0001,0001000033,000030,20251013
8000001211,000020,000000000000001583,1.918,KG,1.918,KG,3000,0001,0001001756,000010,20251013
8000001211,000030,000000000000001996,6.796,KG,6.796,KG,1000,0001,0001006689,000090,20251013
8000001211,000040,000000000000001519,130.041,EA,130.041,EA,3000,0001,0001007822,000010,20251013
8000001211,000050,000000000000000825,66.204,EA,66.204,EA,3000,0001,0001009341,000050,20251013
8000001212,000010,000000000000001906,12.907,EA,12.907,EA,2000,0001,0001009787,000010,20251006
8000001212,000020,000000000000001222,40.396,EA,40.396,EA,3000,0001,0001003452,000050,20251006
8000001212,000030,000000000000000603,3.25,EA,3.25,EA,3000,0001,0001000488,000030,20251006
8000001212,000040,000000000000000177,7.305,EA,7.305,EA,2000,0001,0001008221,000050,20251006
8000001212,000050,000000000000001096,12.513,EA,12.513,EA,3000,0001,0001001331,000030,20251006
8000001213,000010,000000000000000061,6.376,KG,6.376,KG,3000,0001,0001006583,000030,20251014
8000001213,000020,000000000000001476,328.542,KG,328.542,KG,1000,0001,0001004965,000030,20251014
8000001213,000030,000000000000001017,22.774,EA,22.774,EA,1000,0001,0001011163,000030,20251014
8000001213,000040,000000000000000808,4.147,EA,4.147,EA,3000,0001,0001008799,000010,20251014
8000001213,000050,000000000000000230,3.627,KG,3.627,KG,3000,0001,0001013484,000010,20251014
8000001214,000010,000000000000000411,24.037,EA,24.037,EA,3000,0001,0001000251,000040,20251026
8000001214,000020,000000000000000249,47.087,EA,47.087,EA,2000,0001,0001002377,000050,20251026
8000001214,000030,000000000000001255,17.963,EA,17.963,EA,1000,0001,0001004622,000030,20251026
8000001214,000040,000000000000000590,215.608,EA,215.608,EA,2000,0001,0001005891,000060,20251026
8000001214,000050,000000000000001657,157.954,EA,157.954,EA,3000,0001,0001009719,000010,20251026
8000001215,000010,000000000000001605,1.556,EA,1.556,EA,2000,0001,0001002133,000010,20251020
8000001215,000020,000000000000000230,6.546,KG,6.546,KG,2000,0001,0001013812,000040,20251020
8000001215,000030,000000000000000699,27.547,EA,27.547,EA,1000,0001,0001010241,000010,20251020
8000001215,000040,000000000000001592,9.933,EA,9.933,EA,2000,0001,0001005898,000040,20251020
8000001215,000050,000000000000001792,17.113,KG,17.113,KG,1000,0001,0001012983,000010,20251020
8000001216,000010,000000000000001018,45.408,EA,45.408,EA,3000,0001,0001005153,000090,20251006
8000001216,000020,000000000000000445,74.66,EA,74.66,EA,1000,0001,0001008918,000030,20251006
8000001216,000030,000000000000000365,6.852,KG,6.852,KG,1000,0001,0001005433,000030,20251006
8000001216,000040,000000000000000428,53.634,EA,53.634,EA,2000,0001,0001009088,000010,20251006
8000001216,000050,000000000000001404,6.852,EA,6.852,EA,1000,0001,0001000152,000040,20251006
8000001217,000010,000000000000000088,28.849,L,28.849,L,2000,0001,0001000984,000050,20251021
8000001217,000020,000000000000000125,31.056,EA,31.056,EA,2000,0001,0001002955,000040,20251021
8000001217,000030,000000000000001579,4.989,L,4.989,L,1000,0001,0001004367,000010,20251021
8000001217,000040,000000000000001402,24.483,EA,24.483,EA,3000,0001,0001013648,000030,20251021
8000001217,000050,000000000000001250,4.673,EA,4.673,EA,3000,0001,0001008626,000030,20251021
8000001218,000010,000000000000000693,18.022,KG,18.022,KG,1000,0001,0001011585,000030,20251017
8000001218,000020,000000000000001791,278.304,EA,278.304,EA,3000,0001,0001012807,000030,20251017
8000001218,000030,000000000000001423,22.808,L,22.808,L,3000,0001,0001010208,000010,20251017
8000001218,000040,000000000000001988,200.815,KG,200.815,KG,2000,0001,0001009321,000030,20251017
8000001218,000050,000000000000000846,60.571,EA,60.571,EA,3000,0001,0001001412,000020,20251017
8000001219,000010,000000000000001712,4.983,L,4.983,L,3000,0001,0001008158,000040,20251026
8000001219,000020,000000000000001440,27.024,KG,27.024,KG,2000,0001,0001005520,000010,20251026
8000001219,000030,000000000000000841,6.537,EA,6.537,EA,1000,0001,0001008444,000050,20251026
8000001219,000040,000000000000001549,17.222,EA,17.222,EA,2000,0001,0001001459,000030,20251026
8000001219,000050,000000000000000968,27.658,KG,27.658,KG,3000,0001,0001007848,000040,20251026
8000001220,000010,000000000000000190,2.057,EA,2.057,EA,1000,0001,0001011599,000060,20251023
8000001220,000020,000000000000001780,1.991,EA,1.991,EA,1000,0001,0001013096,000020,20251023
8000001220,000030,000000000000001462,21.098,EA,21.098,EA,1000,0001,0001008146,000010,20251023
8000001220,000040,000000000000001708,618.771,EA,618.771,EA,3000,0001,0001010457,000020,20251023
8000001220,000050,000000000000001780,5.157,EA,5.157,EA,3000,0001,0001008083,000030,20251023
8000001221,000010,000000000000001642,4.835,EA,4.835,EA,1000,0001,0001008446,000080,20251011
8000001221,000020,000000000000001753,38.913,KG,38.913,KG,2000,0001,0001012552,000040,20251011
8000001221,000030,000000000000001907,2.523,EA,2.523,EA,2000,0001,0001011035,000060,20251011
8000001221,000040,000000000000000620,8.584,EA,8.584,EA,2000,0001,0001001876,000060,20251011
8000001221,000050,000000000000000333,2.714,EA,2.714,EA,3000,0001,0001003432,000070,20251011
8000001222,000010,000000000000000627,4.638,EA,4.638,EA,2000,0001,0001006633,000030,20251028
8000001222,000020,000000000000000541,251.366,EA,251.366,EA,3000,0001,0001006196,000010,20251028
8000001222,000030,000000000000001597,10.278,KG,10.278,KG,1000,0001,0001012784,000060,20251028
8000001222,000040,000000000000001472,20.364,EA,20.364,EA,2000,0001,0001013074,000020,20251028
8000001222,000050,000000000000001051,40.938,EA,40.938,EA,1000,0001,0001004708,000020,20251028
8000001223,000010,000000000000000267,85.782,KG,85.782,KG,2000,0001,0001008113,000040,20251010
8000001223,000020,000000000000001658,0.813,EA,0.813,EA,2000,0001,0001014250,000030,20251010
8000001223,000030,000000000000000043,11.81,EA,11.81,EA,1000,0001,0001011712,000010,20251010
8000001223,000040,000000000000001119,10.811,EA,10.811,EA,3000,0001,0001014278,000080,20251010
8000001223,000050,000000000000000908,14.562,EA,14.562,EA,3000,0001,0001011739,000050,20251010
8000001224,000010,000000000000000054,160.702,EA,160.702,EA,2000,0001,0001013178,000020,20251021
8000001224,000020,000000000000000419,2.335,EA,2.335,EA,2000,0001,0001001641,000020,20251021
8000001224,000030,000000000000000389,28.689,KG,28.689,KG,2000,0001,0001001013,000060,20251021
8000001224,000040,000000000000000669,8.579,KG,8.579,KG,3000,0001,0001013707,000020,20251021
8000001224,000050,000000000000000902,6.334,KG,6.334,KG,3000,0001,0001006243,000060,20251021
8000001225,000010,000000000000000511,22.083,EA,22.083,EA,1000,0001,0001003514,000040,20251004
8000001225,000020,000000000000000763,5.421,EA,5.421,EA,2000,0001,0001007891,000010,20251004
8000001225,000030,000000000000000616,4.487,EA,4.487,EA,2000,0001,0001010868,000020,20251004
8000001225,000040,000000000000001061,27.596,EA,27.596,EA,3000,0001,0001000344,000050,20251004
8000001225,000050,000000000000000469,59.344,EA,59.344,EA,3000,0001,0001006858,000010,20251004
8000001226,000010,000000000000001975,14.836,EA,14.836,EA,2000,0001,0001009684,000060,20251023
8000001226,000020,000000000000001799,11.162,L,11.162,L,1000,0001,0001000194,000010,20251023
8000001226,000030,000000000000001419,39.788,EA,39.788,EA,3000,0001,0001000950,000010,20251023
8000001226,000040,000000000000000530,42.627,EA,42.627,EA,2000,0001,0001006013,000030,20251023
8000001226,000050,000000000000001845,84.873,EA,84.873,EA,2000,0001,0001006991,000050,20251023
8000001227,000010,000000000000001307,147.204,EA,147.204,EA,1000,0001,0001007459,000040,20251006
8000001227,000020,000000000000001214,15.016,EA,15.016,EA,2000,0001,0001002004,000020,20251006
8000001227,000030,000000000000001067,2.502,EA,2.502,EA,3000,0001,0001005229,000070,20251006
8000001227,000040,000000000000000377,14.748,EA,14.748,EA,1000,0001,0001012104,000010,20251006
8000001227,000050,000000000000001700,34.65,EA,34.65,EA,3000,0001,0001006336,000070,20251006
8000001228,000010,000000000000001543,4.444,KG,4.444,KG,2000,0001,0001003594,000030,20251024
8000001228,000020,000000000000001518,8.714,EA,8.714,EA,2000,0001,0001006511,000010,20251024
8000001228,000030,000000000000000016,71.189,EA,71.189,EA,1000,0001,0001003476,000040,20251024
8000001228,000040,000000000000000875,381.75,KG,381.75,KG,2000,0001,0001005756,000010,20251024
8000001228,000050,000000000000001053,33.291,EA,33.291,EA,2000,0001,0001008242,000010,20251024
8000001229,000010,000000000000000852,18.296,EA,18.296,EA,2000,0001,0001002853,000050,20251023
8000001229,000020,000000000000000302,6.198,EA,6.198,EA,1000,0001,0001012759,000050,20251023
8000001229,000030,000000000000001710,7.83,EA,7.83,EA,3000,0001,0001013864,000010,20251023
8000001229,000040,000000000000001968,39.743,KG,39.743,KG,3000,0001,0001007087,000050,20251023
8000001229,000050,000000000000000335,30.285,KG,30.285,KG,1000,0001,0001009555,000040,20251023
8000001230,000010,000000000000001810,9.025,EA,9.025,EA,1000,0001,0001013866,000070,20251002
8000001230,000020,000000000000001888,283.276,EA,283.276,EA,1000,0001,0001001878,000020,20251002
8000001230,000030,000000000000001924,48.119,EA,48.119,EA,3000,0001,0001008106,000020,20251002
8000001230,000040,000000000000001476,25.214,KG,25.214,KG,1000,0001,0001001963,000030,20251002
8000001230,000050,000000000000001034,9.007,EA,9.007,EA,3000,0001,0001014058,000040,20251002
8000001231,000010,000000000000000106,13.502,EA,13.502,EA,2000,0001,0001012754,000030,20251002
8000001231,000020,000000000000001446,22.259,EA,22.259,EA,2000,0001,0001001983,000030,20251002
8000001231,000030,000000000000000496,16.656,EA,16.656,EA,1000,0001,0001000251,000070,20251002
8000001231,000040,000000000000000808,11.88,EA,11.88,EA,1000,0001,0001006062,000060,20251002
8000001231,000050,000000000000000761,224.603,EA,224.603,EA,1000,0001,0001009298,000040,20251002
8000001232,000010,000000000000000893,40.936,EA,40.936,EA,1000,0001,0001000933,000080,20250928
8000001232,000020,000000000000001005,14.288,EA,14.288,EA,2000,0001,0001004854,000010,20250928
8000001232,000030,000000000000001426,7.522,KG,7.522,KG,3000,0001,0001013733,000040,20250928
8000001232,000040,000000000000001530,171.908,KG,171.908,KG,3000,0001,0001000188,000020,20250928
8000001232,000050,000000000000001664,36.685,KG,36.685,KG,1000,0001,0001010073,000030,20250928
8000001233,000010,000000000000001533,13.016,EA,13.016,EA,2000,0001,0001004007,000020,20251010
8000001233,000020,000000000000000316,12.69,EA,12.69,EA,1000,0001,0001004792,000060,20251010
8000001233,000030,000000000000000363,6.578,KG,6.578,KG,1000,0001,0001005478,000040,20251010
8000001233,000040,000000000000000924,87.435,EA,87.435,EA,3000,0001,0001013879,000050,20251010
8000001233,000050,000000000000000915,2.92,EA,2.92,EA,1000,0001,0001012312,000020,20251010
8000001234,000010,000000000000000908,41.352,EA,41.352,EA,1000,0001,0001008345,000020,20251017
8000001234,000020,000000000000000368,43.513,L,43.513,L,2000,0001,0001008112,000030,20251017
8000001234,000030,000000000000000594,14.323,L,14.323,L,1000,0001,0001000445,000020,20251017
8000001234,000040,000000000000001609,5.801,EA,5.801,EA,2000,0001,0001003883,000020,20251017
8000001234,000050,000000000000000671,36.797,KG,36.797,KG,1000,0001,0001006066,000060,20251017
8000001235,000010,000000000000001475,3.937,EA,3.937,EA,1000,0001,0001006474,000010,20251015
8000001235,000020,000000000000001760,8.881,L,8.881,L,2000,0001,0001002269,000020,20251015
8000001235,000030,000000000000000289,41.564,EA,41.564,EA,1000,0001,0001008731,000080,20251015
8000001235,000040,000000000000000322,11.278,EA,11.278,EA,1000,0001,0001002253,000020,20251015
8000001235,000050,000000000000001429,43.698,EA,43.698,EA,2000,0001,0001010420,000040,20251015
8000001236,000010,000000000000000243,27.344,EA,27.344,EA,1000,0001,0001000496,000010,20251006
8000001236,000020,000000000000000284,4.719,EA,4.719,EA,2000,0001,0001007172,000040,20251006
8000001236,000030,000000000000000207,24.656,EA,24.656,EA,3000,0001,0001003562,000030,20251006
8000001236,000040,000000000000000664,5.932,EA,5.932,EA,1000,0001,0001012827,000020,20251006
8000001236,000050,000000000000000106,13.502,EA,13.502,EA,2000,0001,0001012754,000030,20251006
8000001237,000010,000000000000000596,4.771,EA,4.771,EA,1000,0001,0001011138,000050,20251014
8000001237,000020,000000000000000344,35.591,EA,35.591,EA,2000,0001,0001007932,000020,20251014
8000001237,000030,000000000000000755,18.329,EA,18.329,EA,1000,0001,0001012926,000030,20251014
8000001237,000040,000000000000001451,101.088,KG,101.088,KG,1000,0001,0001007153,000050,20251014
8000001237,000050,000000000000001259,56.709,L,56.709,L,1000,0001,0001001161,000020,20251014
8000001238,000010,000000000000001727,11.311,EA,11.311,EA,1000,0001,0001001823,000010,20251014
8000001238,000020,000000000000000487,82.37,EA,82.37,EA,2000,0001,0001002989,000010,20251014
8000001238,000030,000000000000001516,4.163,KG,4.163,KG,2000,0001,0001008613,000010,20251014
8000001238,000040,000000000000000674,5.719,EA,5.719,EA,3000,0001,0001006770,000010,20251014
8000001238,000050,000000000000000131,45.425,KG,45.425,KG,1000,0001,0001013925,000090,20251014
8000001239,000010,000000000000001386,65.034,EA,65.034,EA,3000,0001,0001006956,000020,20251009
8000001239,000020,000000000000000796,12.302,EA,12.302,EA,3000,0001,0001005956,000030,20251009
8000001239,000030,000000000000000568,9.385,EA,9.385,EA,3000,0001,0001013749,000010,20251009
8000001239,000040,000000000000000978,11.14,EA,11.14,EA,1000,0001,0001001204,000020,20251009
8000001239,000050,000000000000001064,10.574,EA,10.574,EA,2000,0001,0001000030,000010,20251009
8000001240,000010,000000000000001917,4.837,KG,4.837,KG,2000,0001,0001014038,000060,20251025
8000001240,000020,000000000000000649,331.539,EA,331.539,EA,2000,0001,0001001184,000010,20251025
8000001240,000030,000000000000000172,11.868,L,11.868,L,3000,0001,0001009492,000010,20251025
8000001240,000040,000000000000000316,5.584,EA,5.584,EA,3000,0001,0001001954,000050,20251025
8000001240,000050,000000000000001056,3.244,EA,3.244,EA,1000,0001,0001007905,000050,20251025
8000001241,000010,000000000000000165,8.136,EA,8.136,EA,3000,0001,0001006851,000020,20251002
8000001241,000020,000000000000001463,15.944,EA,15.944,EA,3000,0001,0001000056,000010,20251002
8000001241,000030,000000000000000222,18.747,EA,18.747,EA,1000,0001,0001012190,000040,20251002
8000001241,000040,000000000000000805,4.633,EA,4.633,EA,2000,0001,0001005851,000020,20251002
8000001241,000050,000000000000001379,63.661,EA,63.661,EA,2000,0001,0001002123,000020,20251002
8000001242,000010,000000000000001006,4.973,EA,4.973,EA,1000,0001,0001013367,000040,20250927
8000001242,000020,000000000000000004,37.138,KG,37.138,KG,3000,0001,0001010395,000060,20250927
8000001242,000030,000000000000001600,8.688,EA,8.688,EA,3000,0001,0001010888,000040,20250927
8000001242,000040,000000000000001719,23.775,EA,23.775,EA,1000,0001,0001002947,000020,20250927
8000001242,000050,000000000000000824,7.218,L,7.218,L,3000,0001,0001013884,000010,20250927
8000001243,000010,000000000000000135,29.037,EA,29.037,EA,3000,0001,0001001808,000030,20251001
8000001243,000020,000000000000000306,124.799,KG,124.799,KG,2000,0001,0001012846,000030,20251001
8000001243,000030,000000000000001482,65.449,EA,65.449,EA,2000,0001,0001001246,000080,20251001
8000001243,000040,000000000000000115,19.494,KG,19.494,KG,1000,0001,0001013341,000060,20251001
8000001243,000050,000000000000000939,98.306,EA,98.306,EA,1000,0001,0001008597,000010,20251001
8000001244,000010,000000000000000524,14.366,EA,14.366,EA,2000,0001,0001007460,000020,20251007
8000001244,000020,000000000000001607,59.473,EA,59.473,EA,1000,0001,0001000609,000030,20251007
8000001244,000030,000000000000001923,19.639,KG,19.639,KG,1000,0001,0001012023,000060,20251007
8000001244,000040,000000000000001939,44.719,EA,44.719,EA,2000,0001,0001003239,000060,20251007
8000001244,000050,000000000000000765,6.734,EA,6.734,EA,1000,0001,0001008045,000010,20251007
8000001245,000010,000000000000000959,8.501,EA,8.501,EA,1000,0001,0001010832,000060,20251015
8000001245,000020,000000000000000796,29.755,EA,29.755,EA,1000,0001,0001007795,000010,20251015
8000001245,000030,000000000000001586,8.825,EA,8.825,EA,1000,0001,0001006940,000030,20251015
8000001245,000040,000000000000000407,18.349,EA,18.349,EA,3000,0001,0001005201,000030,20251015
8000001245,000050,000000000000000142,6.267,EA,6.267,EA,1000,0001,0001008701,000030,20251015
8000001246,000010,000000000000000370,38.103,EA,38.103,EA,3000,0001,0001002688,000060,20251017
8000001246,000020,000000000000000512,9.18,L,9.18,L,1000,0001,0001005031,000030,20251017
8000001246,000030,000000000000001339,3.755,EA,3.755,EA,3000,0001,0001008337,000040,20251017
8000001246,000040,000000000000001893,22.009,EA,22.009,EA,1000,0001,0001004350,000010,20251017
8000001246,000050,000000000000000028,11.515,EA,11.515,EA,1000,0001,0001010496,000050,20251017
8000001247,000010,000000000000001751,64.303,EA,64.303,EA,2000,0001,0001000977,000060,20251020
8000001247,000020,000000000000001460,23.824,EA,23.824,EA,1000,0001,0001000723,000060,20251020
8000001247,000030,000000000000001347,10.556,L,10.556,L,1000,0001,0001012773,000020,20251020
8000001247,000040,000000000000001265,10.497,EA,10.497,EA,2000,0001,0001010038,000030,20251020
8000001247,000050,000000000000000906,34.1,EA,34.1,EA,1000,0001,0001010696,000040,20251020
8000001248,000010,000000000000000785,11.546,EA,11.546,EA,2000,0001,0001012355,000020,20251019
8000001248,000020,000000000000001181,9.441,EA,9.441,EA,1000,0001,0001007323,000050,20251019
8000001248,000030,000000000000001916,15.059,KG,15.059,KG,2000,0001,0001002529,000070,20251019
8000001248,000040,000000000000000462,32.92,EA,32.92,EA,3000,0001,0001012597,000010,20251019
8000001248,000050,000000000000001040,12.979,EA,12.979,EA,3000,0001,0001000767,000040,20251019
8000001249,000010,000000000000000395,6.479,EA,6.479,EA,3000,0001,0001000324,000050,20251008
8000001249,000020,000000000000001551,12.518,EA,12.518,EA,1000,0001,0001005880,000040,20251008
8000001249,000030,000000000000000975,70.521,EA,70.521,EA,2000,0001,0001005164,000040,20251008
8000001249,000040,000000000000001273,42.675,EA,42.675,EA,2000,0001,0001009222,000060,20251008
8000001249,000050,000000000000001240,18.946,EA,18.946,EA,3000,0001,0001005671,000010,20251008
8000001250,000010,000000000000001749,13.413,EA,13.413,EA,3000,0001,0001005320,000040,20251009
8000001250,000020,000000000000000400,9.352,EA,9.352,EA,3000,0001,0001003538,000040,20251009
8000001250,000030,000000000000000433,11.264,EA,11.264,EA,3000,0001,0001014147,000030,20251009
8000001250,000040,000000000000000382,160.349,EA,160.349,EA,3000,0001,0001008037,000040,20251009
8000001250,000050,000000000000000301,25.096,EA,25.096,EA,3000,0001,0001001938,000030,20251009
8000001251,000010,000000000000000443,3.555,KG,3.555,KG,2000,0001,0001008288,000010,20251003
8000001251,000020,000000000000000541,26.001,EA,26.001,EA,1000,0001,0001001267,000010,20251003
8000001251,000030,000000000000000821,1.437,L,1.437,L,3000,0001,0001010200,000030,20251003
8000001251,000040,000000000000001687,4.823,EA,4.823,EA,3000,0001,0001003798,000050,20251003
8000001251,000050,000000000000001821,9.562,KG,9.562,KG,3000,0001,0001013370,000090,20251003
8000001252,000010,000000000000001338,21.925,EA,21.925,EA,1000,0001,0001011757,000060,20251029
8000001252,000020,000000000000000428,10.383,EA,10.383,EA,1000,0001,0001000165,000010,20251029
8000001252,000030,000000000000001866,5.515,EA,5.515,EA,2000,0001,0001003179,000010,20251029
8000001252,000040,000000000000001553,25.894,KG,25.894,KG,1000,0001,0001007501,000040,20251029
8000001252,000050,000000000000000104,3.696,EA,3.696,EA,2000,0001,0001006419,000010,20251029
8000001253,000010,000000000000001788,7.956,L,7.956,L,1000,0001,0001007520,000010,20251026
8000001253,000020,000000000000000614,45.377,L,45.377,L,1000,0001,0001009995,000050,20251026
8000001253,000030,000000000000000410,19.468,EA,19.468,EA,2000,0001,0001008320,000020,20251026
8000001253,000040,000000000000000032,9.17,EA,9.17,EA,2000,0001,0001009369,000010,20251026
8000001253,000050,000000000000000539,44.455,EA,44.455,EA,2000,0001,0001003473,000100,20251026
8000001254,000010,000000000000000581,11.646,EA,11.646,EA,1000,0001,0001004417,000040,20251025
8000001254,000020,000000000000001194,185.2,EA,185.2,EA,3000,0001,0001002617,000010,20251025
8000001254,000030,000000000000000053,4.518,EA,4.518,EA,1000,0001,0001006300,000070,20251025
8000001254,000040,000000000000000033,4.72,KG,4.72,KG,3000,0001,0001012480,000030,20251025
8000001254,000050,000000000000000007,28.41,EA,28.41,EA,2000,0001,0001009569,000020,20251025
8000001255,000010,000000000000001870,16.408,EA,16.408,EA,2000,0001,0001000513,000040,20251022
8000001255,000020,000000000000000522,57.045,KG,57.045,KG,3000,0001,0001004492,000080,20251022
8000001255,000030,000000000000001657,12.26,EA,12.26,EA,2000,0001,0001005016,000010,20251022
8000001255,000040,000000000000001993,22.643,EA,22.643,EA,1000,0001,0001001844,000050,20251022
8000001255,000050,000000000000001659,2.092,KG,2.092,KG,3000,0001,0001007218,000050,20251022
8000001256,000010,000000000000000828,17.897,EA,17.897,EA,1000,0001,0001008220,000050,20251015
8000001256,000020,000000000000001656,38.846,EA,38.846,EA,2000,0001,0001004077,000080,20251015
8000001256,000030,000000000000000563,17.38,EA,17.38,EA,3000,0001,0001009062,000010,20251015
8000001256,000040,000000000000000913,17.574,EA,17.574,EA,1000,0001,0001012006,000020,20251015
8000001256,000050,000000000000000583,11.598,L,11.598,L,3000,0001,0001011248,000050,20251015
8000001257,000010,000000000000000013,4.642,EA,4.642,EA,2000,0001,0001011115,000010,20251024
8000001257,000020,000000000000001965,84.881,EA,84.881,EA,1000,0001,0001011653,000070,20251024
8000001257,000030,000000000000001550,38.094,EA,38.094,EA,2000,0001,0001005620,000030,20251024
8000001257,000040,000000000000001817,73.272,EA,73.272,EA,1000,0001,0001007159,000060,20251024
8000001257,000050,000000000000000937,26.332,KG,26.332,KG,3000,0001,0001002574,000030,20251024
8000001258,000010,000000000000000137,138.503,EA,138.503,EA,2000,0001,0001012195,000030,20251031
8000001258,000020,000000000000001990,27.191,EA,27.191,EA,2000,0001,0001001288,000020,20251031
8000001258,000030,000000000000000545,26.129,EA,26.129,EA,3000,0001,0001005623,000030,20251031
8000001258,000040,000000000000001297,31.196,L,31.196,L,2000,0001,0001014163,000030,20251031
8000001258,000050,000000000000000022,74.608,KG,74.608,KG,2000,0001,0001004788,000040,20251031
8000001259,000010,000000000000001495,14.468,EA,14.468,EA,3000,0001,0001013212,000030,20251019
8000001259,000020,000000000000001014,3.905,KG,3.905,KG,3000,0001,0001007275,000010,20251019
8000001259,000030,000000000000001906,61.608,EA,61.608,EA,3000,0001,0001011667,000040,20251019
8000001259,000040,000000000000000656,50.759,KG,50.759,KG,3000,0001,0001004942,000040,20251019
8000001259,000050,000000000000000151,74.81,KG,74.81,KG,3000,0001,0001011989,000020,20251019
8000001260,000010,000000000000000116,27.128,EA,27.128,EA,3000,0001,0001009657,000060,20251005
8000001260,000020,000000000000001516,40.473,KG,40.473,KG,2000,0001,0001008854,000020,20251005
