VBELN,ERNAM,ERDAT,ERZET,WADAT_IST,WADAT,LFART,VKORG,VSTEL,KUNNR,INCO1,LIFSK,KODAT
8000002641,WHSUSER,20251002,160500,20251002,20251003,LF,1000,10001,0000102913,EXW,,20251002
8000002642,WHSUSER,20251027,173100,20251027,20251028,LF,1000,10001,0000104995,EXW,,20251027
8000002643,WHSUSER,20251016,131900,20251016,20251017,LF,1000,10001,0000103778,EXW,,20251016
8000002644,WHSUSER,20251018,112500,20251018,20251019,LF,3000,30001,0000104872,EXW,,20251018
8000002645,WHSUSER,20251015,083100,20251015,20251016,LF,1000,10001,0000104191,EXW,,20251015
8000002646,WHSUSER,20251023,120500,20251023,20251024,LF,3000,30001,0000100937,EXW,,20251023
8000002647,WHSUSER,20251010,115200,20251010,20251011,LF,1000,10001,0000103885,EXW,,20251010
8000002648,WHSUSER,20251001,091000,20251001,20251002,LF,2000,20001,0000103200,EXW,,20251001
8000002649,WHSUSER,20251023,095000,20251023,20251024,LF,2000,20001,0000103486,EXW,,20251023
8000002650,WHSUSER,20251003,115600,20251003,20251004,LF,2000,20001,0000103826,EXW,,20251003
8000002651,WHSUSER,20251005,094500,20251005,20251006,LF,2000,20001,0000104559,EXW,,20251005
8000002652,WHSUSER,20251008,153900,20251008,20251009,LF,1000,10001,0000103313,EXW,,20251008
8000002653,WHSUSER,20251026,153300,20251026,20251027,LF,1000,10001,0000104896,EXW,,20251026
8000002654,WHSUSER,20251019,080300,20251019,20251020,LF,1000,10001,0000101057,EXW,,20251019
8000002655,WHSUSER,20251011,105300,20251011,20251012,LF,1000,10001,0000102082,EXW,,20251011
8000002656,WHSUSER,20251008,113700,20251008,20251009,LF,2000,20001,0000100375,EXW,,20251008
8000002657,WHSUSER,20251020,083300,20251020,20251021,LF,2000,20001,0000104260,EXW,,20251020
8000002658,WHSUSER,20251014,084000,20251014,20251015,LF,1000,10001,0000103865,EXW,,20251014
8000002659,WHSUSER,20250930,131400,20250930,20251001,LF,1000,10001,0000102865,EXW,,20250930
8000002660,WHSUSER,20251015,100300,20251015,20251016,LF,1000,10001,0000100208,EXW,,20251015
8000002661,WHSUSER,20251007,090400,20251007,20251008,LF,2000,20001,0000100126,EXW,,20251007
8000002662,WHSUSER,20251028,140700,20251028,20251029,LF,1000,10001,0000104075,EXW,,20251028
8000002663,WHSUSER,20251019,163000,20251019,20251020,LF,1000,10001,0000103078,EXW,,20251019
8000002664,WHSUSER,20251001,083300,20251001,20251002,LF,1000,10001,0000102332,EXW,,20251001
8000002665,WHSUSER,20251026,130700,20251026,20251027,LF,2000,20001,0000104221,EXW,,20251026
8000002666,WHSUSER,20250930,114200,20250930,20251001,LF,1000,10001,0000104390,EXW,,20250930
8000002667,WHSUSER,20251022,094400,20251022,20251023,LF,2000,20001,0000103154,EXW,,20251022
8000002668,WHSUSER,20251029,100300,20251029,20251030,LF,1000,10001,0000103567,EXW,,20251029
8000002669,WHSUSER,20251005,120600,20251005,20251006,LF,2000,20001,0000100248,EXW,,20251005
8000002670,WHSUSER,20251018,102000,20251018,20251019,LF,1000,10001,0000104506,EXW,,20251018
8000002671,WHSUSER,20251019,082600,20251019,20251020,LF,1000,10001,0000104571,EXW,,20251019
8000002672,WHSUSER,20251007,160700,20251007,20251008,LF,2000,20001,0000102849,EXW,,20251007
8000002673,WHSUSER,20250929,090000,20250929,20250930,LF,3000,30001,0000100876,EXW,,20250929
8000002674,WHSUSER,20251009,155300,20251009,20251010,LF,3000,30001,0000100847,EXW,,20251009
8000002675,WHSUSER,20251012,132500,20251012,20251013,LF,1000,10001,0000102811,EXW,,20251012
8000002676,WHSUSER,20251003,111300,20251003,20251004,LF,1000,10001,0000103030,EXW,,20251003
8000002677,WHSUSER,20251008,165900,20251008,20251009,LF,1000,10001,0000104564,EXW,,20251008
8000002678,WHSUSER,20251011,155700,20251011,20251012,LF,3000,30001,0000101756,EXW,,20251011
8000002679,WHSUSER,20251025,165600,20251025,20251026,LF,2000,20001,0000101490,EXW,,20251025
8000002680,WHSUSER,20251005,155000,20251005,20251006,LF,1000,10001,0000101979,EXW,,20251005
8000002681,WHSUSER,20251014,131200,20251014,20251015,LF,3000,30001,0000101681,EXW,,20251014
8000002682,WHSUSER,20251008,131400,20251008,20251009,LF,1000,10001,0000103976,EXW,,20251008
8000002683,WHSUSER,20251007,091700,20251007,20251008,LF,2000,20001,0000104906,EXW,,20251007
8000002684,WHSUSER,20251003,151200,20251003,20251004,LF,1000,10001,0000104226,EXW,,20251003
8000002685,WHSUSER,20251021,131300,20251021,20251022,LF,1000,10001,0000104966,EXW,,20251021
8000002686,WHSUSER,20251003,164000,20251003,20251004,LF,1000,10001,0000104445,EXW,,20251003
8000002687,WHSUSER,20251002,174900,20251002,20251003,LF,1000,10001,0000100150,EXW,,20251002
8000002688,WHSUSER,20251023,171400,20251023,20251024,LF,1000,10001,0000100336,EXW,,20251023
8000002689,WHSUSER,20251012,160300,20251012,20251013,LF,2000,20001,0000100611,EXW,,20251012
8000002690,WHSUSER,20251017,170100,20251017,20251018,LF,1000,10001,0000104810,EXW,,20251017
8000002691,WHSUSER,20251017,164000,20251017,20251018,LF,2000,20001,0000104170,EXW,,20251017
8000002692,WHSUSER,20251001,105000,20251001,20251002,LF,1000,10001,0000100517,EXW,,20251001
8000002693,WHSUSER,20251015,171000,20251015,20251016,LF,1000,10001,0000102871,EXW,,20251015
8000002694,WHSUSER,20251015,152200,20251015,20251016,LF,2000,20001,0000100898,EXW,,20251015
8000002695,WHSUSER,20251009,120600,20251009,20251010,LF,2000,20001,0000103489,EXW,,20251009
8000002696,WHSUSER,20251005,172200,20251005,20251006,LF,1000,10001,0000104316,EXW,,20251005
8000002697,WHSUSER,20251004,112300,20251004,20251005,LF,2000,20001,0000101366,EXW,,20251004
8000002698,WHSUSER,20251027,103800,20251027,20251028,LF,1000,10001,0000101301,EXW,,20251027
8000002699,WHSUSER,20251008,132300,20251008,20251009,LF,2000,20001,0000100583,EXW,,20251008
8000002700,WHSUSER,20251017,104600,20251017,20251018,LF,2000,20001,0000104511,EXW,,20251017
8000002701,WHSUSER,20251023,175400,20251023,20251024,LF,1000,10001,0000103941,EXW,,20251023
8000002702,WHSUSER,20251026,135100,20251026,20251027,LF,1000,10001,0000102494,EXW,,20251026
8000002703,WHSUSER,20251005,142600,20251005,20251006,LF,1000,10001,0000103937,EXW,,20251005
8000002704,WHSUSER,20251003,113200,20251003,20251004,LF,3000,30001,0000104052,EXW,,20251003
8000002705,WHSUSER,20251027,152400,20251027,20251028,LF,3000,30001,0000103897,EXW,,20251027
8000002706,WHSUSER,20251025,124200,20251025,20251026,LF,2000,20001,0000100972,EXW,,20251025
8000002707,WHSUSER,20251029,115000,20251029,20251030,LF,2000,20001,0000103260,EXW,,20251029
8000002708,WHSUSER,20251031,152200,20251031,20251101,LF,1000,10001,0000101882,EXW,,20251031
8000002709,WHSUSER,20251029,125500,20251029,20251030,LF,1000,10001,0000102858,EXW,,20251029
8000002710,WHSUSER,20251020,160900,20251020,20251021,LF,1000,10001,0000100416,EXW,,20251020
8000002711,WHSUSER,20251019,083000,20251019,20251020,LF,3000,30001,0000102436,EXW,,20251019
8000002712,WHSUSER,20251009,172000,20251009,20251010,LF,1000,10001,0000100384,EXW,,20251009
8000002713,WHSUSER,20251008,143700,20251008,20251009,LF,1000,10001,0000104539,EXW,,20251008
8000002714,WHSUSER,20251021,113300,20251021,20251022,LF,1000,10001,0000100528,EXW,,20251021
8000002715,WHSUSER,20251005,093000,20251005,20251006,LF,2000,20001,0000103303,EXW,,20251005
8000002716,WHSUSER,20251017,113500,20251017,20251018,LF,2000,20001,0000100591,EXW,,20251017
8000002717,WHSUSER,20250930,085900,20250930,20251001,LF,1000,10001,0000104831,EXW,,20250930
8000002718,WHSUSER,20251013,101000,20251013,20251014,LF,2000,20001,0000100482,EXW,,20251013
8000002719,WHSUSER,20251020,094500,20251020,20251021,LF,1000,10001,0000102959,EXW,,20251020
8000002720,WHSUSER,20251014,140900,20251014,20251015,LF,3000,30001,0000103474,EXW,,20251014
8000002721,WHSUSER,20251007,095700,20251007,20251008,LF,1000,10001,0000101925,EXW,,20251007
8000002722,WHSUSER,20251009,162800,20251009,20251010,LF,1000,10001,0000101226,EXW,,20251009
8000002723,WHSUSER,20251013,111800,20251013,20251014,LF,1000,10001,0000104846,EXW,,20251013
8000002724,WHSUSER,20251013,131800,20251013,20251014,LF,2000,20001,0000103313,EXW,,20251013
8000002725,WHSUSER,20251016,145400,20251016,20251017,LF,2000,20001,0000101576,EXW,,20251016
8000002726,WHSUSER,20251018,102500,20251018,20251019,LF,1000,10001,0000101193,EXW,,20251018
8000002727,WHSUSER,20251006,130500,20251006,20251007,LF,1000,10001,0000101471,EXW,,20251006
8000002728,WHSUSER,20251004,135800,20251004,20251005,LF,1000,10001,0000103101,EXW,,20251004
8000002729,WHSUSER,20251006,083500,20251006,20251007,LF,3000,30001,0000100099,EXW,,20251006
8000002730,WHSUSER,20250930,115700,20250930,20251001,LF,1000,10001,0000103641,EXW,,20250930
8000002731,WHSUSER,20251018,101000,20251018,20251019,LF,1000,10001,0000104660,EXW,,20251018
8000002732,WHSUSER,20251006,130100,20251006,20251007,LF,1000,10001,0000100757,EXW,,20251006
8000002733,WHSUSER,20251006,165600,20251006,20251007,LF,1000,10001,0000100160,EXW,,20251006
8000002734,WHSUSER,20251030,114800,20251030,20251031,LF,2000,20001,0000103575,EXW,,20251030
8000002735,WHSUSER,20251019,111800,20251019,20251020,LF,3000,30001,0000102830,EXW,,20251019
8000002736,WHSUSER,20251027,080500,20251027,20251028,LF,3000,30001,0000101852,EXW,,20251027
8000002737,WHSUSER,20251017,132500,20251017,20251018,LF,2000,20001,0000102484,EXW,,20251017
8000002738,WHSUSER,20251008,092800,20251008,20251009,LF,1000,10001,0000101555,EXW,,20251008
8000002739,WHSUSER,20251013,112800,20251013,20251014,LF,1000,10001,0000100431,EXW,,20251013
8000002740,WHSUSER,20251025,121100,20251025,20251026,LF,1000,10001,0000102249,EXW,,20251025
8000002741,WHSUSER,20251021,100000,20251021,20251022,LF,1000,10001,0000104216,EXW,,20251021
8000002742,WHSUSER,20251008,100000,20251008,20251009,LF,1000,10001,0000104274,EXW,,20251008
8000002743,WHSUSER,20251015,142200,20251015,20251016,LF,1000,10001,0000102051,EXW,,20251015
8000002744,WHSUSER,20251010,095100,20251010,20251011,LF,1000,10001,0000104468,EXW,,20251010
8000002745,WHSUSER,20251031,174500,20251031,20251101,LF,1000,10001,0000101781,EXW,,20251031
8000002746,WHSUSER,20251001,164000,20251001,20251002,LF,1000,10001,0000101427,EXW,,20251001
8000002747,WHSUSER,20251022,142800,20251022,20251023,LF,1000,10001,0000103301,EXW,,20251022
8000002748,WHSUSER,20251010,115800,20251010,20251011,LF,1000,10001,0000102457,EXW,,20251010
8000002749,WHSUSER,20251027,160500,20251027,20251028,LF,1000,10001,0000104020,EXW,,20251027
8000002750,WHSUSER,20251023,104500,20251023,20251024,LF,1000,10001,0000104163,EXW,,20251023
8000002751,WHSUSER,20251002,121900,20251002,20251003,LF,1000,10001,0000101878,EXW,,20251002
8000002752,WHSUSER,20251003,150700,20251003,20251004,LF,1000,10001,0000101716,EXW,,20251003
8000002753,WHSUSER,20250930,172000,20250930,20251001,LF,1000,10001,0000104788,EXW,,20250930
8000002754,WHSUSER,20251025,171100,20251025,20251026,LF,3000,30001,0000103981,EXW,,20251025
8000002755,WHSUSER,20251015,144200,20251015,20251016,LF,1000,10001,0000101230,EXW,,20251015
8000002756,WHSUSER,20251016,101600,20251016,20251017,LF,1000,10001,0000103433,EXW,,20251016
8000002757,WHSUSER,20251012,111100,20251012,20251013,LF,1000,10001,0000103798,EXW,,20251012
8000002758,WHSUSER,20251023,085400,20251023,20251024,LF,1000,10001,0000103648,EXW,,20251023
8000002759,WHSUSER,20251019,160400,20251019,20251020,LF,1000,10001,0000102353,EXW,,20251019
8000002760,WHSUSER,20251018,104800,20251018,20251019,LF,1000,10001,0000104863,EXW,,20251018
8000002761,WHSUSER,20251015,174600,20251015,20251016,LF,1000,10001,0000104769,EXW,,20251015
8000002762,WHSUSER,20251017,140800,20251017,20251018,LF,1000,10001,0000100058,EXW,,20251017
8000002763,WHSUSER,20251011,104100,20251011,20251012,LF,2000,20001,0000104234,EXW,,20251011
8000002764,WHSUSER,20250929,091800,20250929,20250930,LF,1000,10001,0000100141,EXW,,20250929
8000002765,WHSUSER,20251007,093300,20251007,20251008,LF,2000,20001,0000104404,EXW,,20251007
8000002766,WHSUSER,20251008,112800,20251008,20251009,LF,2000,20001,0000103090,EXW,,20251008
8000002767,WHSUSER,20251018,110900,20251018,20251019,LF,1000,10001,0000102729,EXW,,20251018
8000002768,WHSUSER,20251029,151800,20251029,20251030,LF,2000,20001,0000100685,EXW,,20251029
8000002769,WHSUSER,20251005,163400,20251005,20251006,LF,2000,20001,0000102433,EXW,,20251005
8000002770,WHSUSER,20251021,102800,20251021,20251022,LF,1000,10001,0000102647,EXW,,20251021
8000002771,WHSUSER,20251020,150900,20251020,20251021,LF,2000,20001,0000103533,EXW,,20251020
8000002772,WHSUSER,20251029,082900,20251029,20251030,LF,1000,10001,0000104551,EXW,,20251029
8000002773,WHSUSER,20251021,131200,20251021,20251022,LF,3000,30001,0000100291,EXW,,20251021
8000002774,WHSUSER,20250930,085400,20250930,20251001,LF,1000,10001,0000102461,EXW,,20250930
8000002775,WHSUSER,20250930,100800,20250930,20251001,LF,1000,10001,0000101573,EXW,,20250930
8000002776,WHSUSER,20251007,085300,20251007,20251008,LF,2000,20001,0000104769,EXW,,20251007
8000002777,WHSUSER,20251012,144700,20251012,20251013,LF,1000,10001,0000101587,EXW,,20251012
8000002778,WHSUSER,20251012,175500,20251012,20251013,LF,3000,30001,0000102365,EXW,,20251012
8000002779,WHSUSER,20251025,091400,20251025,20251026,LF,2000,20001,0000102135,EXW,,20251025
8000002780,WHSUSER,20251028,163600,20251028,20251029,LF,2000,20001,0000100262,EXW,,20251028
8000002781,WHSUSER,20251001,160000,20251001,20251002,LF,2000,20001,0000103459,EXW,,20251001
8000002782,WHSUSER,20251029,090300,20251029,20251030,LF,1000,10001,0000104315,EXW,,20251029
8000002783,WHSUSER,20251019,105100,20251019,20251020,LF,2000,20001,0000103725,EXW,,20251019
8000002784,WHSUSER,20251009,135900,20251009,20251010,LF,1000,10001,0000101695,EXW,,20251009
8000002785,WHSUSER,20251019,165100,20251019,20251020,LF,1000,10001,0000100410,EXW,,20251019
8000002786,WHSUSER,20251019,085300,20251019,20251020,LF,1000,10001,0000100369,EXW,,20251019
8000002787,WHSUSER,20251015,123200,20251015,20251016,LF,2000,20001,0000104320,EXW,,20251015
8000002788,WHSUSER,20251010,172400,20251010,20251011,LF,3000,30001,0000103852,EXW,,20251010
8000002789,WHSUSER,20251024,090200,20251024,20251025,LF,2000,20001,0000102672,EXW,,20251024
8000002790,WHSUSER,20251014,080400,20251014,20251015,LF,2000,20001,0000101967,EXW,,20251014
8000002791,WHSUSER,20251014,152800,20251014,20251015,LF,1000,10001,0000102454,EXW,,20251014
8000002792,WHSUSER,20251021,102200,20251021,20251022,LF,2000,20001,0000100625,EXW,,20251021
8000002793,WHSUSER,20251031,084500,20251031,20251101,LF,1000,10001,0000102012,EXW,,20251031
8000002794,WHSUSER,20251022,160200,20251022,20251023,LF,3000,30001,0000104141,EXW,,20251022
8000002795,WHSUSER,20251001,135800,20251001,20251002,LF,1000,10001,0000101334,EXW,,20251001
8000002796,WHSUSER,20251010,131800,20251010,20251011,LF,2000,20001,0000103176,EXW,,20251010
8000002797,WHSUSER,20251008,123800,20251008,20251009,LF,1000,10001,0000103861,EXW,,20251008
8000002798,WHSUSER,20251009,171500,20251009,20251010,LF,1000,10001,0000101900,EXW,,20251009
8000002799,WHSUSER,20251014,163700,20251014,20251015,LF,2000,20001,0000102336,EXW,,20251014
8000002800,WHSUSER,20251016,174600,20251016,20251017,LF,1000,10001,0000100803,EXW,,20251016
8000002801,WHSUSER,20251004,165100,20251004,20251005,LF,2000,20001,0000103249,EXW,,20251004
8000002802,WHSUSER,20251012,153300,20251012,20251013,LF,2000,20001,0000103861,EXW,,20251012
8000002803,WHSUSER,20251001,160700,20251001,20251002,LF,1000,10001,0000103431,EXW,,20251001
8000002804,WHSUSER,20251025,150000,20251025,20251026,LF,1000,10001,0000103574,EXW,,20251025
8000002805,WHSUSER,20250930,100300,20250930,20251001,LF,1000,10001,0000104592,EXW,,20250930
8000002806,WHSUSER,20251013,112200,20251013,20251014,LF,1000,10001,0000102781,EXW,,20251013
8000002807,WHSUSER,20251018,173400,20251018,20251019,LF,2000,20001,0000104263,EXW,,20251018
8000002808,WHSUSER,20251007,111300,20251007,20251008,LF,3000,30001,0000104699,EXW,,20251007
8000002809,WHSUSER,20251016,125300,20251016,20251017,LF,1000,10001,0000104846,EXW,,20251016
8000002810,WHSUSER,20251020,163900,20251020,20251021,LF,1000,10001,0000100290,EXW,,20251020
8000002811,WHSUSER,20251023,092700,20251023,20251024,LF,1000,10001,0000101064,EXW,,20251023
8000002812,WHSUSER,20251009,094700,20251009,20251010,LF,1000,10001,0000100445,EXW,,20251009
8000002813,WHSUSER,20251006,132500,20251006,20251007,LF,2000,20001,0000101013,EXW,,20251006
8000002814,WHSUSER,20251004,161100,20251004,20251005,LF,1000,10001,0000102467,EXW,,20251004
8000002815,WHSUSER,20251002,083900,20251002,20251003,LF,3000,30001,0000103927,EXW,,20251002
8000002816,WHSUSER,20251016,084600,20251016,20251017,LF,1000,10001,0000104044,EXW,,20251016
8000002817,WHSUSER,20251024,164400,20251024,20251025,LF,1000,10001,0000104837,EXW,,20251024
8000002818,WHSUSER,20251028,164400,20251028,20251029,LF,1000,10001,0000100191,EXW,,20251028
8000002819,WHSUSER,20251018,155300,20251018,20251019,LF,2000,20001,0000102144,EXW,,20251018
8000002820,WHSUSER,20251014,110400,20251014,20251015,LF,2000,20001,0000100762,EXW,,20251014
8000002821,WHSUSER,20251008,170600,20251008,20251009,LF,1000,10001,0000100850,EXW,,20251008
8000002822,WHSUSER,20251008,123500,20251008,20251009,LF,1000,10001,0000104902,EXW,,20251008
8000002823,WHSUSER,20251001,153400,20251001,20251002,LF,1000,10001,0000104937,EXW,,20251001
8000002824,WHSUSER,20251017,135700,20251017,20251018,LF,2000,20001,0000103631,EXW,,20251017
8000002825,WHSUSER,20251013,120700,20251013,20251014,LF,1000,10001,0000103082,EXW,,20251013
8000002826,WHSUSER,20251010,174200,20251010,20251011,LF,1000,10001,0000101388,EXW,,20251010
8000002827,WHSUSER,20251002,092500,20251002,20251003,LF,1000,10001,0000103410,EXW,,20251002
8000002828,WHSUSER,20250928,113300,20250928,20250929,LF,1000,10001,0000104181,EXW,,20250928
8000002829,WHSUSER,20251023,170800,20251023,20251024,LF,1000,10001,0000102863,EXW,,20251023
8000002830,WHSUSER,20251024,125100,20251024,20251025,LF,1000,10001,0000100610,EXW,,20251024
8000002831,WHSUSER,20251012,084200,20251012,20251013,LF,3000,30001,0000101981,EXW,,20251012
8000002832,WHSUSER,20251007,082800,20251007,20251008,LF,1000,10001,0000103283,EXW,,20251007
8000002833,WHSUSER,20251002,174900,20251002,20251003,LF,2000,20001,0000102116,EXW,,20251002
8000002834,WHSUSER,20251018,173700,20251018,20251019,LF,1000,10001,0000102107,EXW,,20251018
8000002835,WHSUSER,20251019,115300,20251019,20251020,LF,1000,10001,0000104759,EXW,,20251019
8000002836,WHSUSER,20251014,113400,20251014,20251015,LF,2000,20001,0000100460,EXW,,20251014
8000002837,WHSUSER,20250930,143900,20250930,20251001,LF,1000,10001,0000103013,EXW,,20250930
8000002838,WHSUSER,20251004,113400,20251004,20251005,LF,1000,10001,0000101943,EXW,,20251004
8000002839,WHSUSER,20251029,152300,20251029,20251030,LF,2000,20001,0000104021,EXW,,20251029
8000002840,WHSUSER,20251020,121800,20251020,20251021,LF,2000,20001,0000101404,EXW,,20251020
8000002841,WHSUSER,20251002,132000,20251002,20251003,LF,3000,30001,0000101519,EXW,,20251002
8000002842,WHSUSER,20251017,133800,20251017,20251018,LF,2000,20001,0000104854,EXW,,20251017
8000002843,WHSUSER,20251026,165400,20251026,20251027,LF,2000,20001,0000103150,EXW,,20251026
8000002844,WHSUSER,20251017,170700,20251017,20251018,LF,2000,20001,0000102896,EXW,,20251017
8000002845,WHSUSER,20251020,101100,20251020,20251021,LF,1000,10001,0000104471,EXW,,20251020
8000002846,WHSUSER,20250930,123900,20250930,20251001,LF,2000,20001,0000102154,EXW,,20250930
8000002847,WHSUSER,20251006,170100,20251006,20251007,LF,1000,10001,0000101390,EXW,,20251006
8000002848,WHSUSER,20251014,151900,20251014,20251015,LF,2000,20001,0000102553,EXW,,20251014
8000002849,WHSUSER,20251009,140700,20251009,20251010,LF,3000,30001,0000104375,EXW,,20251009
8000002850,WHSUSER,20250930,144400,20250930,20251001,LF,2000,20001,0000101795,EXW,,20250930
8000002851,WHSUSER,20250930,105200,20250930,20251001,LF,1000,10001,0000104973,EXW,,20250930
8000002852,WHSUSER,20251003,085900,20251003,20251004,LF,1000,10001,0000100387,EXW,,20251003
8000002853,WHSUSER,20251013,123200,20251013,20251014,LF,1000,10001,0000104287,EXW,,20251013
8000002854,WHSUSER,20251003,152900,20251003,20251004,LF,2000,20001,0000103345,EXW,,20251003
8000002855,WHSUSER,20251011,091700,20251011,20251012,LF,1000,10001,0000104485,EXW,,20251011
8000002856,WHSUSER,20251008,174200,20251008,20251009,LF,3000,30001,0000101654,EXW,,20251008
8000002857,WHSUSER,20251026,091700,20251026,20251027,LF,2000,20001,0000100630,EXW,,20251026
8000002858,WHSUSER,20251004,115400,20251004,20251005,LF,1000,10001,0000103566,EXW,,20251004
8000002859,WHSUSER,20251003,162600,20251003,20251004,LF,2000,20001,0000101569,EXW,,20251003
8000002860,WHSUSER,20251001,165900,20251001,20251002,LF,3000,30001,0000100778,EXW,,20251001
8000002861,WHSUSER,20251018,161200,20251018,20251019,LF,1000,10001,0000102928,EXW,,20251018
8000002862,WHSUSER,20251011,104200,20251011,20251012,LF,1000,10001,0000103628,EXW,,20251011
8000002863,WHSUSER,20251009,131300,20251009,20251010,LF,2000,20001,0000101765,EXW,,20251009
8000002864,WHSUSER,20251028,154800,20251028,20251029,LF,1000,10001,0000103875,EXW,,20251028
8000002865,WHSUSER,20251002,163900,20251002,20251003,LF,2000,20001,0000103815,EXW,,20251002
8000002866,WHSUSER,20251001,091900,20251001,20251002,LF,1000,10001,0000101873,EXW,,20251001
8000002867,WHSUSER,20251012,121800,20251012,20251013,LF,1000,10001,0000100753,EXW,,20251012
8000002868,WHSUSER,20251011,122200,20251011,20251012,LF,1000,10001,0000102320,EXW,,20251011
8000002869,WHSUSER,20251020,142300,20251020,20251021,LF,1000,10001,0000104886,EXW,,20251020
8000002870,WHSUSER,20251020,171400,20251020,20251021,LF,1000,10001,0000102272,EXW,,20251020
8000002871,WHSUSER,20251027,165300,20251027,20251028,LF,2000,20001,0000100835,EXW,,20251027
8000002872,WHSUSER,20251014,084300,20251014,20251015,LF,3000,30001,0000102732,EXW,,20251014
8000002873,WHSUSER,20251016,080400,20251016,20251017,LF,2000,20001,0000100704,EXW,,20251016
8000002874,WHSUSER,20250930,113400,20250930,20251001,LF,1000,10001,0000101341,EXW,,20250930
8000002875,WHSUSER,20251013,173000,20251013,20251014,LF,2000,20001,0000102158,EXW,,20251013
8000002876,WHSUSER,20251011,171400,20251011,20251012,LF,2000,20001,0000100434,EXW,,20251011
8000002877,WHSUSER,20251024,083000,20251024,20251025,LF,1000,10001,0000101532,EXW,,20251024
8000002878,WHSUSER,20251027,095300,20251027,20251028,LF,3000,30001,0000101995,EXW,,20251027
8000002879,WHSUSER,20251003,081400,20251003,20251004,LF,2000,20001,0000102014,EXW,,20251003
8000002880,WHSUSER,20251023,103400,20251023,20251024,LF,1000,10001,0000103926,EXW,,20251023
8000002881,WHSUSER,20251004,174100,20251004,20251005,LF,1000,10001,0000100364,EXW,,20251004
8000002882,WHSUSER,20251009,090100,20251009,20251010,LF,1000,10001,0000103612,EXW,,20251009
8000002883,WHSUSER,20251013,111400,20251013,20251014,LF,2000,20001,0000102257,EXW,,20251013
8000002884,WHSUSER,20251007,133300,20251007,20251008,LF,2000,20001,0000102414,EXW,,20251007
8000002885,WHSUSER,20251024,150300,20251024,20251025,LF,1000,10001,0000102249,EXW,,20251024
8000002886,WHSUSER,20251013,123200,20251013,20251014,LF,2000,20001,0000104826,EXW,,20251013
8000002887,WHSUSER,20251023,092600,20251023,20251024,LF,2000,20001,0000100434,EXW,,20251023
8000002888,WHSUSER,20251003,114900,20251003,20251004,LF,1000,10001,0000102395,EXW,,20251003
8000002889,WHSUSER,20251022,111100,20251022,20251023,LF,2000,20001,0000101846,EXW,,20251022
8000002890,WHSUSER,20251023,121600,20251023,20251024,LF,1000,10001,0000100924,EXW,,20251023
8000002891,WHSUSER,20251024,081500,20251024,20251025,LF,1000,10001,0000102440,EXW,,20251024
8000002892,WHSUSER,20251025,131400,20251025,20251026,LF,3000,30001,0000100767,EXW,,20251025
8000002893,WHSUSER,20251017,165100,20251017,20251018,LF,1000,10001,0000102100,EXW,,20251017
8000002894,WHSUSER,20251007,145600,20251007,20251008,LF,1000,10001,0000102914,EXW,,20251007
8000002895,WHSUSER,20251023,144400,20251023,20251024,LF,1000,10001,0000102457,EXW,,20251023
8000002896,WHSUSER,20251018,162700,20251018,20251019,LF,2000,20001,0000101769,EXW,,20251018
8000002897,WHSUSER,20251004,114800,20251004,20251005,LF,2000,20001,0000103949,EXW,,20251004
8000002898,WHSUSER,20251007,122200,20251007,20251008,LF,1000,10001,0000104438,EXW,,20251007
8000002899,WHSUSER,20251004,131900,20251004,20251005,LF,2000,20001,0000101253,EXW,,20251004
8000002900,WHSUSER,20251002,153900,20251002,20251003,LF,1000,10001,0000101750,EXW,,20251002
8000002901,WHSUSER,20251021,132100,20251021,20251022,LF,1000,10001,0000101110,EXW,,20251021
8000002902,WHSUSER,20251017,080200,20251017,20251018,LF,1000,10001,0000101046,EXW,,20251017
8000002903,WHSUSER,20251005,122300,20251005,20251006,LF,1000,10001,0000103664,EXW,,20251005
8000002904,WHSUSER,20251005,102200,20251005,20251006,LF,3000,30001,0000104837,EXW,,20251005
8000002905,WHSUSER,20251022,141300,20251022,20251023,LF,1000,10001,0000101240,EXW,,20251022
8000002906,WHSUSER,20251027,162200,20251027,20251028,LF,2000,20001,0000102497,EXW,,20251027
8000002907,WHSUSER,20250929,120800,20250929,20250930,LF,1000,10001,0000104765,EXW,,20250929
8000002908,WHSUSER,20251007,103900,20251007,20251008,LF,1000,10001,0000101152,EXW,,20251007
8000002909,WHSUSER,20251006,121000,20251006,20251007,LF,1000,10001,0000100057,EXW,,20251006
8000002910,WHSUSER,20251008,111800,20251008,20251009,LF,2000,20001,0000104845,EXW,,20251008
8000002911,WHSUSER,20251005,145300,20251005,20251006,LF,1000,10001,0000101267,EXW,,20251005
8000002912,WHSUSER,20251030,084800,20251030,20251031,LF,1000,10001,0000103838,EXW,,20251030
8000002913,WHSUSER,20251007,092000,20251007,20251008,LF,1000,10001,0000104013,EXW,,20251007
8000002914,WHSUSER,20251017,133100,20251017,20251018,LF,1000,10001,0000104886,EXW,,20251017
8000002915,WHSUSER,20250930,110100,20250930,20251001,LF,1000,10001,0000104478,EXW,,20250930
8000002916,WHSUSER,20251018,154900,20251018,20251019,LF,2000,20001,0000102478,EXW,,20251018
8000002917,WHSUSER,20251023,165600,20251023,20251024,LF,1000,10001,0000104683,EXW,,20251023
8000002918,WHSUSER,20251010,103000,20251010,20251011,LF,1000,10001,0000104372,EXW,,20251010
