TKNUM,SHTYP,ERNAM,ERDAT,DATEN,DATBI,VSTEL,TDLNR
0700000725,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR1
0700000726,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700000727,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR3
0700000728,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR5
0700000729,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR3
0700000730,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR3
0700000731,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR2
0700000732,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR5
0700000733,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR3
0700000734,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR2
0700000735,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700000736,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700000737,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR3
0700000738,ZSTD,SHIPUSER,20251017,20251017,20251019,30001,CARR5
0700000739,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700000740,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR1
0700000741,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700000742,ZSTD,SHIPUSER,20251024,20251024,20251026,30001,CARR3
0700000743,ZSTD,SHIPUSER,20251029,20251029,20251031,20001,CARR5
0700000744,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR5
0700000745,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700000746,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700000747,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR4
0700000748,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR3
0700000749,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700000750,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR4
0700000751,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR1
0700000752,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR2
0700000753,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR3
0700000754,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700000755,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR4
0700000756,ZSTD,SHIPUSER,20251017,20251017,20251019,30001,CARR5
0700000757,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR5
0700000758,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR1
0700000759,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR4
0700000760,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700000761,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR3
0700000762,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR5
0700000763,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR4
0700000764,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR2
0700000765,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR2
0700000766,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700000767,ZSTD,SHIPUSER,20251011,20251011,20251013,30001,CARR2
0700000768,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700000769,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700000770,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR2
0700000771,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700000772,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR1
0700000773,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700000774,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR1
0700000775,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR3
0700000776,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR3
0700000777,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700000778,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR4
0700000779,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR1
0700000780,ZSTD,SHIPUSER,20251025,20251025,20251027,30001,CARR2
0700000781,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700000782,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR4
0700000783,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR4
0700000784,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR4
0700000785,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700000786,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR4
0700000787,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR1
0700000788,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR3
0700000789,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR3
0700000790,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR1
0700000791,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR1
0700000792,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR4
0700000793,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR3
0700000794,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR1
0700000795,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR1
0700000796,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR1
0700000797,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700000798,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR5
0700000799,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700000800,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR2
0700000801,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700000802,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700000803,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR5
0700000804,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR2
0700000805,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR1
0700000806,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR2
0700000807,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR1
0700000808,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700000809,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR4
0700000810,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700000811,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR3
0700000812,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR2
0700000813,ZSTD,SHIPUSER,20251023,20251023,20251025,30001,CARR2
0700000814,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR3
0700000815,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR4
0700000816,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR4
0700000817,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700000818,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR3
0700000819,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR4
0700000820,ZSTD,SHIPUSER,20250929,20250929,20251001,30001,CARR2
0700000821,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR2
0700000822,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR3
0700000823,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR1
0700000824,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR5
0700000825,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700000826,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700000827,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR5
0700000828,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700000829,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR3
0700000830,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR1
0700000831,ZSTD,SHIPUSER,20251010,20251010,20251012,30001,CARR5
0700000832,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR3
0700000833,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700000834,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR4
0700000835,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700000836,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR3
0700000837,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR2
0700000838,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR4
0700000839,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR4
0700000840,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR1
0700000841,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR1
0700000842,ZSTD,SHIPUSER,20251022,20251022,20251024,30001,CARR1
0700000843,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR4
0700000844,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR4
0700000845,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR5
0700000846,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700000847,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR2
0700000848,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR5
0700000849,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR2
0700000850,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR2
0700000851,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR3
0700000852,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR5
0700000853,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR3
0700000854,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR4
0700000855,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR5
0700000856,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR5
0700000857,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700000858,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR5
0700000859,ZSTD,SHIPUSER,20251030,20251030,20251101,10001,CARR5
0700000860,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700000861,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700000862,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR4
0700000863,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR1
0700000864,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR4
0700000865,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR5
0700000866,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR2
0700000867,ZSTD,SHIPUSER,20251001,20251001,20251003,30001,CARR5
0700000868,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR3
0700000869,ZSTD,SHIPUSER,20251012,20251012,20251014,30001,CARR1
0700000870,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR3
0700000871,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR2
0700000872,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR4
0700000873,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR2
0700000874,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR3
0700000875,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR1
0700000876,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR3
0700000877,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700000878,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700000879,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR2
0700000880,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR2
0700000881,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR5
0700000882,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR1
0700000883,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700000884,ZSTD,SHIPUSER,20251021,20251021,20251023,30001,CARR2
0700000885,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700000886,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR2
0700000887,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700000888,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR3
0700000889,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR1
0700000890,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR5
0700000891,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR1
0700000892,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR5
0700000893,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR2
0700000894,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700000895,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR3
0700000896,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR5
0700000897,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR1
0700000898,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700000899,ZSTD,SHIPUSER,20251027,20251027,20251029,30001,CARR2
0700000900,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700000901,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR3
0700000902,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700000903,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700000904,ZSTD,SHIPUSER,20251029,20251029,20251031,20001,CARR2
0700000905,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR2
0700000906,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR1
0700000907,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR3
0700000908,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700000909,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR3
0700000910,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR5
0700000911,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700000912,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR4
0700000913,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR1
0700000914,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR5
0700000915,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR2
0700000916,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700000917,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR4
0700000918,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR1
0700000919,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR5
0700000920,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR1
0700000921,ZSTD,SHIPUSER,20250929,20250929,20251001,30001,CARR3
0700000922,ZSTD,SHIPUSER,20251015,20251015,20251017,30001,CARR2
0700000923,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR5
0700000924,ZSTD,SHIPUSER,20251009,20251009,20251011,30001,CARR1
0700000925,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700000926,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR3
0700000927,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700000928,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR1
0700000929,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR5
0700000930,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR2
0700000931,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR2
0700000932,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR5
0700000933,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700000934,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR3
0700000935,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR1
0700000936,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR5
0700000937,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR4
0700000938,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR5
0700000939,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR4
0700000940,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR3
0700000941,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR2
0700000942,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR4
0700000943,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR5
0700000944,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR1
0700000945,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR4
0700000946,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR4
0700000947,ZSTD,SHIPUSER,20251027,20251027,20251029,30001,CARR4
0700000948,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR3
0700000949,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR3
0700000950,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR1
0700000951,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR2
0700000952,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR3
0700000953,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR4
0700000954,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR2
0700000955,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR4
0700000956,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR1
0700000957,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR5
0700000958,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR5
0700000959,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR3
0700000960,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR1
0700000961,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR3
0700000962,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR4
0700000963,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR5
0700000964,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR5
0700000965,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR4
0700000966,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR3
0700000967,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700000968,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700000969,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700000970,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR2
0700000971,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR3
0700000972,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR3
0700000973,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR1
0700000974,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR4
0700000975,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR2
0700000976,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR2
0700000977,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700000978,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700000979,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR5
0700000980,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR3
0700000981,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR1
0700000982,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR5
0700000983,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR2
0700000984,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR4
0700000985,ZSTD,SHIPUSER,20251009,20251009,20251011,30001,CARR4
0700000986,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700000987,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700000988,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR5
0700000989,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR1
0700000990,ZSTD,SHIPUSER,20251014,20251014,20251016,30001,CARR1
0700000991,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR1
0700000992,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR1
0700000993,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR5
0700000994,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR5
0700000995,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR2
0700000996,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700000997,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR1
0700000998,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700000999,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR2
0700001000,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR5
0700001001,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700001002,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR5
0700001003,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR5
0700001004,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700001005,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR3
0700001006,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR4
0700001007,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR4
0700001008,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR3
0700001009,ZSTD,SHIPUSER,20251020,20251020,20251022,30001,CARR1
0700001010,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700001011,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR1
0700001012,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700001013,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700001014,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR2
0700001015,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700001016,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700001017,ZSTD,SHIPUSER,20250928,20250928,20250930,20001,CARR4
0700001018,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR1
0700001019,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700001020,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR4
0700001021,ZSTD,SHIPUSER,20250927,20250927,20250929,20001,CARR4
0700001022,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR1
0700001023,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700001024,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR3
0700001025,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR2
0700001026,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR2
0700001027,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700001028,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR3
0700001029,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR3
0700001030,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR4
0700001031,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR1
0700001032,ZSTD,SHIPUSER,20251019,20251019,20251021,30001,CARR2
0700001033,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR1
0700001034,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR1
0700001035,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR1
0700001036,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR3
0700001037,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR5
0700001038,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR4
0700001039,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700001040,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR2
0700001041,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR4
0700001042,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR2
0700001043,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700001044,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR3
0700001045,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR2
0700001046,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR2
0700001047,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700001048,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700001049,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR5
0700001050,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700001051,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700001052,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR5
0700001053,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR4
0700001054,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700001055,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR1
0700001056,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR5
0700001057,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR3
0700001058,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR3
0700001059,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR1
0700001060,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR4
0700001061,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700001062,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR3
0700001063,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR3
0700001064,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR2
0700001065,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700001066,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR2
0700001067,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR3
0700001068,ZSTD,SHIPUSER,20251004,20251004,20251006,30001,CARR1
0700001069,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR3
0700001070,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR3
0700001071,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR1
0700001072,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR4
0700001073,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR2
0700001074,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR3
0700001075,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR1
0700001076,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700001077,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR2
0700001078,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR1
0700001079,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR4
0700001080,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR2
0700001081,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR2
