TKNUM,TPNUM,VBELN,ERDAT
0700000858,0001,8000003934,20251017
0700000859,0001,8000005865,20251030
0700000860,0001,8000003363,20251019
0700000861,0001,8000002096,20251019
0700000862,0001,8000003543,20250927
0700000863,0001,8000002032,20250929
0700000864,0001,8000000748,20251016
0700000865,0001,8000000608,20251024
0700000865,0002,8000004314,20251024
0700000865,0003,8000005734,20251024
0700000866,0001,8000003698,20251005
0700000867,0001,8000002868,20251001
0700000867,0002,8000001169,20251001
0700000867,0003,8000005259,20251001
0700000868,0001,8000001858,20251003
0700000868,0002,8000003694,20251003
0700000868,0003,8000001632,20251003
0700000869,0001,8000002166,20251012
0700000870,0001,8000006511,20251020
0700000871,0001,8000007642,20251010
0700000872,0001,8000005041,20251011
0700000872,0002,8000005869,20251011
0700000872,0003,8000006831,20251011
0700000873,0001,8000003710,20250930
0700000874,0001,8000003543,20251011
0700000875,0001,8000001422,20251004
0700000876,0001,8000001785,20251018
0700000877,0001,8000008094,20251021
0700000878,0001,8000004562,20251012
0700000878,0002,8000001984,20251012
0700000879,0001,8000001166,20251015
0700000880,0001,8000004190,20251029
0700000881,0001,8000002315,20251008
0700000881,0002,8000004027,20251008
0700000882,0001,8000002523,20251023
0700000883,0001,8000000627,20251011
0700000884,0001,8000007039,20251021
0700000885,0001,8000000061,20250930
0700000885,0002,8000003382,20250930
0700000886,0001,8000001900,20251019
0700000886,0002,8000008103,20251019
0700000887,0001,8000005919,20251026
0700000888,0001,8000006187,20251022
0700000889,0001,8000008403,20251018
0700000890,0001,8000004887,20251016
0700000891,0001,8000008318,20251022
0700000891,0002,8000008426,20251022
0700000892,0001,8000005389,20251023
0700000893,0001,8000006202,20251021
0700000894,0001,8000001584,20251009
0700000895,0001,8000000798,20250929
0700000896,0001,8000007347,20251021
0700000897,0001,8000005838,20251007
0700000897,0002,8000004865,20251007
0700000898,0001,8000007942,20251006
0700000899,0001,8000005278,20251027
0700000899,0002,8000007784,20251027
0700000900,0001,8000004099,20251005
0700000900,0002,8000007018,20251005
0700000900,0003,8000003156,20251005
0700000901,0001,8000002336,20250930
0700000902,0001,8000003865,20251018
0700000903,0001,8000000796,20251011
0700000904,0001,8000002490,20251029
0700000905,0001,8000003440,20251029
0700000905,0002,8000000061,20251029
0700000906,0001,8000005756,20251015
0700000906,0002,8000000359,20251015
0700000907,0001,8000002093,20251028
0700000908,0001,8000002539,20251022
0700000908,0002,8000003193,20251022
0700000909,0001,8000002607,20250930
0700000909,0002,8000006159,20250930
0700000910,0001,8000002070,20251012
0700000911,0001,8000001342,20251017
0700000911,0002,8000005711,20251017
0700000911,0003,8000007793,20251017
0700000912,0001,8000004354,20251011
0700000912,0002,8000007378,20251011
0700000913,0001,8000006681,20251019
0700000914,0001,8000002407,20251016
0700000915,0001,8000007654,20251007
0700000916,0001,8000005845,20251023
0700000916,0002,8000007663,20251023
0700000917,0001,8000002975,20251025
0700000918,0001,8000002983,20251005
0700000919,0001,8000007059,20251014
0700000919,0002,8000004465,20251014
0700000919,0003,8000006236,20251014
0700000920,0001,8000003350,20251002
0700000921,0001,8000005529,20250929
0700000921,0002,8000001552,20250929
0700000921,0003,8000003407,20250929
0700000922,0001,8000003687,20251015
0700000923,0001,8000005522,20250930
0700000923,0002,8000007960,20250930
0700000923,0003,8000000830,20250930
0700000924,0001,8000004905,20251009
0700000925,0001,8000001151,20251023
0700000926,0001,8000003409,20251001
0700000927,0001,8000002074,20251015
0700000928,0001,8000005529,20251005
0700000928,0002,8000004066,20251005
0700000928,0003,8000004639,20251005
0700000929,0001,8000006875,20250930
0700000929,0002,8000004851,20250930
0700000930,0001,8000005958,20251002
0700000931,0001,8000001749,20251014
0700000931,0002,8000002421,20251014
0700000932,0001,8000002488,20251023
0700000932,0002,8000007059,20251023
0700000933,0001,8000006209,20251006
0700000933,0002,8000000809,20251006
0700000934,0001,8000006589,20251017
0700000934,0002,8000007280,20251017
0700000935,0001,8000008094,20251003
0700000935,0002,8000000894,20251003
0700000936,0001,8000000088,20251008
0700000937,0001,8000007608,20251008
0700000937,0002,8000001671,20251008
0700000938,0001,8000006860,20251003
0700000939,0001,8000005040,20251010
0700000939,0002,8000007261,20251010
0700000940,0001,8000004613,20251004
0700000941,0001,8000003609,20251015
0700000941,0002,8000004990,20251015
0700000942,0001,8000000176,20250929
0700000943,0001,8000002115,20251023
0700000944,0001,8000001736,20251021
0700000945,0001,8000000301,20251015
0700000946,0001,8000000176,20251016
0700000947,0001,8000000155,20251027
0700000948,0001,8000000933,20251015
0700000948,0002,8000003019,20251015
0700000949,0001,8000006950,20251004
0700000949,0002,8000005241,20251004
0700000950,0001,8000007422,20250929
0700000950,0002,8000008267,20250929
0700000950,0003,8000001226,20250929
0700000951,0001,8000001796,20251016
0700000952,0001,8000002362,20251026
0700000953,0001,8000003497,20251001
0700000953,0002,8000007833,20251001
0700000954,0001,8000002102,20251008
0700000955,0001,8000005362,20251008
0700000956,0001,8000006025,20251008
0700000957,0001,8000006554,20251013
0700000958,0001,8000003449,20251012
0700000959,0001,8000003717,20251001
0700000960,0001,8000000342,20251010
0700000960,0002,8000002556,20251010
0700000961,0001,8000004039,20251017
0700000961,0002,8000000153,20251017
0700000962,0001,8000006041,20251004
0700000963,0001,8000002317,20251016
0700000963,0002,8000001510,20251016
0700000963,0003,8000001631,20251016
0700000964,0001,8000000187,20251014
0700000965,0001,8000003592,20250930
0700000966,0001,8000008376,20251026
0700000967,0001,8000006747,20251006
0700000967,0002,8000002433,20251006
0700000967,0003,8000006872,20251006
0700000968,0001,8000005184,20251024
0700000969,0001,8000003380,20251001
0700000969,0002,8000005753,20251001
0700000970,0001,8000003938,20251027
0700000971,0001,8000006711,20251012
0700000971,0002,8000004572,20251012
0700000972,0001,8000000517,20251024
0700000973,0001,8000000291,20251003
0700000973,0002,8000005523,20251003
0700000974,0001,8000006628,20251015
0700000975,0001,8000004694,20251011
0700000976,0001,8000005695,20250929
0700000976,0002,8000005168,20250929
0700000977,0001,8000001880,20251024
0700000978,0001,8000007972,20251013
0700000979,0001,8000002263,20251016
0700000980,0001,8000006570,20251013
0700000981,0001,8000002059,20251004
0700000982,0001,8000003050,20251011
0700000983,0001,8000005469,20251019
0700000984,0001,8000003218,20251023
0700000985,0001,8000005512,20251009
0700000985,0002,8000001150,20251009
0700000986,0001,8000000406,20251009
0700000987,0001,8000004397,20251018
0700000988,0001,8000008363,20251012
0700000989,0001,8000000827,20251006
0700000990,0001,8000004348,20251014
0700000990,0002,8000005613,20251014
0700000991,0001,8000006136,20251019
0700000991,0002,8000005249,20251019
0700000991,0003,8000004477,20251019
0700000992,0001,8000008098,20251002
0700000993,0001,8000002062,20251022
0700000994,0001,8000006612,20251018
0700000995,0001,8000000071,20251008
0700000996,0001,8000002147,20251011
0700000996,0002,8000002548,20251011
0700000997,0001,8000003941,20251028
0700000997,0002,8000004546,20251028
0700000998,0001,8000005377,20251023
0700000999,0001,8000007186,20251012
0700001000,0001,8000001906,20251004
0700001001,0001,8000007515,20251014
0700001002,0001,8000004097,20250928
0700001002,0002,8000001764,20250928
0700001003,0001,8000006712,20251002
0700001004,0001,8000003017,20251015
0700001004,0002,8000005038,20251015
0700001004,0003,8000001068,20251015
0700001005,0001,8000007508,20251022
0700001005,0002,8000004038,20251022
0700001006,0001,8000004756,20251021
0700001007,0001,8000006385,20251016
0700001008,0001,8000002944,20251008
0700001009,0001,8000008188,20251020
0700001010,0001,8000006284,20251004
0700001011,0001,8000008198,20251010
0700001012,0001,8000008375,20251021
0700001012,0002,8000006419,20251021
0700001013,0001,8000006615,20251009
0700001013,0002,8000005990,20251009
0700001014,0001,8000005058,20250929
0700001014,0002,8000000529,20250929
0700001014,0003,8000006965,20250929
0700001015,0001,8000003473,20251021
0700001016,0001,8000000683,20251006
0700001017,0001,8000006489,20250928
0700001017,0002,8000002582,20250928
0700001017,0003,8000001345,20250928
0700001018,0001,8000004735,20251017
0700001018,0002,8000003287,20251017
0700001019,0001,8000006839,20251005
0700001020,0001,8000000215,20251017
0700001021,0001,8000008365,20250927
0700001021,0002,8000000935,20250927
0700001022,0001,8000002805,20251025
0700001022,0002,8000004888,20251025
0700001023,0001,8000007585,20251009
0700001024,0001,8000005695,20251012
0700001025,0001,8000000994,20250929
0700001025,0002,8000002379,20250929
0700001026,0001,8000006358,20251007
0700001026,0002,8000003741,20251007
0700001027,0001,8000002737,20250930
0700001027,0002,8000001743,20250930
0700001028,0001,8000005376,20251027
0700001029,0001,8000007708,20251016
0700001030,0001,8000004137,20251026
0700001031,0001,8000004910,20251018
0700001032,0001,8000002199,20251019
0700001032,0002,8000005932,20251019
0700001033,0001,8000006049,20251013
0700001034,0001,8000008476,20251003
0700001035,0001,8000002613,20251015
0700001036,0001,8000001443,20251004
0700001037,0001,8000000554,20251008
0700001038,0001,8000008563,20251002
0700001038,0002,8000005543,20251002
0700001039,0001,8000007473,20251006
0700001040,0001,8000000178,20251021
0700001040,0002,8000000143,20251021
0700001041,0001,8000006769,20251005
0700001041,0002,8000008128,20251005
0700001042,0001,8000003923,20251015
0700001042,0002,8000002968,20251015
0700001042,0003,8000001148,20251015
0700001043,0001,8000002710,20251003
0700001044,0001,8000008124,20251019
0700001045,0001,8000005744,20250930
0700001046,0001,8000002388,20251007
0700001047,0001,8000006514,20251021
0700001048,0001,8000006757,20251006
0700001049,0001,8000007066,20251011
0700001049,0002,8000007344,20251011
0700001049,0003,8000003411,20251011
0700001050,0001,8000001991,20251022
0700001050,0002,8000002446,20251022
0700001050,0003,8000006799,20251022
0700001051,0001,8000001189,20251013
0700001052,0001,8000005904,20251016
0700001052,0002,8000002677,20251016
0700001053,0001,8000000054,20251027
0700001054,0001,8000002509,20251013
0700001055,0001,8000000204,20251015
0700001056,0001,8000003277,20251004
0700001057,0001,8000005152,20251023
0700001058,0001,8000008413,20251025
0700001059,0001,8000008044,20251021
0700001059,0002,8000001686,20251021
0700001059,0003,8000002097,20251021
0700001060,0001,8000002364,20251001
0700001060,0002,8000004870,20251001
0700001061,0001,8000006832,20251005
0700001062,0001,8000000152,20251013
0700001062,0002,8000000485,20251013
0700001062,0003,8000002537,20251013
0700001063,0001,8000003702,20251019
0700001064,0001,8000002615,20251010
0700001065,0001,8000008350,20251023
0700001066,0001,8000001334,20251001
0700001066,0002,8000002287,20251001
0700001067,0001,8000003431,20251027
0700001067,0002,8000003293,20251027
0700001068,0001,8000004357,20251004
0700001069,0001,8000008152,20251026
0700001070,0001,8000008053,20251007
0700001070,0002,8000000200,20251007
0700001071,0001,8000006817,20251007
0700001072,0001,8000004899,20251021
0700001072,0002,8000000890,20251021
0700001073,0001,8000003149,20251002
0700001074,0001,8000002615,20251013
0700001075,0001,8000006484,20251021
0700001076,0001,8000001792,20251012
0700001077,0001,8000003013,20251015
0700001077,0002,8000002566,20251015
0700001078,0001,8000005270,20251011
0700001078,0002,8000002567,20251011
0700001079,0001,8000005155,20251025
0700001079,0002,8000001745,20251025
0700001080,0001,8000000111,20251021
0700001080,0002,8000002228,20251021
0700001081,0001,8000001141,20251010
0700001082,0001,8000000433,20251023
0700001083,0001,8000006818,20251024
0700001083,0002,8000008047,20251024
0700001083,0003,8000004428,20251024
0700001084,0001,8000006297,20251029
0700001085,0001,8000007307,20251020
0700001086,0001,8000007597,20251027
0700001086,0002,8000007633,20251027
0700001086,0003,8000005514,20251027
0700001087,0001,8000001043,20251009
0700001087,0002,8000007112,20251009
0700001087,0003,8000005687,20251009
0700001088,0001,8000008499,20251019
0700001089,0001,8000000764,20251024
0700001089,0002,8000004430,20251024
0700001090,0001,8000005439,20251026
0700001091,0001,8000002964,20251009
0700001092,0001,8000003570,20251013
0700001092,0002,8000003498,20251013
0700001093,0001,8000004249,20251006
0700001094,0001,8000000688,20251018
0700001094,0002,8000002532,20251018
0700001095,0001,8000001908,20251025
0700001096,0001,8000001687,20251007
0700001097,0001,8000001206,20251003
0700001098,0001,8000002445,20251030
0700001099,0001,8000000105,20251021
0700001099,0002,8000002521,20251021
0700001100,0001,8000007408,20250929
0700001100,0002,8000006025,20250929
0700001101,0001,8000001337,20251003
0700001102,0001,8000001695,20251003
0700001103,0001,8000006629,20251006
0700001104,0001,8000008362,20251009
0700001105,0001,8000004187,20251018
0700001105,0002,8000005189,20251018
0700001105,0003,8000005916,20251018
0700001106,0001,8000006496,20251020
0700001106,0002,8000004907,20251020
0700001107,0001,8000002392,20251024
0700001107,0002,8000005362,20251024
0700001108,0001,8000000305,20251010
0700001108,0002,8000001147,20251010
0700001109,0001,8000002978,20251026
0700001110,0001,8000000202,20251003
0700001111,0001,8000007804,20251013
0700001112,0001,8000004095,20251026
0700001113,0001,8000004508,20251023
0700001114,0001,8000001211,20251004
0700001115,0001,8000005066,20251006
0700001115,0002,8000004699,20251006
0700001116,0001,8000001898,20251012
0700001117,0001,8000006845,20251021
0700001118,0001,8000005027,20251008
0700001118,0002,8000003962,20251008
0700001119,0001,8000007769,20251020
0700001119,0002,8000004105,20251020
0700001120,0001,8000004759,20251009
0700001121,0001,8000004381,20251024
0700001122,0001,8000006360,20251024
0700001122,0002,8000003726,20251024
0700001123,0001,8000000480,20251016
0700001123,0002,8000000334,20251016
0700001124,0001,8000005921,20251028
0700001124,0002,8000002725,20251028
0700001125,0001,8000004694,20251019
0700001125,0002,8000006972,20251019
0700001126,0001,8000006027,20251001
0700001126,0002,8000003134,20251001
0700001127,0001,8000005421,20251007
0700001128,0001,8000007925,20251017
0700001129,0001,8000001957,20250930
0700001130,0001,8000007854,20251002
0700001131,0001,8000007227,20251024
0700001131,0002,8000000632,20251024
0700001131,0003,8000005818,20251024
0700001132,0001,8000002224,20251013
0700001133,0001,8000002533,20251021
0700001134,0001,8000002206,20251015
0700001134,0002,8000006821,20251015
0700001134,0003,8000003039,20251015
0700001135,0001,8000008535,20251006
0700001135,0002,8000000590,20251006
0700001136,0001,8000006026,20251002
0700001137,0001,8000003169,20251026
0700001138,0001,8000003390,20251021
0700001139,0001,8000006467,20251012
0700001140,0001,8000003126,20251016
0700001141,0001,8000001059,20250930
0700001142,0001,8000006804,20251009
0700001143,0001,8000005110,20251014
0700001144,0001,8000008376,20251011
0700001145,0001,8000006999,20251017
0700001146,0001,8000004224,20251024
0700001147,0001,8000003757,20251014
0700001148,0001,8000002378,20251025
0700001148,0002,8000008566,20251025
0700001148,0003,8000001642,20251025
0700001149,0001,8000005239,20251021
0700001149,0002,8000007560,20251021
0700001150,0001,8000003411,20251017
0700001150,0002,8000004177,20251017
0700001150,0003,8000005262,20251017
0700001151,0001,8000004799,20251010
0700001152,0001,8000007544,20251024
0700001153,0001,8000007098,20251019
0700001153,0002,8000003957,20251019
0700001154,0001,8000000474,20251003
0700001155,0001,8000005151,20251026
0700001156,0001,8000000348,20251018
0700001156,0002,8000007705,20251018
0700001157,0001,8000001909,20251017
0700001158,0001,8000000023,20251017
0700001158,0002,8000004963,20251017
0700001158,0003,8000004593,20251017
0700001159,0001,8000007947,20251009
0700001160,0001,8000007438,20251006
0700001161,0001,8000004648,20251018
0700001162,0001,8000001729,20251003
0700001163,0001,8000006002,20251019
0700001163,0002,8000007371,20251019
0700001164,0001,8000005612,20250929
0700001164,0002,8000001480,20250929
0700001165,0001,8000002788,20251029
0700001166,0001,8000001217,20251013
0700001166,0002,8000004494,20251013
0700001167,0001,8000005861,20251005
0700001168,0001,8000007278,20251016
0700001169,0001,8000006405,20251004
0700001169,0002,8000003828,20251004
0700001169,0003,8000002061,20251004
0700001170,0001,8000002343,20251028
0700001170,0002,8000003086,20251028
0700001171,0001,8000003549,20251018
0700001172,0001,8000005094,20251017
0700001172,0002,8000006714,20251017
0700001173,0001,8000007533,20251010
0700001173,0002,8000001281,20251010
0700001173,0003,8000007921,20251010
0700001174,0001,8000005208,20251004
0700001174,0002,8000005662,20251004
0700001174,0003,8000002512,20251004
0700001175,0001,8000002499,20251020
0700001175,0002,8000006755,20251020
0700001176,0001,8000003394,20251029
0700001176,0002,8000001334,20251029
0700001177,0001,8000004075,20251016
0700001177,0002,8000005188,20251016
0700001178,0001,8000000854,20251009
0700001179,0001,8000001548,20251005
0700001180,0001,8000003488,20251006
0700001180,0002,8000006545,20251006
0700001181,0001,8000000555,20251025
0700001182,0001,8000006277,20251002
0700001183,0001,8000005695,20251016
0700001184,0001,8000003108,20250928
0700001185,0001,8000007632,20251013
0700001186,0001,8000004507,20251008
0700001187,0001,8000003737,20251006
0700001187,0002,8000003655,20251006
0700001187,0003,8000003908,20251006
0700001188,0001,8000000059,20251007
0700001189,0001,8000002889,20251025
0700001190,0001,8000003183,20251018
0700001190,0002,8000004633,20251018
0700001191,0001,8000004696,20251016
0700001192,0001,8000003422,20251017
0700001192,0002,8000005292,20251017
0700001193,0001,8000002196,20251023
0700001193,0002,8000005119,20251023
0700001194,0001,8000005850,20251019
0700001194,0002,8000004205,20251019
0700001195,0001,8000002656,20251013
0700001195,0002,8000003843,20251013
0700001196,0001,8000002703,20251025
0700001196,0002,8000003145,20251025
0700001196,0003,8000007426,20251025
0700001197,0001,8000005676,20251017
0700001197,0002,8000005704,20251017
0700001198,0001,8000003922,20251020
0700001199,0001,8000005997,20251020
0700001200,0001,8000003985,20251019
0700001200,0002,8000003136,20251019
0700001201,0001,8000000864,20251020
0700001202,0001,8000003398,20251026
0700001203,0001,8000008380,20251010
0700001204,0001,8000001334,20251026
0700001205,0001,8000007130,20251023
0700001205,0002,8000008283,20251023
0700001206,0001,8000001556,20251010
0700001207,0001,8000003658,20251019
0700001208,0001,8000005929,20251021
0700001209,0001,8000002679,20251008
0700001210,0001,8000006140,20251028
0700001211,0001,8000004259,20251024
0700001211,0002,8000001164,20251024
0700001212,0001,8000005514,20251008
0700001213,0001,8000004049,20250928
0700001214,0001,8000002907,20251019
0700001215,0001,8000003402,20251023
0700001216,0001,8000003329,20251015
0700001216,0002,8000007603,20251015
0700001217,0001,8000003545,20251004
0700001218,0001,8000003640,20251008
0700001218,0002,8000004323,20251008
0700001219,0001,8000002203,20251010
0700001219,0002,8000003798,20251010
0700001220,0001,8000007614,20251007
0700001221,0001,8000001898,20250930
0700001222,0001,8000007577,20251023
0700001222,0002,8000004749,20251023
0700001223,0001,8000000848,20251018
0700001224,0001,8000003093,20251010
0700001225,0001,8000008390,20251013
0700001226,0001,8000004948,20251021
0700001227,0001,8000007613,20251011
0700001227,0002,8000000649,20251011
0700001228,0001,8000007971,20251019
0700001229,0001,8000008022,20251005
0700001230,0001,8000001634,20251013
0700001230,0002,8000001978,20251013
0700001231,0001,8000001437,20251004
0700001231,0002,8000002052,20251004
0700001232,0001,8000000699,20251003
0700001232,0002,8000006045,20251003
0700001233,0001,8000004940,20251009
0700001234,0001,8000006183,20251020
0700001235,0001,8000004471,20251027
0700001235,0002,8000003411,20251027
0700001235,0003,8000001694,20251027
0700001236,0001,8000000796,20251007
0700001237,0001,8000007163,20251012
0700001238,0001,8000001103,20251007
0700001238,0002,8000002222,20251007
0700001239,0001,8000007607,20251004
0700001240,0001,8000007219,20251015
0700001241,0001,8000004993,20251006
0700001242,0001,8000008312,20251022
0700001243,0001,8000005599,20250928
0700001244,0001,8000006231,20251020
0700001244,0002,8000004492,20251020
0700001245,0001,8000003064,20251009
0700001245,0002,8000001615,20251009
0700001246,0001,8000004210,20251025
0700001247,0001,8000003447,20251008
0700001247,0002,8000007373,20251008
0700001248,0001,8000000808,20251023
0700001249,0001,8000001677,20251010
0700001249,0002,8000000830,20251010
0700001250,0001,8000007517,20251024
0700001251,0001,8000003334,20251017
0700001252,0001,8000001766,20251023
0700001253,0001,8000002955,20251003
0700001253,0002,8000005620,20251003
0700001254,0001,8000003472,20251022
0700001255,0001,8000007176,20251013
0700001256,0001,8000006931,20251009
0700001257,0001,8000008330,20251001
0700001258,0001,8000006627,20251006
0700001258,0002,8000007325,20251006
0700001258,0003,8000005329,20251006
0700001259,0001,8000005068,20251005
0700001259,0002,8000000250,20251005
0700001260,0001,8000004170,20251027
0700001261,0001,8000000958,20251016
0700001262,0001,8000001914,20250930
0700001263,0001,8000003141,20251017
0700001263,0002,8000003736,20251017
0700001264,0001,8000006403,20251019
0700001264,0002,8000002183,20251019
0700001265,0001,8000003553,20250929
0700001266,0001,8000002843,20251010
0700001267,0001,8000002397,20251018
0700001267,0002,8000002693,20251018
0700001268,0001,8000006822,20251020
0700001269,0001,8000002006,20251031
0700001270,0001,8000007043,20251002
0700001270,0002,8000000775,20251002
0700001271,0001,8000006631,20251004
0700001272,0001,8000006784,20250928
0700001272,0002,8000000671,20250928
0700001273,0001,8000007556,20250926
0700001274,0001,8000004741,20251021
0700001275,0001,8000002014,20251004
0700001275,0002,8000004303,20251004
0700001276,0001,8000004096,20251021
0700001277,0001,8000006342,20251011
0700001277,0002,8000005390,20251011
0700001278,0001,8000006998,20251001
0700001279,0001,8000004936,20251029
0700001280,0001,8000003284,20251028
0700001280,0002,8000002641,20251028
0700001281,0001,8000002793,20251029
0700001282,0001,8000007419,20251018
0700001282,0002,8000004081,20251018
0700001282,0003,8000004765,20251018
0700001283,0001,8000000935,20251021
0700001284,0001,8000000935,20251019
0700001285,0001,8000000179,20251004
0700001286,0001,8000005183,20250930
0700001286,0002,8000004312,20250930
0700001287,0001,8000004821,20251006
0700001287,0002,8000006393,20251006
0700001288,0001,8000003654,20251010
0700001289,0001,8000007270,20251017
0700001289,0002,8000003839,20251017
0700001290,0001,8000001013,20251005
0700001290,0002,8000005710,20251005
0700001291,0001,8000001594,20251001
0700001291,0002,8000004375,20251001
0700001291,0003,8000008438,20251001
0700001292,0001,8000002468,20251018
0700001292,0002,8000002509,20251018
0700001293,0001,8000000139,20251023
0700001294,0001,8000007392,20251024
0700001294,0002,8000002799,20251024
0700001295,0001,8000003368,20251027
0700001296,0001,8000000234,20251016
0700001297,0001,8000003164,20250928
0700001298,0001,8000002267,20251028
0700001299,0001,8000007206,20251003
0700001300,0001,8000001337,20251030
0700001301,0001,8000001813,20251012
0700001301,0002,8000006275,20251012
0700001302,0001,8000006735,20251004
0700001302,0002,8000001268,20251004
0700001303,0001,8000003212,20251028
0700001303,0002,8000000159,20251028
0700001304,0001,8000000127,20251021
0700001305,0001,8000003289,20251024
0700001306,0001,8000004355,20251003
0700001306,0002,8000002014,20251003
0700001306,0003,8000002608,20251003
0700001307,0001,8000006691,20251011
0700001308,0001,8000007364,20251009
0700001309,0001,8000004464,20251003
0700001310,0001,8000002826,20251022
0700001310,0002,8000002672,20251022
0700001311,0001,8000004125,20251003
0700001311,0002,8000003138,20251003
0700001312,0001,8000007854,20251018
0700001313,0001,8000008530,20251022
0700001313,0002,8000005736,20251022
0700001314,0001,8000006604,20251017
0700001315,0001,8000003740,20251020
0700001316,0001,8000006634,20251019
0700001316,0002,8000008091,20251019
0700001316,0003,8000004830,20251019
0700001317,0001,8000001982,20251021
0700001317,0002,8000003642,20251021
0700001318,0001,8000007081,20251011
0700001319,0001,8000004435,20251008
0700001319,0002,8000008276,20251008
0700001320,0001,8000004697,20251013
0700001321,0001,8000000751,20251014
0700001321,0002,8000001438,20251014
0700001322,0001,8000006664,20251016
0700001323,0001,8000002440,20251006
0700001324,0001,8000002424,20250927
0700001325,0001,8000000595,20251005
0700001325,0002,8000004336,20251005
0700001325,0003,8000003644,20251005
0700001326,0001,8000003307,20251009
0700001326,0002,8000002611,20251009
0700001327,0001,8000005029,20251019
0700001328,0001,8000006705,20251030
0700001329,0001,8000006018,20250929
0700001330,0001,8000002499,20251028
0700001331,0001,8000007064,20251001
0700001332,0001,8000005499,20251001
0700001333,0001,8000002559,20251002
0700001334,0001,8000005724,20251023
0700001334,0002,8000004197,20251023
0700001334,0003,8000000376,20251023
0700001335,0001,8000004949,20251013
0700001335,0002,8000000285,20251013
0700001335,0003,8000004718,20251013
0700001336,0001,8000003100,20251009
0700001336,0002,8000004195,20251009
0700001337,0001,8000003005,20251007
0700001338,0001,8000004745,20251025
0700001339,0001,8000007719,20250930
0700001339,0002,8000008446,20250930
0700001339,0003,8000006557,20250930
0700001340,0001,8000008480,20251026
0700001341,0001,8000003325,20251023
0700001342,0001,8000002177,20251027
0700001342,0002,8000001895,20251027
0700001342,0003,8000008409,20251027
0700001343,0001,8000007003,20251013
0700001344,0001,8000004535,20251008
0700001344,0002,8000004856,20251008
0700001345,0001,8000008566,20250930
0700001346,0001,8000002288,20251022
0700001347,0001,8000001637,20251001
0700001348,0001,8000000656,20251025
0700001348,0002,8000000764,20251025
0700001349,0001,8000005147,20251008
0700001350,0001,8000001340,20251003
0700001350,0002,8000007188,20251003
0700001350,0003,8000003774,20251003
0700001351,0001,8000008374,20250928
0700001352,0001,8000003780,20251015
0700001352,0002,8000004107,20251015
0700001353,0001,8000005781,20251002
0700001354,0001,8000005705,20251017
0700001354,0002,8000000467,20251017
0700001355,0001,8000002570,20251008
0700001355,0002,8000002779,20251008
0700001356,0001,8000003657,20251005
0700001357,0001,8000006379,20251009
0700001357,0002,8000000385,20251009
0700001358,0001,8000002023,20251026
0700001358,0002,8000002857,20251026
0700001359,0001,8000004070,20251012
0700001360,0001,8000007202,20251018
0700001360,0002,8000008179,20251018
0700001361,0001,8000005390,20251020
0700001362,0001,8000006127,20251008
0700001362,0002,8000006215,20251008
0700001362,0003,8000002630,20251008
0700001363,0001,8000000357,20251014
0700001363,0002,8000001577,20251014
0700001364,0001,8000005362,20251006
0700001365,0001,8000001624,20251029
0700001366,0001,8000008212,20251001
0700001366,0002,8000006988,20251001
0700001366,0003,8000003889,20251001
0700001367,0001,8000007527,20251018
0700001368,0001,8000007003,20251003
0700001369,0001,8000001227,20251024
0700001370,0001,8000000024,20251004
0700001370,0002,8000006749,20251004
0700001371,0001,8000008210,20251016
0700001371,0002,8000004640,20251016
0700001372,0001,8000007390,20251011
0700001372,0002,8000003944,20251011
0700001373,0001,8000003394,20251019
0700001374,0001,8000004800,20251016
0700001375,0001,8000001351,20251013
0700001376,0001,8000005452,20251017
0700001377,0001,8000002890,20251004
0700001377,0002,8000004099,20251004
0700001377,0003,8000004138,20251004
0700001378,0001,8000000619,20251026
0700001378,0002,8000003450,20251026
0700001379,0001,8000002492,20251004
0700001380,0001,8000005830,20251022
0700001381,0001,8000001301,20250929
0700001382,0001,8000002611,20251002
0700001383,0001,8000001798,20251013
0700001383,0002,8000003582,20251013
0700001384,0001,8000005319,20251002
0700001385,0001,8000003407,20251015
0700001385,0002,8000000798,20251015
0700001386,0001,8000002656,20251030
0700001386,0002,8000007959,20251030
0700001387,0001,8000004501,20251008
0700001388,0001,8000004455,20250929
0700001389,0001,8000004870,20251009
0700001390,0001,8000000801,20250930
0700001390,0002,8000002032,20250930
0700001391,0001,8000008302,20251015
0700001392,0001,8000001484,20251030
0700001393,0001,8000003318,20251020
0700001394,0001,8000000125,20250929
0700001394,0002,8000006808,20250929
0700001394,0003,8000004837,20250929
0700001395,0001,8000004525,20251016
0700001396,0001,8000003204,20251023
0700001396,0002,8000007168,20251023
0700001397,0001,8000002795,20251012
0700001397,0002,8000003106,20251012
0700001398,0001,8000005511,20251022
0700001399,0001,8000007553,20251008
0700001399,0002,8000001738,20251008
0700001400,0001,8000000110,20251024
0700001401,0001,8000007723,20251023
0700001401,0002,8000006649,20251023
0700001402,0001,8000000193,20251022
0700001402,0002,8000006587,20251022
0700001403,0001,8000004556,20250930
0700001404,0001,8000002673,20251023
0700001405,0001,8000007172,20251015
0700001405,0002,8000001540,20251015
0700001405,0003,8000002650,20251015
0700001406,0001,8000004197,20251007
0700001406,0002,8000003746,20251007
0700001407,0001,8000004062,20251013
0700001408,0001,8000006966,20251018
0700001409,0001,8000005076,20250927
0700001409,0002,8000006601,20250927
0700001410,0001,8000005998,20251001
0700001411,0001,8000003136,20251015
0700001412,0001,8000000797,20251017
