Id,OpportunityId,Product2Id,ProductCode,Name,Quantity,ListPrice,UnitPrice,Discount,TotalPrice,Description,ServiceDate,CreatedDate,LastModifiedDate,IsDeleted
00k00010471,00600010208,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,Or I seek plan health.,2024-11-07,2024-08-12 17:21:13,2024-11-08 17:21:13,False
00k00010472,00600010208,P001,SW-ENT-001,Enterprise Software License,1,50000,44745.0,10.51,44745.0,Write letter movement action office. Watch American skin such two Mr.,2024-11-07,2024-08-12 17:21:13,2024-11-08 17:21:13,False
00k00010473,00600010208,P007,CON-SVC-DAY,Consulting Services - Daily Rate,3,2500,1961.25,21.55,5883.75,Very at new result find family law list. Green whether memory whole fight.,2024-11-07,2024-08-12 17:21:13,2024-11-08 17:21:13,False
00k00010474,00600010209,P002,PS-IMP-001,Professional Services - Implementation,10,25000,25000.0,0.0,250000.0,Avoid himself stuff understand. Seem peace image she remain.,2024-11-28,2024-10-01 17:21:13,2024-12-03 17:21:13,False
00k00010475,00600010209,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,4156.5,16.87,4156.5,Line quickly boy go. Huge show standard blue resource our. Age member step election.,2024-11-28,2024-10-01 17:21:13,2024-12-03 17:21:13,False
00k00010476,00600010209,P008,PS-MIG-001,Data Migration Services,1,30000,30000.0,0.0,30000.0,Successful name think author culture though old. Star whom drug. Never community current improve.,2024-11-28,2024-10-01 17:21:13,2024-12-03 17:21:13,False
00k00010477,00600010210,P001,SW-ENT-001,Enterprise Software License,20,50000,37765.0,24.47,755300.0,Daughter mean long address this. Crime put child task. Mouth magazine avoid money.,2024-07-08,2024-05-11 17:21:13,2024-06-09 17:21:13,False
00k00010478,00600010210,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2500.0,0.0,2500.0,Property throughout product hair. Perhaps contain hand side.,2024-07-08,2024-05-11 17:21:13,2024-06-09 17:21:13,False
00k00010479,00600010210,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,8424.0,15.76,8424.0,Reach write but fill million. At toward ready interest.,2024-07-08,2024-05-11 17:21:13,2024-06-09 17:21:13,False
00k00010480,00600010211,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,13492.5,10.05,13492.5,Which film note big might. Benefit argue purpose happy range either arm. Positive certain both.,2024-07-18,2024-04-07 17:21:13,2024-05-23 17:21:13,False
00k00010481,00600010212,P008,PS-MIG-001,Data Migration Services,50,30000,30000.0,0.0,1500000.0,Trouble interest land two scientist figure laugh.,2026-04-07,2025-12-13 17:21:13,2025-12-29 17:21:13,False
00k00010482,00600010212,P004,TRN-PKG-010,Training Package - 10 Users,2,5000,4209.5,15.81,8419.0,Address toward believe capital. Down very gas market bit my stop plant.,2026-04-07,2025-12-13 17:21:13,2025-12-29 17:21:13,False
00k00010483,00600010212,P001,SW-ENT-001,Enterprise Software License,3,50000,38035.0,23.93,114105.0,Else scientist drop trip growth. Tonight never model political financial sing reason.,2026-04-07,2025-12-13 17:21:13,2025-12-29 17:21:13,False
00k00010484,00600010212,P003,SUP-ANN-001,Annual Support & Maintenance,3,10000,10000.0,0.0,30000.0,Standard lay within these. Wide site produce action none real. Protect lay trial.,2026-04-07,2025-12-13 17:21:13,2025-12-29 17:21:13,False
00k00010485,00600010213,P007,CON-SVC-DAY,Consulting Services - Daily Rate,5,2500,2500.0,0.0,12500.0,Who knowledge understand box same.,2025-12-24,2025-11-03 17:21:13,2025-11-09 17:21:13,False
00k00010486,00600010213,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,10000.0,0.0,10000.0,Dinner ago individual game.,2025-12-24,2025-11-03 17:21:13,2025-11-09 17:21:13,False
00k00010487,00600010213,P004,TRN-PKG-010,Training Package - 10 Users,50,5000,4641.5,7.17,232075.0,Unit film near space test bring. Garden himself heart enjoy.,2025-12-24,2025-11-03 17:21:13,2025-11-09 17:21:13,False
00k00010488,00600010214,P008,PS-MIG-001,Data Migration Services,100,30000,30000.0,0.0,3000000.0,Art community away garden language assume.,2026-05-15,2026-03-08 17:21:13,2026-03-31 17:21:13,False
00k00010489,00600010214,P002,PS-IMP-001,Professional Services - Implementation,3,25000,19397.5,22.41,58192.5,Focus identify water evening blue. Analysis them perform save our tell money. Walk box opportunity.,2026-05-15,2026-03-08 17:21:13,2026-03-31 17:21:13,False
00k00010490,00600010214,P004,TRN-PKG-010,Training Package - 10 Users,10,5000,4404.5,11.91,44045.0,Record fly ten shoulder law. Attorney business laugh. Camera position need bad time in attention.,2026-05-15,2026-03-08 17:21:13,2026-03-31 17:21:13,False
00k00010491,00600010215,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,1,2000,1787.6,10.62,1787.6,Able author rock official Mrs whose tonight.,2026-05-22,2025-12-08 17:21:13,2026-01-20 17:21:13,False
00k00010492,00600010215,P008,PS-MIG-001,Data Migration Services,1,30000,29277.0,2.41,29277.0,Me beyond certain music modern police. Memory major off out enjoy. Staff difficult long especially.,2026-05-22,2025-12-08 17:21:13,2026-01-20 17:21:13,False
00k00010493,00600010215,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,9165.0,8.35,9165.0,Right grow whole again main help voice. Name pretty audience baby a speak.,2026-05-22,2025-12-08 17:21:13,2026-01-20 17:21:13,False
00k00010494,00600010215,P001,SW-ENT-001,Enterprise Software License,50,50000,38425.0,23.15,1921250.0,Hope century for behavior staff bank anything. Now economic data analysis experience many.,2026-05-22,2025-12-08 17:21:13,2026-01-20 17:21:13,False
00k00010495,00600010215,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2500.0,0.0,2500.0,Agency physical quality person. Safe that their. Reflect reach beautiful attack.,2026-05-22,2025-12-08 17:21:13,2026-01-20 17:21:13,False
00k00010496,00600010216,P002,PS-IMP-001,Professional Services - Implementation,1,25000,23092.5,7.63,23092.5,Either none figure especially. So soon might whole glass.,2023-12-06,2023-09-21 17:21:13,2023-12-17 17:21:13,False
00k00010497,00600010217,P004,TRN-PKG-010,Training Package - 10 Users,2,5000,4108.0,17.84,8216.0,Staff learn foreign suggest.,2023-11-03,2023-08-27 17:21:13,2023-11-21 17:21:13,False
00k00010498,00600010217,P008,PS-MIG-001,Data Migration Services,2,30000,30000.0,0.0,60000.0,Structure themselves usually bad. Describe practice ago learn likely seek customer.,2023-11-03,2023-08-27 17:21:13,2023-11-21 17:21:13,False
00k00010499,00600010217,P007,CON-SVC-DAY,Consulting Services - Daily Rate,5,2500,2500.0,0.0,12500.0,Fact film assume enter. Cover hear world likely suggest whole community already.,2023-11-03,2023-08-27 17:21:13,2023-11-21 17:21:13,False
00k00010500,00600010218,P002,PS-IMP-001,Professional Services - Implementation,3,25000,25000.0,0.0,75000.0,Right improve player close kid serious.,2025-11-09,2025-07-29 17:21:13,2025-09-12 17:21:13,False
00k00010501,00600010218,P001,SW-ENT-001,Enterprise Software License,2,50000,41910.0,16.18,83820.0,Owner analysis not seat board less.,2025-11-09,2025-07-29 17:21:13,2025-09-12 17:21:13,False
00k00010502,00600010218,P007,CON-SVC-DAY,Consulting Services - Daily Rate,2,2500,2473.0,1.08,4946.0,Cold everyone he source receive exist speech. Describe quality daughter.,2025-11-09,2025-07-29 17:21:13,2025-09-12 17:21:13,False
00k00010503,00600010219,P001,SW-ENT-001,Enterprise Software License,50,50000,50000.0,0.0,2500000.0,Live ability lose. Especially health wear main safe too. Two federal lead health position general.,2025-07-27,2025-04-19 17:21:13,2025-06-22 17:21:13,False
00k00010504,00600010219,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,1,2000,2000.0,0.0,2000.0,Way like after organization. Media at into.,2025-07-27,2025-04-19 17:21:13,2025-06-22 17:21:13,False
00k00010505,00600010220,P002,PS-IMP-001,Professional Services - Implementation,2,25000,20247.5,19.01,40495.0,Total loss side group wind. Difficult order dog minute.,2024-08-09,2024-05-04 17:21:13,2024-05-14 17:21:13,False
00k00010506,00600010221,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,100,2000,2000.0,0.0,200000.0,Need decade or he nothing. Along sometimes ago serve news go. Child sign foot film.,2025-03-14,2025-01-05 17:21:13,2025-03-30 17:21:13,False
00k00010507,00600010221,P001,SW-ENT-001,Enterprise Software License,1,50000,50000.0,0.0,50000.0,Wide thus senior. Relate some spring person western computer pick.,2025-03-14,2025-01-05 17:21:13,2025-03-30 17:21:13,False
00k00010508,00600010221,P004,TRN-PKG-010,Training Package - 10 Users,2,5000,5000.0,0.0,10000.0,Game day economy simply matter east. Goal system next born.,2025-03-14,2025-01-05 17:21:13,2025-03-30 17:21:13,False
00k00010509,00600010221,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,9211.0,7.89,18422.0,Spring there wrong executive though word total social. Race many especially federal.,2025-03-14,2025-01-05 17:21:13,2025-03-30 17:21:13,False
00k00010510,00600010221,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,1933.0,22.68,1933.0,Consumer commercial detail down stock feeling. Speak key level.,2025-03-14,2025-01-05 17:21:13,2025-03-30 17:21:13,False
00k00010511,00600010222,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,13840.5,7.73,13840.5,Special democratic page positive term whether production. Free rather that middle response.,2025-07-09,2025-03-20 17:21:13,2025-04-08 17:21:13,False
00k00010512,00600010222,P007,CON-SVC-DAY,Consulting Services - Daily Rate,100,2500,2500.0,0.0,250000.0,Although respond particular game figure today.,2025-07-09,2025-03-20 17:21:13,2025-04-08 17:21:13,False
00k00010513,00600010222,P003,SUP-ANN-001,Annual Support & Maintenance,3,10000,10000.0,0.0,30000.0,Staff interest soon sometimes process. Memory morning food remain worker year.,2025-07-09,2025-03-20 17:21:13,2025-04-08 17:21:13,False
00k00010514,00600010222,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,20,2000,1744.6,12.77,34892.0,End fall sport oil morning.,2025-07-09,2025-03-20 17:21:13,2025-04-08 17:21:13,False
00k00010515,00600010222,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,5000.0,0.0,5000.0,Top remain her watch crime.,2025-07-09,2025-03-20 17:21:13,2025-04-08 17:21:13,False
00k00010516,00600010223,P008,PS-MIG-001,Data Migration Services,20,30000,27927.0,6.91,558540.0,Law consumer seem candidate they probably. Everybody response discussion report method threat.,2025-12-13,2025-07-22 17:21:13,2025-09-22 17:21:13,False
00k00010517,00600010223,P002,PS-IMP-001,Professional Services - Implementation,2,25000,19817.5,20.73,39635.0,Listen send room visit. Tree audience approach cover design. Campaign apply trouble TV.,2025-12-13,2025-07-22 17:21:13,2025-09-22 17:21:13,False
00k00010518,00600010223,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,15000.0,0.0,15000.0,Authority fire fish just could place. Arm challenge boy age. Card possible player agency.,2025-12-13,2025-07-22 17:21:13,2025-09-22 17:21:13,False
00k00010519,00600010224,P008,PS-MIG-001,Data Migration Services,2,30000,22995.0,23.35,45990.0,System fill population black offer shake they. Pretty age affect. Go always scientist opportunity.,2021-06-22,2021-04-25 17:21:13,2021-07-08 17:21:13,False
00k00010520,00600010224,P002,PS-IMP-001,Professional Services - Implementation,50,25000,19857.5,20.57,992875.0,Expect art rise base oil air. Prepare law choice gun always rock purpose range.,2021-06-22,2021-04-25 17:21:13,2021-07-08 17:21:13,False
00k00010521,00600010225,P008,PS-MIG-001,Data Migration Services,100,30000,26805.0,10.65,2680500.0,To commercial style war play. Whatever mind bring serve. Money this politics alone.,2023-05-05,2023-01-24 17:21:13,2023-02-12 17:21:13,False
00k00010522,00600010225,P002,PS-IMP-001,Professional Services - Implementation,3,25000,20527.5,17.89,61582.5,American system prevent medical. Call range perhaps consider.,2023-05-05,2023-01-24 17:21:13,2023-02-12 17:21:13,False
00k00010523,00600010225,P005,HW-APP-STD,Hardware Appliance - Standard,50,15000,13564.5,9.57,678225.0,Blood would mean source.,2023-05-05,2023-01-24 17:21:13,2023-02-12 17:21:13,False
00k00010524,00600010226,P001,SW-ENT-001,Enterprise Software License,1,50000,50000.0,0.0,50000.0,Attorney success age but ask. Red that son sometimes environmental why. Board design identify he.,2022-11-25,2022-08-05 17:21:13,2022-08-22 17:21:13,False
00k00010525,00600010226,P002,PS-IMP-001,Professional Services - Implementation,5,25000,25000.0,0.0,125000.0,Center more include song picture. Sure create challenge know. Change mention less section.,2022-11-25,2022-08-05 17:21:13,2022-08-22 17:21:13,False
00k00010526,00600010227,P008,PS-MIG-001,Data Migration Services,1,30000,30000.0,0.0,30000.0,Fund quickly positive better. Section investment sense. Score billion determine back role wind.,2023-01-27,2022-09-21 17:21:13,2022-11-06 17:21:13,False
00k00010527,00600010227,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,10000.0,0.0,10000.0,Animal year tax pattern statement. Guess book huge dinner lawyer manage bed.,2023-01-27,2022-09-21 17:21:13,2022-11-06 17:21:13,False
00k00010528,00600010227,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,Dark this road sister truth interview watch. Right home believe system. Seat anything industry.,2023-01-27,2022-09-21 17:21:13,2022-11-06 17:21:13,False
00k00010529,00600010227,P005,HW-APP-STD,Hardware Appliance - Standard,5,15000,14116.5,5.89,70582.5,Child age everyone could result attention. Star defense plan magazine follow stage myself.,2023-01-27,2022-09-21 17:21:13,2022-11-06 17:21:13,False
00k00010530,00600010228,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,Condition whether red ball suggest another assume. Base team probably from. Rock the yourself law.,2023-10-21,2023-05-18 17:21:13,2023-07-12 17:21:13,False
00k00010531,00600010228,P008,PS-MIG-001,Data Migration Services,5,30000,30000.0,0.0,150000.0,Stage thing seven or.,2023-10-21,2023-05-18 17:21:13,2023-07-12 17:21:13,False
00k00010532,00600010229,P007,CON-SVC-DAY,Consulting Services - Daily Rate,3,2500,2148.75,14.05,6446.25,Identify professor suggest less name present fund. Someone book baby out risk significant.,2023-12-22,2023-08-09 17:21:13,2023-10-26 17:21:13,False
00k00010533,00600010229,P008,PS-MIG-001,Data Migration Services,10,30000,30000.0,0.0,300000.0,Sure action whose offer bad mind look cause. President pick respond cup indicate woman.,2023-12-22,2023-08-09 17:21:13,2023-10-26 17:21:13,False
00k00010534,00600010229,P001,SW-ENT-001,Enterprise Software License,5,50000,50000.0,0.0,250000.0,Chair entire think wonder. Include experience reality reduce phone.,2023-12-22,2023-08-09 17:21:13,2023-10-26 17:21:13,False
00k00010535,00600010230,P003,SUP-ANN-001,Annual Support & Maintenance,3,10000,10000.0,0.0,30000.0,Television might court. Truth surface sure bad. Good anyone everyone green member natural.,2025-06-03,2025-02-08 17:21:13,2025-02-26 17:21:13,False
00k00010536,00600010230,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2500.0,0.0,2500.0,Again measure oil.,2025-06-03,2025-02-08 17:21:13,2025-02-26 17:21:13,False
00k00010537,00600010231,P001,SW-ENT-001,Enterprise Software License,3,50000,50000.0,0.0,150000.0,Service outside year stuff. Produce sort write save.,2026-06-25,2026-03-25 17:21:13,2026-05-14 17:21:13,False
00k00010538,00600010231,P003,SUP-ANN-001,Annual Support & Maintenance,10,10000,7672.0,23.28,76720.0,Open participant however sister happen. Total social indeed.,2026-06-25,2026-03-25 17:21:13,2026-05-14 17:21:13,False
00k00010539,00600010232,P007,CON-SVC-DAY,Consulting Services - Daily Rate,2,2500,2244.75,10.21,4489.5,Choice technology way career. Simply product own get call other call.,2022-10-14,2022-04-27 17:21:13,2022-06-30 17:21:13,False
00k00010540,00600010232,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,1,2000,2000.0,0.0,2000.0,Sound woman writer fear building often. Social term herself contain factor.,2022-10-14,2022-04-27 17:21:13,2022-06-30 17:21:13,False
00k00010541,00600010232,P002,PS-IMP-001,Professional Services - Implementation,20,25000,24142.5,3.43,482850.0,Pay because over story mind. Future job piece believe maintain.,2022-10-14,2022-04-27 17:21:13,2022-06-30 17:21:13,False
00k00010542,00600010232,P005,HW-APP-STD,Hardware Appliance - Standard,2,15000,13860.0,7.6,27720.0,Space call attack everyone figure else charge. Thing create bank southern yourself guy her rate.,2022-10-14,2022-04-27 17:21:13,2022-06-30 17:21:13,False
00k00010543,00600010233,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,3,2000,1564.0,21.8,4692.0,Assume medical must. Group opportunity support news their. Where account back occur adult.,2022-12-10,2022-06-27 17:21:13,2022-08-30 17:21:13,False
00k00010544,00600010233,P004,TRN-PKG-010,Training Package - 10 Users,2,5000,5000.0,0.0,10000.0,Song fact instead easy always. Next eye number near face answer.,2022-12-10,2022-06-27 17:21:13,2022-08-30 17:21:13,False
00k00010545,00600010233,P002,PS-IMP-001,Professional Services - Implementation,100,25000,25000.0,0.0,2500000.0,In find fight meeting. Start address arm expect boy I.,2022-12-10,2022-06-27 17:21:13,2022-08-30 17:21:13,False
00k00010546,00600010234,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,5000.0,0.0,5000.0,"Team important perform wide rock policy.
End foreign certainly. Address pass return claim close.",2026-03-24,2025-10-08 17:21:13,2025-11-07 17:21:13,False
00k00010547,00600010234,P005,HW-APP-STD,Hardware Appliance - Standard,2,15000,14043.0,6.38,28086.0,Effect perform traditional generation. Compare candidate attack rock boy join teach outside.,2026-03-24,2025-10-08 17:21:13,2025-11-07 17:21:13,False
00k00010548,00600010235,P002,PS-IMP-001,Professional Services - Implementation,3,25000,23762.5,4.95,71287.5,Let there population reduce north tree.,2024-12-28,2024-11-07 17:21:13,2025-01-21 17:21:13,False
00k00010549,00600010235,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,2,2000,2000.0,0.0,4000.0,"Director top music oil. Reality charge generation.
This democratic green truth bar newspaper.",2024-12-28,2024-11-07 17:21:13,2025-01-21 17:21:13,False
00k00010550,00600010235,P005,HW-APP-STD,Hardware Appliance - Standard,100,15000,15000.0,0.0,1500000.0,Million mission street loss return.,2024-12-28,2024-11-07 17:21:13,2025-01-21 17:21:13,False
00k00010551,00600010236,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2355.75,5.77,2355.75,Still foreign argue. A peace lot financial fact.,2025-05-09,2024-11-26 17:21:13,2025-02-08 17:21:13,False
00k00010552,00600010237,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,8750.0,12.5,8750.0,Compare mother girl. According generation all quite experience wall. Total state look few.,2024-10-06,2024-08-15 17:21:13,2024-09-15 17:21:13,False
00k00010553,00600010237,P004,TRN-PKG-010,Training Package - 10 Users,10,5000,4322.0,13.56,43220.0,Court join reach third life water. Determine opportunity everything.,2024-10-06,2024-08-15 17:21:13,2024-09-15 17:21:13,False
00k00010554,00600010238,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,10000.0,0.0,20000.0,Value teacher lose. Exist field western produce blood.,2022-12-06,2022-11-06 17:21:13,2022-12-03 17:21:13,False
00k00010555,00600010238,P004,TRN-PKG-010,Training Package - 10 Users,100,5000,5000.0,0.0,500000.0,Hospital start education measure board serious thank sense. Play find network home somebody.,2022-12-06,2022-11-06 17:21:13,2022-12-03 17:21:13,False
00k00010556,00600010238,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2022.75,19.09,2022.75,"Base get policy. Only campaign recent campaign member.
Day friend possible.",2022-12-06,2022-11-06 17:21:13,2022-12-03 17:21:13,False
00k00010557,00600010239,P001,SW-ENT-001,Enterprise Software License,2,50000,41405.0,17.19,82810.0,Theory share expert hear whom market performance analysis.,2022-09-12,2022-05-13 17:21:13,2022-07-24 17:21:13,False
00k00010558,00600010239,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,5000.0,0.0,5000.0,Teach society put age defense.,2022-09-12,2022-05-13 17:21:13,2022-07-24 17:21:13,False
00k00010559,00600010240,P002,PS-IMP-001,Professional Services - Implementation,20,25000,22795.0,8.82,455900.0,"Plant share seat discuss check its.
Rather hope half.",2023-03-07,2023-01-02 17:21:13,2023-01-17 17:21:13,False
00k00010560,00600010240,P007,CON-SVC-DAY,Consulting Services - Daily Rate,2,2500,2500.0,0.0,5000.0,Commercial capital visit floor air seven because either. Want well treat.,2023-03-07,2023-01-02 17:21:13,2023-01-17 17:21:13,False
00k00010561,00600010240,P001,SW-ENT-001,Enterprise Software License,5,50000,42065.0,15.87,210325.0,Woman nice item foreign close piece. Hundred concern past check.,2023-03-07,2023-01-02 17:21:13,2023-01-17 17:21:13,False
00k00010562,00600010240,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,10000.0,0.0,10000.0,Environment offer blue yes might modern. Enter room me conference lot.,2023-03-07,2023-01-02 17:21:13,2023-01-17 17:21:13,False
00k00010563,00600010241,P002,PS-IMP-001,Professional Services - Implementation,3,25000,18900.0,24.4,56700.0,Guess need exactly suddenly debate. Performance source sense call next.,2023-06-21,2023-02-22 17:21:13,2023-04-10 17:21:13,False
00k00010564,00600010241,P005,HW-APP-STD,Hardware Appliance - Standard,3,15000,15000.0,0.0,45000.0,National general likely north. South feel fire.,2023-06-21,2023-02-22 17:21:13,2023-04-10 17:21:13,False
00k00010565,00600010241,P003,SUP-ANN-001,Annual Support & Maintenance,3,10000,7563.0,24.37,22689.0,How own street scene suffer piece.,2023-06-21,2023-02-22 17:21:13,2023-04-10 17:21:13,False
00k00010566,00600010242,P005,HW-APP-STD,Hardware Appliance - Standard,2,15000,15000.0,0.0,30000.0,Sing computer we safe. When matter suffer follow make there station. Discuss hand pattern as stage.,2025-11-10,2025-07-28 17:21:13,2025-09-25 17:21:13,False
00k00010567,00600010242,P008,PS-MIG-001,Data Migration Services,5,30000,23556.0,21.48,117780.0,Career explain purpose bill interest. Information show owner seem popular describe.,2025-11-10,2025-07-28 17:21:13,2025-09-25 17:21:13,False
00k00010568,00600010242,P001,SW-ENT-001,Enterprise Software License,3,50000,40525.0,18.95,121575.0,Do nation price game. Degree fly time city tonight ask need attack.,2025-11-10,2025-07-28 17:21:13,2025-09-25 17:21:13,False
00k00010569,00600010242,P007,CON-SVC-DAY,Consulting Services - Daily Rate,10,2500,2500.0,0.0,25000.0,Management so national street suggest world. Real or campaign quite article listen see player.,2025-11-10,2025-07-28 17:21:13,2025-09-25 17:21:13,False
00k00010570,00600010243,P008,PS-MIG-001,Data Migration Services,3,30000,24648.0,17.84,73944.0,Democrat worker without last. Decade space although structure PM site fire. Edge six time beat at.,2024-03-10,2023-09-21 17:21:13,2023-11-14 17:21:13,False
00k00010571,00600010243,P005,HW-APP-STD,Hardware Appliance - Standard,3,15000,11712.0,21.92,35136.0,"Age wide woman clearly after as.
Forget woman visit age day. Tree sound dark morning during.",2024-03-10,2023-09-21 17:21:13,2023-11-14 17:21:13,False
00k00010572,00600010243,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,1,2000,2000.0,0.0,2000.0,Member couple accept place young stage. State race PM wonder house behavior.,2024-03-10,2023-09-21 17:21:13,2023-11-14 17:21:13,False
00k00010573,00600010244,P007,CON-SVC-DAY,Consulting Services - Daily Rate,20,2500,1938.25,22.47,38765.0,Hot fill as commercial. Skill across now. Discover moment country dinner six.,2024-02-02,2023-11-11 17:21:13,2023-12-10 17:21:13,False
00k00010574,00600010244,P008,PS-MIG-001,Data Migration Services,3,30000,24342.0,18.86,73026.0,"Accept half research.
Economic fine his any deal story poor. City direction over site sister least.",2024-02-02,2023-11-11 17:21:13,2023-12-10 17:21:13,False
00k00010575,00600010245,P007,CON-SVC-DAY,Consulting Services - Daily Rate,2,2500,2184.25,12.63,4368.5,Beyond unit method development report lay fire. Black start after morning them.,2025-11-26,2025-09-22 17:21:13,2025-10-08 17:21:13,False
00k00010576,00600010245,P005,HW-APP-STD,Hardware Appliance - Standard,2,15000,14599.5,2.67,29199.0,Home herself at special concern foot. Speak commercial hand.,2025-11-26,2025-09-22 17:21:13,2025-10-08 17:21:13,False
00k00010577,00600010245,P001,SW-ENT-001,Enterprise Software License,2,50000,50000.0,0.0,100000.0,Alone charge a into worry. Concern set remain happen wife loss whether. Often five answer.,2025-11-26,2025-09-22 17:21:13,2025-10-08 17:21:13,False
00k00010578,00600010245,P003,SUP-ANN-001,Annual Support & Maintenance,5,10000,9791.0,2.09,48955.0,Control ok arm conference fast local last. Simple war be dream maybe year after.,2025-11-26,2025-09-22 17:21:13,2025-10-08 17:21:13,False
00k00010579,00600010246,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,7605.0,23.95,15210.0,Section house bank government back. Factor over exactly approach.,2022-11-14,2022-07-11 17:21:13,2022-07-15 17:21:13,False
00k00010580,00600010247,P005,HW-APP-STD,Hardware Appliance - Standard,5,15000,14578.5,2.81,72892.5,Leave agency view check like machine. Bed dream bank animal admit such break particular.,2025-12-05,2025-08-02 17:21:13,2025-08-09 17:21:13,False
00k00010581,00600010248,P008,PS-MIG-001,Data Migration Services,10,30000,30000.0,0.0,300000.0,Second hard line. Available itself now well kid authority now.,2025-08-17,2025-02-20 17:21:13,2025-03-02 17:21:13,False
00k00010582,00600010248,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,3850.5,22.99,3850.5,Reality population himself decade network shake. News black per white movie sea attack.,2025-08-17,2025-02-20 17:21:13,2025-03-02 17:21:13,False
00k00010583,00600010249,P007,CON-SVC-DAY,Consulting Services - Daily Rate,20,2500,2211.25,11.55,44225.0,"Popular continue tax catch. Start six major.
Owner reveal drive buy lead face pass economic.",2023-08-31,2023-06-22 17:21:13,2023-06-26 17:21:13,False
00k00010584,00600010249,P005,HW-APP-STD,Hardware Appliance - Standard,3,15000,15000.0,0.0,45000.0,Participant street who already. Read happy chance never stand exist space.,2023-08-31,2023-06-22 17:21:13,2023-06-26 17:21:13,False
00k00010585,00600010249,P004,TRN-PKG-010,Training Package - 10 Users,100,5000,5000.0,0.0,500000.0,Clear over door outside authority eight. Among before go morning son your.,2023-08-31,2023-06-22 17:21:13,2023-06-26 17:21:13,False
00k00010586,00600010250,P001,SW-ENT-001,Enterprise Software License,10,50000,50000.0,0.0,500000.0,Power church baby option. Matter director everyone education enough figure life.,2024-01-16,2023-09-15 17:21:13,2023-10-04 17:21:13,False
00k00010587,00600010251,P008,PS-MIG-001,Data Migration Services,5,30000,28095.0,6.35,140475.0,Whose stage western control none look. Language sure baby quickly leg report. Final pay my.,2023-11-11,2023-08-11 17:21:13,2023-08-21 17:21:13,False
00k00010588,00600010251,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,East sort water money maybe serve. Contain everything ahead size type off.,2023-11-11,2023-08-11 17:21:13,2023-08-21 17:21:13,False
00k00010589,00600010252,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,2,2000,2000.0,0.0,4000.0,Until as page. Describe star star country perhaps. Do lot affect prevent.,2023-12-30,2023-07-08 17:21:13,2023-08-31 17:21:13,False
00k00010590,00600010253,P008,PS-MIG-001,Data Migration Services,1,30000,30000.0,0.0,30000.0,While political dream improve sign arm natural put. Ahead design hotel raise a himself between.,2026-04-05,2026-01-19 17:21:13,2026-03-21 17:21:13,False
00k00010591,00600010253,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,3,2000,2000.0,0.0,6000.0,Story American east exist. Wife many bill official. Rise lawyer within training he for.,2026-04-05,2026-01-19 17:21:13,2026-03-21 17:21:13,False
00k00010592,00600010254,P001,SW-ENT-001,Enterprise Software License,2,50000,40170.0,19.66,80340.0,Ask capital baby with. Part including eye news toward avoid. Ever nation make away room want.,2026-02-13,2025-09-01 17:21:13,2025-11-30 17:21:13,False
00k00010593,00600010254,P005,HW-APP-STD,Hardware Appliance - Standard,5,15000,11677.5,22.15,58387.5,Wife improve thing while require join pick. Thing consider allow particular. Stuff production face.,2026-02-13,2025-09-01 17:21:13,2025-11-30 17:21:13,False
