Id,QuoteNumber,OpportunityId,AccountId,Name,Status,ExpirationDate,Subtotal,Discount,TotalPrice,Tax,GrandTotal,ShippingHandling,Description,IsSyncing,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
0Q000010160,QT-100160,00600010170,00100010162,"Quote for Crawford, Daniel and Jimenez - Q1 2025",Presented to Customer,2026-01-09,296557.34,42814.9,274041.83,20299.39,274041.83,254.69,"Across government culture school collection this door. Born place trip effort north religious start sign.
Call threat decide collection bill something. Success talk history box manager bit.",False,0050015,2025-12-10 17:21:13,2025-12-28 17:21:13,False
0Q000010161,QT-100161,00600010171,00100010163,Quote for Lee LLC - Q3 2024,Rejected,2024-04-18,9082.68,421.17,9354.43,692.92,9354.43,341.65,"Good see sure challenge writer of lawyer describe.
Put ready wonder. Chair enjoy very environment reach small.",False,0050007,2024-03-19 17:21:13,2024-04-07 17:21:13,False
0Q000010162,QT-100162,00600010172,00100010163,Quote for Lee LLC - Q1 2025,Presented to Customer,2024-10-13,878108.31,60352.41,883176.37,65420.47,883176.37,155.41,"Many significant individual speak camera inside.
Their imagine for pass anyone you sit. Tax yard white deal hundred appear job full. Yes firm beat. Social idea show wish office purpose.",False,0050007,2024-09-13 17:21:13,2024-09-26 17:21:13,False
0Q000010163,QT-100163,00600010174,00100010167,Quote for Beltran Group - Q1 2025,Accepted,2023-02-14,20118.92,769.99,20896.84,1547.91,20896.84,396.33,Author material tough professional. Much deep education newspaper. State let very group himself seem produce away.,False,0050001,2023-01-15 17:21:13,2023-01-17 17:21:13,False
0Q000010164,QT-100164,00600010174,00100010167,Quote for Beltran Group - Q1 2025,Accepted,2023-01-15,20792.56,571.52,21838.72,1617.68,21838.72,179.53,Bag miss life time culture my this. Increase reality away again. Physical star industry expert. Teach include other measure although special.,False,0050001,2022-12-16 17:21:13,2023-01-05 17:21:13,False
0Q000010165,QT-100165,00600010177,00100010168,Quote for Roth-Robles - Q4 2024,Accepted,2023-04-03,12208.96,138.8,13035.77,965.61,13035.77,322.59,"Result so someone century method church.
Network bit off until. Model than kid compare tree speak sign.
Black here walk positive travel.",False,0050007,2023-03-04 17:21:13,2023-03-25 17:21:13,False
0Q000010166,QT-100166,00600010178,00100010169,Quote for Blanchard-Jones - Q3 2025,Draft,2025-11-06,169649.77,7553.96,175063.47,12967.66,175063.47,81.03,Man better mother participant see necessary pretty game. Hope wide loss from chair human force. Room enough environmental nation third. Guess structure yeah relationship son.,False,0050012,2025-10-07 17:21:13,2025-10-08 17:21:13,False
0Q000010167,QT-100167,00600010179,00100010172,"Quote for Shaw, Jenkins and Payne - Q1 2024",Draft,2022-06-06,979443.67,90433.12,960131.39,71120.84,960131.39,496.71,Despite practice member back thousand director. Personal return now house toward. When use body hundred use establish six that.,False,0050005,2022-05-07 17:21:13,2022-06-06 17:21:13,False
0Q000010168,QT-100168,00600010179,00100010172,"Quote for Shaw, Jenkins and Payne - Q1 2024",Draft,2022-06-16,1088649.32,143844.9,1020388.77,75584.35,1020388.77,389.59,"Economy size year imagine. Hot indicate degree everything free citizen far.
Machine full development hot technology true pretty. Note face buy exactly rise federal.",False,0050005,2022-05-17 17:21:13,2022-05-25 17:21:13,False
0Q000010169,QT-100169,00600010181,00100010174,Quote for White-Rose - Q4 2025,In Review,2026-05-28,88003.68,7052.53,87427.24,6476.09,87427.24,59.98,"Organization reduce vote Congress exactly again. About color write happen.
Condition throw matter bed hot job. Not concern attention else ground while.",False,0050013,2026-04-28 17:21:13,2026-05-09 17:21:13,False
0Q000010170,QT-100170,00600010183,00100010175,Quote for James Ltd - Q2 2025,Rejected,2023-01-06,7984.69,266.64,8335.49,617.44,8335.49,310.24,"East doctor seat road alone. Give physical trip main change under. Deep prevent admit first at.
Country artist fine child believe.",False,0050006,2022-12-07 17:21:13,2023-01-04 17:21:13,False
0Q000010171,QT-100171,00600010183,00100010175,Quote for James Ltd - Q2 2025,Presented to Customer,2023-02-11,6777.38,559.73,6715.06,497.41,6715.06,363.61,Sort future now word with commercial. Place late public anything everybody. Article price person light without stand new positive.,False,0050006,2023-01-12 17:21:13,2023-01-22 17:21:13,False
0Q000010172,QT-100172,00600010184,00100010176,Quote for Smith Inc - Q3 2024,Approved,2023-08-21,332670.53,24436.65,332892.59,24658.71,332892.59,298.15,"Research certainly why series. Similar design stage fact. Once often partner news.
Financial century wonder mean.",False,0050017,2023-07-22 17:21:13,2023-08-03 17:21:13,False
0Q000010173,QT-100173,00600010185,00100010178,"Quote for King, Griffin and Mosley - Q3 2024",Draft,2023-10-12,67821.88,2620.04,70417.99,5216.15,70417.99,103.44,Hope others process argue. Parent goal example herself imagine stock. Leg although better design voice positive. Respond something forget form good drop.,False,0050002,2023-09-12 17:21:13,2023-09-20 17:21:13,False
0Q000010174,QT-100174,00600010185,00100010178,"Quote for King, Griffin and Mosley - Q3 2024",In Review,2023-11-03,67048.1,7369.77,64452.6,4774.27,64452.6,217.85,"Development picture current effort. Pick bag easy as.
Item effort officer themselves drop let. Part space raise huge.",False,0050002,2023-10-04 17:21:13,2023-10-29 17:21:13,False
0Q000010175,QT-100175,00600010187,00100010180,Quote for Johnson Inc - Q2 2025,Approved,2026-01-18,10487.35,333.32,10966.35,812.32,10966.35,64.66,"Ago oil half serious. Organization doctor central girl drop maybe give.
Stay bank suddenly team move. Night economic college director street.",False,0050006,2025-12-19 17:21:13,2025-12-28 17:21:13,False
0Q000010176,QT-100176,00600010188,00100010181,Quote for Brown and Sons - Q2 2024,Presented to Customer,2026-04-15,32403.29,1217.84,33680.29,2494.84,33680.29,87.14,"Per fact around section leader movement. Of clearly property line white condition hotel.
Share interest peace coach outside. Well sell hair long.
Let would human argue operation. Seat blood customer.",False,0050003,2026-03-16 17:21:13,2026-04-10 17:21:13,False
0Q000010177,QT-100177,00600010188,00100010181,Quote for Brown and Sons - Q2 2024,Presented to Customer,2026-03-19,28911.71,3006.32,27977.82,2072.43,27977.82,147.43,"Positive himself receive check marriage stay.
Commercial message operation back black nearly. Song high learn north he. Painting nation performance form where region.",False,0050003,2026-02-17 17:21:13,2026-03-12 17:21:13,False
0Q000010178,QT-100178,00600010189,00100010181,Quote for Brown and Sons - Q3 2025,Accepted,2025-12-02,331668.03,1807.91,356248.93,26388.81,356248.93,87.78,"Get Mrs wall physical at. Young your environment.
Cell building audience interview popular fight live. Friend hour organization skin again first deep.",False,0050003,2025-11-02 17:21:13,2025-11-29 17:21:13,False
0Q000010179,QT-100179,00600010191,00100010184,Quote for Nguyen Inc - Q4 2024,Presented to Customer,2021-02-16,74893.35,1681.48,79068.82,5856.95,79068.82,462.41,Return beyond several commercial bed week record. Something debate total reality age probably. Service participant whether join tell certainly eat. Page shoulder area last.,False,0050011,2021-01-17 17:21:13,2021-02-12 17:21:13,False
0Q000010180,QT-100180,00600010194,00100010185,Quote for Barnes-Wolf - Q2 2025,Presented to Customer,2024-11-24,17303.27,2397.07,16098.7,1192.5,16098.7,290.65,Work skill offer room live Congress in. Television beautiful Mr mind several according may. Prevent drop with line perform trade where.,False,0050018,2024-10-25 17:21:13,2024-11-19 17:21:13,False
0Q000010181,QT-100181,00600010194,00100010185,Quote for Barnes-Wolf - Q2 2025,Rejected,2024-11-18,18535.72,988.13,18951.4,1403.81,18951.4,56.43,"Almost along yet. Guess doctor economy pick next artist design.
Political consumer partner movement minute why address. Party voice it important speech letter.",False,0050018,2024-10-19 17:21:13,2024-11-10 17:21:13,False
0Q000010182,QT-100182,00600010196,00100010188,"Quote for Hodges, Flores and Hurst - Q2 2024",Approved,2023-10-15,35051.56,629.34,37176.0,2753.78,37176.0,354.82,"Wait change guess modern paper sport. Seat at citizen appear sea. It together community another.
Local force something thing including need.",False,0050004,2023-09-15 17:21:13,2023-09-23 17:21:13,False
0Q000010183,QT-100183,00600010197,00100010188,"Quote for Hodges, Flores and Hurst - Q1 2025",Draft,2024-05-28,19457.55,2514.41,18298.59,1355.45,18298.59,387.86,"Reason make serve fill. Training south occur.
Law interest tonight. Young fly cultural stage.
Effect song it feel anything fine. Better theory car American foreign test leave.",False,0050004,2024-04-28 17:21:13,2024-05-25 17:21:13,False
0Q000010184,QT-100184,00600010198,00100010189,Quote for Butler-Fleming - Q3 2025,Accepted,2023-02-03,1050670.26,13881.59,1119731.76,82943.09,1119731.76,357.06,Along away message fish. Service politics include consumer blood environment difference. Success rate camera race stage.,False,0050017,2023-01-04 17:21:13,2023-01-13 17:21:13,False
0Q000010185,QT-100185,00600010198,00100010189,Quote for Butler-Fleming - Q3 2025,Accepted,2023-01-22,1173172.71,56135.78,1206399.88,89362.95,1206399.88,132.68,"Next player try four. Pull us actually reveal notice argue attorney. Themselves individual address.
Hold cut professional. Issue role cut.",False,0050017,2022-12-23 17:21:13,2023-01-10 17:21:13,False
0Q000010186,QT-100186,00600010199,00100010189,Quote for Butler-Fleming - Q4 2024,Rejected,2023-06-10,14160.91,1584.34,13582.7,1006.13,13582.7,200.22,"Part recently only else pressure government.
Later economy civil this process others example. Color large property care dark test nearly. Style administration new model window.",False,0050017,2023-05-11 17:21:13,2023-05-15 17:21:13,False
0Q000010187,QT-100187,00600010199,00100010189,Quote for Butler-Fleming - Q4 2024,Approved,2023-06-23,14094.7,564.81,14612.28,1082.39,14612.28,54.38,"Everybody claim day draw. Chair full suggest possible these who book. Difference development economic.
Detail its we but look. Stuff family early director challenge nearly.",False,0050017,2023-05-24 17:21:13,2023-06-21 17:21:13,False
0Q000010188,QT-100188,00600010200,00100010189,Quote for Butler-Fleming - Q2 2024,Approved,2022-12-11,42315.12,448.15,45216.33,3349.36,45216.33,151.68,First interest management court site drug account possible. Ahead case seek attorney do difference also. Huge catch situation sit different program.,False,0050017,2022-11-11 17:21:13,2022-11-30 17:21:13,False
0Q000010189,QT-100189,00600010201,00100010190,Quote for Gomez Group - Q1 2025,Accepted,2023-07-15,105339.33,2053.04,111549.19,8262.9,111549.19,259.36,"Similar Mr raise field. Arm study as purpose it.
Consumer maybe movement spring now make wait. Wide make market Republican mind have.",False,0050012,2023-06-15 17:21:13,2023-07-01 17:21:13,False
0Q000010190,QT-100190,00600010201,00100010190,Quote for Gomez Group - Q1 2025,Accepted,2023-07-02,91338.57,9892.69,87961.55,6515.67,87961.55,78.5,Democratic language single chance. Town garden despite despite seven forward staff. Lead child administration factor themselves American language eight.,False,0050012,2023-06-02 17:21:13,2023-06-19 17:21:13,False
0Q000010191,QT-100191,00600010203,00100010191,"Quote for Turner, Knapp and Sullivan - Q1 2025",Approved,2025-05-18,702559.62,86001.51,665882.76,49324.65,665882.76,413.42,Next role someone individual. Middle from trade say ability force. Discussion road together record economy choose more.,False,0050002,2025-04-18 17:21:13,2025-04-27 17:21:13,False
0Q000010192,QT-100192,00600010204,00100010191,"Quote for Turner, Knapp and Sullivan - Q2 2025",Approved,2025-05-23,91726.86,3806.36,94954.14,7033.64,94954.14,60.5,"Develop sense contain party one reason thank. Mrs half yes other some everybody. Be attention rich at heavy rule southern share.
Owner course her. Cultural mention store large.",False,0050002,2025-04-23 17:21:13,2025-05-06 17:21:13,False
0Q000010193,QT-100193,00600010205,00100010192,"Quote for Fox, Harrington and Wang - Q2 2024",Approved,2022-05-02,458887.82,50108.0,441482.21,32702.39,441482.21,222.24,"Skill should position. Understand debate clearly nation guy. Personal local all dark customer wide.
Beat ground month week.
Manager hard visit effort course. Memory become very glass Republican good.",False,0050011,2022-04-02 17:21:13,2022-04-07 17:21:13,False
0Q000010194,QT-100194,00600010206,00100010192,"Quote for Fox, Harrington and Wang - Q4 2025",Presented to Customer,2022-08-12,5588.8,469.89,5528.42,409.51,5528.42,133.37,"Pattern get skill. Machine nice sister deep pass feel. This discussion strategy very impact drug.
Sometimes away church throughout. Town hear last. Best individual product green total but.",False,0050011,2022-07-13 17:21:13,2022-07-18 17:21:13,False
0Q000010195,QT-100195,00600010207,00100010196,Quote for Gordon and Sons - Q2 2025,In Review,2024-07-30,1225268.09,50828.69,1268394.55,93955.15,1268394.55,63.19,"Owner partner big main. Well power threat gun range race information.
Film capital executive want blood sense. Material general step pattern focus might. Continue inside fund of great.",False,0050015,2024-06-30 17:21:13,2024-07-14 17:21:13,False
0Q000010196,QT-100196,00600010208,00100010196,Quote for Gordon and Sons - Q3 2024,Approved,2024-09-27,31272.71,4647.89,28754.81,2129.99,28754.81,191.11,"Course money television couple everyone large large argue. Heart us standard.
Important respond think.",False,0050015,2024-08-28 17:21:13,2024-09-10 17:21:13,False
0Q000010197,QT-100197,00600010209,00100010196,Quote for Gordon and Sons - Q2 2025,Accepted,2024-12-09,684363.3,65143.02,668757.9,49537.62,668757.9,155.83,Off matter administration student expect. Itself reveal hard game man.,False,0050015,2024-11-09 17:21:13,2024-12-05 17:21:13,False
0Q000010198,QT-100198,00600010211,00100010197,Quote for Williams-Rodriguez - Q1 2024,In Review,2024-06-19,6021.4,281.48,6199.11,459.19,6199.11,42.38,"Pull claim create lot surface concern myself may. Toward anyone type. Represent month decade reflect tell light.
Art certainly degree career between value. Keep magazine rather huge.",False,0050008,2024-05-20 17:21:13,2024-06-09 17:21:13,False
0Q000010199,QT-100199,00600010212,00100010198,"Quote for Robinson, Lee and Campbell - Q2 2024",Accepted,2026-03-06,274576.0,10280.1,285439.57,21143.67,285439.57,161.28,"Order perform test purpose. Dark pass husband. Film during month these somebody.
Choice poor across. Cause think add treatment everyone dinner.",False,0050003,2026-02-04 17:21:13,2026-02-21 17:21:13,False
0Q000010200,QT-100200,00600010214,00100010200,Quote for Massey Ltd - Q1 2025,Approved,2026-05-17,88216.62,12509.01,81764.22,6056.61,81764.22,269.39,"Whether science benefit director sing threat. Energy bag perhaps lot.
Board former seven generation song around baby. Education security ball on power.",False,0050011,2026-04-17 17:21:13,2026-04-27 17:21:13,False
0Q000010201,QT-100201,00600010215,00100010200,Quote for Massey Ltd - Q1 2024,Approved,2026-02-27,9954.45,1011.08,9658.84,715.47,9658.84,164.23,"Career body fight president specific camera. Model former yes animal pretty not else. Policy energy fly which.
Indeed light off of.",False,0050011,2026-01-28 17:21:13,2026-01-31 17:21:13,False
0Q000010202,QT-100202,00600010216,00100010201,"Quote for Walton, Saunders and Sparks - Q2 2024",Rejected,2023-11-12,335664.29,11609.55,349979.12,25924.38,349979.12,45.97,Learn company defense step happen. List position share over by Democrat light. Exist think because entire eat pull. Machine thought center meet future her beyond.,False,0050011,2023-10-13 17:21:13,2023-10-25 17:21:13,False
0Q000010203,QT-100203,00600010216,00100010201,"Quote for Walton, Saunders and Sparks - Q2 2024",In Review,2023-12-11,341997.98,26655.06,340570.35,25227.43,340570.35,4.73,Stuff ground small live cold. Boy clearly car hotel player drive hospital. Direction Congress commercial detail everyone someone. Bit try resource performance whatever foreign.,False,0050011,2023-11-11 17:21:13,2023-11-21 17:21:13,False
0Q000010204,QT-100204,00600010217,00100010202,"Quote for Leonard, Keller and Jennings - Q4 2025",Accepted,2023-11-15,1370537.71,16038.94,1462858.67,108359.9,1462858.67,355.95,"Music opportunity walk mission. Consumer at song sound yourself establish minute. Happen play least.
Enough subject level reach high. Couple wish no physical area.",False,0050012,2023-10-16 17:21:13,2023-11-12 17:21:13,False
0Q000010205,QT-100205,00600010217,00100010202,"Quote for Leonard, Keller and Jennings - Q4 2025",Accepted,2023-11-10,1553459.27,50198.02,1623522.15,120260.9,1623522.15,331.41,"Election movement group plant watch close.
Look we executive than performance forget heart success. Mrs four compare agree throughout per movie professional.",False,0050012,2023-10-11 17:21:13,2023-11-10 17:21:13,False
0Q000010206,QT-100206,00600010218,00100010203,Quote for Lozano Inc - Q2 2025,Accepted,2025-10-23,263538.8,30025.5,252194.36,18681.06,252194.36,237.35,"Must drive yet tax look administration land agency. Upon some court.
Make price black seek care. Book usually pretty maybe possible wife.",False,0050018,2025-09-23 17:21:13,2025-10-22 17:21:13,False
0Q000010207,QT-100207,00600010221,00100010207,Quote for Collier-Mclaughlin - Q1 2025,In Review,2025-03-01,81935.17,5975.05,82036.93,6076.81,82036.93,50.74,"Imagine institution whose century action significant ask. Organization nothing great process step easy. Answer pressure hear me forget.
Weight game newspaper. Even hour number bag news remember.",False,0050015,2025-01-30 17:21:13,2025-02-04 17:21:13,False
0Q000010208,QT-100208,00600010221,00100010207,Quote for Collier-Mclaughlin - Q1 2025,Draft,2025-02-21,68774.86,6571.93,67179.16,4976.23,67179.16,111.03,Sign beautiful image half base oil this deep. Different several work matter assume. Write thing enjoy hear.,False,0050015,2025-01-22 17:21:13,2025-01-31 17:21:13,False
0Q000010209,QT-100209,00600010224,00100010208,"Quote for Rasmussen, Obrien and Skinner - Q4 2025",Accepted,2021-06-19,48675.63,2987.33,49343.36,3655.06,49343.36,224.75,"Republican social factor market employee. Challenge between leg any consumer himself.
Man from right particular purpose television. Father type rise measure.",False,0050003,2021-05-20 17:21:13,2021-06-09 17:21:13,False
0Q000010210,QT-100210,00600010225,00100010210,"Quote for Jennings, Sparks and Flores - Q3 2025",In Review,2023-04-11,93231.24,4684.41,95630.58,7083.75,95630.58,154.3,"Decision send five black Republican federal. Ago discussion ok inside.
Him much write rule choice. Billion serve loss agree set value simple theory.
Agree one speak hair. Let idea respond.",False,0050009,2023-03-12 17:21:13,2023-03-25 17:21:13,False
0Q000010211,QT-100211,00600010226,00100010210,"Quote for Jennings, Sparks and Flores - Q2 2024",Presented to Customer,2022-09-29,133285.25,7716.09,135614.69,10045.53,135614.69,396.55,"Couple perform game statement.
Blood people machine outside. Particularly glass almost let charge natural mean. Data sister many computer other forget five several.",False,0050009,2022-08-30 17:21:13,2022-09-05 17:21:13,False
0Q000010212,QT-100212,00600010226,00100010210,"Quote for Jennings, Sparks and Flores - Q2 2024",In Review,2022-10-14,112534.09,10802.49,109870.13,8138.53,109870.13,238.45,"Prove how enjoy around avoid. Crime anything movement letter people respond service. Town enjoy must new first capital.
Population to style do.",False,0050009,2022-09-14 17:21:13,2022-10-03 17:21:13,False
0Q000010213,QT-100213,00600010227,00100010210,"Quote for Jennings, Sparks and Flores - Q1 2025",Approved,2022-12-13,108964.45,15164.42,101304.03,7504.0,101304.03,441.75,"Decide raise fine reality it success great. Purpose note price list senior about.
Early fire bag citizen stand wish sing. Night what first reduce rate beat back. Include floor theory back first.",False,0050009,2022-11-13 17:21:13,2022-11-18 17:21:13,False
0Q000010214,QT-100214,00600010229,00100010211,Quote for Valentine Inc - Q3 2024,Rejected,2023-09-22,70613.22,6011.26,69770.12,5168.16,69770.12,103.6,"Language section American dog serve great character. Firm movement section inside. Those smile find.
Blood specific share I important and. Cultural soon purpose subject law somebody you.",False,0050001,2023-08-23 17:21:13,2023-09-05 17:21:13,False
0Q000010215,QT-100215,00600010230,00100010213,Quote for Anderson-Stewart - Q3 2025,Approved,2025-04-19,140124.86,3010.06,148083.98,10969.18,148083.98,66.85,"Performance manager building already fast. Leg education help cup son lawyer sure. Indicate enough word space but very.
Kid stay machine manager trouble office others school.",False,0050009,2025-03-20 17:21:13,2025-04-02 17:21:13,False
0Q000010216,QT-100216,00600010230,00100010213,Quote for Anderson-Stewart - Q3 2025,Approved,2025-03-28,148460.19,19174.61,139628.43,10342.85,139628.43,310.38,"Apply report stop author lose maybe write. Want what skin ten reality from.
Evening single prepare computer surface. My us kind friend.",False,0050009,2025-02-26 17:21:13,2025-03-13 17:21:13,False
0Q000010217,QT-100217,00600010233,00100010217,Quote for Rose-Holland - Q2 2025,Accepted,2022-09-15,25952.74,2895.98,24901.3,1844.54,24901.3,102.07,Their leader wish painting live. They similar popular most character mother race. Lawyer series already house.,False,0050015,2022-08-16 17:21:13,2022-09-04 17:21:13,False
0Q000010218,QT-100218,00600010235,00100010219,Quote for Holt-Melton - Q4 2024,Approved,2025-01-16,69037.76,8070.97,65844.13,4877.34,65844.13,470.64,"Step stock add item improve. Treat together least.
Surface at general read grow arm. Find technology whose discuss believe improve.",False,0050013,2024-12-17 17:21:13,2024-12-23 17:21:13,False
0Q000010219,QT-100219,00600010236,00100010219,Quote for Holt-Melton - Q4 2025,Presented to Customer,2025-01-21,60455.76,1231.33,63962.38,4737.95,63962.38,303.91,Indicate cost image conference positive easy. Bag you blue today rest piece poor police. Top star environmental exactly throughout avoid say laugh.,False,0050013,2024-12-22 17:21:13,2025-01-20 17:21:13,False
0Q000010220,QT-100220,00600010237,00100010219,Quote for Holt-Melton - Q4 2025,Accepted,2024-10-20,488338.85,52723.81,470464.24,34849.2,470464.24,246.79,"Evidence grow my better. Within head agency hair per.
Light property scene. Small understand box today fight fill learn.",False,0050013,2024-09-20 17:21:13,2024-10-03 17:21:13,False
0Q000010221,QT-100221,00600010237,00100010219,Quote for Holt-Melton - Q4 2025,Accepted,2024-11-06,419374.57,37739.7,412165.66,30530.79,412165.66,306.7,Seat three pretty commercial truth. Police about involve camera magazine hair. Event growth travel view nor up.,False,0050013,2024-10-07 17:21:13,2024-10-26 17:21:13,False
0Q000010222,QT-100222,00600010240,00100010222,Quote for Young-Hawkins - Q4 2025,In Review,2023-03-25,104815.14,13515.35,98603.77,7303.98,98603.77,291.72,Sense available citizen laugh and ten only as. Leave guess onto politics language thousand. Put return check watch recognize forward training wind.,False,0050015,2023-02-23 17:21:13,2023-03-17 17:21:13,False
0Q000010223,QT-100223,00600010241,00100010223,Quote for Harrington PLC - Q3 2025,Approved,2023-04-16,20815.29,138.21,22331.25,1654.17,22331.25,254.87,Establish although brother body traditional. Grow risk health listen task majority yeah. Suffer rich conference art song everything receive.,False,0050001,2023-03-17 17:21:13,2023-04-05 17:21:13,False
0Q000010224,QT-100224,00600010243,00100010226,Quote for Allen-Schroeder - Q2 2024,Accepted,2023-12-12,143925.84,16673.9,137432.1,10180.16,137432.1,388.94,Product fill write should. I voice ready surface perhaps knowledge quite. Hold right new add.,False,0050018,2023-11-12 17:21:13,2023-12-08 17:21:13,False
0Q000010225,QT-100225,00600010244,00100010226,Quote for Allen-Schroeder - Q1 2024,Accepted,2024-02-09,148846.76,1562.25,159067.27,11782.76,159067.27,227.99,"Process fill real full often yes place travel. Upon campaign public later.
Value maintain help level season get consider step. Hit see ok drug democratic pull. Week ball brother now.",False,0050018,2024-01-10 17:21:13,2024-01-28 17:21:13,False
0Q000010226,QT-100226,00600010244,00100010226,Quote for Allen-Schroeder - Q1 2024,Accepted,2024-01-09,138361.7,6189.48,142746.0,10573.78,142746.0,185.35,"Evidence administration poor officer artist fight rest. Bad rate back black blue pick court main.
Control skin throw investment conference teach. Yeah with remain such. Child certainly suggest tough.",False,0050018,2023-12-10 17:21:13,2023-12-17 17:21:13,False
0Q000010227,QT-100227,00600010245,00100010227,Quote for Gibson-Thomas - Q4 2025,Accepted,2025-11-25,2744.41,3.07,2960.65,219.31,2960.65,183.14,"Anything power weight. Billion sometimes trouble behind any take.
Similar out office mother election movie. Tax stock once party suggest. Improve part early per watch.",False,0050015,2025-10-26 17:21:13,2025-11-20 17:21:13,False
0Q000010228,QT-100228,00600010247,00100010230,Quote for Rivers LLC - Q3 2024,In Review,2025-10-20,51021.95,4289.07,50471.51,3738.63,50471.51,244.64,"Job Congress who gun college crime budget I. Near exist radio.
Head maybe rise he energy should. Prepare seven girl road. Same family me.",False,0050005,2025-09-20 17:21:13,2025-10-14 17:21:13,False
0Q000010229,QT-100229,00600010247,00100010230,Quote for Rivers LLC - Q3 2024,In Review,2025-10-15,53159.06,4523.36,52526.56,3890.86,52526.56,269.31,"Detail draw claim look. Far begin role room experience believe country.
Customer force book whom. Easy religious machine conference indicate dog opportunity voice. To despite teacher.",False,0050005,2025-09-15 17:21:13,2025-10-13 17:21:13,False
0Q000010230,QT-100230,00600010251,00100010232,Quote for Washington Group - Q1 2025,Draft,2023-10-19,2573.28,272.52,2484.82,184.06,2484.82,398.58,"Rise reduce discuss.
And program begin notice. Interest bed almost story cause.
Woman reality expect low. Sea market stuff without actually.",False,0050004,2023-09-19 17:21:13,2023-10-07 17:21:13,False
0Q000010231,QT-100231,00600010251,00100010232,Quote for Washington Group - Q1 2025,Draft,2023-10-26,2671.57,382.98,2471.68,183.09,2471.68,365.12,"Risk benefit act analysis history late. Perhaps teach thousand picture ask. Street effort finally think party per.
Recently class pattern hard stay hour blood. Every control hundred deep.",False,0050004,2023-09-26 17:21:13,2023-10-11 17:21:13,False
0Q000010232,QT-100232,00600010252,00100010232,Quote for Washington Group - Q3 2025,Presented to Customer,2023-10-05,42080.09,4344.02,40754.96,3018.89,40754.96,333.04,"Many where own too security shoulder measure.
Fear another eight important whose war hour miss. Either trade nearly would. American rate serious guy quality.",False,0050004,2023-09-05 17:21:13,2023-09-21 17:21:13,False
0Q000010233,QT-100233,00600010253,00100010233,"Quote for King, Frazier and Kidd - Q2 2024",In Review,2026-04-01,127222.42,150.42,137237.76,10165.76,137237.76,421.5,Provide money newspaper herself ground body financial. Or create peace experience top learn happy. These choose stock number central purpose create model.,False,0050007,2026-03-02 17:21:13,2026-03-22 17:21:13,False
0Q000010234,QT-100234,00600010254,00100010234,Quote for Sloan and Sons - Q2 2025,In Review,2025-10-26,190139.64,5084.36,199859.7,14804.42,199859.7,247.26,Little direction consider single various. Different subject throughout in staff.,False,0050001,2025-09-26 17:21:13,2025-10-08 17:21:13,False
0Q000010235,QT-100235,00600010254,00100010234,Quote for Sloan and Sons - Q2 2025,Rejected,2025-11-11,183318.67,24605.82,171409.88,12697.03,171409.88,445.59,"Already great huge. Possible role common offer. Pay man how player financial perform number.
Church you organization get whose seem. Six seek television term claim.",False,0050001,2025-10-12 17:21:13,2025-10-13 17:21:13,False
0Q000010236,QT-100236,00600010257,00100010236,Quote for Ibarra Ltd - Q1 2025,Approved,2025-11-19,5797.4,293.87,5943.81,440.28,5943.81,380.39,Poor share answer reveal way few. Laugh relationship will science. Simple provide attention include agreement and.,False,0050016,2025-10-20 17:21:13,2025-10-24 17:21:13,False
0Q000010237,QT-100237,00600010258,00100010237,"Quote for Coleman, Jones and Wright - Q3 2024",Accepted,2023-01-04,92198.78,1308.14,98161.89,7271.25,98161.89,208.6,"First treat college despite few picture. Production serious seem truth five.
Speak draw sense entire. Talk building leg several.",False,0050004,2022-12-05 17:21:13,2022-12-14 17:21:13,False
0Q000010238,QT-100238,00600010258,00100010237,"Quote for Coleman, Jones and Wright - Q3 2024",Accepted,2023-01-22,77118.59,9687.16,72825.94,5394.51,72825.94,365.03,"Pass everyone attention across forward style section. Usually blue which bed president compare.
Yard career rule type question myself. Away light onto section school raise meet.",False,0050004,2022-12-23 17:21:13,2022-12-29 17:21:13,False
0Q000010239,QT-100239,00600010260,00100010238,Quote for Edwards-Abbott - Q1 2025,Approved,2025-06-02,11297.9,989.67,11132.89,824.66,11132.89,433.58,Form another future because garden science become long. Piece two everybody between learn. Car give record society page raise people.,False,0050013,2025-05-03 17:21:13,2025-05-20 17:21:13,False
0Q000010240,QT-100240,00600010260,00100010238,Quote for Edwards-Abbott - Q1 2025,Draft,2025-06-15,13044.3,1220.17,12770.06,945.93,12770.06,66.11,"Tree budget meet realize that effect affect turn. Question dog bit think glass job new.
Alone away loss be father energy. Personal threat certain main author. Plant local build.",False,0050013,2025-05-16 17:21:13,2025-06-14 17:21:13,False
0Q000010241,QT-100241,00600010263,00100010242,Quote for Decker and Sons - Q2 2024,Draft,2024-07-17,8729.0,76.39,9344.82,692.21,9344.82,292.16,"Hair rather century. Build away pick huge parent. Unit seat may.
Product fish option. Person party describe including nice early. After view activity wish say yourself.",False,0050012,2024-06-17 17:21:13,2024-07-14 17:21:13,False
0Q000010242,QT-100242,00600010264,00100010242,Quote for Decker and Sons - Q2 2025,In Review,2024-04-09,76363.1,1259.96,81111.39,6008.25,81111.39,316.6,"Perhaps edge person sometimes whether. There miss black side street spend. Everyone authority star understand minute.
May garden help life. Result hand them soon program management.",False,0050012,2024-03-10 17:21:13,2024-03-14 17:21:13,False
