Id,AccountId,Name,StageName,Probability,Amount,CloseDate,Type,LeadSource,NextStep,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00600010290,00100010270,"Scott, James and Mckee - Q4 2024",Closed Lost,0,4444.3,2024-10-25,New Business,Phone Inquiry,,True,False,Closed,Closed,70101003,True,0050015,2024-08-18 17:21:13,2024-08-22 17:21:13,False
00600010291,00100010270,"Scott, James and Mckee - Q4 2024",Closed Won,100,5108.27,2025-02-04,Existing Customer - Downgrade,Purchased List,,True,True,Closed,Closed,,True,0050015,2024-09-30 17:21:13,2024-12-01 17:21:13,False
00600010292,00100010271,Smith-Bennett - Q4 2024,Proposal/Price Quote,60,170068.22,2023-12-20,New Business,Campaign,Forget by chair discover nature price reveal.,False,False,Best Case,Best Case,,True,0050011,2023-11-11 17:21:13,2023-12-19 17:21:13,False
00600010293,00100010271,Smith-Bennett - Q2 2024,Closed Won,100,101660.34,2023-06-14,New Business,Campaign,,True,True,Closed,Closed,70101014,True,0050011,2023-04-07 17:21:13,2023-07-04 17:21:13,False
00600010294,00100010272,"Martinez, Gray and Moss - Q1 2025",Closed Won,100,217104.33,2022-11-15,Existing Customer - Downgrade,Web,,True,True,Closed,Closed,,True,0050011,2022-09-26 17:21:13,2022-12-16 17:21:13,False
00600010295,00100010273,"Noble, Stokes and Smith - Q4 2024",Qualification,10,78812.56,2024-05-30,Existing Customer - Replacement,Purchased List,Result mission energy week simple type property.,False,False,Pipeline,Omitted,,True,0050009,2024-03-02 17:21:13,2024-03-30 17:21:13,False
00600010296,00100010275,"Lopez, Gomez and Garcia - Q4 2025",Closed Lost,0,250352.55,2025-12-28,New Business,Partner Referral,,True,False,Closed,Closed,,True,0050004,2025-10-23 17:21:13,2025-11-13 17:21:13,False
00600010297,00100010276,Manning-Santana - Q4 2025,Value Proposition,40,151771.27,2025-07-21,Existing Customer - Replacement,Purchased List,Must step ten account crime executive sing provide.,False,False,Pipeline,Omitted,,True,0050003,2025-02-09 17:21:13,2025-04-28 17:21:13,False
00600010298,00100010277,Roberts-Tucker - Q3 2025,Qualification,10,25912.51,2026-08-24,Existing Customer - Replacement,Web,Night main sea state family couple next.,False,False,Pipeline,Omitted,70101013,True,0050002,2026-03-14 17:21:13,2026-04-27 17:21:13,False
00600010299,00100010279,Vaughan-Cox - Q1 2025,Needs Analysis,20,7425.21,2022-08-11,New Business,Partner Referral,Husband significant son for.,False,False,Pipeline,Omitted,,True,0050004,2022-06-09 17:21:13,2022-07-23 17:21:13,False
00600010300,00100010279,Vaughan-Cox - Q4 2025,Value Proposition,40,257833.23,2022-07-20,New Business,Phone Inquiry,Improve dinner stuff issue particularly again what.,False,False,Pipeline,Omitted,,True,0050004,2022-03-20 17:21:13,2022-06-08 17:21:13,False
00600010301,00100010279,Vaughan-Cox - Q3 2025,Qualification,10,26059.68,2022-07-10,Existing Customer - Upgrade,Trade Show,Rest member policy.,False,False,Pipeline,Omitted,,True,0050004,2022-05-31 17:21:13,2022-08-27 17:21:13,False
00600010302,00100010280,Lee PLC - Q4 2024,Negotiation/Review,80,62032.91,2024-03-29,New Business,Trade Show,Successful give close value everything almost.,False,False,Commit,Commit,,True,0050004,2023-12-29 17:21:13,2024-01-25 17:21:13,False
00600010303,00100010282,Wong Ltd - Q1 2025,Negotiation/Review,80,63375.88,2024-09-22,New Business,Web,Role my simple discuss dog.,False,False,Commit,Commit,,True,0050001,2024-08-04 17:21:13,2024-08-24 17:21:13,False
00600010304,00100010285,Garcia-Tanner - Q3 2025,Prospecting,5,20500.49,2024-09-03,Existing Customer - Upgrade,Campaign,Sound account may democratic alone continue account.,False,False,Pipeline,Omitted,,True,0050003,2024-03-30 17:21:13,2024-04-12 17:21:13,False
00600010305,00100010286,Bailey-Garcia - Q4 2025,Closed Won,100,49392.53,2023-03-08,New Business,Web,,True,True,Closed,Closed,70101002,True,0050004,2023-01-01 17:21:13,2023-02-10 17:21:13,False
00600010306,00100010289,Rodriguez-Brown - Q2 2025,Value Proposition,40,53741.3,2024-05-21,New Business,Web,Worry rock star.,False,False,Pipeline,Omitted,,True,0050018,2024-03-30 17:21:13,2024-06-02 17:21:13,False
00600010307,00100010290,Velasquez Group - Q2 2025,Proposal/Price Quote,60,470279.76,2022-09-14,New Business,Web,Their west full by establish lead fill.,False,False,Best Case,Best Case,,True,0050018,2022-04-21 17:21:13,2022-06-01 17:21:13,False
00600010308,00100010290,Velasquez Group - Q2 2025,Needs Analysis,20,288030.48,2022-09-11,Existing Customer - Upgrade,Purchased List,Meeting partner cut political less trip.,False,False,Pipeline,Omitted,,True,0050018,2022-05-29 17:21:13,2022-06-19 17:21:13,False
00600010309,00100010290,Velasquez Group - Q2 2025,Proposal/Price Quote,60,40334.87,2022-07-17,New Business,Trade Show,Ok bed interest.,False,False,Best Case,Best Case,,True,0050018,2022-04-07 17:21:13,2022-06-20 17:21:13,False
00600010310,00100010293,Jones PLC - Q2 2024,Proposal/Price Quote,60,410446.8,2022-09-12,Existing Customer - Replacement,Campaign,Professional interesting activity may up drug.,False,False,Best Case,Best Case,,True,0050003,2022-05-15 17:21:13,2022-05-27 17:21:13,False
00600010311,00100010294,Moore Inc - Q4 2025,Needs Analysis,20,162704.76,2023-05-11,New Business,Phone Inquiry,Anyone early choice thousand each them approach.,False,False,Pipeline,Omitted,,True,0050013,2023-02-25 17:21:13,2023-04-25 17:21:13,False
00600010312,00100010295,"Lewis, Carroll and Huerta - Q4 2024",Value Proposition,40,68850.1,2022-12-07,New Business,Partner Referral,Back difficult perform parent.,False,False,Pipeline,Omitted,70101009,True,0050011,2022-07-09 17:21:13,2022-08-11 17:21:13,False
00600010313,00100010296,"Bowers, Sheppard and Kim - Q3 2024",Needs Analysis,20,578008.26,2024-11-11,Existing Customer - Upgrade,Trade Show,Daughter several finally.,False,False,Pipeline,Omitted,70101009,True,0050015,2024-09-07 17:21:13,2024-09-23 17:21:13,False
00600010314,00100010301,Nichols and Sons - Q3 2025,Proposal/Price Quote,60,164495.65,2023-04-26,Existing Customer - Upgrade,Campaign,Pattern officer here best suffer understand.,False,False,Best Case,Best Case,,True,0050009,2022-11-23 17:21:13,2022-11-29 17:21:13,False
00600010315,00100010302,Preston-Schultz - Q2 2025,Closed Won,100,266921.48,2023-03-28,Existing Customer - Upgrade,Partner Referral,,True,True,Closed,Closed,,True,0050014,2022-12-15 17:21:13,2023-02-05 17:21:13,False
00600010316,00100010302,Preston-Schultz - Q3 2025,Closed Won,100,588749.55,2023-03-11,Existing Customer - Upgrade,Partner Referral,,True,True,Closed,Closed,,True,0050014,2023-01-07 17:21:13,2023-03-05 17:21:13,False
00600010317,00100010304,Hurst-Weiss - Q4 2024,Closed Won,100,61018.15,2023-10-11,New Business,Campaign,,True,True,Closed,Closed,,True,0050010,2023-05-03 17:21:13,2023-07-22 17:21:13,False
00600010318,00100010304,Hurst-Weiss - Q3 2024,Negotiation/Review,80,6483.13,2023-08-09,New Business,Web,Bed deal none.,False,False,Commit,Commit,70101010,True,0050010,2023-04-06 17:21:13,2023-04-17 17:21:13,False
00600010319,00100010307,Johnson Inc - Q4 2025,Needs Analysis,20,7239.64,2022-07-03,Existing Customer - Replacement,Phone Inquiry,Cultural research discover save choose kind.,False,False,Pipeline,Omitted,,True,0050004,2022-01-25 17:21:13,2022-03-24 17:21:13,False
00600010320,00100010309,Clark-Garza - Q4 2024,Prospecting,5,115077.49,2024-07-26,Existing Customer - Replacement,Phone Inquiry,Wonder strategy television simple employee history sound coach.,False,False,Pipeline,Omitted,70101000,True,0050006,2024-06-16 17:21:13,2024-09-04 17:21:13,False
00600010321,00100010309,Clark-Garza - Q1 2024,Qualification,10,19245.06,2025-02-10,Existing Customer - Replacement,Campaign,Century use after wish recently alone.,False,False,Pipeline,Omitted,70101008,True,0050006,2024-12-28 17:21:13,2025-01-29 17:21:13,False
00600010322,00100010310,Gomez and Sons - Q4 2025,Closed Lost,0,125024.18,2024-04-17,Existing Customer - Upgrade,Campaign,,True,False,Closed,Closed,,True,0050017,2024-03-16 17:21:13,2024-04-05 17:21:13,False
00600010323,00100010310,Gomez and Sons - Q2 2025,Proposal/Price Quote,60,49550.95,2023-11-07,Existing Customer - Replacement,Web,Staff face to here coach most dream.,False,False,Best Case,Best Case,,True,0050017,2023-07-26 17:21:13,2023-09-13 17:21:13,False
00600010324,00100010310,Gomez and Sons - Q1 2024,Qualification,10,13396.64,2024-02-14,New Business,Phone Inquiry,Administration low of feeling follow onto.,False,False,Pipeline,Omitted,,True,0050017,2023-08-23 17:21:13,2023-10-14 17:21:13,False
00600010325,00100010311,Jacobson PLC - Q2 2025,Negotiation/Review,80,147022.37,2022-06-13,Existing Customer - Upgrade,Campaign,Type office garden.,False,False,Commit,Commit,,True,0050015,2022-03-18 17:21:13,2022-05-07 17:21:13,False
00600010326,00100010312,Wade Group - Q3 2024,Proposal/Price Quote,60,16548.69,2023-10-28,Existing Customer - Replacement,Trade Show,Friend cover when tree hospital high.,False,False,Best Case,Best Case,70101012,True,0050016,2023-09-05 17:21:13,2023-10-20 17:21:13,False
00600010327,00100010313,Ellis-Carey - Q1 2025,Qualification,10,9258.37,2022-07-04,Existing Customer - Upgrade,Purchased List,Scientist item song up your decision add fly.,False,False,Pipeline,Omitted,,True,0050003,2022-02-05 17:21:13,2022-04-29 17:21:13,False
00600010328,00100010313,Ellis-Carey - Q1 2025,Needs Analysis,20,152889.09,2022-08-08,Existing Customer - Upgrade,Campaign,Site effect body need and agency stage throughout.,False,False,Pipeline,Omitted,,True,0050003,2022-03-12 17:21:13,2022-03-26 17:21:13,False
00600010329,00100010314,Lee-Riley - Q3 2024,Closed Won,100,31508.55,2022-07-12,New Business,Phone Inquiry,,True,True,Closed,Closed,70101010,True,0050013,2022-04-27 17:21:13,2022-05-11 17:21:13,False
00600010330,00100010314,Lee-Riley - Q4 2025,Needs Analysis,20,179025.19,2023-02-21,New Business,Partner Referral,Wrong just grow minute.,False,False,Pipeline,Omitted,,True,0050013,2022-10-04 17:21:13,2022-10-30 17:21:13,False
00600010331,00100010315,Bell LLC - Q1 2025,Value Proposition,40,13788.5,2025-03-06,New Business,Phone Inquiry,Relationship break go reason dog friend term.,False,False,Pipeline,Omitted,70101007,True,0050005,2024-11-12 17:21:13,2024-11-21 17:21:13,False
00600010332,00100010316,Miller-Knight - Q2 2024,Closed Lost,0,92666.04,2022-12-09,Existing Customer - Upgrade,Partner Referral,,True,False,Closed,Closed,,True,0050004,2022-08-14 17:21:13,2022-10-31 17:21:13,False
00600010333,00100010316,Miller-Knight - Q3 2024,Proposal/Price Quote,60,203082.97,2023-01-31,Existing Customer - Downgrade,Purchased List,Push identify Democrat message cold skin one.,False,False,Best Case,Best Case,,True,0050004,2022-11-08 17:21:13,2023-02-06 17:21:13,False
00600010334,00100010316,Miller-Knight - Q1 2024,Value Proposition,40,71662.45,2023-01-01,Existing Customer - Upgrade,Web,Ago series by beyond peace less mission.,False,False,Pipeline,Omitted,,True,0050004,2022-11-03 17:21:13,2022-12-09 17:21:13,False
00600010335,00100010317,Powell Inc - Q4 2024,Qualification,10,84157.42,2023-03-02,New Business,Purchased List,Up camera lawyer example parent.,False,False,Pipeline,Omitted,,True,0050006,2023-01-22 17:21:13,2023-04-02 17:21:13,False
00600010336,00100010318,Hanson-Gonzalez - Q2 2024,Value Proposition,40,19355.71,2025-12-31,New Business,Web,Relate Mrs rock agency coach pretty.,False,False,Pipeline,Omitted,,True,0050012,2025-08-03 17:21:13,2025-08-22 17:21:13,False
00600010337,00100010319,Hunt Ltd - Q3 2025,Proposal/Price Quote,60,2016512.78,2023-04-02,Existing Customer - Upgrade,Trade Show,Never whether nor boy new bar help.,False,False,Best Case,Best Case,70101012,True,0050010,2023-01-08 17:21:13,2023-02-18 17:21:13,False
00600010338,00100010320,Smith-Moore - Q3 2024,Qualification,10,220209.0,2025-07-14,New Business,Phone Inquiry,Nice modern nearly bill.,False,False,Pipeline,Omitted,70101006,True,0050009,2025-06-06 17:21:13,2025-08-22 17:21:13,False
00600010339,00100010323,Garcia-Jimenez - Q1 2025,Qualification,10,8611.6,2023-11-20,New Business,Purchased List,Assume seek question marriage conference man.,False,False,Pipeline,Omitted,,True,0050014,2023-10-06 17:21:13,2023-11-22 17:21:13,False
00600010340,00100010323,Garcia-Jimenez - Q1 2024,Qualification,10,64232.79,2024-03-31,New Business,Trade Show,Perhaps less total rich beyond.,False,False,Pipeline,Omitted,70101016,True,0050014,2023-11-01 17:21:13,2023-11-29 17:21:13,False
00600010341,00100010324,Gonzalez-Barron - Q1 2024,Qualification,10,183673.34,2021-06-08,New Business,Purchased List,Reveal bar once could might also remember.,False,False,Pipeline,Omitted,70101004,True,0050017,2021-03-16 17:21:13,2021-03-19 17:21:13,False
00600010342,00100010324,Gonzalez-Barron - Q2 2025,Proposal/Price Quote,60,34402.56,2021-12-29,Existing Customer - Upgrade,Purchased List,Other color wait feeling build go.,False,False,Best Case,Best Case,,True,0050017,2021-09-21 17:21:13,2021-10-24 17:21:13,False
00600010343,00100010324,Gonzalez-Barron - Q3 2024,Closed Won,100,28986.86,2022-03-24,New Business,Campaign,,True,True,Closed,Closed,,True,0050017,2022-01-08 17:21:13,2022-01-19 17:21:13,False
00600010344,00100010325,Velazquez Inc - Q3 2025,Prospecting,5,365694.96,2023-09-02,Existing Customer - Replacement,Campaign,Cause institution better.,False,False,Pipeline,Omitted,70101002,True,0050001,2023-07-17 17:21:13,2023-08-22 17:21:13,False
00600010345,00100010326,Perez Ltd - Q3 2024,Proposal/Price Quote,60,693462.96,2021-08-19,New Business,Web,Hotel green company century cell condition near.,False,False,Best Case,Best Case,,True,0050017,2021-06-30 17:21:13,2021-08-08 17:21:13,False
00600010346,00100010326,Perez Ltd - Q2 2024,Value Proposition,40,35489.27,2021-12-08,Existing Customer - Downgrade,Phone Inquiry,Tend attorney use task religious.,False,False,Pipeline,Omitted,,True,0050017,2021-07-24 17:21:13,2021-09-30 17:21:13,False
00600010347,00100010326,Perez Ltd - Q1 2024,Negotiation/Review,80,205732.2,2021-06-28,Existing Customer - Downgrade,Purchased List,Agency expect be morning professor.,False,False,Commit,Commit,,True,0050017,2021-03-24 17:21:13,2021-04-17 17:21:13,False
00600010348,00100010329,Martin-James - Q2 2025,Needs Analysis,20,530103.07,2023-12-18,New Business,Partner Referral,Food effort fear career group.,False,False,Pipeline,Omitted,,True,0050003,2023-10-26 17:21:13,2023-12-20 17:21:13,False
00600010349,00100010330,Ortiz PLC - Q3 2025,Closed Lost,0,1319683.42,2024-06-04,New Business,Partner Referral,,True,False,Closed,Closed,,True,0050004,2024-02-19 17:21:13,2024-03-12 17:21:13,False
00600010350,00100010330,Ortiz PLC - Q1 2025,Qualification,10,75320.53,2024-04-04,New Business,Phone Inquiry,Moment road threat share near.,False,False,Pipeline,Omitted,,True,0050004,2023-12-07 17:21:13,2024-01-30 17:21:13,False
00600010351,00100010331,Gregory LLC - Q4 2025,Closed Won,100,77063.78,2026-02-26,New Business,Trade Show,,True,True,Closed,Closed,,True,0050009,2025-09-28 17:21:13,2025-12-06 17:21:13,False
00600010352,00100010331,Gregory LLC - Q4 2025,Qualification,10,66211.16,2025-09-05,Existing Customer - Replacement,Trade Show,Very page fact performance eat until.,False,False,Pipeline,Omitted,,True,0050009,2025-04-17 17:21:13,2025-06-02 17:21:13,False
00600010353,00100010332,Rodriguez and Sons - Q1 2024,Proposal/Price Quote,60,65148.6,2023-03-12,Existing Customer - Upgrade,Purchased List,Democratic perhaps contain sound that.,False,False,Best Case,Best Case,,True,0050003,2022-11-03 17:21:13,2022-11-05 17:21:13,False
00600010354,00100010332,Rodriguez and Sons - Q3 2025,Value Proposition,40,519541.31,2023-01-17,Existing Customer - Upgrade,Web,Campaign mouth develop direction remain.,False,False,Pipeline,Omitted,,True,0050003,2022-10-29 17:21:13,2022-11-08 17:21:13,False
00600010355,00100010332,Rodriguez and Sons - Q2 2025,Value Proposition,40,12344.17,2023-01-13,New Business,Partner Referral,Capital magazine to economic answer teacher movement skill.,False,False,Pipeline,Omitted,70101009,True,0050003,2022-11-07 17:21:13,2022-12-19 17:21:13,False
00600010356,00100010333,Edwards-Compton - Q3 2024,Proposal/Price Quote,60,32659.8,2022-03-22,Existing Customer - Upgrade,Trade Show,Kitchen pull offer just.,False,False,Best Case,Best Case,70101000,True,0050005,2022-02-17 17:21:13,2022-03-09 17:21:13,False
00600010357,00100010333,Edwards-Compton - Q3 2025,Value Proposition,40,34350.66,2022-07-06,New Business,Purchased List,Sure now make experience eight.,False,False,Pipeline,Omitted,,True,0050005,2022-04-30 17:21:13,2022-07-03 17:21:13,False
00600010358,00100010333,Edwards-Compton - Q1 2025,Needs Analysis,20,159749.32,2022-04-17,Existing Customer - Replacement,Campaign,Experience ground mean thought.,False,False,Pipeline,Omitted,,True,0050005,2022-02-17 17:21:13,2022-05-15 17:21:13,False
00600010359,00100010334,"Lucero, Johnston and Chen - Q1 2025",Negotiation/Review,80,298283.71,2022-05-14,Existing Customer - Replacement,Purchased List,Middle agent fall hold.,False,False,Commit,Commit,,True,0050008,2022-02-06 17:21:13,2022-04-14 17:21:13,False
00600010360,00100010335,"Jensen, Mcknight and Williams - Q2 2024",Needs Analysis,20,7275.4,2025-01-25,Existing Customer - Upgrade,Campaign,Pretty too get any candidate.,False,False,Pipeline,Omitted,,True,0050002,2024-09-02 17:21:13,2024-09-19 17:21:13,False
00600010361,00100010336,Morris-Flores - Q4 2025,Value Proposition,40,37288.55,2022-09-03,Existing Customer - Replacement,Web,Between pressure computer yes.,False,False,Pipeline,Omitted,70101001,True,0050006,2022-04-11 17:21:13,2022-07-02 17:21:13,False
00600010362,00100010336,Morris-Flores - Q4 2024,Negotiation/Review,80,6966.87,2022-05-07,Existing Customer - Upgrade,Purchased List,May standard until oil indeed appear.,False,False,Commit,Commit,,True,0050006,2022-03-14 17:21:13,2022-03-19 17:21:13,False
00600010363,00100010336,Morris-Flores - Q2 2025,Needs Analysis,20,36464.34,2021-11-27,New Business,Web,Family look industry.,False,False,Pipeline,Omitted,,True,0050006,2021-09-10 17:21:13,2021-11-03 17:21:13,False
00600010364,00100010337,"Medina, Lee and Freeman - Q4 2025",Proposal/Price Quote,60,262796.44,2023-12-15,Existing Customer - Replacement,Purchased List,Side base mean care.,False,False,Best Case,Best Case,,True,0050016,2023-10-04 17:21:13,2023-12-20 17:21:13,False
00600010365,00100010338,Hill-Mccoy - Q1 2025,Qualification,10,142181.02,2026-05-18,New Business,Partner Referral,Wall level spend alone voice.,False,False,Pipeline,Omitted,,True,0050013,2026-02-22 17:21:13,2026-04-08 17:21:13,False
00600010366,00100010340,Barnes-West - Q4 2024,Needs Analysis,20,19863.24,2023-11-05,Existing Customer - Replacement,Web,Evening forget particular current get.,False,False,Pipeline,Omitted,,True,0050009,2023-08-19 17:21:13,2023-11-14 17:21:13,False
00600010367,00100010343,Lee-Obrien - Q4 2025,Proposal/Price Quote,60,2404721.79,2023-08-30,Existing Customer - Downgrade,Trade Show,Federal memory difficult eight scene.,False,False,Best Case,Best Case,70101015,True,0050002,2023-07-28 17:21:13,2023-09-14 17:21:13,False
00600010368,00100010344,West Group - Q2 2025,Qualification,10,49214.79,2024-09-20,New Business,Purchased List,Position window degree stage still.,False,False,Pipeline,Omitted,70101004,True,0050017,2024-08-17 17:21:13,2024-09-25 17:21:13,False
00600010369,00100010346,Forbes-Cortez - Q4 2024,Qualification,10,19223.47,2024-05-14,Existing Customer - Replacement,Web,The throw I forget.,False,False,Pipeline,Omitted,,True,0050015,2023-12-08 17:21:13,2023-12-24 17:21:13,False
00600010370,00100010346,Forbes-Cortez - Q3 2025,Prospecting,5,49379.02,2024-08-08,New Business,Phone Inquiry,Laugh seven position woman food agent.,False,False,Pipeline,Omitted,,True,0050015,2024-03-15 17:21:13,2024-05-07 17:21:13,False
00600010371,00100010347,Davis-Weber - Q1 2025,Value Proposition,40,12210.1,2024-04-19,Existing Customer - Downgrade,Phone Inquiry,Trip however mission theory leg production else.,False,False,Pipeline,Omitted,,True,0050004,2023-12-21 17:21:13,2024-02-05 17:21:13,False
00600010372,00100010349,"Thomas, Kim and Alexander - Q1 2024",Closed Won,100,72107.17,2024-07-06,Existing Customer - Upgrade,Trade Show,,True,True,Closed,Closed,,True,0050019,2024-02-18 17:21:13,2024-04-25 17:21:13,False
00600010373,00100010350,Holland Ltd - Q3 2024,Closed Won,100,28950.29,2022-04-24,New Business,Trade Show,,True,True,Closed,Closed,,True,0050006,2022-02-24 17:21:13,2022-03-19 17:21:13,False
00600010374,00100010352,"Conrad, Davis and Hardin - Q4 2025",Qualification,10,5734.4,2025-05-13,New Business,Trade Show,Tough notice represent accept.,False,False,Pipeline,Omitted,,True,0050019,2024-12-25 17:21:13,2025-02-11 17:21:13,False
00600010375,00100010353,Krause LLC - Q4 2025,Needs Analysis,20,14981.56,2023-11-23,New Business,Trade Show,History standard situation great.,False,False,Pipeline,Omitted,,True,0050009,2023-06-05 17:21:13,2023-08-21 17:21:13,False
00600010376,00100010355,"Morales, Williams and Hickman - Q4 2024",Qualification,10,6616.57,2024-02-13,New Business,Partner Referral,Measure drive help these for view.,False,False,Pipeline,Omitted,,True,0050009,2023-08-29 17:21:13,2023-10-24 17:21:13,False
00600010377,00100010355,"Morales, Williams and Hickman - Q2 2025",Qualification,10,6561.19,2024-03-30,Existing Customer - Replacement,Trade Show,Coach nothing remain health seat brother box.,False,False,Pipeline,Omitted,,True,0050009,2023-12-19 17:21:13,2024-03-13 17:21:13,False
00600010378,00100010356,Andrade LLC - Q2 2024,Closed Lost,0,309198.9,2022-10-14,New Business,Phone Inquiry,,True,False,Closed,Closed,,True,0050012,2022-07-04 17:21:13,2022-10-02 17:21:13,False
00600010379,00100010356,Andrade LLC - Q2 2025,Closed Won,100,49866.86,2022-11-30,Existing Customer - Upgrade,Purchased List,,True,True,Closed,Closed,70101002,True,0050012,2022-10-06 17:21:13,2022-10-18 17:21:13,False
00600010380,00100010356,Andrade LLC - Q4 2025,Needs Analysis,20,23160.87,2022-03-08,New Business,Web,Establish state rate discuss arm.,False,False,Pipeline,Omitted,70101001,True,0050012,2022-01-15 17:21:13,2022-04-09 17:21:13,False
00600010381,00100010358,Green Group - Q1 2025,Negotiation/Review,80,89209.99,2024-05-28,New Business,Partner Referral,Play kid land treat focus without those.,False,False,Commit,Commit,,True,0050003,2024-01-14 17:21:13,2024-01-28 17:21:13,False
00600010382,00100010358,Green Group - Q4 2024,Qualification,10,63158.51,2025-03-04,New Business,Trade Show,Shoulder outside growth my rise without class.,False,False,Pipeline,Omitted,70101014,True,0050003,2024-09-16 17:21:13,2024-09-29 17:21:13,False
00600010383,00100010359,Shaw-Norman - Q4 2025,Value Proposition,40,55365.05,2024-02-23,Existing Customer - Upgrade,Phone Inquiry,Congress plant open.,False,False,Pipeline,Omitted,70101012,True,0050014,2023-10-03 17:21:13,2023-12-07 17:21:13,False
00600010384,00100010360,Butler-Griffin - Q1 2025,Proposal/Price Quote,60,287903.44,2026-01-14,New Business,Purchased List,Hot television contain machine available arm student.,False,False,Best Case,Best Case,,True,0050019,2025-12-07 17:21:13,2026-03-03 17:21:13,False
00600010385,00100010360,Butler-Griffin - Q1 2024,Proposal/Price Quote,60,101059.76,2025-11-25,New Business,Phone Inquiry,Note team else human.,False,False,Best Case,Best Case,,True,0050019,2025-07-11 17:21:13,2025-08-08 17:21:13,False
00600010386,00100010362,"Tyler, Reid and Davis - Q2 2024",Qualification,10,73385.59,2022-09-19,New Business,Phone Inquiry,Special couple push amount store hot.,False,False,Pipeline,Omitted,,True,0050009,2022-04-26 17:21:13,2022-07-06 17:21:13,False
00600010387,00100010364,"Ortiz, Potter and Barnes - Q3 2024",Value Proposition,40,64505.56,2026-03-26,Existing Customer - Upgrade,Web,Question throw seem already.,False,False,Pipeline,Omitted,,True,0050013,2026-01-26 17:21:13,2026-02-21 17:21:13,False
00600010388,00100010365,Greene Ltd - Q3 2025,Prospecting,5,95682.17,2024-06-08,Existing Customer - Replacement,Campaign,Participant something face.,False,False,Pipeline,Omitted,70101004,True,0050017,2024-04-08 17:21:13,2024-05-23 17:21:13,False
00600010389,00100010366,"Davidson, Lara and Massey - Q4 2025",Value Proposition,40,313403.34,2023-11-15,Existing Customer - Replacement,Web,Nearly nor deal exactly space.,False,False,Pipeline,Omitted,,True,0050007,2023-07-03 17:21:13,2023-09-24 17:21:13,False
00600010390,00100010367,Bowen LLC - Q1 2024,Proposal/Price Quote,60,432085.67,2024-03-15,New Business,Partner Referral,Leg subject matter cover gun lot along.,False,False,Best Case,Best Case,,True,0050009,2024-02-13 17:21:13,2024-04-01 17:21:13,False
00600010391,00100010367,Bowen LLC - Q4 2025,Prospecting,5,14626.9,2024-04-24,New Business,Campaign,Response close character able play.,False,False,Pipeline,Omitted,,True,0050009,2023-11-17 17:21:13,2023-12-24 17:21:13,False
00600010392,00100010367,Bowen LLC - Q2 2025,Closed Won,100,255112.06,2024-03-16,New Business,Purchased List,,True,True,Closed,Closed,,True,0050009,2023-12-10 17:21:13,2024-01-19 17:21:13,False
00600010393,00100010368,"Moore, Walters and Alvarez - Q3 2024",Needs Analysis,20,940343.62,2025-07-26,Existing Customer - Upgrade,Purchased List,Election strategy by tax teach debate.,False,False,Pipeline,Omitted,70101003,True,0050007,2025-04-26 17:21:13,2025-04-27 17:21:13,False
00600010394,00100010368,"Moore, Walters and Alvarez - Q1 2025",Closed Won,100,50734.21,2025-06-03,New Business,Web,,True,True,Closed,Closed,,True,0050007,2025-04-26 17:21:13,2025-04-28 17:21:13,False
00600010395,00100010368,"Moore, Walters and Alvarez - Q2 2025",Proposal/Price Quote,60,6266.23,2024-12-17,Existing Customer - Upgrade,Purchased List,Stand low price officer treat note continue.,False,False,Best Case,Best Case,,True,0050007,2024-10-09 17:21:13,2024-11-26 17:21:13,False
00600010396,00100010370,"White, Mayer and Mathews - Q4 2025",Value Proposition,40,11159.07,2023-01-10,New Business,Campaign,Place form already.,False,False,Pipeline,Omitted,,True,0050013,2022-09-21 17:21:13,2022-11-03 17:21:13,False
00600010397,00100010370,"White, Mayer and Mathews - Q1 2024",Qualification,10,5926.73,2022-09-19,Existing Customer - Upgrade,Campaign,It mention man sea glass.,False,False,Pipeline,Omitted,,True,0050013,2022-03-27 17:21:13,2022-05-22 17:21:13,False
00600010398,00100010370,"White, Mayer and Mathews - Q3 2025",Closed Won,100,263350.64,2022-10-21,Existing Customer - Upgrade,Purchased List,,True,True,Closed,Closed,,True,0050013,2022-05-02 17:21:13,2022-06-22 17:21:13,False
00600010399,00100010371,Daniels and Sons - Q2 2025,Qualification,10,116072.47,2021-09-19,New Business,Campaign,Coach top teacher.,False,False,Pipeline,Omitted,70101000,True,0050017,2021-05-12 17:21:13,2021-05-19 17:21:13,False
00600010400,00100010372,Rowland and Sons - Q2 2024,Proposal/Price Quote,60,16969.26,2024-12-13,Existing Customer - Replacement,Campaign,Decision action partner suggest everybody be health different.,False,False,Best Case,Best Case,,True,0050004,2024-07-27 17:21:13,2024-08-13 17:21:13,False
00600010401,00100010372,Rowland and Sons - Q3 2024,Closed Lost,0,19477.38,2025-01-02,New Business,Campaign,,True,False,Closed,Closed,70101016,True,0050004,2024-08-26 17:21:13,2024-09-18 17:21:13,False
00600010402,00100010374,Morris Group - Q2 2024,Value Proposition,40,757997.96,2025-02-02,Existing Customer - Upgrade,Purchased List,Amount finally actually true player because or quality.,False,False,Pipeline,Omitted,70101014,True,0050002,2024-10-14 17:21:13,2024-12-20 17:21:13,False
