Id,WhoId,WhatId,Subject,ActivityDate,Status,Priority,Description,IsClosed,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00T00011241,,00600010246,Call,2022-09-12,Completed,Normal,Bad long or range radio deal true.,True,0050014,2022-09-12 17:21:13,2022-09-14 17:21:13,False
00T00011242,,00600010246,Follow-up,2022-08-18,Completed,Normal,All site military possible agency property cause open.,True,0050014,2022-08-18 17:21:13,2022-08-21 17:21:13,False
00T00011243,,00600010246,Call,2022-07-13,Completed,Normal,Success student break something whose nearly.,True,0050014,2022-07-13 17:21:13,2022-07-13 17:21:13,False
00T00011244,,00600010246,Send Quote,2022-08-16,Completed,High,Foreign chance hour anyone quite prepare partner.,True,0050014,2022-08-16 17:21:13,2022-08-18 17:21:13,False
00T00011245,,00600010246,Send Quote,2022-08-03,Completed,High,Grow model police plant myself shake.,True,0050014,2022-08-03 17:21:13,2022-08-08 17:21:13,False
00T00011246,,00600010246,Email,2022-07-22,Not Started,Normal,Memory however politics citizen physical.,False,0050014,2022-07-22 17:21:13,2022-07-23 17:21:13,False
00T00011247,,00600010246,Follow-up,2022-09-16,Completed,Normal,Society feel town full provide imagine.,True,0050014,2022-09-16 17:21:13,2022-09-20 17:21:13,False
00T00011248,,00600010247,Email,2025-10-17,Completed,Low,Behind star reach believe.,True,0050005,2025-10-17 17:21:13,2025-10-17 17:21:13,False
00T00011249,,00600010247,Demo,2025-09-17,Completed,Normal,Hospital pretty young foot situation.,True,0050005,2025-09-17 17:21:13,2025-09-17 17:21:13,False
00T00011250,,00600010247,Email,2025-08-14,Completed,Normal,Anyone just fact quality our field.,True,0050005,2025-08-14 17:21:13,2025-08-16 17:21:13,False
00T00011251,,00600010248,Meeting,2025-04-03,Deferred,Low,Full trade fall able travel pay.,False,0050005,2025-04-03 17:21:13,2025-04-05 17:21:13,False
00T00011252,,00600010248,Follow-up,2025-03-07,Not Started,Normal,Radio movie stock quality green.,False,0050005,2025-03-07 17:21:13,2025-03-08 17:21:13,False
00T00011253,,00600010248,Send Quote,2025-05-04,Completed,Low,Early drive fear management note.,True,0050005,2025-05-04 17:21:13,2025-05-05 17:21:13,False
00T00011254,,00600010248,Demo,2025-05-05,Completed,Normal,Several true young hundred of low suffer total.,True,0050005,2025-05-05 17:21:13,2025-05-05 17:21:13,False
00T00011255,,00600010248,Send Quote,2025-03-21,Completed,Low,Decision recently couple peace tend.,True,0050005,2025-03-21 17:21:13,2025-03-21 17:21:13,False
00T00011256,,00600010249,Call,2023-07-27,Completed,Normal,Newspaper bring believe weight machine strong specific interview.,True,0050009,2023-07-27 17:21:13,2023-07-29 17:21:13,False
00T00011257,,00600010249,Follow-up,2023-08-31,Completed,Low,Base seven should various for.,True,0050009,2023-08-31 17:21:13,2023-09-04 17:21:13,False
00T00011258,,00600010249,Send Quote,2023-07-02,Completed,Normal,Improve walk or every member nation great.,True,0050009,2023-07-02 17:21:13,2023-07-07 17:21:13,False
00T00011259,,00600010250,Meeting,2023-11-24,Completed,High,News control give.,True,0050004,2023-11-24 17:21:13,2023-11-28 17:21:13,False
00T00011260,,00600010250,Meeting,2023-12-12,Not Started,Normal,Set relationship white recent cost across.,False,0050004,2023-12-12 17:21:13,2023-12-16 17:21:13,False
00T00011261,,00600010250,Email,2023-10-23,Completed,Normal,Almost practice measure.,True,0050004,2023-10-23 17:21:13,2023-10-27 17:21:13,False
00T00011262,,00600010250,Demo,2023-12-08,Completed,Normal,Leg firm with treatment sea perhaps.,True,0050004,2023-12-08 17:21:13,2023-12-10 17:21:13,False
00T00011263,,00600010250,Call,2023-09-27,Deferred,Low,Likely health though debate certainly.,False,0050004,2023-09-27 17:21:13,2023-09-30 17:21:13,False
00T00011264,,00600010251,Follow-up,2023-08-16,Completed,High,Start share imagine catch girl door pay accept.,True,0050004,2023-08-16 17:21:13,2023-08-18 17:21:13,False
00T00011265,,00600010251,Call,2023-10-03,Not Started,Low,Should a minute term floor behind upon care.,False,0050004,2023-10-03 17:21:13,2023-10-03 17:21:13,False
00T00011266,,00600010251,Follow-up,2023-11-03,Completed,High,Speak ask nearly next soon employee huge.,True,0050004,2023-11-03 17:21:13,2023-11-05 17:21:13,False
00T00011267,,00600010251,Meeting,2023-09-14,Completed,Normal,Fall material protect tend treatment present.,True,0050004,2023-09-14 17:21:13,2023-09-19 17:21:13,False
00T00011268,,00600010251,Call,2023-08-17,Completed,Normal,Half modern heavy doctor story two power.,True,0050004,2023-08-17 17:21:13,2023-08-18 17:21:13,False
00T00011269,,00600010251,Demo,2023-08-19,Completed,Normal,Nearly ahead notice method bar indicate.,True,0050004,2023-08-19 17:21:13,2023-08-19 17:21:13,False
00T00011270,,00600010251,Follow-up,2023-10-25,Completed,Low,Born plant above situation be recognize.,True,0050004,2023-10-25 17:21:13,2023-10-25 17:21:13,False
00T00011271,,00600010251,Send Quote,2023-08-24,In Progress,High,Receive dinner else would present become top.,False,0050004,2023-08-24 17:21:13,2023-08-27 17:21:13,False
00T00011272,,00600010251,Call,2023-08-16,Not Started,Normal,Baby miss responsibility energy production stop.,False,0050004,2023-08-16 17:21:13,2023-08-19 17:21:13,False
00T00011273,,00600010251,Follow-up,2023-09-26,Completed,Normal,Attack most morning likely place.,True,0050004,2023-09-26 17:21:13,2023-09-29 17:21:13,False
00T00011274,,00600010252,Email,2023-09-15,In Progress,High,Order because feel woman shoulder win.,False,0050004,2023-09-15 17:21:13,2023-09-15 17:21:13,False
00T00011275,,00600010252,Demo,2023-08-10,Completed,Low,Imagine executive commercial set from run.,True,0050004,2023-08-10 17:21:13,2023-08-11 17:21:13,False
00T00011276,,00600010252,Email,2023-09-21,In Progress,Normal,Organization air have left color.,False,0050004,2023-09-21 17:21:13,2023-09-25 17:21:13,False
00T00011277,,00600010252,Meeting,2023-08-08,Completed,High,Be station look drop major including deal office.,True,0050004,2023-08-08 17:21:13,2023-08-08 17:21:13,False
00T00011278,,00600010252,Meeting,2023-08-19,Completed,Low,Scientist sure answer occur find.,True,0050004,2023-08-19 17:21:13,2023-08-20 17:21:13,False
00T00011279,,00600010253,Email,2026-02-11,Completed,High,Music wrong affect fine talk.,True,0050007,2026-02-11 17:21:13,2026-02-16 17:21:13,False
00T00011280,,00600010253,Demo,2026-04-01,Completed,Normal,Single case where show set.,True,0050007,2026-04-01 17:21:13,2026-04-06 17:21:13,False
00T00011281,,00600010253,Meeting,2026-02-01,Completed,Normal,Into anyone table trip fish represent.,True,0050007,2026-02-01 17:21:13,2026-02-06 17:21:13,False
00T00011282,,00600010253,Demo,2026-01-21,In Progress,High,Civil how Mrs recognize show four.,False,0050007,2026-01-21 17:21:13,2026-01-24 17:21:13,False
00T00011283,,00600010253,Email,2026-02-15,Completed,Normal,Increase pretty style ok.,True,0050007,2026-02-15 17:21:13,2026-02-20 17:21:13,False
00T00011284,,00600010254,Call,2025-11-30,Completed,High,Hundred result return that information.,True,0050001,2025-11-30 17:21:13,2025-12-01 17:21:13,False
00T00011285,,00600010254,Email,2025-09-22,Deferred,Low,Expect issue mean it.,False,0050001,2025-09-22 17:21:13,2025-09-27 17:21:13,False
00T00011286,,00600010254,Call,2025-11-27,Not Started,Low,Themselves letter away food another.,False,0050001,2025-11-27 17:21:13,2025-12-01 17:21:13,False
00T00011287,,00600010255,Call,2025-12-22,Completed,High,Beat way catch easy.,True,0050001,2025-12-22 17:21:13,2025-12-25 17:21:13,False
00T00011288,,00600010255,Send Quote,2025-11-22,Completed,Normal,As specific billion end news bit.,True,0050001,2025-11-22 17:21:13,2025-11-27 17:21:13,False
00T00011289,,00600010255,Call,2026-01-27,Completed,Normal,Girl second account environment option center.,True,0050001,2026-01-27 17:21:13,2026-01-29 17:21:13,False
00T00011290,,00600010255,Demo,2026-02-03,Completed,Normal,Another participant moment yourself pretty him eye.,True,0050001,2026-02-03 17:21:13,2026-02-08 17:21:13,False
00T00011291,,00600010255,Follow-up,2025-12-16,In Progress,Normal,Reason professional arm purpose.,False,0050001,2025-12-16 17:21:13,2025-12-19 17:21:13,False
00T00011292,,00600010256,Call,2026-05-11,Completed,Normal,Force save eight end choose.,True,0050016,2026-05-11 17:21:13,2026-05-12 17:21:13,False
00T00011293,,00600010256,Email,2026-03-09,Completed,Normal,Investment career raise director card officer task.,True,0050016,2026-03-09 17:21:13,2026-03-12 17:21:13,False
00T00011294,,00600010256,Demo,2026-03-29,In Progress,High,Save national can international guess knowledge break.,False,0050016,2026-03-29 17:21:13,2026-04-02 17:21:13,False
00T00011295,,00600010256,Meeting,2026-05-26,Completed,High,Speech program no.,True,0050016,2026-05-26 17:21:13,2026-05-29 17:21:13,False
00T00011296,,00600010256,Meeting,2026-03-26,In Progress,Normal,Executive edge yourself pressure realize every.,False,0050016,2026-03-26 17:21:13,2026-03-30 17:21:13,False
00T00011297,,00600010256,Email,2026-04-08,Completed,Normal,Increase word sing final Congress.,True,0050016,2026-04-08 17:21:13,2026-04-10 17:21:13,False
00T00011298,,00600010256,Call,2026-03-19,In Progress,Low,Center station movie.,False,0050016,2026-03-19 17:21:13,2026-03-22 17:21:13,False
00T00011299,,00600010256,Send Quote,2026-05-16,Completed,Normal,System five and imagine learn.,True,0050016,2026-05-16 17:21:13,2026-05-19 17:21:13,False
00T00011300,,00600010256,Send Quote,2026-05-15,Not Started,High,Despite hear face writer apply door executive.,False,0050016,2026-05-15 17:21:13,2026-05-17 17:21:13,False
00T00011301,,00600010256,Call,2026-04-05,Completed,High,Race technology between.,True,0050016,2026-04-05 17:21:13,2026-04-06 17:21:13,False
00T00011302,,00600010257,Follow-up,2025-12-04,Deferred,Normal,Everything learn skill I three.,False,0050016,2025-12-04 17:21:13,2025-12-04 17:21:13,False
00T00011303,,00600010257,Email,2025-12-16,Completed,High,Mean serve operation region cold hotel.,True,0050016,2025-12-16 17:21:13,2025-12-19 17:21:13,False
00T00011304,,00600010257,Email,2025-10-19,Deferred,High,Project this different west building hour town.,False,0050016,2025-10-19 17:21:13,2025-10-24 17:21:13,False
00T00011305,,00600010257,Follow-up,2025-12-03,Not Started,High,Little either church camera because.,False,0050016,2025-12-03 17:21:13,2025-12-06 17:21:13,False
00T00011306,,00600010257,Email,2025-09-17,In Progress,Normal,Show son buy fine change attack process.,False,0050016,2025-09-17 17:21:13,2025-09-17 17:21:13,False
00T00011307,,00600010258,Email,2022-12-27,Completed,Normal,Apply defense fill ability voice everybody brother.,True,0050004,2022-12-27 17:21:13,2022-12-31 17:21:13,False
00T00011308,,00600010258,Email,2022-11-30,Completed,Low,Various meet or girl.,True,0050004,2022-11-30 17:21:13,2022-12-05 17:21:13,False
00T00011309,,00600010258,Meeting,2022-12-08,Not Started,Normal,Kid spring lay claim six.,False,0050004,2022-12-08 17:21:13,2022-12-13 17:21:13,False
00T00011310,,00600010258,Call,2022-11-22,In Progress,High,Job week which project claim until.,False,0050004,2022-11-22 17:21:13,2022-11-26 17:21:13,False
00T00011311,,00600010258,Email,2022-11-29,Completed,Low,Message green how establish attack.,True,0050004,2022-11-29 17:21:13,2022-12-04 17:21:13,False
00T00011312,,00600010259,Send Quote,2022-11-17,Completed,High,Soon try myself possible become vote determine.,True,0050004,2022-11-17 17:21:13,2022-11-17 17:21:13,False
00T00011313,,00600010259,Follow-up,2022-11-28,Not Started,High,Note ever after food clearly.,False,0050004,2022-11-28 17:21:13,2022-11-29 17:21:13,False
00T00011314,,00600010259,Send Quote,2022-09-20,Not Started,Normal,Red air rock.,False,0050004,2022-09-20 17:21:13,2022-09-25 17:21:13,False
00T00011315,,00600010260,Follow-up,2025-04-21,In Progress,High,Discuss watch future day day night.,False,0050013,2025-04-21 17:21:13,2025-04-22 17:21:13,False
00T00011316,,00600010260,Send Quote,2025-05-17,Completed,Low,Real church affect half least show fact determine.,True,0050013,2025-05-17 17:21:13,2025-05-22 17:21:13,False
00T00011317,,00600010260,Email,2025-04-21,Completed,Normal,Not second theory unit wish.,True,0050013,2025-04-21 17:21:13,2025-04-26 17:21:13,False
00T00011318,,00600010260,Meeting,2025-04-25,Completed,Low,Rest position seek perform chance.,True,0050013,2025-04-25 17:21:13,2025-04-30 17:21:13,False
00T00011319,,00600010260,Send Quote,2025-06-05,Completed,Normal,Future quickly with edge.,True,0050013,2025-06-05 17:21:13,2025-06-06 17:21:13,False
00T00011320,,00600010260,Follow-up,2025-05-13,Completed,High,Might look stuff your together dream top.,True,0050013,2025-05-13 17:21:13,2025-05-15 17:21:13,False
00T00011321,,00600010260,Email,2025-04-30,Completed,Normal,Environmental near argue loss of.,True,0050013,2025-04-30 17:21:13,2025-05-04 17:21:13,False
00T00011322,,00600010261,Send Quote,2025-08-28,Completed,Low,Body bar later.,True,0050013,2025-08-28 17:21:13,2025-09-02 17:21:13,False
00T00011323,,00600010261,Send Quote,2025-09-23,In Progress,Normal,Race term quality guess task would role.,False,0050013,2025-09-23 17:21:13,2025-09-28 17:21:13,False
00T00011324,,00600010261,Meeting,2025-09-11,In Progress,Normal,Create fund plan happy.,False,0050013,2025-09-11 17:21:13,2025-09-16 17:21:13,False
00T00011325,,00600010261,Email,2025-08-29,Not Started,Normal,Five against drop skin structure believe official.,False,0050013,2025-08-29 17:21:13,2025-09-01 17:21:13,False
00T00011326,,00600010261,Follow-up,2025-09-10,Deferred,High,Perhaps kind because skill.,False,0050013,2025-09-10 17:21:13,2025-09-12 17:21:13,False
00T00011327,,00600010261,Demo,2025-09-23,Not Started,Normal,Author order why point half.,False,0050013,2025-09-23 17:21:13,2025-09-26 17:21:13,False
00T00011328,,00600010261,Send Quote,2025-09-15,In Progress,High,Their structure worker.,False,0050013,2025-09-15 17:21:13,2025-09-16 17:21:13,False
00T00011329,,00600010262,Meeting,2024-10-02,Completed,Low,Impact between camera street management medical decade marriage.,True,0050014,2024-10-02 17:21:13,2024-10-02 17:21:13,False
00T00011330,,00600010262,Call,2024-08-28,Completed,Normal,Project history travel window interesting chair.,True,0050014,2024-08-28 17:21:13,2024-08-30 17:21:13,False
00T00011331,,00600010262,Follow-up,2024-09-02,Completed,Low,Child store cover apply.,True,0050014,2024-09-02 17:21:13,2024-09-05 17:21:13,False
00T00011332,,00600010262,Call,2024-10-04,Completed,Low,Attack course church first compare use even middle.,True,0050014,2024-10-04 17:21:13,2024-10-08 17:21:13,False
00T00011333,,00600010262,Call,2024-10-07,Deferred,Normal,Common other population laugh task answer.,False,0050014,2024-10-07 17:21:13,2024-10-09 17:21:13,False
00T00011334,,00600010263,Follow-up,2024-06-21,Completed,Normal,Low buy rise.,True,0050012,2024-06-21 17:21:13,2024-06-26 17:21:13,False
00T00011335,,00600010263,Email,2024-05-21,Completed,Normal,Increase sit accept.,True,0050012,2024-05-21 17:21:13,2024-05-26 17:21:13,False
00T00011336,,00600010263,Meeting,2024-05-14,In Progress,Normal,Bed to rather get.,False,0050012,2024-05-14 17:21:13,2024-05-15 17:21:13,False
00T00011337,,00600010263,Meeting,2024-06-14,Not Started,High,Number alone design consumer including no.,False,0050012,2024-06-14 17:21:13,2024-06-16 17:21:13,False
00T00011338,,00600010263,Send Quote,2024-05-20,Completed,Normal,Marriage after deep foot address.,True,0050012,2024-05-20 17:21:13,2024-05-25 17:21:13,False
00T00011339,,00600010263,Follow-up,2024-07-19,Completed,High,Area own myself that our even agree.,True,0050012,2024-07-19 17:21:13,2024-07-20 17:21:13,False
00T00011340,,00600010263,Email,2024-06-27,Completed,Normal,Family house age.,True,0050012,2024-06-27 17:21:13,2024-06-30 17:21:13,False
00T00011341,,00600010264,Send Quote,2024-03-16,Completed,Low,Break large factor mission suddenly pattern from.,True,0050012,2024-03-16 17:21:13,2024-03-19 17:21:13,False
00T00011342,,00600010264,Follow-up,2024-02-16,In Progress,Normal,Card model quality course key.,False,0050012,2024-02-16 17:21:13,2024-02-18 17:21:13,False
00T00011343,,00600010264,Meeting,2024-02-10,Completed,High,Various dog keep.,True,0050012,2024-02-10 17:21:13,2024-02-13 17:21:13,False
00T00011344,,00600010265,Call,2022-12-19,Completed,Normal,Main effect forward.,True,0050004,2022-12-19 17:21:13,2022-12-20 17:21:13,False
00T00011345,,00600010265,Email,2022-10-28,Completed,Normal,Mrs economic my her.,True,0050004,2022-10-28 17:21:13,2022-10-28 17:21:13,False
00T00011346,,00600010265,Demo,2022-12-18,Completed,Normal,Various she language final read relate successful.,True,0050004,2022-12-18 17:21:13,2022-12-22 17:21:13,False
00T00011347,,00600010265,Email,2022-11-27,Deferred,Normal,Friend hope low and would lead ground.,False,0050004,2022-11-27 17:21:13,2022-11-28 17:21:13,False
00T00011348,,00600010265,Follow-up,2022-12-12,Completed,Low,Stock then interesting director new effect.,True,0050004,2022-12-12 17:21:13,2022-12-12 17:21:13,False
00T00011349,,00600010266,Email,2024-04-22,Completed,High,Himself Mr week.,True,0050009,2024-04-22 17:21:13,2024-04-23 17:21:13,False
00T00011350,,00600010266,Call,2024-04-22,Not Started,High,Down need produce let place.,False,0050009,2024-04-22 17:21:13,2024-04-24 17:21:13,False
00T00011351,,00600010266,Demo,2024-04-08,Completed,Normal,Run thought set.,True,0050009,2024-04-08 17:21:13,2024-04-11 17:21:13,False
00T00011352,,00600010266,Meeting,2024-03-18,Completed,Low,Upon environmental design good think you his.,True,0050009,2024-03-18 17:21:13,2024-03-21 17:21:13,False
00T00011353,,00600010266,Meeting,2024-05-23,In Progress,Normal,Stay with event brother quite.,False,0050009,2024-05-23 17:21:13,2024-05-23 17:21:13,False
00T00011354,,00600010266,Email,2024-05-31,Completed,Normal,Along road painting time nor before right.,True,0050009,2024-05-31 17:21:13,2024-06-03 17:21:13,False
00T00011355,,00600010266,Follow-up,2024-04-30,In Progress,High,Amount pass may difference wind manager follow.,False,0050009,2024-04-30 17:21:13,2024-05-02 17:21:13,False
00T00011356,,00600010267,Meeting,2024-03-19,Completed,Normal,Even reason back across.,True,0050009,2024-03-19 17:21:13,2024-03-20 17:21:13,False
00T00011357,,00600010267,Email,2024-02-23,Completed,Low,Reach local share shoulder professor.,True,0050009,2024-02-23 17:21:13,2024-02-24 17:21:13,False
00T00011358,,00600010267,Demo,2024-03-25,Completed,High,Office staff our night animal.,True,0050009,2024-03-25 17:21:13,2024-03-27 17:21:13,False
00T00011359,,00600010268,Email,2021-05-13,Completed,High,Scientist board feeling same try executive season.,True,0050016,2021-05-13 17:21:13,2021-05-16 17:21:13,False
00T00011360,,00600010268,Send Quote,2021-04-16,Completed,High,Detail yeah mind know scene major.,True,0050016,2021-04-16 17:21:13,2021-04-17 17:21:13,False
00T00011361,,00600010268,Send Quote,2021-05-13,Not Started,High,Cause image edge next.,False,0050016,2021-05-13 17:21:13,2021-05-14 17:21:13,False
00T00011362,,00600010268,Demo,2021-05-08,Not Started,Low,Should ask which.,False,0050016,2021-05-08 17:21:13,2021-05-09 17:21:13,False
00T00011363,,00600010268,Demo,2021-03-15,Completed,Normal,Want current anything.,True,0050016,2021-03-15 17:21:13,2021-03-16 17:21:13,False
00T00011364,,00600010268,Email,2021-06-03,Completed,Low,Five skill begin standard community after recognize.,True,0050016,2021-06-03 17:21:13,2021-06-06 17:21:13,False
00T00011365,,00600010268,Send Quote,2021-05-01,Completed,Normal,Indeed share provide focus technology board above.,True,0050016,2021-05-01 17:21:13,2021-05-02 17:21:13,False
00T00011366,,00600010269,Call,2021-03-28,Completed,Low,Heavy guess plant eight professor there from.,True,0050016,2021-03-28 17:21:13,2021-04-01 17:21:13,False
00T00011367,,00600010269,Send Quote,2021-04-09,In Progress,Normal,Mouth her life sign among make public.,False,0050016,2021-04-09 17:21:13,2021-04-10 17:21:13,False
00T00011368,,00600010269,Follow-up,2021-01-31,Completed,Normal,Full within may every nice.,True,0050016,2021-01-31 17:21:13,2021-02-02 17:21:13,False
00T00011369,,00600010270,Meeting,2021-07-04,In Progress,Normal,Southern area lot.,False,0050016,2021-07-04 17:21:13,2021-07-08 17:21:13,False
00T00011370,,00600010270,Call,2021-06-19,Completed,Normal,Value player stuff memory human south.,True,0050016,2021-06-19 17:21:13,2021-06-24 17:21:13,False
00T00011371,,00600010270,Follow-up,2021-05-30,Deferred,Normal,Week pattern red produce prepare adult.,False,0050016,2021-05-30 17:21:13,2021-06-01 17:21:13,False
00T00011372,,00600010270,Call,2021-08-10,Completed,Normal,Activity away just account.,True,0050016,2021-08-10 17:21:13,2021-08-14 17:21:13,False
00T00011373,,00600010270,Meeting,2021-06-26,Completed,Normal,Young somebody senior report president cold far.,True,0050016,2021-06-26 17:21:13,2021-07-01 17:21:13,False
00T00011374,,00600010270,Email,2021-07-08,Completed,High,Financial example skill station fire.,True,0050016,2021-07-08 17:21:13,2021-07-08 17:21:13,False
00T00011375,,00600010270,Call,2021-05-26,Completed,High,Movement however half investment loss sign.,True,0050016,2021-05-26 17:21:13,2021-05-30 17:21:13,False
00T00011376,,00600010271,Follow-up,2024-11-01,Completed,Normal,Great book audience language.,True,0050005,2024-11-01 17:21:13,2024-11-02 17:21:13,False
00T00011377,,00600010271,Email,2024-11-24,Completed,High,Despite foot best suddenly next.,True,0050005,2024-11-24 17:21:13,2024-11-26 17:21:13,False
00T00011378,,00600010271,Meeting,2024-11-19,Completed,High,These control action that above capital.,True,0050005,2024-11-19 17:21:13,2024-11-24 17:21:13,False
00T00011379,,00600010271,Follow-up,2024-12-29,Completed,Normal,Director like seem which.,True,0050005,2024-12-29 17:21:13,2025-01-02 17:21:13,False
00T00011380,,00600010271,Send Quote,2024-12-31,Completed,Normal,Half many recognize.,True,0050005,2024-12-31 17:21:13,2025-01-04 17:21:13,False
00T00011381,,00600010271,Demo,2024-11-11,Completed,Normal,Everyone left road before common travel.,True,0050005,2024-11-11 17:21:13,2024-11-16 17:21:13,False
00T00011382,,00600010271,Meeting,2024-12-21,Completed,Low,Production north inside.,True,0050005,2024-12-21 17:21:13,2024-12-25 17:21:13,False
00T00011383,,00600010272,Meeting,2025-06-23,Completed,High,Carry where system hot woman she.,True,0050005,2025-06-23 17:21:13,2025-06-24 17:21:13,False
00T00011384,,00600010272,Meeting,2025-06-25,Completed,Low,Leader least where book bar.,True,0050005,2025-06-25 17:21:13,2025-06-27 17:21:13,False
00T00011385,,00600010272,Email,2025-09-19,Completed,Normal,Seat entire service to seem.,True,0050005,2025-09-19 17:21:13,2025-09-23 17:21:13,False
00T00011386,,00600010272,Follow-up,2025-08-15,Completed,Normal,Public from side company into strategy shoulder.,True,0050005,2025-08-15 17:21:13,2025-08-19 17:21:13,False
00T00011387,,00600010272,Follow-up,2025-08-05,Completed,Normal,Economy would book live successful remember may list.,True,0050005,2025-08-05 17:21:13,2025-08-05 17:21:13,False
00T00011388,,00600010273,Follow-up,2021-12-15,Not Started,Normal,Interview project same group public soldier.,False,0050016,2021-12-15 17:21:13,2021-12-16 17:21:13,False
00T00011389,,00600010273,Follow-up,2021-11-07,Completed,Low,Claim drop floor house.,True,0050016,2021-11-07 17:21:13,2021-11-07 17:21:13,False
00T00011390,,00600010273,Send Quote,2021-11-23,In Progress,Low,Stage do sign business onto statement pull.,False,0050016,2021-11-23 17:21:13,2021-11-28 17:21:13,False
00T00011391,,00600010274,Email,2021-03-17,Completed,High,Night push place increase standard quite successful future.,True,0050014,2021-03-17 17:21:13,2021-03-19 17:21:13,False
00T00011392,,00600010274,Call,2021-04-21,Completed,High,Quite memory color air.,True,0050014,2021-04-21 17:21:13,2021-04-23 17:21:13,False
00T00011393,,00600010274,Send Quote,2021-04-07,Deferred,Normal,Table lay ever threat.,False,0050014,2021-04-07 17:21:13,2021-04-08 17:21:13,False
00T00011394,,00600010274,Call,2021-04-12,In Progress,Low,Food center cost.,False,0050014,2021-04-12 17:21:13,2021-04-15 17:21:13,False
00T00011395,,00600010274,Meeting,2021-04-17,Completed,Low,Certain much peace raise news road.,True,0050014,2021-04-17 17:21:13,2021-04-21 17:21:13,False
00T00011396,,00600010275,Demo,2022-06-07,Completed,Normal,Become two billion buy camera term.,True,0050014,2022-06-07 17:21:13,2022-06-11 17:21:13,False
00T00011397,,00600010275,Send Quote,2022-05-11,Completed,Normal,Eye sense return.,True,0050014,2022-05-11 17:21:13,2022-05-11 17:21:13,False
00T00011398,,00600010275,Send Quote,2022-05-14,Completed,Normal,Money some though century.,True,0050014,2022-05-14 17:21:13,2022-05-17 17:21:13,False
00T00011399,,00600010276,Email,2022-05-18,Not Started,Normal,Dark tax unit country.,False,0050014,2022-05-18 17:21:13,2022-05-19 17:21:13,False
00T00011400,,00600010276,Meeting,2022-03-31,Completed,Low,Can better court thought away stand.,True,0050014,2022-03-31 17:21:13,2022-04-02 17:21:13,False
00T00011401,,00600010276,Meeting,2022-03-05,In Progress,Normal,Poor power culture.,False,0050014,2022-03-05 17:21:13,2022-03-07 17:21:13,False
00T00011402,,00600010277,Demo,2022-01-14,Completed,Normal,Support certain region voice financial remember.,True,0050014,2022-01-14 17:21:13,2022-01-17 17:21:13,False
00T00011403,,00600010277,Follow-up,2021-12-30,Completed,Low,Carry hand former him someone seem test.,True,0050014,2021-12-30 17:21:13,2022-01-03 17:21:13,False
00T00011404,,00600010277,Follow-up,2022-01-11,Not Started,Normal,Degree save air three production.,False,0050014,2022-01-11 17:21:13,2022-01-14 17:21:13,False
00T00011405,,00600010277,Call,2021-12-29,Completed,Normal,Cup provide service time.,True,0050014,2021-12-29 17:21:13,2022-01-01 17:21:13,False
00T00011406,,00600010277,Send Quote,2022-02-09,Completed,Low,Produce nice decade draw price son.,True,0050014,2022-02-09 17:21:13,2022-02-09 17:21:13,False
00T00011407,,00600010277,Follow-up,2022-02-26,In Progress,High,Control ago go school end any.,False,0050014,2022-02-26 17:21:13,2022-02-26 17:21:13,False
00T00011408,,00600010277,Send Quote,2021-12-13,Not Started,High,Choice size doctor former.,False,0050014,2021-12-13 17:21:13,2021-12-17 17:21:13,False
00T00011409,,00600010278,Follow-up,2022-05-23,Completed,Normal,Take his ever produce everything.,True,0050008,2022-05-23 17:21:13,2022-05-24 17:21:13,False
00T00011410,,00600010278,Follow-up,2022-06-27,Completed,Low,Better itself yourself poor soldier hundred.,True,0050008,2022-06-27 17:21:13,2022-06-27 17:21:13,False
00T00011411,,00600010278,Follow-up,2022-06-01,Completed,High,Today figure themselves close author.,True,0050008,2022-06-01 17:21:13,2022-06-04 17:21:13,False
00T00011412,,00600010279,Call,2021-11-30,Completed,High,Now coach marriage challenge once long government.,True,0050008,2021-11-30 17:21:13,2021-12-04 17:21:13,False
00T00011413,,00600010279,Follow-up,2021-10-18,Completed,Low,Feeling into population concern our floor music him.,True,0050008,2021-10-18 17:21:13,2021-10-18 17:21:13,False
00T00011414,,00600010279,Follow-up,2022-01-04,Completed,High,Newspaper fly whatever involve natural.,True,0050008,2022-01-04 17:21:13,2022-01-08 17:21:13,False
00T00011415,,00600010279,Call,2021-12-04,Completed,Normal,Team consider interesting agency.,True,0050008,2021-12-04 17:21:13,2021-12-09 17:21:13,False
00T00011416,,00600010279,Send Quote,2021-10-26,In Progress,High,Just attack technology increase.,False,0050008,2021-10-26 17:21:13,2021-10-27 17:21:13,False
00T00011417,,00600010279,Email,2021-11-05,In Progress,Normal,Know at human able.,False,0050008,2021-11-05 17:21:13,2021-11-06 17:21:13,False
00T00011418,,00600010279,Follow-up,2021-11-25,Completed,High,Cultural agent world evening on require pull.,True,0050008,2021-11-25 17:21:13,2021-11-25 17:21:13,False
00T00011419,,00600010280,Meeting,2021-12-15,Completed,High,Full trade court yes down.,True,0050008,2021-12-15 17:21:13,2021-12-17 17:21:13,False
00T00011420,,00600010280,Call,2021-12-12,Not Started,Low,Base fight authority.,False,0050008,2021-12-12 17:21:13,2021-12-16 17:21:13,False
00T00011421,,00600010280,Follow-up,2022-02-01,Not Started,Normal,Nature him hotel may current play away environmental.,False,0050008,2022-02-01 17:21:13,2022-02-01 17:21:13,False
