VBELN,POSNR,ETENR,EDATU,BMENG,VRKME,ERDAT
0001001896,000060,0001,20250929,25.185,L,20250928
0001001897,000010,0001,20250929,35.788,KG,20250928
0001001897,000020,0001,20251003,33.316,KG,20250928
0001001897,000030,0001,20251005,29.912,EA,20250928
0001001897,000030,0002,20251005,29.912,EA,20250928
0001001898,000010,0001,20251005,13.937,EA,20250928
0001001898,000020,0001,20250930,4.315,EA,20250928
0001001898,000030,0001,20251003,72.35,EA,20250928
0001001898,000040,0001,20251004,94.915,KG,20250928
0001001898,000050,0001,20251009,61.006,EA,20250928
0001001899,000010,0001,20251008,17.712,KG,20250928
0001001899,000020,0001,20250929,46.184,EA,20250928
0001001899,000030,0001,20251011,85.821,EA,20250928
0001001899,000040,0001,20250930,9.551,KG,20250928
0001001900,000010,0001,20251011,143.168,EA,20250928
0001001900,000020,0001,20250930,5.8555,EA,20250928
0001001900,000020,0002,20250929,5.8555,EA,20250928
0001001900,000030,0001,20251006,1.413,EA,20250928
0001001900,000040,0001,20251008,6.239,EA,20250928
0001001900,000050,0001,20251006,34.954,KG,20250928
0001001900,000060,0001,20251009,9.935,EA,20250928
0001001900,000070,0001,20251006,13.644,EA,20250928
0001001901,000010,0001,20250930,28.881,EA,20250928
0001001901,000020,0001,20251003,13.813,L,20250928
0001001902,000010,0001,20250929,6.007,L,20250928
0001001903,000010,0001,20250929,4.327,EA,20250928
0001001903,000020,0001,20251010,6.492,EA,20250928
0001001903,000030,0001,20251009,4.545,EA,20250928
0001001903,000040,0001,20251003,6.721,EA,20250928
0001001904,000010,0001,20251008,93.319,EA,20250928
0001001904,000020,0001,20251002,45.227,EA,20250928
0001001904,000030,0001,20251007,16.699,EA,20250928
0001001905,000010,0001,20251011,44.997,EA,20250928
0001001905,000020,0001,20251007,29.1705,EA,20250928
0001001905,000020,0002,20250930,29.1705,EA,20250928
0001001905,000030,0001,20251012,80.318,EA,20250928
0001001906,000010,0001,20251010,2.637,EA,20250928
0001001906,000020,0001,20251008,5.106,EA,20250928
0001001906,000020,0002,20251011,5.106,EA,20250928
0001001906,000030,0001,20251010,26.291,EA,20250928
0001001907,000010,0001,20251012,5.515,KG,20250928
0001001907,000020,0001,20251010,39.083,EA,20250928
0001001907,000030,0001,20251009,25.879,EA,20250928
0001001907,000040,0001,20251010,3.166,L,20250928
0001001907,000050,0001,20251003,29.989,EA,20250928
0001001908,000010,0001,20251008,41.433,EA,20250928
0001001908,000020,0001,20250929,15.431,KG,20250928
0001001908,000030,0001,20251004,3.928,EA,20250928
0001001908,000040,0001,20251002,6.2695,EA,20250928
0001001908,000040,0002,20251009,6.2695,EA,20250928
0001001908,000050,0001,20251010,4.443,EA,20250928
0001001908,000060,0001,20250930,4.18,EA,20250928
0001001909,000010,0001,20251004,39.185,EA,20250928
0001001909,000020,0001,20251011,10.606,EA,20250928
0001001909,000030,0001,20251001,9.75,EA,20250928
0001001910,000010,0001,20250929,4.346,EA,20250928
0001001911,000010,0001,20251003,22.962,L,20250928
0001001911,000020,0001,20251008,6.281,EA,20250928
0001001911,000020,0002,20251008,6.281,EA,20250928
0001001911,000030,0001,20251007,9.606,EA,20250928
0001001911,000040,0001,20250929,43.829,EA,20250928
0001001911,000050,0001,20251011,12.247,EA,20250928
0001001911,000060,0001,20251008,8.446,EA,20250928
0001001911,000070,0001,20251003,12.607,KG,20250928
0001001912,000010,0001,20251009,19.692,EA,20250928
0001001912,000010,0002,20251012,19.692,EA,20250928
0001001912,000020,0001,20251008,33.395,EA,20250928
0001001912,000030,0001,20251012,28.782,EA,20250928
0001001912,000040,0001,20251006,8.3755,EA,20250928
0001001912,000040,0002,20251005,8.3755,EA,20250928
0001001912,000050,0001,20251011,27.762,EA,20250928
0001001913,000010,0001,20251008,12.2315,L,20250928
0001001913,000010,0002,20251007,12.2315,L,20250928
0001001913,000020,0001,20251006,43.547,EA,20250928
0001001913,000030,0001,20251009,45.012,L,20250928
0001001913,000040,0001,20251002,83.562,EA,20250928
0001001913,000050,0001,20251009,32.076,KG,20250928
0001001913,000060,0001,20250930,1.204,EA,20250928
0001001914,000010,0001,20251002,2.71,EA,20250928
0001001914,000020,0001,20251006,10.247,KG,20250928
0001001914,000030,0001,20251008,11.132,EA,20250928
0001001914,000040,0001,20251006,8.8445,L,20250928
0001001914,000040,0002,20251009,8.8445,L,20250928
0001001914,000050,0001,20250930,1.504,EA,20250928
0001001915,000010,0001,20251012,23.933,EA,20250928
0001001915,000020,0001,20251005,22.317,EA,20250928
0001001915,000020,0002,20251005,22.317,EA,20250928
0001001916,000010,0001,20251008,7.14,EA,20250928
0001001916,000020,0001,20251007,261.28,KG,20250928
0001001916,000030,0001,20251010,47.494,EA,20250928
0001001916,000040,0001,20251003,55.992,EA,20250928
0001001916,000050,0001,20250930,24.024,L,20250928
0001001917,000010,0001,20251005,21.327,EA,20250928
0001001917,000020,0001,20251005,11.975,EA,20250928
0001001917,000030,0001,20250930,7.8625,EA,20250928
0001001917,000030,0002,20251001,7.8625,EA,20250928
0001001917,000040,0001,20251002,8.5465,KG,20250928
0001001917,000040,0002,20251006,8.5465,KG,20250928
0001001917,000050,0001,20251003,3.509,EA,20250928
0001001917,000060,0001,20250929,79.706,EA,20250928
0001001917,000070,0001,20251006,50.421,KG,20250928
0001001918,000010,0001,20251006,15.3455,KG,20250928
0001001918,000010,0002,20251008,15.3455,KG,20250928
0001001918,000020,0001,20251003,22.902,EA,20250928
0001001918,000030,0001,20251002,21.2015,EA,20250928
0001001918,000030,0002,20251002,21.2015,EA,20250928
0001001918,000040,0001,20251012,24.94,EA,20250928
0001001918,000050,0001,20251001,18.746,EA,20250928
0001001918,000060,0001,20251011,33.29,KG,20250928
0001001918,000070,0001,20251004,27.74,EA,20250928
0001001919,000010,0001,20251005,1.059,EA,20250928
0001001919,000020,0001,20251001,160.382,EA,20250928
0001001919,000030,0001,20251002,5.491,KG,20250928
0001001919,000040,0001,20251010,2.992,EA,20250928
0001001919,000050,0001,20251010,358.87,KG,20250928
0001001919,000060,0001,20251007,16.492,KG,20250928
0001001919,000070,0001,20251009,66.431,EA,20250928
0001001919,000080,0001,20251008,23.831,EA,20250928
0001001920,000010,0001,20251008,75.076,EA,20250928
0001001920,000020,0001,20251003,7.88,EA,20250928
0001001920,000030,0001,20251008,7.257,L,20250928
0001001920,000040,0001,20251008,46.895,EA,20250928
0001001920,000050,0001,20250930,11.489,EA,20250928
0001001920,000060,0001,20251008,39.164,EA,20250928
0001001920,000070,0001,20251006,22.554,EA,20250928
0001001921,000010,0001,20251011,7.635,KG,20250928
0001001921,000020,0001,20250929,128.262,EA,20250928
0001001921,000030,0001,20250930,25.924,EA,20250928
0001001921,000040,0001,20251010,131.213,KG,20250928
0001001921,000050,0001,20251012,13.964,KG,20250928
0001001921,000060,0001,20251003,8.14,EA,20250928
0001001921,000060,0002,20251001,8.14,EA,20250928
0001001922,000010,0001,20251005,7.9705,EA,20250928
0001001922,000010,0002,20251012,7.9705,EA,20250928
0001001922,000020,0001,20251009,24.018,EA,20250928
0001001922,000030,0001,20251001,8.8825,EA,20250928
0001001922,000030,0002,20250929,8.8825,EA,20250928
0001001922,000040,0001,20251002,45.425,EA,20250928
0001001923,000010,0001,20251006,56.872,KG,20250928
0001001923,000020,0001,20250929,43.217,KG,20250928
0001001923,000030,0001,20251007,47.592,KG,20250928
0001001924,000010,0001,20251006,4.798,EA,20250928
0001001924,000020,0001,20251012,23.291,KG,20250928
0001001925,000010,0001,20251007,59.527,KG,20250928
0001001925,000020,0001,20251012,20.159,L,20250928
0001001925,000030,0001,20251001,16.202,EA,20250928
0001001925,000040,0001,20250930,41.248,EA,20250928
0001001925,000050,0001,20250930,1.807,L,20250928
0001001925,000060,0001,20251005,72.868,L,20250928
0001001926,000010,0001,20250929,24.756,EA,20250928
0001001926,000020,0001,20251012,11.197,EA,20250928
0001001926,000030,0001,20251001,212.475,L,20250928
0001001926,000040,0001,20251009,51.965,L,20250928
0001001926,000050,0001,20251009,2.6585,EA,20250928
0001001926,000050,0002,20251009,2.6585,EA,20250928
0001001927,000010,0001,20250929,6.789,EA,20250928
0001001927,000020,0001,20251009,10.698,KG,20250928
0001001927,000030,0001,20251011,52.36,KG,20250928
0001001927,000040,0001,20251009,34.776,EA,20250928
0001001927,000050,0001,20251009,23.669,L,20250928
0001001927,000060,0001,20251003,24.388,KG,20250928
0001001927,000070,0001,20250930,2.622,KG,20250928
0001001927,000080,0001,20251012,16.17,EA,20250928
0001001928,000010,0001,20251007,126.164,EA,20250928
0001001928,000020,0001,20251011,304.263,KG,20250928
0001001928,000030,0001,20250930,12.922,EA,20250928
0001001928,000040,0001,20251002,7.043,EA,20250928
0001001929,000010,0001,20251004,270.009,L,20250928
0001001929,000020,0001,20251009,34.881,KG,20250928
0001001929,000030,0001,20251010,3.346,EA,20250928
0001001929,000040,0001,20251011,3.283,EA,20250928
0001001930,000010,0001,20251008,7.5,KG,20250928
0001001930,000020,0001,20251008,39.119,EA,20250928
0001001930,000030,0001,20251007,0.912,KG,20250928
0001001930,000040,0001,20251008,92.894,EA,20250928
0001001930,000050,0001,20251007,0.722,KG,20250928
0001001930,000060,0001,20251011,7.851,KG,20250928
0001001930,000070,0001,20251008,2.676,KG,20250928
0001001931,000010,0001,20251006,34.335,EA,20250928
0001001931,000020,0001,20251001,0.984,EA,20250928
0001001931,000030,0001,20250930,19.428,KG,20250928
0001001931,000040,0001,20250930,5.388,EA,20250928
0001001932,000010,0001,20251006,14.2475,KG,20250928
0001001932,000010,0002,20250929,14.2475,KG,20250928
0001001932,000020,0001,20251010,4.8615,EA,20250928
0001001932,000020,0002,20251012,4.8615,EA,20250928
0001001932,000030,0001,20251007,5.483,EA,20250928
0001001932,000040,0001,20251007,183.455,L,20250928
0001001932,000050,0001,20251009,4.9685,EA,20250928
0001001932,000050,0002,20251008,4.9685,EA,20250928
0001001932,000060,0001,20251003,11.7025,KG,20250928
0001001932,000060,0002,20251009,11.7025,KG,20250928
0001001932,000070,0001,20251007,30.3,EA,20250928
0001001932,000080,0001,20250929,1.188,EA,20250928
0001001932,000090,0001,20251012,3.046,EA,20250928
0001001933,000010,0001,20251012,28.112,EA,20250928
0001001933,000020,0001,20251012,4.31,EA,20250928
0001001933,000030,0001,20250930,17.103,KG,20250928
0001001934,000010,0001,20251007,5.141,KG,20250928
0001001934,000020,0001,20251005,2.726,EA,20250928
0001001934,000030,0001,20251003,14.064,L,20250928
0001001934,000040,0001,20251003,8.889,KG,20250928
0001001935,000010,0001,20251007,2.47,KG,20250928
0001001935,000020,0001,20251001,10.954,EA,20250928
0001001935,000020,0002,20251001,10.954,EA,20250928
0001001935,000030,0001,20251011,14.621,EA,20250928
0001001935,000040,0001,20250930,96.941,EA,20250928
0001001935,000050,0001,20251006,59.212,EA,20250928
0001001936,000010,0001,20251004,3.6515,EA,20250928
0001001936,000010,0002,20251007,3.6515,EA,20250928
0001001936,000020,0001,20251007,96.452,L,20250928
0001001937,000010,0001,20251010,6.4905,EA,20250928
0001001937,000010,0002,20251002,6.4905,EA,20250928
0001001937,000020,0001,20251008,90.884,EA,20250928
0001001937,000030,0001,20251006,25.146,EA,20250928
0001001938,000010,0001,20251007,14.343,EA,20250928
0001001938,000020,0001,20251004,28.133,EA,20250928
0001001938,000030,0001,20251006,12.548,EA,20250928
0001001938,000030,0002,20250929,12.548,EA,20250928
0001001938,000040,0001,20251007,11.94,KG,20250928
0001001938,000050,0001,20251001,282.144,EA,20250928
0001001938,000060,0001,20250929,74.067,EA,20250928
0001001938,000070,0001,20251011,15.05,EA,20250928
0001001938,000080,0001,20250929,63.514,KG,20250928
0001001938,000090,0001,20251003,31.8645,L,20250928
0001001938,000090,0002,20251007,31.8645,L,20250928
0001001938,000100,0001,20250929,12.252,EA,20250928
0001001938,000110,0001,20251005,12.318,KG,20250928
0001001939,000010,0001,20251006,12.434,L,20250928
0001001939,000020,0001,20251004,387.13,EA,20250928
0001001939,000030,0001,20251006,27.374,EA,20250928
0001001939,000040,0001,20251009,5.389,EA,20250928
0001001939,000040,0002,20250930,5.389,EA,20250928
0001001939,000050,0001,20251012,2.769,EA,20250928
0001001939,000050,0002,20251012,2.769,EA,20250928
0001001939,000060,0001,20251001,24.592,L,20250928
0001001940,000010,0001,20251012,9.9265,L,20250928
0001001940,000010,0002,20251002,9.9265,L,20250928
0001001940,000020,0001,20251005,28.794,EA,20250928
0001001940,000030,0001,20251008,1.754,L,20250928
0001001940,000030,0002,20250930,1.754,L,20250928
0001001940,000040,0001,20251003,18.093,EA,20250928
0001001940,000050,0001,20251008,1.443,KG,20250928
0001001940,000060,0001,20251005,17.527,EA,20250928
0001001940,000070,0001,20250930,4.752,EA,20250928
0001001941,000010,0001,20251011,3.4235,EA,20250928
0001001941,000010,0002,20251009,3.4235,EA,20250928
0001001941,000020,0001,20251009,7.385,KG,20250928
0001001941,000020,0002,20250930,7.385,KG,20250928
0001001941,000030,0001,20251001,2.922,L,20250928
0001001941,000040,0001,20251007,211.204,EA,20250928
0001001941,000050,0001,20251006,8.724,EA,20250928
0001001941,000060,0001,20251009,38.871,EA,20250928
0001001942,000010,0001,20251012,24.802,EA,20250928
0001001942,000020,0001,20251008,59.132,EA,20250928
0001001942,000030,0001,20251003,81.171,EA,20250928
0001001942,000040,0001,20251011,11.695,EA,20250928
0001001942,000050,0001,20251001,41.726,EA,20250928
0001001942,000060,0001,20251008,14.601,EA,20250928
0001001943,000010,0001,20251009,20.06,L,20250928
0001001943,000020,0001,20251005,3.906,EA,20250928
0001001943,000030,0001,20251007,7.764,EA,20250928
0001001943,000030,0002,20251007,7.764,EA,20250928
0001001943,000040,0001,20251001,8.805,EA,20250928
0001001943,000050,0001,20251006,4.275,KG,20250928
0001001943,000060,0001,20251010,3.6455,EA,20250928
0001001943,000060,0002,20251011,3.6455,EA,20250928
0001001944,000010,0001,20251005,4.831,EA,20250928
0001001944,000020,0001,20251008,117.528,EA,20250928
0001001944,000030,0001,20251009,18.576,EA,20250928
0001001944,000040,0001,20251012,21.649,EA,20250928
0001001945,000010,0001,20251006,20.467,EA,20250928
0001001945,000020,0001,20251009,149.162,EA,20250928
0001001945,000030,0001,20251009,13.0405,KG,20250928
0001001945,000030,0002,20250929,13.0405,KG,20250928
0001001945,000040,0001,20251003,2.648,KG,20250928
0001001945,000050,0001,20250929,36.199,EA,20250928
0001001945,000060,0001,20251008,25.235,EA,20250928
0001001946,000010,0001,20251004,122.128,EA,20250928
0001001946,000020,0001,20251002,9.66,EA,20250928
0001001946,000030,0001,20251010,7.054,L,20250928
0001001946,000040,0001,20250930,1.67,EA,20250928
0001001946,000050,0001,20251003,13.303,EA,20250928
0001001947,000010,0001,20251011,16.097,KG,20250928
0001001947,000020,0001,20250930,89.047,EA,20250928
0001001947,000020,0002,20251011,89.047,EA,20250928
0001001947,000030,0001,20251008,40.233,KG,20250928
0001001947,000040,0001,20251005,32.96,EA,20250928
0001001947,000050,0001,20250930,12.535,EA,20250928
0001001947,000060,0001,20251004,8.715,KG,20250928
0001001947,000070,0001,20251005,2.322,L,20250928
0001001947,000070,0002,20250929,2.322,L,20250928
0001001947,000080,0001,20251006,9.945,KG,20250928
0001001947,000080,0002,20251007,9.945,KG,20250928
0001001948,000010,0001,20251009,2.129,EA,20250928
0001001948,000020,0001,20251002,15.017,EA,20250928
0001001948,000030,0001,20251001,5.474,EA,20250928
0001001949,000010,0001,20251006,1.837,KG,20250928
0001001949,000020,0001,20251003,13.655,EA,20250928
0001001949,000020,0002,20251009,13.655,EA,20250928
0001001949,000030,0001,20251011,24.76,L,20250928
0001001949,000040,0001,20251010,5.26,EA,20250928
0001001950,000010,0001,20251008,155.934,EA,20250929
0001001950,000020,0001,20251008,4.516,KG,20250929
0001001950,000030,0001,20251003,121.998,EA,20250929
0001001950,000040,0001,20251005,173.124,EA,20250929
0001001950,000050,0001,20251011,15.716,KG,20250929
0001001950,000050,0002,20251006,15.716,KG,20250929
0001001950,000060,0001,20251005,22.458,L,20250929
0001001950,000070,0001,20251001,11.903,EA,20250929
0001001950,000080,0001,20251012,2.285,EA,20250929
0001001951,000010,0001,20251007,9.71,EA,20250929
0001001951,000020,0001,20251009,139.38,EA,20250929
0001001951,000030,0001,20251012,2.36,EA,20250929
0001001951,000040,0001,20251013,60.9,KG,20250929
0001001952,000010,0001,20251012,1.234,EA,20250929
0001001952,000020,0001,20251010,1.837,EA,20250929
0001001953,000010,0001,20251010,83.513,L,20250929
0001001953,000020,0001,20251010,29.044,EA,20250929
0001001953,000030,0001,20251006,19.3,EA,20250929
0001001953,000040,0001,20251002,23.96,KG,20250929
0001001953,000050,0001,20251004,12.592,EA,20250929
0001001953,000060,0001,20251010,13.977,EA,20250929
0001001953,000070,0001,20250930,27.924,EA,20250929
0001001953,000080,0001,20251009,6.8205,L,20250929
0001001953,000080,0002,20251006,6.8205,L,20250929
0001001953,000090,0001,20251011,7.644,KG,20250929
0001001953,000090,0002,20251010,7.644,KG,20250929
0001001953,000100,0001,20251004,14.626,EA,20250929
0001001954,000010,0001,20251013,31.421,KG,20250929
0001001954,000020,0001,20251009,20.423,EA,20250929
0001001954,000030,0001,20251006,12.59,EA,20250929
0001001954,000040,0001,20251006,24.889,EA,20250929
0001001954,000050,0001,20251008,5.584,EA,20250929
0001001955,000010,0001,20251003,12.22,KG,20250929
0001001955,000020,0001,20251011,131.095,EA,20250929
0001001955,000030,0001,20251004,6.231,KG,20250929
0001001955,000040,0001,20251009,76.083,EA,20250929
0001001955,000050,0001,20251006,9.03,EA,20250929
0001001955,000060,0001,20250930,13.884,EA,20250929
0001001955,000070,0001,20251004,14.908,EA,20250929
0001001955,000070,0002,20251007,14.908,EA,20250929
0001001955,000080,0001,20251008,28.352,KG,20250929
0001001955,000090,0001,20251004,62.554,KG,20250929
0001001956,000010,0001,20251002,15.248,EA,20250929
0001001956,000020,0001,20251001,53.197,EA,20250929
0001001956,000030,0001,20251007,101.8,EA,20250929
0001001956,000040,0001,20250930,5.237,L,20250929
0001001956,000050,0001,20251002,17.492,KG,20250929
0001001956,000060,0001,20251008,35.753,EA,20250929
0001001957,000010,0001,20251005,60.21,KG,20250929
0001001957,000020,0001,20251001,13.18,KG,20250929
0001001957,000020,0002,20251006,13.18,KG,20250929
0001001957,000030,0001,20251002,7.921,EA,20250929
0001001957,000040,0001,20251002,4.558,EA,20250929
0001001957,000050,0001,20251005,3.054,L,20250929
0001001957,000050,0002,20251009,3.054,L,20250929
0001001957,000060,0001,20251012,87.913,EA,20250929
0001001957,000070,0001,20251003,61.497,EA,20250929
0001001958,000010,0001,20251013,16.486,L,20250929
0001001958,000020,0001,20251010,118.201,KG,20250929
0001001958,000020,0002,20251006,118.201,KG,20250929
0001001958,000030,0001,20251004,237.533,KG,20250929
0001001958,000040,0001,20251008,106.961,L,20250929
0001001958,000050,0001,20251008,4.455,EA,20250929
0001001959,000010,0001,20251002,25.567,EA,20250929
0001001959,000020,0001,20250930,145.437,KG,20250929
0001001960,000010,0001,20251008,14.7515,KG,20250929
0001001960,000010,0002,20251009,14.7515,KG,20250929
0001001960,000020,0001,20251012,21.656,L,20250929
0001001960,000030,0001,20251012,1.679,KG,20250929
0001001960,000040,0001,20251003,13.928,KG,20250929
0001001960,000050,0001,20251004,94.222,EA,20250929
0001001960,000060,0001,20251008,46.989,L,20250929
0001001960,000070,0001,20251006,5.025,L,20250929
0001001961,000010,0001,20251008,7.183,KG,20250929
0001001961,000020,0001,20251011,2.265,EA,20250929
0001001961,000020,0002,20251008,2.265,EA,20250929
0001001961,000030,0001,20251003,5.375,EA,20250929
0001001962,000010,0001,20251009,10.91,EA,20250929
0001001962,000020,0001,20250930,92.858,EA,20250929
0001001962,000030,0001,20251006,2.085,EA,20250929
0001001962,000040,0001,20251002,16.39,EA,20250929
0001001963,000010,0001,20251004,6.349,EA,20250929
0001001963,000020,0001,20251006,26.95,EA,20250929
0001001963,000030,0001,20251007,12.607,KG,20250929
0001001963,000030,0002,20251002,12.607,KG,20250929
0001001963,000040,0001,20251012,2.1,EA,20250929
0001001963,000050,0001,20251008,31.978,EA,20250929
0001001963,000060,0001,20251007,5.742,EA,20250929
0001001964,000010,0001,20251009,8.663,KG,20250929
0001001964,000020,0001,20251009,18.306,EA,20250929
0001001964,000030,0001,20251001,8.874,EA,20250929
0001001964,000040,0001,20251006,73.069,L,20250929
0001001965,000010,0001,20250930,13.9835,EA,20250929
0001001965,000010,0002,20251009,13.9835,EA,20250929
0001001965,000020,0001,20251013,4.565,L,20250929
0001001965,000030,0001,20251001,53.867,L,20250929
0001001966,000010,0001,20251001,34.006,EA,20250929
0001001966,000020,0001,20251004,2.336,L,20250929
0001001966,000020,0002,20251001,2.336,L,20250929
0001001966,000030,0001,20251003,4.294,EA,20250929
0001001966,000040,0001,20251013,19.428,EA,20250929
0001001966,000050,0001,20251001,3.553,KG,20250929
0001001966,000060,0001,20251009,150.525,EA,20250929
0001001966,000070,0001,20251012,8.549,EA,20250929
0001001967,000010,0001,20251011,5.1275,EA,20250929
0001001967,000010,0002,20251003,5.1275,EA,20250929
0001001967,000020,0001,20251005,86.908,L,20250929
0001001967,000030,0001,20251010,10.1555,EA,20250929
0001001967,000030,0002,20251012,10.1555,EA,20250929
0001001968,000010,0001,20251009,6.735,EA,20250929
0001001968,000020,0001,20251010,5.681,EA,20250929
0001001968,000020,0002,20251013,5.681,EA,20250929
0001001968,000030,0001,20251002,184.38,EA,20250929
0001001968,000040,0001,20251013,47.161,EA,20250929
0001001968,000050,0001,20251013,53.024,EA,20250929
0001001968,000060,0001,20251003,1.832,KG,20250929
0001001968,000070,0001,20251011,11.149,EA,20250929
0001001968,000080,0001,20251006,19.777,L,20250929
0001001968,000090,0001,20251001,410.618,EA,20250929
0001001969,000010,0001,20251003,191.409,EA,20250929
0001001970,000010,0001,20251003,7.73,EA,20250929
0001001970,000020,0001,20251007,9.836,EA,20250929
0001001970,000030,0001,20251011,20.379,EA,20250929
0001001970,000040,0001,20251006,12.63,KG,20250929
0001001970,000050,0001,20250930,113.781,EA,20250929
0001001971,000010,0001,20251005,3.492,L,20250929
0001001971,000020,0001,20251002,21.626,EA,20250929
0001001971,000030,0001,20251003,15.972,EA,20250929
0001001971,000040,0001,20250930,81.885,EA,20250929
0001001971,000050,0001,20251004,16.378,EA,20250929
0001001971,000060,0001,20251005,11.374,EA,20250929
0001001972,000010,0001,20251008,170.954,KG,20250929
0001001972,000020,0001,20251008,1.4245,EA,20250929
0001001972,000020,0002,20251001,1.4245,EA,20250929
0001001972,000030,0001,20251006,260.642,EA,20250929
0001001972,000040,0001,20251005,5.897,L,20250929
0001001972,000050,0001,20251012,1.047,EA,20250929
0001001973,000010,0001,20251013,6.973,EA,20250929
0001001973,000020,0001,20251011,18.416,EA,20250929
0001001973,000030,0001,20250930,11.566,EA,20250929
0001001973,000040,0001,20251002,28.168,EA,20250929
0001001974,000010,0001,20251005,2.644,EA,20250929
0001001974,000010,0002,20251004,2.644,EA,20250929
0001001974,000020,0001,20251012,24.888,EA,20250929
0001001974,000030,0001,20251004,31.707,EA,20250929
0001001974,000040,0001,20251007,14.677,L,20250929
0001001975,000010,0001,20251002,5.752,KG,20250929
0001001975,000020,0001,20251004,19.175,EA,20250929
0001001975,000030,0001,20251001,4.139,EA,20250929
0001001975,000040,0001,20251009,10.614,EA,20250929
0001001976,000010,0001,20251001,10.66,L,20250929
0001001976,000020,0001,20251006,47.297,KG,20250929
0001001976,000030,0001,20251005,2.161,EA,20250929
0001001976,000040,0001,20251010,1.967,L,20250929
0001001976,000050,0001,20250930,28.144,EA,20250929
0001001976,000060,0001,20251013,9.1995,EA,20250929
0001001976,000060,0002,20251003,9.1995,EA,20250929
0001001976,000070,0001,20251011,18.127,KG,20250929
0001001977,000010,0001,20251004,1.7145,EA,20250929
0001001977,000010,0002,20251004,1.7145,EA,20250929
0001001977,000020,0001,20250930,61.111,EA,20250929
0001001977,000030,0001,20251012,3.902,L,20250929
0001001977,000040,0001,20251009,43.005,EA,20250929
0001001977,000050,0001,20251006,10.8485,L,20250929
0001001977,000050,0002,20251006,10.8485,L,20250929
0001001977,000060,0001,20251013,24.719,L,20250929
0001001977,000070,0001,20251001,41.386,EA,20250929
0001001978,000010,0001,20251007,14.49,EA,20250929
0001001978,000020,0001,20251012,4.188,EA,20250929
0001001978,000030,0001,20251011,49.865,EA,20250929
0001001978,000040,0001,20251007,13.835,EA,20250929
0001001979,000010,0001,20251011,40.008,EA,20250929
0001001979,000020,0001,20251001,2.058,L,20250929
0001001979,000030,0001,20251012,20.349,KG,20250929
0001001979,000040,0001,20251008,14.758,EA,20250929
0001001979,000040,0002,20251002,14.758,EA,20250929
0001001979,000050,0001,20251011,5.321,EA,20250929
0001001980,000010,0001,20251004,36.432,EA,20250929
0001001980,000020,0001,20251009,18.678,KG,20250929
0001001980,000030,0001,20251008,26.698,KG,20250929
0001001980,000040,0001,20251009,9.006,KG,20250929
0001001981,000010,0001,20251012,21.226,EA,20250929
0001001981,000020,0001,20251008,64.066,KG,20250929
0001001981,000030,0001,20251010,3.2895,EA,20250929
0001001981,000030,0002,20250930,3.2895,EA,20250929
0001001981,000040,0001,20251008,17.434,KG,20250929
0001001981,000050,0001,20251008,9.984,EA,20250929
0001001982,000010,0001,20251011,20.74,EA,20250929
0001001982,000020,0001,20250930,2.6,EA,20250929
0001001982,000030,0001,20251013,188.744,EA,20250929
0001001982,000040,0001,20251006,41.446,L,20250929
0001001982,000050,0001,20251007,9.734,L,20250929
0001001983,000010,0001,20251013,23.781,L,20250929
0001001983,000020,0001,20251008,22.218,KG,20250929
0001001983,000030,0001,20251002,22.259,EA,20250929
0001001983,000040,0001,20251001,1.755,EA,20250929
0001001983,000040,0002,20251004,1.755,EA,20250929
0001001983,000050,0001,20251001,39.808,EA,20250929
0001001983,000060,0001,20251007,99.469,KG,20250929
0001001983,000070,0001,20251004,42.32,KG,20250929
0001001984,000010,0001,20251006,28.194,KG,20250929
0001001984,000020,0001,20251008,8.846,L,20250929
0001001985,000010,0001,20251013,9.305,EA,20250929
0001001985,000020,0001,20251001,4.911,EA,20250929
0001001985,000020,0002,20251012,4.911,EA,20250929
0001001985,000030,0001,20251003,4.402,EA,20250929
0001001985,000040,0001,20251013,5.9285,EA,20250929
0001001985,000040,0002,20251005,5.9285,EA,20250929
0001001986,000010,0001,20251009,68.879,EA,20250929
0001001986,000020,0001,20251002,140.848,L,20250929
0001001986,000030,0001,20251006,17.3385,KG,20250929
0001001986,000030,0002,20251010,17.3385,KG,20250929
0001001986,000040,0001,20251006,15.426,EA,20250929
0001001986,000050,0001,20251004,19.051,EA,20250929
0001001986,000060,0001,20251008,5.005,EA,20250929
0001001986,000070,0001,20251006,24.931,KG,20250929
0001001986,000080,0001,20251009,1.9745,KG,20250929
0001001986,000080,0002,20251010,1.9745,KG,20250929
0001001987,000010,0001,20251008,3.067,KG,20250929
0001001987,000020,0001,20251009,27.027,L,20250929
0001001987,000030,0001,20251012,108.919,EA,20250929
0001001987,000040,0001,20251003,63.0145,KG,20250929
0001001987,000040,0002,20251011,63.0145,KG,20250929
0001001987,000050,0001,20251009,64.117,EA,20250929
0001001987,000060,0001,20251006,24.484,EA,20250929
0001001987,000070,0001,20251011,11.797,EA,20250929
0001001988,000010,0001,20251009,125.561,EA,20250929
0001001988,000020,0001,20251008,22.014,EA,20250929
0001001988,000030,0001,20251007,242.716,KG,20250929
0001001988,000040,0001,20251004,39.625,EA,20250929
0001001988,000040,0002,20251008,39.625,EA,20250929
0001001989,000010,0001,20251006,20.317,EA,20250929
0001001989,000020,0001,20251009,12.491,KG,20250929
0001001989,000030,0001,20251004,7.361,EA,20250929
