KUNNR,BUKRS,AKONT,ZTERM,FDGRV
0000100871,2000,140000,Z030,
0000100872,1000,140000,Z030,
0000100873,1000,140000,Z030,
0000100874,2000,140000,Z030,
0000100875,1000,140000,Z030,
0000100876,3000,140000,Z030,
0000100877,2000,140000,Z030,
0000100878,1000,140000,Z030,
0000100879,2000,140000,Z030,
0000100880,2000,140000,Z030,
0000100881,1000,140000,Z030,
0000100882,1000,140000,Z030,
0000100883,2000,140000,Z030,
0000100884,2000,140000,Z030,
0000100885,1000,140000,Z030,
0000100886,3000,140000,Z030,
0000100887,1000,140000,Z030,
0000100888,2000,140000,Z030,
0000100889,2000,140000,Z030,
0000100890,1000,140000,Z030,
0000100891,1000,140000,Z030,
0000100892,2000,140000,Z030,
0000100893,1000,140000,Z030,
0000100894,2000,140000,Z030,
0000100895,1000,140000,Z030,
0000100896,1000,140000,Z030,
0000100897,1000,140000,Z030,
0000100898,1000,140000,Z030,
0000100899,3000,140000,Z030,
0000100900,1000,140000,Z030,
0000100901,1000,140000,Z030,
0000100902,2000,140000,Z030,
0000100903,1000,140000,Z030,
0000100904,2000,140000,Z030,
0000100905,1000,140000,Z030,
0000100906,1000,140000,Z030,
0000100907,2000,140000,Z030,
0000100908,2000,140000,Z030,
0000100909,2000,140000,Z030,
0000100910,3000,140000,Z030,
0000100911,3000,140000,Z030,
0000100912,1000,140000,Z030,
0000100913,1000,140000,Z030,
0000100914,1000,140000,Z030,
0000100915,2000,140000,Z030,
0000100916,2000,140000,Z030,
0000100917,1000,140000,Z030,
0000100918,1000,140000,Z030,
0000100919,2000,140000,Z030,
0000100920,2000,140000,Z030,
0000100921,1000,140000,Z030,
0000100922,2000,140000,Z030,
0000100923,1000,140000,Z030,
0000100924,1000,140000,Z030,
0000100925,1000,140000,Z030,
0000100926,1000,140000,Z030,
0000100927,1000,140000,Z030,
0000100928,3000,140000,Z030,
0000100929,1000,140000,Z030,
0000100930,2000,140000,Z030,
0000100931,1000,140000,Z030,
0000100932,1000,140000,Z030,
0000100933,2000,140000,Z030,
0000100934,2000,140000,Z030,
0000100935,1000,140000,Z030,
0000100936,1000,140000,Z030,
0000100937,1000,140000,Z030,
0000100938,2000,140000,Z030,
0000100939,2000,140000,Z030,
0000100940,1000,140000,Z030,
0000100941,2000,140000,Z030,
0000100942,3000,140000,Z030,
0000100943,1000,140000,Z030,
0000100944,1000,140000,Z030,
0000100945,1000,140000,Z030,
0000100946,1000,140000,Z030,
0000100947,1000,140000,Z030,
0000100948,1000,140000,Z030,
0000100949,3000,140000,Z030,
0000100950,1000,140000,Z030,
0000100951,2000,140000,Z030,
0000100952,2000,140000,Z030,
0000100953,2000,140000,Z030,
0000100954,1000,140000,Z030,
0000100955,1000,140000,Z030,
0000100956,1000,140000,Z030,
0000100957,2000,140000,Z030,
0000100958,1000,140000,Z030,
0000100959,1000,140000,Z030,
0000100960,2000,140000,Z030,
0000100961,1000,140000,Z030,
0000100962,1000,140000,Z030,
0000100963,2000,140000,Z030,
0000100964,2000,140000,Z030,
0000100965,1000,140000,Z030,
0000100966,1000,140000,Z030,
0000100967,2000,140000,Z030,
0000100968,1000,140000,Z030,
0000100969,1000,140000,Z030,
0000100970,2000,140000,Z030,
0000100971,2000,140000,Z030,
0000100972,2000,140000,Z030,
0000100973,1000,140000,Z030,
0000100974,2000,140000,Z030,
0000100975,1000,140000,Z030,
0000100976,1000,140000,Z030,
0000100977,1000,140000,Z030,
0000100978,1000,140000,Z030,
0000100979,1000,140000,Z030,
0000100980,1000,140000,Z030,
0000100981,1000,140000,Z030,
0000100982,1000,140000,Z030,
0000100983,3000,140000,Z030,
0000100984,1000,140000,Z030,
0000100985,2000,140000,Z030,
0000100986,1000,140000,Z030,
0000100987,3000,140000,Z030,
0000100988,1000,140000,Z030,
0000100989,1000,140000,Z030,
0000100990,3000,140000,Z030,
0000100991,2000,140000,Z030,
0000100992,3000,140000,Z030,
0000100993,1000,140000,Z030,
0000100994,1000,140000,Z030,
0000100995,1000,140000,Z030,
0000100996,3000,140000,Z030,
0000100997,1000,140000,Z030,
0000100998,1000,140000,Z030,
0000100999,1000,140000,Z030,
0000101000,1000,140000,Z030,
0000101001,1000,140000,Z030,
0000101002,1000,140000,Z030,
0000101003,2000,140000,Z030,
0000101004,1000,140000,Z030,
0000101005,1000,140000,Z030,
0000101006,2000,140000,Z030,
0000101007,2000,140000,Z030,
0000101008,1000,140000,Z030,
0000101009,2000,140000,Z030,
0000101010,2000,140000,Z030,
0000101011,1000,140000,Z030,
0000101012,1000,140000,Z030,
0000101013,1000,140000,Z030,
0000101014,1000,140000,Z030,
0000101015,1000,140000,Z030,
0000101016,1000,140000,Z030,
0000101017,2000,140000,Z030,
0000101018,1000,140000,Z030,
0000101019,1000,140000,Z030,
0000101020,2000,140000,Z030,
0000101021,2000,140000,Z030,
0000101022,1000,140000,Z030,
0000101023,2000,140000,Z030,
0000101024,3000,140000,Z030,
0000101025,2000,140000,Z030,
0000101026,3000,140000,Z030,
0000101027,2000,140000,Z030,
0000101028,1000,140000,Z030,
0000101029,1000,140000,Z030,
0000101030,3000,140000,Z030,
0000101031,2000,140000,Z030,
0000101032,1000,140000,Z030,
0000101033,1000,140000,Z030,
0000101034,1000,140000,Z030,
0000101035,3000,140000,Z030,
0000101036,1000,140000,Z030,
0000101037,1000,140000,Z030,
0000101038,3000,140000,Z030,
0000101039,1000,140000,Z030,
0000101040,2000,140000,Z030,
0000101041,1000,140000,Z030,
0000101042,1000,140000,Z030,
0000101043,1000,140000,Z030,
0000101044,1000,140000,Z030,
0000101045,1000,140000,Z030,
0000101046,1000,140000,Z030,
0000101047,2000,140000,Z030,
0000101048,2000,140000,Z030,
0000101049,1000,140000,Z030,
0000101050,1000,140000,Z030,
0000101051,2000,140000,Z030,
0000101052,1000,140000,Z030,
0000101053,2000,140000,Z030,
0000101054,1000,140000,Z030,
0000101055,1000,140000,Z030,
0000101056,1000,140000,Z030,
0000101057,1000,140000,Z030,
0000101058,1000,140000,Z030,
0000101059,1000,140000,Z030,
0000101060,3000,140000,Z030,
0000101061,2000,140000,Z030,
0000101062,2000,140000,Z030,
0000101063,2000,140000,Z030,
0000101064,1000,140000,Z030,
0000101065,2000,140000,Z030,
0000101066,2000,140000,Z030,
0000101067,2000,140000,Z030,
0000101068,1000,140000,Z030,
0000101069,1000,140000,Z030,
0000101070,1000,140000,Z030,
0000101071,1000,140000,Z030,
0000101072,1000,140000,Z030,
0000101073,2000,140000,Z030,
0000101074,1000,140000,Z030,
0000101075,2000,140000,Z030,
0000101076,1000,140000,Z030,
0000101077,2000,140000,Z030,
0000101078,1000,140000,Z030,
0000101079,1000,140000,Z030,
0000101080,1000,140000,Z030,
0000101081,1000,140000,Z030,
0000101082,1000,140000,Z030,
0000101083,3000,140000,Z030,
0000101084,1000,140000,Z030,
0000101085,1000,140000,Z030,
0000101086,1000,140000,Z030,
0000101087,1000,140000,Z030,
0000101088,2000,140000,Z030,
0000101089,3000,140000,Z030,
0000101090,2000,140000,Z030,
0000101091,2000,140000,Z030,
0000101092,1000,140000,Z030,
0000101093,1000,140000,Z030,
0000101094,2000,140000,Z030,
0000101095,2000,140000,Z030,
0000101096,2000,140000,Z030,
0000101097,1000,140000,Z030,
0000101098,1000,140000,Z030,
0000101099,1000,140000,Z030,
0000101100,2000,140000,Z030,
0000101101,3000,140000,Z030,
0000101102,2000,140000,Z030,
0000101103,1000,140000,Z030,
0000101104,1000,140000,Z030,
0000101105,1000,140000,Z030,
0000101106,2000,140000,Z030,
0000101107,1000,140000,Z030,
0000101108,1000,140000,Z030,
0000101109,1000,140000,Z030,
0000101110,2000,140000,Z030,
0000101111,2000,140000,Z030,
0000101112,2000,140000,Z030,
0000101113,1000,140000,Z030,
0000101114,1000,140000,Z030,
0000101115,1000,140000,Z030,
0000101116,1000,140000,Z030,
0000101117,2000,140000,Z030,
0000101118,2000,140000,Z030,
0000101119,3000,140000,Z030,
0000101120,1000,140000,Z030,
0000101121,1000,140000,Z030,
0000101122,1000,140000,Z030,
0000101123,2000,140000,Z030,
0000101124,2000,140000,Z030,
0000101125,1000,140000,Z030,
0000101126,2000,140000,Z030,
0000101127,1000,140000,Z030,
0000101128,2000,140000,Z030,
0000101129,1000,140000,Z030,
0000101130,1000,140000,Z030,
0000101131,2000,140000,Z030,
0000101132,1000,140000,Z030,
0000101133,2000,140000,Z030,
0000101134,2000,140000,Z030,
0000101135,1000,140000,Z030,
0000101136,1000,140000,Z030,
0000101137,2000,140000,Z030,
0000101138,1000,140000,Z030,
0000101139,1000,140000,Z030,
0000101140,2000,140000,Z030,
0000101141,1000,140000,Z030,
0000101142,1000,140000,Z030,
0000101143,2000,140000,Z030,
0000101144,3000,140000,Z030,
0000101145,1000,140000,Z030,
0000101146,2000,140000,Z030,
0000101147,2000,140000,Z030,
0000101148,1000,140000,Z030,
0000101149,1000,140000,Z030,
0000101150,1000,140000,Z030,
0000101151,2000,140000,Z030,
0000101152,1000,140000,Z030,
0000101153,2000,140000,Z030,
0000101154,2000,140000,Z030,
0000101155,1000,140000,Z030,
0000101156,2000,140000,Z030,
0000101157,1000,140000,Z030,
0000101158,2000,140000,Z030,
0000101159,1000,140000,Z030,
0000101160,1000,140000,Z030,
0000101161,1000,140000,Z030,
0000101162,2000,140000,Z030,
0000101163,3000,140000,Z030,
0000101164,1000,140000,Z030,
0000101165,1000,140000,Z030,
0000101166,1000,140000,Z030,
0000101167,1000,140000,Z030,
0000101168,2000,140000,Z030,
0000101169,3000,140000,Z030,
0000101170,2000,140000,Z030,
0000101171,1000,140000,Z030,
0000101172,1000,140000,Z030,
0000101173,1000,140000,Z030,
0000101174,1000,140000,Z030,
0000101175,2000,140000,Z030,
0000101176,1000,140000,Z030,
0000101177,1000,140000,Z030,
0000101178,1000,140000,Z030,
0000101179,2000,140000,Z030,
0000101180,2000,140000,Z030,
0000101181,3000,140000,Z030,
0000101182,1000,140000,Z030,
0000101183,1000,140000,Z030,
0000101184,1000,140000,Z030,
0000101185,1000,140000,Z030,
0000101186,1000,140000,Z030,
0000101187,1000,140000,Z030,
0000101188,1000,140000,Z030,
0000101189,1000,140000,Z030,
0000101190,1000,140000,Z030,
0000101191,1000,140000,Z030,
0000101192,2000,140000,Z030,
0000101193,1000,140000,Z030,
0000101194,2000,140000,Z030,
0000101195,1000,140000,Z030,
0000101196,1000,140000,Z030,
0000101197,2000,140000,Z030,
0000101198,1000,140000,Z030,
0000101199,3000,140000,Z030,
0000101200,1000,140000,Z030,
0000101201,1000,140000,Z030,
0000101202,1000,140000,Z030,
0000101203,1000,140000,Z030,
0000101204,2000,140000,Z030,
0000101205,1000,140000,Z030,
0000101206,1000,140000,Z030,
0000101207,1000,140000,Z030,
0000101208,2000,140000,Z030,
0000101209,1000,140000,Z030,
0000101210,1000,140000,Z030,
0000101211,1000,140000,Z030,
0000101212,1000,140000,Z030,
0000101213,1000,140000,Z030,
0000101214,2000,140000,Z030,
0000101215,3000,140000,Z030,
0000101216,3000,140000,Z030,
0000101217,1000,140000,Z030,
0000101218,1000,140000,Z030,
0000101219,1000,140000,Z030,
0000101220,1000,140000,Z030,
0000101221,2000,140000,Z030,
0000101222,1000,140000,Z030,
0000101223,1000,140000,Z030,
0000101224,2000,140000,Z030,
0000101225,1000,140000,Z030,
0000101226,1000,140000,Z030,
0000101227,1000,140000,Z030,
0000101228,1000,140000,Z030,
0000101229,1000,140000,Z030,
0000101230,1000,140000,Z030,
0000101231,1000,140000,Z030,
0000101232,1000,140000,Z030,
0000101233,1000,140000,Z030,
0000101234,2000,140000,Z030,
0000101235,1000,140000,Z030,
0000101236,1000,140000,Z030,
0000101237,1000,140000,Z030,
0000101238,1000,140000,Z030,
0000101239,1000,140000,Z030,
0000101240,1000,140000,Z030,
0000101241,3000,140000,Z030,
0000101242,1000,140000,Z030,
0000101243,2000,140000,Z030,
0000101244,3000,140000,Z030,
0000101245,2000,140000,Z030,
0000101246,1000,140000,Z030,
0000101247,2000,140000,Z030,
0000101248,1000,140000,Z030,
0000101249,3000,140000,Z030,
0000101250,2000,140000,Z030,
0000101251,2000,140000,Z030,
0000101252,1000,140000,Z030,
0000101253,1000,140000,Z030,
0000101254,2000,140000,Z030,
0000101255,1000,140000,Z030,
0000101256,1000,140000,Z030,
0000101257,2000,140000,Z030,
0000101258,1000,140000,Z030,
0000101259,2000,140000,Z030,
0000101260,1000,140000,Z030,
0000101261,2000,140000,Z030,
0000101262,1000,140000,Z030,
0000101263,2000,140000,Z030,
0000101264,2000,140000,Z030,
0000101265,3000,140000,Z030,
0000101266,1000,140000,Z030,
0000101267,2000,140000,Z030,
0000101268,3000,140000,Z030,
0000101269,1000,140000,Z030,
0000101270,1000,140000,Z030,
0000101271,2000,140000,Z030,
0000101272,1000,140000,Z030,
0000101273,1000,140000,Z030,
0000101274,1000,140000,Z030,
0000101275,1000,140000,Z030,
0000101276,2000,140000,Z030,
0000101277,3000,140000,Z030,
0000101278,2000,140000,Z030,
0000101279,1000,140000,Z030,
0000101280,1000,140000,Z030,
0000101281,2000,140000,Z030,
0000101282,1000,140000,Z030,
0000101283,3000,140000,Z030,
0000101284,2000,140000,Z030,
0000101285,1000,140000,Z030,
0000101286,2000,140000,Z030,
0000101287,1000,140000,Z030,
0000101288,2000,140000,Z030,
0000101289,1000,140000,Z030,
0000101290,2000,140000,Z030,
0000101291,1000,140000,Z030,
0000101292,1000,140000,Z030,
0000101293,1000,140000,Z030,
0000101294,3000,140000,Z030,
0000101295,1000,140000,Z030,
0000101296,1000,140000,Z030,
0000101297,1000,140000,Z030,
0000101298,2000,140000,Z030,
0000101299,2000,140000,Z030,
0000101300,1000,140000,Z030,
0000101301,1000,140000,Z030,
0000101302,1000,140000,Z030,
0000101303,1000,140000,Z030,
0000101304,2000,140000,Z030,
0000101305,3000,140000,Z030,
0000101306,1000,140000,Z030,
0000101307,1000,140000,Z030,
0000101308,1000,140000,Z030,
0000101309,1000,140000,Z030,
0000101310,1000,140000,Z030,
0000101311,1000,140000,Z030,
0000101312,2000,140000,Z030,
0000101313,1000,140000,Z030,
0000101314,1000,140000,Z030,
0000101315,2000,140000,Z030,
0000101316,1000,140000,Z030,
0000101317,3000,140000,Z030,
0000101318,1000,140000,Z030,
0000101319,1000,140000,Z030,
0000101320,1000,140000,Z030,
0000101321,1000,140000,Z030,
0000101322,1000,140000,Z030,
0000101323,3000,140000,Z030,
0000101324,1000,140000,Z030,
0000101325,3000,140000,Z030,
0000101326,2000,140000,Z030,
0000101327,1000,140000,Z030,
0000101328,3000,140000,Z030,
0000101329,1000,140000,Z030,
0000101330,1000,140000,Z030,
0000101331,3000,140000,Z030,
0000101332,2000,140000,Z030,
0000101333,1000,140000,Z030,
0000101334,1000,140000,Z030,
0000101335,1000,140000,Z030,
0000101336,1000,140000,Z030,
0000101337,3000,140000,Z030,
0000101338,2000,140000,Z030,
0000101339,2000,140000,Z030,
0000101340,3000,140000,Z030,
0000101341,1000,140000,Z030,
0000101342,1000,140000,Z030,
0000101343,1000,140000,Z030,
0000101344,1000,140000,Z030,
0000101345,1000,140000,Z030,
0000101346,1000,140000,Z030,
0000101347,1000,140000,Z030,
0000101348,2000,140000,Z030,
0000101349,1000,140000,Z030,
0000101350,1000,140000,Z030,
0000101351,2000,140000,Z030,
0000101352,1000,140000,Z030,
0000101353,2000,140000,Z030,
0000101354,1000,140000,Z030,
0000101355,2000,140000,Z030,
0000101356,1000,140000,Z030,
0000101357,2000,140000,Z030,
0000101358,1000,140000,Z030,
0000101359,1000,140000,Z030,
0000101360,2000,140000,Z030,
0000101361,2000,140000,Z030,
0000101362,1000,140000,Z030,
0000101363,1000,140000,Z030,
0000101364,2000,140000,Z030,
0000101365,2000,140000,Z030,
0000101366,3000,140000,Z030,
0000101367,1000,140000,Z030,
0000101368,1000,140000,Z030,
0000101369,1000,140000,Z030,
0000101370,1000,140000,Z030,
0000101371,1000,140000,Z030,
0000101372,1000,140000,Z030,
0000101373,1000,140000,Z030,
0000101374,1000,140000,Z030,
0000101375,1000,140000,Z030,
0000101376,1000,140000,Z030,
0000101377,1000,140000,Z030,
0000101378,1000,140000,Z030,
0000101379,1000,140000,Z030,
0000101380,3000,140000,Z030,
0000101381,1000,140000,Z030,
0000101382,2000,140000,Z030,
0000101383,1000,140000,Z030,
0000101384,1000,140000,Z030,
0000101385,3000,140000,Z030,
0000101386,2000,140000,Z030,
0000101387,1000,140000,Z030,
0000101388,1000,140000,Z030,
0000101389,1000,140000,Z030,
0000101390,1000,140000,Z030,
0000101391,1000,140000,Z030,
0000101392,2000,140000,Z030,
0000101393,2000,140000,Z030,
0000101394,2000,140000,Z030,
0000101395,1000,140000,Z030,
0000101396,1000,140000,Z030,
0000101397,1000,140000,Z030,
0000101398,2000,140000,Z030,
0000101399,1000,140000,Z030,
0000101400,1000,140000,Z030,
0000101401,1000,140000,Z030,
0000101402,2000,140000,Z030,
0000101403,2000,140000,Z030,
0000101404,2000,140000,Z030,
0000101405,3000,140000,Z030,
0000101406,2000,140000,Z030,
0000101407,1000,140000,Z030,
0000101408,2000,140000,Z030,
0000101409,1000,140000,Z030,
0000101410,1000,140000,Z030,
0000101411,2000,140000,Z030,
0000101412,1000,140000,Z030,
0000101413,1000,140000,Z030,
0000101414,2000,140000,Z030,
0000101415,1000,140000,Z030,
0000101416,1000,140000,Z030,
0000101417,3000,140000,Z030,
0000101418,1000,140000,Z030,
0000101419,1000,140000,Z030,
0000101420,1000,140000,Z030,
0000101421,1000,140000,Z030,
0000101422,1000,140000,Z030,
0000101423,2000,140000,Z030,
0000101424,1000,140000,Z030,
0000101425,2000,140000,Z030,
0000101426,1000,140000,Z030,
0000101427,1000,140000,Z030,
0000101428,2000,140000,Z030,
0000101429,1000,140000,Z030,
0000101430,2000,140000,Z030,
0000101431,3000,140000,Z030,
0000101432,1000,140000,Z030,
0000101433,2000,140000,Z030,
0000101434,1000,140000,Z030,
0000101435,1000,140000,Z030,
0000101436,2000,140000,Z030,
0000101437,1000,140000,Z030,
0000101438,1000,140000,Z030,
0000101439,1000,140000,Z030,
0000101440,1000,140000,Z030,
0000101441,2000,140000,Z030,
0000101442,1000,140000,Z030,
0000101443,1000,140000,Z030,
0000101444,2000,140000,Z030,
0000101445,1000,140000,Z030,
0000101446,1000,140000,Z030,
0000101447,1000,140000,Z030,
0000101448,1000,140000,Z030,
0000101449,1000,140000,Z030,
0000101450,3000,140000,Z030,
0000101451,1000,140000,Z030,
0000101452,2000,140000,Z030,
0000101453,2000,140000,Z030,
0000101454,1000,140000,Z030,
0000101455,1000,140000,Z030,
0000101456,3000,140000,Z030,
0000101457,2000,140000,Z030,
0000101458,2000,140000,Z030,
0000101459,1000,140000,Z030,
0000101460,2000,140000,Z030,
0000101461,1000,140000,Z030,
0000101462,2000,140000,Z030,
0000101463,2000,140000,Z030,
0000101464,1000,140000,Z030,
0000101465,1000,140000,Z030,
0000101466,1000,140000,Z030,
0000101467,1000,140000,Z030,
0000101468,1000,140000,Z030,
0000101469,2000,140000,Z030,
0000101470,1000,140000,Z030,
0000101471,1000,140000,Z030,
0000101472,1000,140000,Z030,
0000101473,3000,140000,Z030,
0000101474,1000,140000,Z030,
0000101475,1000,140000,Z030,
0000101476,1000,140000,Z030,
0000101477,2000,140000,Z030,
0000101478,2000,140000,Z030,
0000101479,1000,140000,Z030,
0000101480,3000,140000,Z030,
0000101481,1000,140000,Z030,
0000101482,2000,140000,Z030,
0000101483,1000,140000,Z030,
0000101484,1000,140000,Z030,
0000101485,1000,140000,Z030,
0000101486,2000,140000,Z030,
0000101487,1000,140000,Z030,
0000101488,1000,140000,Z030,
0000101489,1000,140000,Z030,
0000101490,2000,140000,Z030,
0000101491,1000,140000,Z030,
0000101492,3000,140000,Z030,
0000101493,1000,140000,Z030,
0000101494,1000,140000,Z030,
0000101495,1000,140000,Z030,
0000101496,2000,140000,Z030,
0000101497,3000,140000,Z030,
0000101498,1000,140000,Z030,
0000101499,3000,140000,Z030,
0000101500,2000,140000,Z030,
0000101501,2000,140000,Z030,
0000101502,1000,140000,Z030,
0000101503,3000,140000,Z030,
0000101504,2000,140000,Z030,
0000101505,2000,140000,Z030,
0000101506,1000,140000,Z030,
0000101507,1000,140000,Z030,
0000101508,2000,140000,Z030,
0000101509,1000,140000,Z030,
0000101510,1000,140000,Z030,
0000101511,1000,140000,Z030,
0000101512,1000,140000,Z030,
0000101513,1000,140000,Z030,
0000101514,2000,140000,Z030,
0000101515,1000,140000,Z030,
0000101516,2000,140000,Z030,
0000101517,1000,140000,Z030,
0000101518,2000,140000,Z030,
0000101519,2000,140000,Z030,
0000101520,1000,140000,Z030,
0000101521,3000,140000,Z030,
0000101522,2000,140000,Z030,
0000101523,1000,140000,Z030,
0000101524,1000,140000,Z030,
0000101525,1000,140000,Z030,
0000101526,2000,140000,Z030,
0000101527,1000,140000,Z030,
0000101528,1000,140000,Z030,
0000101529,1000,140000,Z030,
0000101530,1000,140000,Z030,
0000101531,1000,140000,Z030,
0000101532,1000,140000,Z030,
0000101533,1000,140000,Z030,
0000101534,1000,140000,Z030,
0000101535,2000,140000,Z030,
0000101536,1000,140000,Z030,
0000101537,1000,140000,Z030,
0000101538,1000,140000,Z030,
0000101539,1000,140000,Z030,
0000101540,3000,140000,Z030,
0000101541,1000,140000,Z030,
0000101542,1000,140000,Z030,
0000101543,1000,140000,Z030,
0000101544,3000,140000,Z030,
0000101545,1000,140000,Z030,
0000101546,1000,140000,Z030,
0000101547,3000,140000,Z030,
0000101548,2000,140000,Z030,
0000101549,2000,140000,Z030,
0000101550,3000,140000,Z030,
0000101551,1000,140000,Z030,
0000101552,1000,140000,Z030,
0000101553,1000,140000,Z030,
0000101554,2000,140000,Z030,
0000101555,1000,140000,Z030,
0000101556,1000,140000,Z030,
0000101557,1000,140000,Z030,
0000101558,2000,140000,Z030,
0000101559,1000,140000,Z030,
0000101560,2000,140000,Z030,
0000101561,3000,140000,Z030,
0000101562,1000,140000,Z030,
0000101563,1000,140000,Z030,
0000101564,2000,140000,Z030,
0000101565,1000,140000,Z030,
0000101566,1000,140000,Z030,
0000101567,2000,140000,Z030,
0000101568,2000,140000,Z030,
0000101569,1000,140000,Z030,
0000101570,1000,140000,Z030,
0000101571,1000,140000,Z030,
0000101572,1000,140000,Z030,
0000101573,1000,140000,Z030,
0000101574,1000,140000,Z030,
0000101575,1000,140000,Z030,
0000101576,1000,140000,Z030,
0000101577,2000,140000,Z030,
0000101578,1000,140000,Z030,
0000101579,1000,140000,Z030,
0000101580,2000,140000,Z030,
0000101581,1000,140000,Z030,
0000101582,3000,140000,Z030,
0000101583,2000,140000,Z030,
0000101584,1000,140000,Z030,
0000101585,1000,140000,Z030,
0000101586,1000,140000,Z030,
0000101587,1000,140000,Z030,
0000101588,1000,140000,Z030,
0000101589,1000,140000,Z030,
0000101590,2000,140000,Z030,
0000101591,2000,140000,Z030,
0000101592,2000,140000,Z030,
0000101593,1000,140000,Z030,
0000101594,1000,140000,Z030,
0000101595,2000,140000,Z030,
0000101596,2000,140000,Z030,
0000101597,1000,140000,Z030,
0000101598,1000,140000,Z030,
0000101599,1000,140000,Z030,
0000101600,1000,140000,Z030,
0000101601,1000,140000,Z030,
0000101602,1000,140000,Z030,
0000101603,1000,140000,Z030,
0000101604,1000,140000,Z030,
0000101605,1000,140000,Z030,
0000101606,2000,140000,Z030,
0000101607,1000,140000,Z030,
0000101608,1000,140000,Z030,
0000101609,3000,140000,Z030,
0000101610,2000,140000,Z030,
0000101611,1000,140000,Z030,
0000101612,2000,140000,Z030,
0000101613,1000,140000,Z030,
0000101614,3000,140000,Z030,
0000101615,1000,140000,Z030,
0000101616,2000,140000,Z030,
0000101617,2000,140000,Z030,
0000101618,2000,140000,Z030,
0000101619,2000,140000,Z030,
0000101620,1000,140000,Z030,
0000101621,2000,140000,Z030,
0000101622,2000,140000,Z030,
0000101623,1000,140000,Z030,
0000101624,2000,140000,Z030,
0000101625,3000,140000,Z030,
0000101626,1000,140000,Z030,
0000101627,1000,140000,Z030,
0000101628,1000,140000,Z030,
0000101629,1000,140000,Z030,
0000101630,2000,140000,Z030,
0000101631,1000,140000,Z030,
0000101632,1000,140000,Z030,
0000101633,2000,140000,Z030,
0000101634,1000,140000,Z030,
0000101635,1000,140000,Z030,
0000101636,1000,140000,Z030,
0000101637,2000,140000,Z030,
0000101638,1000,140000,Z030,
0000101639,2000,140000,Z030,
0000101640,2000,140000,Z030,
0000101641,1000,140000,Z030,
0000101642,2000,140000,Z030,
0000101643,1000,140000,Z030,
0000101644,1000,140000,Z030,
0000101645,1000,140000,Z030,
0000101646,1000,140000,Z030,
0000101647,1000,140000,Z030,
0000101648,1000,140000,Z030,
0000101649,1000,140000,Z030,
0000101650,2000,140000,Z030,
0000101651,1000,140000,Z030,
0000101652,1000,140000,Z030,
0000101653,1000,140000,Z030,
0000101654,2000,140000,Z030,
0000101655,1000,140000,Z030,
0000101656,2000,140000,Z030,
0000101657,1000,140000,Z030,
0000101658,1000,140000,Z030,
0000101659,1000,140000,Z030,
0000101660,2000,140000,Z030,
0000101661,1000,140000,Z030,
0000101662,1000,140000,Z030,
0000101663,3000,140000,Z030,
0000101664,1000,140000,Z030,
0000101665,2000,140000,Z030,
0000101666,1000,140000,Z030,
0000101667,2000,140000,Z030,
0000101668,1000,140000,Z030,
0000101669,1000,140000,Z030,
0000101670,1000,140000,Z030,
0000101671,1000,140000,Z030,
0000101672,2000,140000,Z030,
0000101673,2000,140000,Z030,
0000101674,1000,140000,Z030,
0000101675,2000,140000,Z030,
0000101676,2000,140000,Z030,
0000101677,1000,140000,Z030,
0000101678,1000,140000,Z030,
0000101679,2000,140000,Z030,
0000101680,3000,140000,Z030,
0000101681,2000,140000,Z030,
0000101682,2000,140000,Z030,
0000101683,3000,140000,Z030,
0000101684,1000,140000,Z030,
0000101685,3000,140000,Z030,
0000101686,1000,140000,Z030,
0000101687,2000,140000,Z030,
0000101688,3000,140000,Z030,
0000101689,1000,140000,Z030,
0000101690,2000,140000,Z030,
0000101691,3000,140000,Z030,
0000101692,1000,140000,Z030,
0000101693,1000,140000,Z030,
0000101694,2000,140000,Z030,
0000101695,1000,140000,Z030,
0000101696,1000,140000,Z030,
0000101697,1000,140000,Z030,
0000101698,1000,140000,Z030,
0000101699,2000,140000,Z030,
0000101700,1000,140000,Z030,
0000101701,1000,140000,Z030,
0000101702,1000,140000,Z030,
0000101703,2000,140000,Z030,
0000101704,1000,140000,Z030,
0000101705,1000,140000,Z030,
0000101706,1000,140000,Z030,
0000101707,1000,140000,Z030,
0000101708,1000,140000,Z030,
0000101709,2000,140000,Z030,
0000101710,1000,140000,Z030,
0000101711,2000,140000,Z030,
0000101712,2000,140000,Z030,
0000101713,1000,140000,Z030,
0000101714,1000,140000,Z030,
0000101715,1000,140000,Z030,
0000101716,1000,140000,Z030,
0000101717,2000,140000,Z030,
0000101718,1000,140000,Z030,
0000101719,2000,140000,Z030,
0000101720,1000,140000,Z030,
0000101721,2000,140000,Z030,
0000101722,1000,140000,Z030,
0000101723,2000,140000,Z030,
0000101724,1000,140000,Z030,
0000101725,1000,140000,Z030,
0000101726,1000,140000,Z030,
0000101727,2000,140000,Z030,
0000101728,1000,140000,Z030,
0000101729,1000,140000,Z030,
0000101730,2000,140000,Z030,
0000101731,1000,140000,Z030,
0000101732,1000,140000,Z030,
0000101733,1000,140000,Z030,
0000101734,1000,140000,Z030,
0000101735,2000,140000,Z030,
0000101736,2000,140000,Z030,
0000101737,1000,140000,Z030,
0000101738,2000,140000,Z030,
0000101739,1000,140000,Z030,
0000101740,1000,140000,Z030,
0000101741,1000,140000,Z030,
0000101742,3000,140000,Z030,
0000101743,1000,140000,Z030,
