MATNR,MTART,MATKL,MEINS,MTPOS_MARA,PRDHA,ERNAM,ERSDA,LAEDA
000000000000000314,HAWA,MACH,EA,NORM,000000000000000010,SYSUSER,20230629,20250830
000000000000000315,FERT,TOOL,KG,NORM,000000000000000010,SYSUSER,20230429,20250804
000000000000000316,FERT,PART,EA,NORM,000000000000000015,SYSUSER,20240306,20250802
000000000000000317,FERT,ELEC,EA,NORM,000000000000000006,SYSUSER,20240827,20251002
000000000000000318,FERT,CONS,KG,NORM,000000000000000009,SYSUSER,20230724,20250814
000000000000000319,ROH,MACH,EA,NORM,000000000000000017,SYSUSER,20230807,20250807
000000000000000320,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20230504,20250909
000000000000000321,FERT,TOOL,KG,NORM,000000000000000004,SYSUSER,20241201,20250731
000000000000000322,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20231122,20251002
000000000000000323,HAWA,TOOL,KG,NORM,000000000000000015,SYSUSER,20240625,20250915
000000000000000324,FERT,CONS,L,NORM,000000000000000019,SYSUSER,20230627,20250728
000000000000000325,FERT,TOOL,EA,NORM,000000000000000017,SYSUSER,20240919,20251008
000000000000000326,ROH,PART,KG,NORM,000000000000000004,SYSUSER,20250117,20250723
000000000000000327,FERT,ELEC,EA,NORM,000000000000000010,SYSUSER,20250716,20250727
000000000000000328,FERT,PART,EA,NORM,000000000000000019,SYSUSER,20231209,20250904
000000000000000329,FERT,ELEC,KG,NORM,000000000000000009,SYSUSER,20230227,20250718
000000000000000330,FERT,PART,L,NORM,000000000000000009,SYSUSER,20231214,20251020
000000000000000331,HAWA,TOOL,EA,NORM,000000000000000016,SYSUSER,20250112,20250808
000000000000000332,FERT,PART,EA,NORM,000000000000000015,SYSUSER,20240826,20250807
000000000000000333,FERT,TOOL,EA,NORM,000000000000000013,SYSUSER,20241203,20250804
000000000000000334,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20231216,20251011
000000000000000335,FERT,PART,KG,NORM,000000000000000020,SYSUSER,20240225,20251006
000000000000000336,FERT,MACH,KG,NORM,000000000000000012,SYSUSER,20240812,20250721
000000000000000337,FERT,TOOL,KG,NORM,000000000000000008,SYSUSER,20250429,20250924
000000000000000338,FERT,ELEC,EA,NORM,000000000000000004,SYSUSER,20240727,20250914
000000000000000339,FERT,TOOL,EA,NORM,000000000000000001,SYSUSER,20250127,20250804
000000000000000340,FERT,CONS,EA,NORM,000000000000000010,SYSUSER,20250418,20250726
000000000000000341,HAWA,TOOL,EA,NORM,000000000000000011,SYSUSER,20230831,20250804
000000000000000342,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20230702,20250912
000000000000000343,FERT,TOOL,EA,NORM,000000000000000020,SYSUSER,20240416,20251023
000000000000000344,HAWA,MACH,EA,NORM,000000000000000006,SYSUSER,20241019,20250928
000000000000000345,FERT,PART,EA,NORM,000000000000000011,SYSUSER,20241104,20250728
000000000000000346,ROH,MACH,EA,NORM,000000000000000010,SYSUSER,20250509,20250910
000000000000000347,HAWA,MACH,EA,NORM,000000000000000004,SYSUSER,20241028,20251011
000000000000000348,FERT,ELEC,L,NORM,000000000000000006,SYSUSER,20230711,20251024
000000000000000349,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20250529,20250905
000000000000000350,FERT,MACH,L,NORM,000000000000000007,SYSUSER,20240425,20250723
000000000000000351,FERT,TOOL,EA,NORM,000000000000000020,SYSUSER,20240514,20251003
000000000000000352,FERT,MACH,EA,NORM,000000000000000010,SYSUSER,20240520,20250822
000000000000000353,FERT,PART,EA,NORM,000000000000000001,SYSUSER,20240625,20250910
000000000000000354,FERT,PART,EA,NORM,000000000000000011,SYSUSER,20240105,20250906
000000000000000355,FERT,TOOL,L,NORM,000000000000000008,SYSUSER,20250405,20250824
000000000000000356,FERT,CONS,L,NORM,000000000000000006,SYSUSER,20230502,20250812
000000000000000357,FERT,CONS,KG,NORM,000000000000000018,SYSUSER,20230920,20250719
000000000000000358,HAWA,TOOL,EA,NORM,000000000000000010,SYSUSER,20230814,20250926
000000000000000359,FERT,ELEC,KG,NORM,000000000000000010,SYSUSER,20250201,20250828
000000000000000360,HAWA,CONS,KG,NORM,000000000000000016,SYSUSER,20250503,20251020
000000000000000361,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20240919,20251022
000000000000000362,FERT,TOOL,EA,NORM,000000000000000011,SYSUSER,20240825,20250921
000000000000000363,FERT,MACH,KG,NORM,000000000000000002,SYSUSER,20250401,20251015
000000000000000364,HAWA,TOOL,KG,NORM,000000000000000003,SYSUSER,20240801,20251003
000000000000000365,FERT,CONS,KG,NORM,000000000000000020,SYSUSER,20240628,20251004
000000000000000366,FERT,MACH,EA,NORM,000000000000000014,SYSUSER,20230629,20251015
000000000000000367,FERT,CONS,EA,NORM,000000000000000015,SYSUSER,20240104,20251013
000000000000000368,FERT,PART,L,NORM,000000000000000011,SYSUSER,20240805,20250809
000000000000000369,FERT,TOOL,EA,NORM,000000000000000017,SYSUSER,20231028,20250824
000000000000000370,FERT,CONS,EA,NORM,000000000000000016,SYSUSER,20230727,20251021
000000000000000371,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20240502,20250802
000000000000000372,FERT,MACH,EA,NORM,000000000000000010,SYSUSER,20250130,20250808
000000000000000373,FERT,TOOL,L,NORM,000000000000000019,SYSUSER,20240429,20251004
000000000000000374,ROH,MACH,EA,NORM,000000000000000004,SYSUSER,20250524,20251012
000000000000000375,ROH,MACH,L,NORM,000000000000000010,SYSUSER,20240812,20250928
000000000000000376,FERT,MACH,EA,NORM,000000000000000012,SYSUSER,20250104,20250902
000000000000000377,HAWA,PART,EA,NORM,000000000000000009,SYSUSER,20230804,20250815
000000000000000378,FERT,CONS,EA,NORM,000000000000000001,SYSUSER,20230709,20250723
000000000000000379,FERT,ELEC,KG,NORM,000000000000000007,SYSUSER,20240111,20250921
000000000000000380,FERT,CONS,EA,NORM,000000000000000003,SYSUSER,20230910,20250918
000000000000000381,FERT,MACH,EA,NORM,000000000000000005,SYSUSER,20240916,20250924
000000000000000382,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20250410,20251018
000000000000000383,ROH,TOOL,EA,NORM,000000000000000008,SYSUSER,20240610,20250812
000000000000000384,FERT,MACH,EA,NORM,000000000000000008,SYSUSER,20240102,20250823
000000000000000385,FERT,TOOL,EA,NORM,000000000000000015,SYSUSER,20250210,20251018
000000000000000386,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20240713,20251024
000000000000000387,FERT,CONS,KG,NORM,000000000000000016,SYSUSER,20240506,20251013
000000000000000388,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20240919,20250801
000000000000000389,FERT,CONS,KG,NORM,000000000000000015,SYSUSER,20231016,20250809
000000000000000390,HAWA,CONS,EA,NORM,000000000000000005,SYSUSER,20240313,20250929
000000000000000391,FERT,PART,EA,NORM,000000000000000018,SYSUSER,20250409,20251021
000000000000000392,ROH,MACH,EA,NORM,000000000000000010,SYSUSER,20241218,20251003
000000000000000393,FERT,TOOL,EA,NORM,000000000000000014,SYSUSER,20231003,20250917
000000000000000394,FERT,CONS,EA,NORM,000000000000000019,SYSUSER,20250425,20250825
000000000000000395,FERT,CONS,EA,NORM,000000000000000012,SYSUSER,20230306,20251010
000000000000000396,HAWA,MACH,EA,NORM,000000000000000003,SYSUSER,20240905,20250904
000000000000000397,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20240322,20250823
000000000000000398,FERT,CONS,EA,NORM,000000000000000014,SYSUSER,20230910,20250921
000000000000000399,HAWA,MACH,L,NORM,000000000000000016,SYSUSER,20250415,20250803
000000000000000400,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20240107,20250905
000000000000000401,FERT,CONS,EA,NORM,000000000000000014,SYSUSER,20250109,20250907
000000000000000402,ROH,CONS,EA,NORM,000000000000000010,SYSUSER,20240622,20250907
000000000000000403,FERT,ELEC,KG,NORM,000000000000000010,SYSUSER,20250107,20250828
000000000000000404,ROH,MACH,EA,NORM,000000000000000018,SYSUSER,20250602,20250921
000000000000000405,FERT,ELEC,L,NORM,000000000000000010,SYSUSER,20240423,20250826
000000000000000406,FERT,CONS,EA,NORM,000000000000000004,SYSUSER,20241021,20250926
000000000000000407,HAWA,ELEC,EA,NORM,000000000000000003,SYSUSER,20230313,20250920
000000000000000408,FERT,TOOL,L,NORM,000000000000000003,SYSUSER,20231218,20251017
000000000000000409,FERT,TOOL,EA,NORM,000000000000000003,SYSUSER,20250213,20250720
000000000000000410,HAWA,PART,EA,NORM,000000000000000008,SYSUSER,20230804,20250731
000000000000000411,ROH,TOOL,EA,NORM,000000000000000011,SYSUSER,20250409,20251014
000000000000000412,FERT,MACH,EA,NORM,000000000000000003,SYSUSER,20230902,20250910
000000000000000413,ROH,ELEC,EA,NORM,000000000000000020,SYSUSER,20230412,20250816
000000000000000414,FERT,TOOL,EA,NORM,000000000000000006,SYSUSER,20240520,20250720
000000000000000415,FERT,PART,EA,NORM,000000000000000016,SYSUSER,20231122,20250925
000000000000000416,FERT,ELEC,KG,NORM,000000000000000006,SYSUSER,20231229,20251017
000000000000000417,ROH,MACH,EA,NORM,000000000000000003,SYSUSER,20230310,20250905
000000000000000418,FERT,TOOL,EA,NORM,000000000000000004,SYSUSER,20230401,20250819
000000000000000419,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20240515,20250817
000000000000000420,FERT,PART,KG,NORM,000000000000000015,SYSUSER,20230814,20250825
000000000000000421,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20231209,20250924
000000000000000422,FERT,CONS,EA,NORM,000000000000000005,SYSUSER,20240317,20250916
000000000000000423,FERT,MACH,L,NORM,000000000000000017,SYSUSER,20250428,20250904
000000000000000424,FERT,MACH,EA,NORM,000000000000000004,SYSUSER,20230224,20250725
000000000000000425,HAWA,CONS,EA,NORM,000000000000000001,SYSUSER,20250612,20250821
000000000000000426,FERT,PART,EA,NORM,000000000000000004,SYSUSER,20231211,20250819
000000000000000427,HAWA,ELEC,EA,NORM,000000000000000018,SYSUSER,20230420,20250812
000000000000000428,FERT,TOOL,EA,NORM,000000000000000013,SYSUSER,20230824,20250806
000000000000000429,FERT,CONS,EA,NORM,000000000000000010,SYSUSER,20250217,20251009
000000000000000430,FERT,TOOL,EA,NORM,000000000000000010,SYSUSER,20230603,20250828
000000000000000431,HAWA,ELEC,KG,NORM,000000000000000009,SYSUSER,20250121,20251003
000000000000000432,FERT,MACH,EA,NORM,000000000000000007,SYSUSER,20241213,20250930
000000000000000433,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20250310,20251019
000000000000000434,HAWA,MACH,EA,NORM,000000000000000002,SYSUSER,20240510,20251014
000000000000000435,FERT,TOOL,EA,NORM,000000000000000016,SYSUSER,20230818,20250830
000000000000000436,FERT,ELEC,EA,NORM,000000000000000018,SYSUSER,20241223,20250805
000000000000000437,FERT,ELEC,EA,NORM,000000000000000006,SYSUSER,20250216,20250809
000000000000000438,FERT,ELEC,EA,NORM,000000000000000018,SYSUSER,20241026,20250914
000000000000000439,FERT,CONS,L,NORM,000000000000000013,SYSUSER,20230704,20251016
000000000000000440,FERT,MACH,KG,NORM,000000000000000015,SYSUSER,20250419,20250905
000000000000000441,FERT,ELEC,KG,NORM,000000000000000016,SYSUSER,20231226,20250904
000000000000000442,FERT,MACH,EA,NORM,000000000000000015,SYSUSER,20231230,20250913
000000000000000443,HAWA,CONS,KG,NORM,000000000000000004,SYSUSER,20230221,20250919
000000000000000444,ROH,TOOL,EA,NORM,000000000000000018,SYSUSER,20240201,20250827
000000000000000445,HAWA,ELEC,EA,NORM,000000000000000012,SYSUSER,20230204,20251023
000000000000000446,FERT,ELEC,EA,NORM,000000000000000006,SYSUSER,20230504,20250727
000000000000000447,FERT,MACH,EA,NORM,000000000000000009,SYSUSER,20231018,20250810
000000000000000448,FERT,MACH,L,NORM,000000000000000014,SYSUSER,20240129,20250901
000000000000000449,FERT,PART,EA,NORM,000000000000000003,SYSUSER,20250324,20250901
000000000000000450,HAWA,TOOL,KG,NORM,000000000000000004,SYSUSER,20250214,20251006
000000000000000451,FERT,CONS,EA,NORM,000000000000000008,SYSUSER,20231215,20250810
000000000000000452,FERT,PART,L,NORM,000000000000000005,SYSUSER,20231129,20250719
000000000000000453,FERT,MACH,EA,NORM,000000000000000015,SYSUSER,20250406,20251011
000000000000000454,HAWA,ELEC,KG,NORM,000000000000000012,SYSUSER,20231219,20250717
000000000000000455,ROH,CONS,L,NORM,000000000000000020,SYSUSER,20250405,20250918
000000000000000456,FERT,TOOL,EA,NORM,000000000000000008,SYSUSER,20230210,20250817
000000000000000457,FERT,CONS,EA,NORM,000000000000000013,SYSUSER,20240730,20250902
000000000000000458,FERT,MACH,KG,NORM,000000000000000007,SYSUSER,20241020,20250905
000000000000000459,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20230916,20250823
000000000000000460,HAWA,TOOL,EA,NORM,000000000000000012,SYSUSER,20231210,20250808
000000000000000461,FERT,ELEC,KG,NORM,000000000000000015,SYSUSER,20240320,20251020
000000000000000462,FERT,PART,EA,NORM,000000000000000011,SYSUSER,20250122,20250919
000000000000000463,FERT,ELEC,EA,NORM,000000000000000003,SYSUSER,20240531,20251006
000000000000000464,HAWA,CONS,EA,NORM,000000000000000003,SYSUSER,20231023,20250808
000000000000000465,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20230820,20250728
000000000000000466,FERT,CONS,EA,NORM,000000000000000008,SYSUSER,20240601,20251020
000000000000000467,FERT,PART,EA,NORM,000000000000000007,SYSUSER,20240607,20250912
000000000000000468,FERT,TOOL,EA,NORM,000000000000000011,SYSUSER,20230810,20250924
000000000000000469,HAWA,TOOL,EA,NORM,000000000000000017,SYSUSER,20250528,20250721
000000000000000470,HAWA,CONS,EA,NORM,000000000000000010,SYSUSER,20240318,20250920
000000000000000471,ROH,PART,KG,NORM,000000000000000019,SYSUSER,20240701,20251022
000000000000000472,FERT,TOOL,EA,NORM,000000000000000005,SYSUSER,20240806,20250916
000000000000000473,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20240902,20250919
000000000000000474,FERT,TOOL,L,NORM,000000000000000007,SYSUSER,20230307,20250823
000000000000000475,HAWA,MACH,EA,NORM,000000000000000010,SYSUSER,20230220,20250727
000000000000000476,FERT,CONS,L,NORM,000000000000000004,SYSUSER,20230816,20251012
000000000000000477,FERT,PART,L,NORM,000000000000000003,SYSUSER,20230209,20250925
000000000000000478,HAWA,ELEC,EA,NORM,000000000000000008,SYSUSER,20250302,20250916
000000000000000479,FERT,MACH,EA,NORM,000000000000000004,SYSUSER,20230617,20250829
000000000000000480,FERT,PART,EA,NORM,000000000000000008,SYSUSER,20230517,20250913
000000000000000481,ROH,CONS,L,NORM,000000000000000004,SYSUSER,20241015,20250723
000000000000000482,FERT,TOOL,EA,NORM,000000000000000013,SYSUSER,20240517,20250808
000000000000000483,FERT,MACH,KG,NORM,000000000000000009,SYSUSER,20230925,20251013
000000000000000484,FERT,CONS,EA,NORM,000000000000000002,SYSUSER,20250106,20250829
000000000000000485,HAWA,ELEC,EA,NORM,000000000000000009,SYSUSER,20241213,20250902
000000000000000486,FERT,CONS,EA,NORM,000000000000000009,SYSUSER,20230620,20250823
000000000000000487,FERT,MACH,EA,NORM,000000000000000018,SYSUSER,20230601,20250819
000000000000000488,HAWA,ELEC,L,NORM,000000000000000010,SYSUSER,20230210,20250907
000000000000000489,HAWA,TOOL,EA,NORM,000000000000000017,SYSUSER,20230330,20251017
000000000000000490,FERT,ELEC,EA,NORM,000000000000000004,SYSUSER,20240206,20251004
000000000000000491,HAWA,CONS,KG,NORM,000000000000000015,SYSUSER,20250511,20250915
000000000000000492,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20230722,20250821
000000000000000493,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20240530,20251007
000000000000000494,HAWA,ELEC,EA,NORM,000000000000000003,SYSUSER,20230510,20250818
000000000000000495,FERT,CONS,KG,NORM,000000000000000013,SYSUSER,20230129,20250813
000000000000000496,FERT,PART,EA,NORM,000000000000000015,SYSUSER,20250618,20251002
000000000000000497,FERT,TOOL,EA,NORM,000000000000000014,SYSUSER,20250101,20250929
000000000000000498,FERT,TOOL,EA,NORM,000000000000000019,SYSUSER,20230313,20251017
000000000000000499,HAWA,ELEC,EA,NORM,000000000000000015,SYSUSER,20241104,20251020
000000000000000500,HAWA,ELEC,KG,NORM,000000000000000002,SYSUSER,20240406,20251018
000000000000000501,FERT,CONS,EA,NORM,000000000000000011,SYSUSER,20240713,20250726
000000000000000502,FERT,ELEC,EA,NORM,000000000000000009,SYSUSER,20241226,20250919
000000000000000503,HAWA,CONS,EA,NORM,000000000000000004,SYSUSER,20240705,20250826
000000000000000504,FERT,CONS,EA,NORM,000000000000000003,SYSUSER,20240216,20250904
000000000000000505,ROH,ELEC,KG,NORM,000000000000000018,SYSUSER,20231006,20251009
000000000000000506,FERT,ELEC,EA,NORM,000000000000000009,SYSUSER,20230820,20251021
000000000000000507,HAWA,CONS,KG,NORM,000000000000000009,SYSUSER,20241112,20250907
000000000000000508,FERT,ELEC,EA,NORM,000000000000000015,SYSUSER,20240304,20250809
000000000000000509,ROH,CONS,KG,NORM,000000000000000009,SYSUSER,20240417,20251002
000000000000000510,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20230207,20250825
000000000000000511,FERT,MACH,EA,NORM,000000000000000020,SYSUSER,20231125,20250815
000000000000000512,HAWA,PART,L,NORM,000000000000000012,SYSUSER,20240724,20250910
000000000000000513,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20250131,20250921
000000000000000514,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20230612,20250728
000000000000000515,ROH,MACH,KG,NORM,000000000000000008,SYSUSER,20250416,20250918
000000000000000516,FERT,CONS,KG,NORM,000000000000000011,SYSUSER,20250619,20250905
000000000000000517,FERT,CONS,EA,NORM,000000000000000008,SYSUSER,20250528,20251004
000000000000000518,HAWA,PART,EA,NORM,000000000000000003,SYSUSER,20230224,20250812
000000000000000519,FERT,ELEC,EA,NORM,000000000000000011,SYSUSER,20230511,20250927
000000000000000520,FERT,TOOL,EA,NORM,000000000000000013,SYSUSER,20230221,20250926
000000000000000521,FERT,PART,EA,NORM,000000000000000019,SYSUSER,20230924,20250926
000000000000000522,FERT,CONS,KG,NORM,000000000000000003,SYSUSER,20230824,20250928
000000000000000523,FERT,TOOL,EA,NORM,000000000000000004,SYSUSER,20241015,20250802
000000000000000524,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20240524,20250820
000000000000000525,FERT,PART,EA,NORM,000000000000000001,SYSUSER,20250627,20250717
000000000000000526,FERT,TOOL,L,NORM,000000000000000004,SYSUSER,20230524,20250729
000000000000000527,ROH,PART,EA,NORM,000000000000000009,SYSUSER,20250708,20250825
000000000000000528,HAWA,PART,EA,NORM,000000000000000008,SYSUSER,20250304,20250803
000000000000000529,FERT,TOOL,EA,NORM,000000000000000014,SYSUSER,20250121,20250809
000000000000000530,FERT,MACH,EA,NORM,000000000000000009,SYSUSER,20230419,20251023
000000000000000531,HAWA,MACH,KG,NORM,000000000000000003,SYSUSER,20241130,20250922
000000000000000532,FERT,ELEC,EA,NORM,000000000000000006,SYSUSER,20231103,20250915
000000000000000533,HAWA,TOOL,L,NORM,000000000000000013,SYSUSER,20230719,20250726
000000000000000534,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20230928,20250919
000000000000000535,HAWA,CONS,EA,NORM,000000000000000013,SYSUSER,20240510,20250906
000000000000000536,FERT,ELEC,EA,NORM,000000000000000006,SYSUSER,20230226,20250910
000000000000000537,FERT,MACH,EA,NORM,000000000000000008,SYSUSER,20240403,20250922
000000000000000538,HAWA,TOOL,EA,NORM,000000000000000003,SYSUSER,20241206,20250826
000000000000000539,ROH,ELEC,EA,NORM,000000000000000005,SYSUSER,20240911,20250730
000000000000000540,FERT,PART,KG,NORM,000000000000000013,SYSUSER,20240131,20250806
000000000000000541,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20240606,20250811
000000000000000542,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20250404,20251024
000000000000000543,HAWA,TOOL,EA,NORM,000000000000000015,SYSUSER,20240210,20250801
000000000000000544,FERT,PART,KG,NORM,000000000000000019,SYSUSER,20230307,20250907
000000000000000545,FERT,TOOL,EA,NORM,000000000000000020,SYSUSER,20231221,20250803
000000000000000546,ROH,TOOL,EA,NORM,000000000000000007,SYSUSER,20231117,20250808
000000000000000547,FERT,ELEC,EA,NORM,000000000000000012,SYSUSER,20241001,20250916
000000000000000548,FERT,ELEC,EA,NORM,000000000000000012,SYSUSER,20230817,20251011
000000000000000549,HAWA,MACH,EA,NORM,000000000000000008,SYSUSER,20240311,20251016
000000000000000550,FERT,MACH,EA,NORM,000000000000000007,SYSUSER,20240807,20250919
000000000000000551,FERT,TOOL,EA,NORM,000000000000000014,SYSUSER,20231001,20250913
000000000000000552,HAWA,TOOL,EA,NORM,000000000000000001,SYSUSER,20230216,20250919
000000000000000553,FERT,PART,L,NORM,000000000000000001,SYSUSER,20241023,20250802
000000000000000554,FERT,MACH,EA,NORM,000000000000000013,SYSUSER,20230720,20250802
000000000000000555,FERT,ELEC,KG,NORM,000000000000000014,SYSUSER,20240915,20250930
000000000000000556,FERT,MACH,L,NORM,000000000000000013,SYSUSER,20250214,20250819
000000000000000557,FERT,CONS,EA,NORM,000000000000000008,SYSUSER,20230526,20250924
000000000000000558,FERT,ELEC,KG,NORM,000000000000000018,SYSUSER,20250520,20250809
000000000000000559,FERT,MACH,L,NORM,000000000000000016,SYSUSER,20240530,20250801
000000000000000560,HAWA,CONS,KG,NORM,000000000000000018,SYSUSER,20240824,20250729
000000000000000561,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20250224,20250724
000000000000000562,ROH,ELEC,KG,NORM,000000000000000010,SYSUSER,20250621,20250802
000000000000000563,FERT,CONS,EA,NORM,000000000000000013,SYSUSER,20240224,20250917
000000000000000564,FERT,CONS,L,NORM,000000000000000015,SYSUSER,20241025,20250901
000000000000000565,FERT,TOOL,KG,NORM,000000000000000016,SYSUSER,20240529,20250905
000000000000000566,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20230624,20251020
000000000000000567,FERT,CONS,EA,NORM,000000000000000003,SYSUSER,20231128,20250726
000000000000000568,FERT,TOOL,EA,NORM,000000000000000019,SYSUSER,20231210,20250930
000000000000000569,ROH,ELEC,EA,NORM,000000000000000016,SYSUSER,20240731,20250724
000000000000000570,HAWA,PART,EA,NORM,000000000000000016,SYSUSER,20230718,20250926
000000000000000571,FERT,MACH,EA,NORM,000000000000000016,SYSUSER,20230815,20250817
000000000000000572,FERT,ELEC,EA,NORM,000000000000000009,SYSUSER,20231003,20250825
000000000000000573,HAWA,ELEC,EA,NORM,000000000000000011,SYSUSER,20230830,20250909
000000000000000574,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20240214,20250916
000000000000000575,FERT,ELEC,L,NORM,000000000000000011,SYSUSER,20230305,20251003
000000000000000576,FERT,ELEC,EA,NORM,000000000000000008,SYSUSER,20230310,20250801
000000000000000577,FERT,TOOL,EA,NORM,000000000000000017,SYSUSER,20230201,20250814
000000000000000578,ROH,TOOL,EA,NORM,000000000000000012,SYSUSER,20250113,20250917
000000000000000579,FERT,MACH,EA,NORM,000000000000000016,SYSUSER,20250409,20250825
000000000000000580,ROH,ELEC,EA,NORM,000000000000000010,SYSUSER,20250308,20250722
000000000000000581,FERT,TOOL,EA,NORM,000000000000000011,SYSUSER,20241026,20250724
000000000000000582,HAWA,ELEC,EA,NORM,000000000000000016,SYSUSER,20230412,20250814
000000000000000583,FERT,MACH,L,NORM,000000000000000009,SYSUSER,20230528,20251001
000000000000000584,HAWA,CONS,L,NORM,000000000000000008,SYSUSER,20230821,20250912
000000000000000585,FERT,PART,EA,NORM,000000000000000007,SYSUSER,20230916,20251013
000000000000000586,FERT,ELEC,EA,NORM,000000000000000011,SYSUSER,20241202,20250909
000000000000000587,FERT,ELEC,EA,NORM,000000000000000020,SYSUSER,20241201,20250721
000000000000000588,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20230206,20250915
000000000000000589,ROH,PART,KG,NORM,000000000000000016,SYSUSER,20240513,20250912
000000000000000590,HAWA,MACH,EA,NORM,000000000000000010,SYSUSER,20240702,20250921
000000000000000591,ROH,PART,EA,NORM,000000000000000002,SYSUSER,20231126,20250917
000000000000000592,FERT,ELEC,EA,NORM,000000000000000011,SYSUSER,20240330,20251009
000000000000000593,FERT,TOOL,EA,NORM,000000000000000015,SYSUSER,20240323,20251018
000000000000000594,FERT,CONS,L,NORM,000000000000000003,SYSUSER,20230211,20250804
000000000000000595,ROH,ELEC,EA,NORM,000000000000000008,SYSUSER,20231128,20250811
000000000000000596,HAWA,CONS,EA,NORM,000000000000000009,SYSUSER,20231021,20251015
000000000000000597,FERT,TOOL,KG,NORM,000000000000000019,SYSUSER,20240321,20250930
000000000000000598,HAWA,CONS,KG,NORM,000000000000000010,SYSUSER,20240221,20251009
000000000000000599,FERT,TOOL,EA,NORM,000000000000000005,SYSUSER,20230210,20250729
000000000000000600,HAWA,ELEC,EA,NORM,000000000000000012,SYSUSER,20240622,20250818
000000000000000601,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20240915,20250902
000000000000000602,FERT,CONS,EA,NORM,000000000000000014,SYSUSER,20250523,20251005
000000000000000603,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20250227,20250929
000000000000000604,FERT,CONS,EA,NORM,000000000000000013,SYSUSER,20240801,20250902
000000000000000605,HAWA,MACH,EA,NORM,000000000000000010,SYSUSER,20231212,20250827
000000000000000606,FERT,MACH,L,NORM,000000000000000004,SYSUSER,20250221,20250914
000000000000000607,FERT,CONS,L,NORM,000000000000000007,SYSUSER,20230215,20250725
000000000000000608,FERT,ELEC,EA,NORM,000000000000000017,SYSUSER,20250114,20250717
000000000000000609,ROH,TOOL,EA,NORM,000000000000000009,SYSUSER,20250426,20250823
000000000000000610,ROH,CONS,KG,NORM,000000000000000011,SYSUSER,20240811,20250805
000000000000000611,FERT,CONS,KG,NORM,000000000000000013,SYSUSER,20250117,20250914
000000000000000612,HAWA,ELEC,EA,NORM,000000000000000013,SYSUSER,20231007,20251017
000000000000000613,HAWA,CONS,EA,NORM,000000000000000013,SYSUSER,20250713,20250828
000000000000000614,FERT,MACH,L,NORM,000000000000000014,SYSUSER,20241010,20250928
000000000000000615,FERT,MACH,KG,NORM,000000000000000005,SYSUSER,20230530,20250717
000000000000000616,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20250126,20250812
000000000000000617,FERT,ELEC,KG,NORM,000000000000000010,SYSUSER,20230527,20251004
000000000000000618,FERT,TOOL,EA,NORM,000000000000000020,SYSUSER,20240303,20250719
000000000000000619,HAWA,CONS,EA,NORM,000000000000000019,SYSUSER,20230511,20251013
000000000000000620,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20250307,20250807
000000000000000621,FERT,ELEC,KG,NORM,000000000000000009,SYSUSER,20240429,20250804
000000000000000622,FERT,MACH,EA,NORM,000000000000000001,SYSUSER,20240504,20250903
000000000000000623,ROH,TOOL,EA,NORM,000000000000000003,SYSUSER,20240504,20250824
000000000000000624,FERT,TOOL,EA,NORM,000000000000000004,SYSUSER,20240620,20251024
000000000000000625,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20250609,20250817
000000000000000626,HAWA,MACH,KG,NORM,000000000000000012,SYSUSER,20241225,20250723
000000000000000627,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20240630,20251023
