VBELN,FKART,FKDAT,ERDAT,ERZET,ERNAM,KUNAG,KUNRG,VKORG,NETWR,WAERK,FKSTO,VBUND,RFBSK
9000001207,F2,20251017,20251017,163900,BILLUSER,0000101184,0000101184,1000,0,USD,,,A
9000001208,F2,20251003,20251003,133400,BILLUSER,0000104001,0000104001,1000,0,USD,,,A
9000001209,F2,20251015,20251015,090800,BILLUSER,0000100318,0000100318,2000,0,EUR,,,A
9000001210,F2,20251002,20251002,172200,BILLUSER,0000100490,0000100490,1000,0,USD,,,A
9000001211,F2,20251012,20251012,142100,BILLUSER,0000101044,0000101044,3000,0,EUR,,,A
9000001212,F2,20251027,20251027,105300,BILLUSER,0000101975,0000101975,1000,0,USD,,,A
9000001213,F2,20251008,20251008,082300,BILLUSER,0000103086,0000103086,1000,0,USD,,,A
9000001214,F2,20251027,20251027,093100,BILLUSER,0000104786,0000104786,1000,0,USD,,,A
9000001215,F2,20251009,20251009,123800,BILLUSER,0000102420,0000102420,2000,0,EUR,,,A
9000001216,F2,20251002,20251002,105000,BILLUSER,0000103664,0000103664,1000,0,USD,,,A
9000001217,F2,20251016,20251016,173600,BILLUSER,0000101707,0000101707,1000,0,USD,,,A
9000001218,F2,20251025,20251025,101100,BILLUSER,0000102652,0000102652,2000,0,EUR,,,A
9000001219,F2,20251017,20251017,124400,BILLUSER,0000103958,0000103958,1000,0,USD,,,A
9000001220,F2,20251026,20251026,150900,BILLUSER,0000104627,0000104627,1000,0,USD,,,A
9000001221,F2,20251024,20251024,100200,BILLUSER,0000102801,0000102801,1000,0,USD,,,A
9000001222,F2,20251012,20251012,165000,BILLUSER,0000104996,0000104996,3000,0,EUR,,,C
9000001223,F2,20251020,20251020,093800,BILLUSER,0000103412,0000103412,2000,0,EUR,,,B
9000001224,F2,20250926,20250926,174800,BILLUSER,0000100749,0000100749,2000,0,EUR,,,A
9000001225,F2,20251016,20251016,171900,BILLUSER,0000103608,0000103608,1000,0,USD,,,A
9000001226,F2,20251022,20251022,163900,BILLUSER,0000100463,0000100463,1000,0,USD,,,A
9000001227,F2,20251024,20251024,094500,BILLUSER,0000100322,0000100322,1000,0,USD,,,A
9000001228,F2,20251001,20251001,151500,BILLUSER,0000100965,0000100965,2000,0,EUR,,,A
9000001229,F2,20251030,20251030,113100,BILLUSER,0000100771,0000100771,1000,0,USD,,,A
9000001230,F2,20250927,20250927,113700,BILLUSER,0000100541,0000100541,1000,0,USD,,,A
9000001231,F2,20251017,20251017,151700,BILLUSER,0000102687,0000102687,1000,0,USD,,,A
9000001232,F2,20251016,20251016,105700,BILLUSER,0000100322,0000100322,3000,0,EUR,,,A
9000001233,F2,20251004,20251004,154800,BILLUSER,0000102038,0000102038,1000,0,USD,,,A
9000001234,F2,20251019,20251019,153200,BILLUSER,0000101877,0000101877,1000,0,USD,,,A
9000001235,F2,20251031,20251031,084200,BILLUSER,0000100759,0000100759,1000,0,USD,,,A
9000001236,F2,20251014,20251014,134200,BILLUSER,0000100017,0000100017,1000,0,USD,,,B
9000001237,F2,20251007,20251007,174800,BILLUSER,0000104675,0000104675,1000,0,USD,,,C
9000001238,F8,20251014,20251014,170400,BILLUSER,0000101908,0000101908,2000,0,EUR,,,B
9000001239,F2,20251021,20251021,102700,BILLUSER,0000104424,0000104424,2000,0,EUR,,,A
9000001240,F2,20251005,20251005,150600,BILLUSER,0000101534,0000101534,1000,0,USD,,,A
9000001241,F2,20250930,20250930,161200,BILLUSER,0000103656,0000103656,1000,0,USD,,,A
9000001242,F2,20251020,20251020,104200,BILLUSER,0000104167,0000104167,2000,0,EUR,,,C
9000001243,F2,20251026,20251026,144300,BILLUSER,0000101117,0000101117,2000,0,EUR,,,A
9000001244,F2,20251023,20251023,101100,BILLUSER,0000104529,0000104529,3000,0,EUR,,,B
9000001245,F2,20251010,20251010,103300,BILLUSER,0000103637,0000103637,1000,0,USD,,,A
9000001246,F8,20251011,20251011,144300,BILLUSER,0000101554,0000101554,2000,0,EUR,,,B
9000001247,F2,20250929,20250929,170900,BILLUSER,0000102846,0000102846,1000,0,USD,,,B
9000001248,F2,20251026,20251026,175700,BILLUSER,0000100459,0000100459,2000,0,EUR,,,A
9000001249,F2,20251012,20251012,094200,BILLUSER,0000100792,0000100792,2000,0,EUR,,,A
9000001250,F2,20251012,20251012,152100,BILLUSER,0000100651,0000100651,1000,0,USD,,,B
9000001251,F2,20251026,20251026,174700,BILLUSER,0000102083,0000102083,1000,0,USD,,,B
9000001252,F2,20251009,20251009,095000,BILLUSER,0000103409,0000103409,1000,0,USD,,,A
9000001253,F2,20251008,20251008,095500,BILLUSER,0000100104,0000100104,2000,0,EUR,,,A
9000001254,F2,20251002,20251002,111100,BILLUSER,0000104876,0000104876,1000,0,USD,,,C
9000001255,F2,20251019,20251019,123900,BILLUSER,0000100898,0000100898,1000,0,USD,,,A
9000001256,F2,20251028,20251028,131700,BILLUSER,0000103738,0000103738,1000,0,USD,,,B
9000001257,F2,20250929,20250929,154200,BILLUSER,0000102738,0000102738,2000,0,EUR,,,A
9000001258,F2,20251008,20251008,134200,BILLUSER,0000100018,0000100018,2000,0,EUR,,,A
9000001259,F2,20251027,20251027,175500,BILLUSER,0000100155,0000100155,1000,0,USD,,,A
9000001260,F8,20251013,20251013,122800,BILLUSER,0000101820,0000101820,3000,0,EUR,,,C
9000001261,F2,20251003,20251003,125400,BILLUSER,0000103045,0000103045,1000,0,USD,,,A
9000001262,F2,20251025,20251025,124300,BILLUSER,0000101680,0000101680,2000,0,EUR,,,A
9000001263,F2,20251006,20251006,172900,BILLUSER,0000104670,0000104670,1000,0,USD,,,B
9000001264,F2,20251022,20251022,174800,BILLUSER,0000102679,0000102679,1000,0,USD,,,A
9000001265,F2,20251024,20251024,162700,BILLUSER,0000104084,0000104084,1000,0,USD,,,A
9000001266,F2,20250930,20250930,135300,BILLUSER,0000101465,0000101465,1000,0,USD,,,A
9000001267,F2,20251007,20251007,080100,BILLUSER,0000101325,0000101325,1000,0,USD,,,B
9000001268,F2,20250929,20250929,130400,BILLUSER,0000100339,0000100339,3000,0,EUR,,,A
9000001269,F2,20251019,20251019,084100,BILLUSER,0000100215,0000100215,1000,0,USD,,,A
9000001270,F2,20251008,20251008,154900,BILLUSER,0000100129,0000100129,2000,0,EUR,,,A
9000001271,F2,20251010,20251010,082400,BILLUSER,0000100965,0000100965,2000,0,EUR,,,A
9000001272,F2,20251001,20251001,105300,BILLUSER,0000102696,0000102696,2000,0,EUR,,,C
9000001273,F2,20251022,20251022,093400,BILLUSER,0000103046,0000103046,2000,0,EUR,,,A
9000001274,F2,20251019,20251019,085300,BILLUSER,0000104846,0000104846,1000,0,USD,,,A
9000001275,F2,20251011,20251011,102400,BILLUSER,0000101151,0000101151,1000,0,USD,,,B
9000001276,F2,20251025,20251025,105800,BILLUSER,0000104289,0000104289,1000,0,USD,,,A
9000001277,F2,20251007,20251007,111700,BILLUSER,0000100770,0000100770,2000,0,EUR,,,C
9000001278,F2,20251007,20251007,095500,BILLUSER,0000100632,0000100632,1000,0,USD,,,A
9000001279,F2,20251011,20251011,131200,BILLUSER,0000101668,0000101668,1000,0,USD,,,B
9000001280,F2,20251013,20251013,142700,BILLUSER,0000101957,0000101957,1000,0,USD,,,A
9000001281,F2,20251019,20251019,151200,BILLUSER,0000103283,0000103283,1000,0,USD,,,A
9000001282,F2,20251024,20251024,083600,BILLUSER,0000100448,0000100448,2000,0,EUR,,,B
9000001283,F2,20251025,20251025,162100,BILLUSER,0000104244,0000104244,1000,0,USD,,,A
9000001284,F2,20251010,20251010,092500,BILLUSER,0000103173,0000103173,1000,0,USD,,,C
9000001285,F2,20251004,20251004,082100,BILLUSER,0000100641,0000100641,3000,0,EUR,,,A
9000001286,F2,20251005,20251005,125800,BILLUSER,0000100670,0000100670,1000,0,USD,,,B
9000001287,F2,20250928,20250928,160600,BILLUSER,0000103463,0000103463,2000,0,EUR,,,B
9000001288,F2,20251023,20251023,134600,BILLUSER,0000103367,0000103367,1000,0,USD,,,A
9000001289,F2,20251025,20251025,111000,BILLUSER,0000102497,0000102497,1000,0,USD,,,B
9000001290,F2,20251009,20251009,171400,BILLUSER,0000100622,0000100622,3000,0,EUR,,,B
9000001291,F2,20251004,20251004,115500,BILLUSER,0000100410,0000100410,1000,0,USD,,,A
9000001292,F2,20251009,20251009,130900,BILLUSER,0000100502,0000100502,3000,0,EUR,,,C
9000001293,F2,20251003,20251003,145200,BILLUSER,0000104109,0000104109,1000,0,USD,,,C
9000001294,F2,20251023,20251023,163100,BILLUSER,0000102706,0000102706,1000,0,USD,,,A
9000001295,F2,20250929,20250929,085300,BILLUSER,0000104080,0000104080,1000,0,USD,,,A
9000001296,F2,20251019,20251019,161300,BILLUSER,0000101706,0000101706,1000,0,USD,,,A
9000001297,F8,20251017,20251017,153700,BILLUSER,0000100897,0000100897,1000,0,USD,,,A
9000001298,F2,20251028,20251028,134500,BILLUSER,0000101960,0000101960,1000,0,USD,,,B
9000001299,F2,20251021,20251021,172000,BILLUSER,0000102009,0000102009,1000,0,USD,,,A
9000001300,F2,20251016,20251016,142600,BILLUSER,0000101675,0000101675,3000,0,EUR,,,A
9000001301,F2,20251020,20251020,155200,BILLUSER,0000100056,0000100056,1000,0,USD,,,A
9000001302,F2,20251027,20251027,140300,BILLUSER,0000100172,0000100172,2000,0,EUR,,,A
9000001303,F2,20251016,20251016,144100,BILLUSER,0000104023,0000104023,1000,0,USD,,,C
9000001304,F2,20251027,20251027,163700,BILLUSER,0000101042,0000101042,1000,0,USD,,,B
9000001305,F2,20251101,20251101,121600,BILLUSER,0000102911,0000102911,1000,0,USD,,,A
9000001306,F8,20251007,20251007,174300,BILLUSER,0000103575,0000103575,1000,0,USD,,,A
9000001307,F2,20251025,20251025,141300,BILLUSER,0000100078,0000100078,2000,0,EUR,,,B
9000001308,F2,20251007,20251007,160100,BILLUSER,0000100786,0000100786,1000,0,USD,,,A
9000001309,F2,20251015,20251015,165400,BILLUSER,0000102391,0000102391,1000,0,USD,,,A
9000001310,F2,20251003,20251003,173500,BILLUSER,0000103004,0000103004,1000,0,USD,,,A
9000001311,F2,20251028,20251028,111100,BILLUSER,0000100591,0000100591,2000,0,EUR,,,A
9000001312,F2,20250930,20250930,120600,BILLUSER,0000102135,0000102135,2000,0,EUR,,,A
9000001313,F2,20251017,20251017,123400,BILLUSER,0000102464,0000102464,1000,0,USD,,,C
9000001314,F2,20251027,20251027,093500,BILLUSER,0000103121,0000103121,1000,0,USD,,,B
9000001315,F8,20251008,20251008,151100,BILLUSER,0000103803,0000103803,1000,0,USD,,,A
9000001316,F2,20251021,20251021,112400,BILLUSER,0000102094,0000102094,2000,0,EUR,,,A
9000001317,F2,20251015,20251015,154200,BILLUSER,0000102900,0000102900,2000,0,EUR,,,A
9000001318,F2,20251025,20251025,160000,BILLUSER,0000101731,0000101731,2000,0,EUR,,,A
9000001319,F2,20251027,20251027,121300,BILLUSER,0000100428,0000100428,1000,0,USD,,,A
9000001320,F2,20251015,20251015,105900,BILLUSER,0000102096,0000102096,2000,0,EUR,,,A
9000001321,F2,20251014,20251014,111000,BILLUSER,0000102320,0000102320,1000,0,USD,,,B
9000001322,F2,20251025,20251025,160200,BILLUSER,0000102685,0000102685,2000,0,EUR,,,B
9000001323,F2,20251015,20251015,082800,BILLUSER,0000104467,0000104467,1000,0,USD,,,A
9000001324,F2,20251029,20251029,164900,BILLUSER,0000100003,0000100003,1000,0,USD,,,B
9000001325,F2,20251012,20251012,125400,BILLUSER,0000104539,0000104539,3000,0,EUR,,,A
9000001326,F2,20251018,20251018,151300,BILLUSER,0000104652,0000104652,2000,0,EUR,,,A
9000001327,F2,20251001,20251001,081800,BILLUSER,0000100502,0000100502,1000,0,USD,,,C
9000001328,F2,20251020,20251020,152700,BILLUSER,0000103389,0000103389,2000,0,EUR,,,B
9000001329,F2,20251022,20251022,170500,BILLUSER,0000104895,0000104895,2000,0,EUR,,,C
9000001330,F2,20251017,20251017,165800,BILLUSER,0000100330,0000100330,1000,0,USD,,,A
9000001331,F2,20251025,20251025,132900,BILLUSER,0000102416,0000102416,1000,0,USD,,,B
9000001332,F2,20251018,20251018,142400,BILLUSER,0000102938,0000102938,2000,0,EUR,,,C
9000001333,F2,20251016,20251016,160900,BILLUSER,0000100035,0000100035,1000,0,USD,,,A
9000001334,F2,20251013,20251013,091500,BILLUSER,0000100017,0000100017,1000,0,USD,,,A
9000001335,F2,20251021,20251021,163000,BILLUSER,0000104342,0000104342,1000,0,USD,,,B
9000001336,F2,20251011,20251011,161700,BILLUSER,0000104598,0000104598,1000,0,USD,,,A
9000001337,F2,20251012,20251012,094600,BILLUSER,0000102584,0000102584,1000,0,USD,,,A
9000001338,F2,20251017,20251017,163000,BILLUSER,0000104552,0000104552,1000,0,USD,,,A
9000001339,F2,20251030,20251030,164100,BILLUSER,0000100216,0000100216,2000,0,EUR,,,B
9000001340,F2,20251013,20251013,163900,BILLUSER,0000100462,0000100462,1000,0,USD,,,B
9000001341,F2,20251030,20251030,084500,BILLUSER,0000101994,0000101994,3000,0,EUR,,,A
9000001342,F2,20251013,20251013,132400,BILLUSER,0000100024,0000100024,3000,0,EUR,,,B
9000001343,F2,20250928,20250928,175800,BILLUSER,0000100842,0000100842,1000,0,USD,,,A
9000001344,F2,20251003,20251003,082500,BILLUSER,0000103040,0000103040,1000,0,USD,,,B
9000001345,F2,20251023,20251023,131600,BILLUSER,0000103971,0000103971,1000,0,USD,,,A
9000001346,F2,20251009,20251009,123900,BILLUSER,0000103965,0000103965,1000,0,USD,,,A
9000001347,F8,20251026,20251026,133500,BILLUSER,0000103770,0000103770,1000,0,USD,,,B
9000001348,F2,20251010,20251010,131100,BILLUSER,0000104487,0000104487,3000,0,EUR,,,A
9000001349,F2,20251015,20251015,091500,BILLUSER,0000104772,0000104772,1000,0,USD,,,A
9000001350,F2,20251017,20251017,143600,BILLUSER,0000100452,0000100452,2000,0,EUR,,,A
9000001351,F2,20251017,20251017,094900,BILLUSER,0000101948,0000101948,1000,0,USD,,,B
9000001352,F2,20251012,20251012,140500,BILLUSER,0000103292,0000103292,2000,0,EUR,,,A
9000001353,F2,20251006,20251006,093600,BILLUSER,0000101308,0000101308,2000,0,EUR,,,A
9000001354,F2,20251002,20251002,092700,BILLUSER,0000104214,0000104214,2000,0,EUR,,,A
9000001355,F2,20251023,20251023,110700,BILLUSER,0000102682,0000102682,2000,0,EUR,,,A
9000001356,F2,20251029,20251029,121400,BILLUSER,0000102494,0000102494,1000,0,USD,,,B
9000001357,F2,20251017,20251017,165000,BILLUSER,0000104772,0000104772,3000,0,EUR,,,A
9000001358,F2,20251009,20251009,171400,BILLUSER,0000102720,0000102720,1000,0,USD,,,B
9000001359,F2,20251016,20251016,124800,BILLUSER,0000104066,0000104066,1000,0,USD,,,A
9000001360,F2,20251023,20251023,082200,BILLUSER,0000101160,0000101160,1000,0,USD,,,B
9000001361,F2,20251003,20251003,130700,BILLUSER,0000104359,0000104359,2000,0,EUR,,,A
9000001362,F2,20251005,20251005,123500,BILLUSER,0000103550,0000103550,2000,0,EUR,,,B
9000001363,F2,20250929,20250929,090800,BILLUSER,0000100836,0000100836,2000,0,EUR,,,C
9000001364,F2,20251019,20251019,164300,BILLUSER,0000100058,0000100058,1000,0,USD,,,A
9000001365,F2,20251020,20251020,113000,BILLUSER,0000101178,0000101178,1000,0,USD,,,B
9000001366,F8,20251014,20251014,142800,BILLUSER,0000101968,0000101968,2000,0,EUR,,,A
9000001367,F8,20251024,20251024,125900,BILLUSER,0000103309,0000103309,1000,0,USD,,,A
9000001368,F2,20251016,20251016,083400,BILLUSER,0000103248,0000103248,1000,0,USD,,,C
9000001369,F2,20251024,20251024,095700,BILLUSER,0000104185,0000104185,1000,0,USD,,,A
9000001370,F2,20251013,20251013,120100,BILLUSER,0000100569,0000100569,1000,0,USD,,,A
9000001371,F2,20251026,20251026,114500,BILLUSER,0000101238,0000101238,1000,0,USD,,,A
9000001372,F2,20251022,20251022,124200,BILLUSER,0000100513,0000100513,2000,0,EUR,,,A
9000001373,F2,20251021,20251021,121500,BILLUSER,0000104372,0000104372,2000,0,EUR,,,A
9000001374,F2,20251017,20251017,082500,BILLUSER,0000103883,0000103883,2000,0,EUR,,,A
9000001375,F2,20251005,20251005,165300,BILLUSER,0000103442,0000103442,1000,0,USD,,,B
9000001376,F2,20251007,20251007,123600,BILLUSER,0000102906,0000102906,1000,0,USD,,,A
9000001377,F2,20251006,20251006,140400,BILLUSER,0000102543,0000102543,2000,0,EUR,,,B
9000001378,F2,20251002,20251002,101200,BILLUSER,0000104266,0000104266,2000,0,EUR,,,A
9000001379,F2,20251016,20251016,161400,BILLUSER,0000102671,0000102671,1000,0,USD,,,A
9000001380,F2,20251019,20251019,162500,BILLUSER,0000101178,0000101178,1000,0,USD,,,B
9000001381,F2,20251021,20251021,132000,BILLUSER,0000101130,0000101130,1000,0,USD,,,B
9000001382,F2,20251009,20251009,130300,BILLUSER,0000100889,0000100889,1000,0,USD,,,A
9000001383,F2,20251019,20251019,083400,BILLUSER,0000100999,0000100999,1000,0,USD,,,A
9000001384,F2,20251003,20251003,083900,BILLUSER,0000100504,0000100504,1000,0,USD,,,A
9000001385,F8,20251017,20251017,172300,BILLUSER,0000100316,0000100316,2000,0,EUR,,,B
9000001386,F2,20251016,20251016,081200,BILLUSER,0000103170,0000103170,2000,0,EUR,,,B
9000001387,F2,20251017,20251017,120900,BILLUSER,0000102703,0000102703,1000,0,USD,,,C
9000001388,F8,20251004,20251004,142500,BILLUSER,0000101301,0000101301,1000,0,USD,,,A
9000001389,F2,20251009,20251009,173800,BILLUSER,0000102322,0000102322,2000,0,EUR,,,A
9000001390,F2,20251021,20251021,121400,BILLUSER,0000103605,0000103605,1000,0,USD,,,C
9000001391,F2,20251018,20251018,151000,BILLUSER,0000104839,0000104839,2000,0,EUR,,,A
9000001392,F2,20251003,20251003,083800,BILLUSER,0000104467,0000104467,1000,0,USD,,,A
9000001393,F2,20251006,20251006,140200,BILLUSER,0000103712,0000103712,1000,0,USD,,,A
9000001394,F2,20251023,20251023,110100,BILLUSER,0000100056,0000100056,1000,0,USD,,,A
9000001395,F2,20251012,20251012,080500,BILLUSER,0000103337,0000103337,2000,0,EUR,,,A
9000001396,F2,20251002,20251002,154400,BILLUSER,0000100305,0000100305,2000,0,EUR,,,B
9000001397,F2,20251015,20251015,143900,BILLUSER,0000104159,0000104159,1000,0,USD,,,C
9000001398,F8,20251019,20251019,175800,BILLUSER,0000100045,0000100045,1000,0,USD,,,A
9000001399,F2,20251028,20251028,113100,BILLUSER,0000104983,0000104983,1000,0,USD,,,C
9000001400,F2,20251001,20251001,153500,BILLUSER,0000102511,0000102511,2000,0,EUR,,,A
9000001401,F2,20251009,20251009,115600,BILLUSER,0000104818,0000104818,1000,0,USD,,,A
9000001402,F2,20250929,20250929,105000,BILLUSER,0000104257,0000104257,2000,0,EUR,,,A
9000001403,F2,20251006,20251006,094300,BILLUSER,0000101013,0000101013,2000,0,EUR,,,A
9000001404,F2,20251014,20251014,115700,BILLUSER,0000104741,0000104741,2000,0,EUR,,,A
9000001405,F2,20251029,20251029,150000,BILLUSER,0000104503,0000104503,1000,0,USD,,,A
9000001406,F2,20251019,20251019,161100,BILLUSER,0000102221,0000102221,2000,0,EUR,,,A
9000001407,F2,20251008,20251008,100700,BILLUSER,0000100785,0000100785,1000,0,USD,,,A
9000001408,F2,20251018,20251018,113700,BILLUSER,0000101122,0000101122,3000,0,EUR,,,A
9000001409,F8,20251021,20251021,085200,BILLUSER,0000101310,0000101310,2000,0,EUR,,,B
9000001410,F2,20251010,20251010,101000,BILLUSER,0000101150,0000101150,1000,0,USD,,,B
9000001411,F2,20251001,20251001,153800,BILLUSER,0000100596,0000100596,3000,0,EUR,,,A
9000001412,F2,20251021,20251021,083200,BILLUSER,0000103742,0000103742,1000,0,USD,,,A
9000001413,F2,20251003,20251003,125300,BILLUSER,0000101499,0000101499,1000,0,USD,,,A
9000001414,F2,20251019,20251019,171100,BILLUSER,0000103928,0000103928,3000,0,EUR,,,C
9000001415,F2,20250929,20250929,123800,BILLUSER,0000104996,0000104996,1000,0,USD,,,A
9000001416,F2,20251016,20251016,161100,BILLUSER,0000101644,0000101644,1000,0,USD,,,A
9000001417,F2,20251016,20251016,111700,BILLUSER,0000100982,0000100982,1000,0,USD,,,C
9000001418,F2,20251007,20251007,140100,BILLUSER,0000104217,0000104217,2000,0,EUR,,,A
9000001419,F2,20251015,20251015,084800,BILLUSER,0000102262,0000102262,2000,0,EUR,,,A
9000001420,F2,20251018,20251018,163500,BILLUSER,0000102257,0000102257,2000,0,EUR,,,A
9000001421,F2,20251009,20251009,171900,BILLUSER,0000103192,0000103192,1000,0,USD,,,A
9000001422,F2,20251014,20251014,085200,BILLUSER,0000100022,0000100022,1000,0,USD,,,C
9000001423,F2,20251025,20251025,085100,BILLUSER,0000101483,0000101483,1000,0,USD,,,B
9000001424,F2,20251009,20251009,122200,BILLUSER,0000102090,0000102090,2000,0,EUR,,,A
9000001425,F2,20251024,20251024,171300,BILLUSER,0000102342,0000102342,2000,0,EUR,,,C
9000001426,F2,20251023,20251023,114500,BILLUSER,0000102689,0000102689,2000,0,EUR,,,A
9000001427,F2,20251005,20251005,131000,BILLUSER,0000101855,0000101855,1000,0,USD,,,B
9000001428,F2,20251016,20251016,170900,BILLUSER,0000100739,0000100739,1000,0,USD,,,A
9000001429,F2,20251026,20251026,142800,BILLUSER,0000104221,0000104221,2000,0,EUR,,,A
9000001430,F2,20251024,20251024,090700,BILLUSER,0000102035,0000102035,3000,0,EUR,,,A
9000001431,F2,20251013,20251013,101800,BILLUSER,0000100431,0000100431,1000,0,USD,,,A
9000001432,F2,20251022,20251022,132800,BILLUSER,0000102165,0000102165,1000,0,USD,,,A
9000001433,F2,20251013,20251013,154700,BILLUSER,0000101224,0000101224,1000,0,USD,,,A
9000001434,F2,20251017,20251017,131100,BILLUSER,0000104210,0000104210,2000,0,EUR,,,A
9000001435,F8,20251025,20251025,094400,BILLUSER,0000100642,0000100642,1000,0,USD,,,A
9000001436,F2,20251022,20251022,130800,BILLUSER,0000102698,0000102698,1000,0,USD,,,A
9000001437,F2,20251019,20251019,112700,BILLUSER,0000101993,0000101993,3000,0,EUR,,,A
9000001438,F2,20251008,20251008,111300,BILLUSER,0000102649,0000102649,1000,0,USD,,,A
9000001439,F2,20251004,20251004,133100,BILLUSER,0000100295,0000100295,1000,0,USD,,,C
9000001440,F2,20251101,20251101,152300,BILLUSER,0000103324,0000103324,1000,0,USD,,,A
9000001441,F2,20251011,20251011,153500,BILLUSER,0000102232,0000102232,2000,0,EUR,,,C
9000001442,F2,20251102,20251102,120800,BILLUSER,0000103913,0000103913,2000,0,EUR,,,A
9000001443,F2,20251102,20251102,122600,BILLUSER,0000104585,0000104585,1000,0,USD,,,A
9000001444,F2,20251014,20251014,150100,BILLUSER,0000102622,0000102622,1000,0,USD,,,B
9000001445,F2,20251029,20251029,090200,BILLUSER,0000104253,0000104253,2000,0,EUR,,,A
9000001446,F2,20251013,20251013,135900,BILLUSER,0000100717,0000100717,1000,0,USD,,,B
9000001447,F2,20251004,20251004,165800,BILLUSER,0000101117,0000101117,2000,0,EUR,,,A
9000001448,F2,20250929,20250929,151200,BILLUSER,0000103194,0000103194,1000,0,USD,,,C
9000001449,F2,20251022,20251022,141400,BILLUSER,0000104072,0000104072,1000,0,USD,,,A
9000001450,F2,20251031,20251031,150900,BILLUSER,0000102688,0000102688,1000,0,USD,,,A
9000001451,F2,20251007,20251007,080200,BILLUSER,0000104883,0000104883,1000,0,USD,,,A
9000001452,F2,20251025,20251025,144300,BILLUSER,0000103918,0000103918,1000,0,USD,,,A
9000001453,F2,20251013,20251013,161400,BILLUSER,0000103723,0000103723,2000,0,EUR,,,A
9000001454,F2,20251010,20251010,145300,BILLUSER,0000100980,0000100980,1000,0,USD,,,C
9000001455,F2,20251023,20251023,173500,BILLUSER,0000104661,0000104661,1000,0,USD,,,A
9000001456,F2,20251010,20251010,080500,BILLUSER,0000101008,0000101008,1000,0,USD,,,A
9000001457,F2,20251028,20251028,130100,BILLUSER,0000103903,0000103903,1000,0,USD,,,A
9000001458,F2,20251020,20251020,124100,BILLUSER,0000104627,0000104627,1000,0,USD,,,A
9000001459,F2,20251021,20251021,144700,BILLUSER,0000101579,0000101579,2000,0,EUR,,,A
9000001460,F2,20251020,20251020,100000,BILLUSER,0000101737,0000101737,3000,0,EUR,,,C
9000001461,F2,20251015,20251015,151100,BILLUSER,0000103475,0000103475,2000,0,EUR,,,B
9000001462,F2,20251009,20251009,151300,BILLUSER,0000104872,0000104872,1000,0,USD,,,B
9000001463,F2,20251028,20251028,082100,BILLUSER,0000103307,0000103307,2000,0,EUR,,,A
9000001464,F2,20251009,20251009,154700,BILLUSER,0000104271,0000104271,2000,0,EUR,,,A
9000001465,F2,20251006,20251006,151300,BILLUSER,0000103862,0000103862,1000,0,USD,,,A
9000001466,F2,20251022,20251022,173500,BILLUSER,0000103309,0000103309,1000,0,USD,,,A
9000001467,F2,20251018,20251018,123100,BILLUSER,0000103367,0000103367,1000,0,USD,,,A
9000001468,F2,20251016,20251016,091700,BILLUSER,0000102342,0000102342,3000,0,EUR,,,A
9000001469,F2,20251012,20251012,112200,BILLUSER,0000100179,0000100179,1000,0,USD,,,A
9000001470,F2,20251012,20251012,142800,BILLUSER,0000102414,0000102414,2000,0,EUR,,,A
9000001471,F2,20251006,20251006,115100,BILLUSER,0000104440,0000104440,1000,0,USD,,,C
9000001472,F2,20251018,20251018,125800,BILLUSER,0000101211,0000101211,1000,0,USD,,,A
9000001473,F2,20251016,20251016,120400,BILLUSER,0000104218,0000104218,1000,0,USD,,,A
9000001474,F2,20251021,20251021,113800,BILLUSER,0000103766,0000103766,2000,0,EUR,,,C
9000001475,F2,20251023,20251023,111600,BILLUSER,0000100990,0000100990,1000,0,USD,,,A
9000001476,F2,20251017,20251017,172800,BILLUSER,0000104449,0000104449,1000,0,USD,,,B
9000001477,F2,20251020,20251020,124900,BILLUSER,0000104593,0000104593,1000,0,USD,,,A
9000001478,F2,20251011,20251011,093300,BILLUSER,0000102927,0000102927,2000,0,EUR,,,A
9000001479,F2,20251012,20251012,110500,BILLUSER,0000102143,0000102143,1000,0,USD,,,A
9000001480,F2,20251024,20251024,130500,BILLUSER,0000104072,0000104072,1000,0,USD,,,A
9000001481,F2,20251020,20251020,105000,BILLUSER,0000102424,0000102424,1000,0,USD,,,A
9000001482,F2,20251031,20251031,093800,BILLUSER,0000103266,0000103266,1000,0,USD,,,A
9000001483,F2,20251022,20251022,123900,BILLUSER,0000102864,0000102864,2000,0,EUR,,,A
9000001484,F2,20251010,20251010,152400,BILLUSER,0000102909,0000102909,1000,0,USD,,,B
9000001485,F2,20251018,20251018,083400,BILLUSER,0000104943,0000104943,1000,0,USD,,,A
9000001486,F2,20251006,20251006,132500,BILLUSER,0000101931,0000101931,1000,0,USD,,,A
9000001487,F2,20251015,20251015,120600,BILLUSER,0000103676,0000103676,1000,0,USD,,,C
9000001488,F8,20251025,20251025,125300,BILLUSER,0000103356,0000103356,1000,0,USD,,,C
9000001489,F2,20251003,20251003,094700,BILLUSER,0000101697,0000101697,2000,0,EUR,,,A
9000001490,F2,20251026,20251026,102500,BILLUSER,0000101184,0000101184,2000,0,EUR,,,A
9000001491,F2,20251015,20251015,155200,BILLUSER,0000102895,0000102895,1000,0,USD,,,A
9000001492,F2,20251015,20251015,120400,BILLUSER,0000101476,0000101476,1000,0,USD,,,B
9000001493,F2,20251015,20251015,105200,BILLUSER,0000100153,0000100153,1000,0,USD,,,A
