VBELN,POSNR,PARVW,KUNNR,ADRNR,PERNR
0001003512,000000,RE,0000103162,,
0001003512,000000,RG,0000103162,,
0001003512,000000,SP,0000103162,,10000
0001003513,000000,AG,0000103883,,
0001003513,000000,WE,0000103883,,
0001003513,000000,RE,0000103883,,
0001003513,000000,RG,0000103883,,
0001003513,000000,SP,0000103883,,10000
0001003514,000000,AG,0000103333,,
0001003514,000000,WE,0000103333,,
0001003514,000000,RE,0000103333,,
0001003514,000000,RG,0000103333,,
0001003514,000000,SP,0000103333,,10000
0001003515,000000,AG,0000103874,,
0001003515,000000,WE,0000103874,,
0001003515,000000,RE,0000103874,,
0001003515,000000,RG,0000103874,,
0001003515,000000,SP,0000103874,,10000
0001003516,000000,AG,0000104082,,
0001003516,000000,WE,0000104082,,
0001003516,000000,RE,0000104082,,
0001003516,000000,RG,0000104082,,
0001003516,000000,SP,0000104082,,10000
0001003517,000000,AG,0000102310,,
0001003517,000000,WE,0000102310,,
0001003517,000000,RE,0000102310,,
0001003517,000000,RG,0000102310,,
0001003517,000000,SP,0000102310,,10000
0001003518,000000,AG,0000101765,,
0001003518,000000,WE,0000101765,,
0001003518,000000,RE,0000101765,,
0001003518,000000,RG,0000101765,,
0001003518,000000,SP,0000101765,,10000
0001003519,000000,AG,0000102445,,
0001003519,000000,WE,0000102445,,
0001003519,000000,RE,0000102445,,
0001003519,000000,RG,0000102445,,
0001003519,000000,SP,0000102445,,10000
0001003520,000000,AG,0000101255,,
0001003520,000000,WE,0000101255,,
0001003520,000000,RE,0000101255,,
0001003520,000000,RG,0000101255,,
0001003520,000000,SP,0000101255,,10000
0001003521,000000,AG,0000102698,,
0001003521,000000,WE,0000102698,,
0001003521,000000,RE,0000102698,,
0001003521,000000,RG,0000102698,,
0001003521,000000,SP,0000102698,,10000
0001003522,000000,AG,0000102785,,
0001003522,000000,WE,0000102785,,
0001003522,000000,RE,0000102785,,
0001003522,000000,RG,0000102785,,
0001003522,000000,SP,0000102785,,10000
0001003523,000000,AG,0000100690,,
0001003523,000000,WE,0000100690,,
0001003523,000000,RE,0000100690,,
0001003523,000000,RG,0000100690,,
0001003523,000000,SP,0000100690,,10000
0001003524,000000,AG,0000102332,,
0001003524,000000,WE,0000102332,,
0001003524,000000,RE,0000102332,,
0001003524,000000,RG,0000102332,,
0001003524,000000,SP,0000102332,,10000
0001003525,000000,AG,0000102034,,
0001003525,000000,WE,0000102034,,
0001003525,000000,RE,0000102034,,
0001003525,000000,RG,0000102034,,
0001003525,000000,SP,0000102034,,10000
0001003526,000000,AG,0000102242,,
0001003526,000000,WE,0000102242,,
0001003526,000000,RE,0000102242,,
0001003526,000000,RG,0000102242,,
0001003526,000000,SP,0000102242,,10000
0001003527,000000,AG,0000104984,,
0001003527,000000,WE,0000104984,,
0001003527,000000,RE,0000104984,,
0001003527,000000,RG,0000104984,,
0001003527,000000,SP,0000104984,,10000
0001003528,000000,AG,0000100832,,
0001003528,000000,WE,0000100832,,
0001003528,000000,RE,0000100832,,
0001003528,000000,RG,0000100832,,
0001003528,000000,SP,0000100832,,10000
0001003529,000000,AG,0000102507,,
0001003529,000000,WE,0000102507,,
0001003529,000000,RE,0000102507,,
0001003529,000000,RG,0000102507,,
0001003529,000000,SP,0000102507,,10000
0001003530,000000,AG,0000103570,,
0001003530,000000,WE,0000103570,,
0001003530,000000,RE,0000103570,,
0001003530,000000,RG,0000103570,,
0001003530,000000,SP,0000103570,,10000
0001003531,000000,AG,0000102709,,
0001003531,000000,WE,0000102709,,
0001003531,000000,RE,0000102709,,
0001003531,000000,RG,0000102709,,
0001003531,000000,SP,0000102709,,10000
0001003532,000000,AG,0000104177,,
0001003532,000000,WE,0000104177,,
0001003532,000000,RE,0000104177,,
0001003532,000000,RG,0000104177,,
0001003532,000000,SP,0000104177,,10000
0001003533,000000,AG,0000103921,,
0001003533,000000,WE,0000103921,,
0001003533,000000,RE,0000103921,,
0001003533,000000,RG,0000103921,,
0001003533,000000,SP,0000103921,,10000
0001003534,000000,AG,0000103197,,
0001003534,000000,WE,0000103197,,
0001003534,000000,RE,0000103197,,
0001003534,000000,RG,0000103197,,
0001003534,000000,SP,0000103197,,10000
0001003535,000000,AG,0000104507,,
0001003535,000000,WE,0000104507,,
0001003535,000000,RE,0000104507,,
0001003535,000000,RG,0000104507,,
0001003535,000000,SP,0000104507,,10000
0001003536,000000,AG,0000100898,,
0001003536,000000,WE,0000100898,,
0001003536,000000,RE,0000100898,,
0001003536,000000,RG,0000100898,,
0001003536,000000,SP,0000100898,,10000
0001003537,000000,AG,0000102992,,
0001003537,000000,WE,0000102992,,
0001003537,000000,RE,0000102992,,
0001003537,000000,RG,0000102992,,
0001003537,000000,SP,0000102992,,10000
0001003538,000000,AG,0000100992,,
0001003538,000000,WE,0000100992,,
0001003538,000000,RE,0000100992,,
0001003538,000000,RG,0000100992,,
0001003538,000000,SP,0000100992,,10000
0001003539,000000,AG,0000100801,,
0001003539,000000,WE,0000100801,,
0001003539,000000,RE,0000100801,,
0001003539,000000,RG,0000100801,,
0001003539,000000,SP,0000100801,,10000
0001003540,000000,AG,0000100597,,
0001003540,000000,WE,0000100597,,
0001003540,000000,RE,0000100597,,
0001003540,000000,RG,0000100597,,
0001003540,000000,SP,0000100597,,10000
0001003541,000000,AG,0000102368,,
0001003541,000000,WE,0000102368,,
0001003541,000000,RE,0000102368,,
0001003541,000000,RG,0000102368,,
0001003541,000000,SP,0000102368,,10000
0001003542,000000,AG,0000101851,,
0001003542,000000,WE,0000101851,,
0001003542,000000,RE,0000101851,,
0001003542,000000,RG,0000101851,,
0001003542,000000,SP,0000101851,,10000
0001003543,000000,AG,0000103071,,
0001003543,000000,WE,0000103071,,
0001003543,000000,RE,0000103071,,
0001003543,000000,RG,0000103071,,
0001003543,000000,SP,0000103071,,10000
0001003544,000000,AG,0000101382,,
0001003544,000000,WE,0000101382,,
0001003544,000000,RE,0000101382,,
0001003544,000000,RG,0000101382,,
0001003544,000000,SP,0000101382,,10000
0001003545,000000,AG,0000104170,,
0001003545,000000,WE,0000104170,,
0001003545,000000,RE,0000104170,,
0001003545,000000,RG,0000104170,,
0001003545,000000,SP,0000104170,,10000
0001003546,000000,AG,0000101282,,
0001003546,000000,WE,0000101282,,
0001003546,000000,RE,0000101282,,
0001003546,000000,RG,0000101282,,
0001003546,000000,SP,0000101282,,10000
0001003547,000000,AG,0000103475,,
0001003547,000000,WE,0000103475,,
0001003547,000000,RE,0000103475,,
0001003547,000000,RG,0000103475,,
0001003547,000000,SP,0000103475,,10000
0001003548,000000,AG,0000100253,,
0001003548,000000,WE,0000100253,,
0001003548,000000,RE,0000100253,,
0001003548,000000,RG,0000100253,,
0001003548,000000,SP,0000100253,,10000
0001003549,000000,AG,0000101091,,
0001003549,000000,WE,0000101091,,
0001003549,000000,RE,0000101091,,
0001003549,000000,RG,0000101091,,
0001003549,000000,SP,0000101091,,10000
0001003550,000000,AG,0000100872,,
0001003550,000000,WE,0000100872,,
0001003550,000000,RE,0000100872,,
0001003550,000000,RG,0000100872,,
0001003550,000000,SP,0000100872,,10000
0001003551,000000,AG,0000101479,,
0001003551,000000,WE,0000101479,,
0001003551,000000,RE,0000101479,,
0001003551,000000,RG,0000101479,,
0001003551,000000,SP,0000101479,,10000
0001003552,000000,AG,0000100609,,
0001003552,000000,WE,0000100609,,
0001003552,000000,RE,0000100609,,
0001003552,000000,RG,0000100609,,
0001003552,000000,SP,0000100609,,10000
0001003553,000000,AG,0000103429,,
0001003553,000000,WE,0000103429,,
0001003553,000000,RE,0000103429,,
0001003553,000000,RG,0000103429,,
0001003553,000000,SP,0000103429,,10000
0001003554,000000,AG,0000103664,,
0001003554,000000,WE,0000103664,,
0001003554,000000,RE,0000103664,,
0001003554,000000,RG,0000103664,,
0001003554,000000,SP,0000103664,,10000
0001003555,000000,AG,0000103926,,
0001003555,000000,WE,0000103926,,
0001003555,000000,RE,0000103926,,
0001003555,000000,RG,0000103926,,
0001003555,000000,SP,0000103926,,10000
0001003556,000000,AG,0000103896,,
0001003556,000000,WE,0000103896,,
0001003556,000000,RE,0000103896,,
0001003556,000000,RG,0000103896,,
0001003556,000000,SP,0000103896,,10000
0001003557,000000,AG,0000100943,,
0001003557,000000,WE,0000100943,,
0001003557,000000,RE,0000100943,,
0001003557,000000,RG,0000100943,,
0001003557,000000,SP,0000100943,,10000
0001003558,000000,AG,0000101459,,
0001003558,000000,WE,0000101459,,
0001003558,000000,RE,0000101459,,
0001003558,000000,RG,0000101459,,
0001003558,000000,SP,0000101459,,10000
0001003559,000000,AG,0000104079,,
0001003559,000000,WE,0000104079,,
0001003559,000000,RE,0000104079,,
0001003559,000000,RG,0000104079,,
0001003559,000000,SP,0000104079,,10000
0001003560,000000,AG,0000103780,,
0001003560,000000,WE,0000103780,,
0001003560,000000,RE,0000103780,,
0001003560,000000,RG,0000103780,,
0001003560,000000,SP,0000103780,,10000
0001003561,000000,AG,0000101485,,
0001003561,000000,WE,0000101485,,
0001003561,000000,RE,0000101485,,
0001003561,000000,RG,0000101485,,
0001003561,000000,SP,0000101485,,10000
0001003562,000000,AG,0000104927,,
0001003562,000000,WE,0000104927,,
0001003562,000000,RE,0000104927,,
0001003562,000000,RG,0000104927,,
0001003562,000000,SP,0000104927,,10000
0001003563,000000,AG,0000100335,,
0001003563,000000,WE,0000100335,,
0001003563,000000,RE,0000100335,,
0001003563,000000,RG,0000100335,,
0001003563,000000,SP,0000100335,,10000
0001003564,000000,AG,0000101625,,
0001003564,000000,WE,0000101625,,
0001003564,000000,RE,0000101625,,
0001003564,000000,RG,0000101625,,
0001003564,000000,SP,0000101625,,10000
0001003565,000000,AG,0000103920,,
0001003565,000000,WE,0000103920,,
0001003565,000000,RE,0000103920,,
0001003565,000000,RG,0000103920,,
0001003565,000000,SP,0000103920,,10000
0001003566,000000,AG,0000103071,,
0001003566,000000,WE,0000103071,,
0001003566,000000,RE,0000103071,,
0001003566,000000,RG,0000103071,,
0001003566,000000,SP,0000103071,,10000
0001003567,000000,AG,0000103810,,
0001003567,000000,WE,0000103810,,
0001003567,000000,RE,0000103810,,
0001003567,000000,RG,0000103810,,
0001003567,000000,SP,0000103810,,10000
0001003568,000000,AG,0000103731,,
0001003568,000000,WE,0000103731,,
0001003568,000000,RE,0000103731,,
0001003568,000000,RG,0000103731,,
0001003568,000000,SP,0000103731,,10000
0001003569,000000,AG,0000104348,,
0001003569,000000,WE,0000104348,,
0001003569,000000,RE,0000104348,,
0001003569,000000,RG,0000104348,,
0001003569,000000,SP,0000104348,,10000
0001003570,000000,AG,0000101648,,
0001003570,000000,WE,0000101648,,
0001003570,000000,RE,0000101648,,
0001003570,000000,RG,0000101648,,
0001003570,000000,SP,0000101648,,10000
0001003571,000000,AG,0000101502,,
0001003571,000000,WE,0000101502,,
0001003571,000000,RE,0000101502,,
0001003571,000000,RG,0000101502,,
0001003571,000000,SP,0000101502,,10000
0001003572,000000,AG,0000103820,,
0001003572,000000,WE,0000103820,,
0001003572,000000,RE,0000103820,,
0001003572,000000,RG,0000103820,,
0001003572,000000,SP,0000103820,,10000
0001003573,000000,AG,0000104077,,
0001003573,000000,WE,0000104077,,
0001003573,000000,RE,0000104077,,
0001003573,000000,RG,0000104077,,
0001003573,000000,SP,0000104077,,10000
0001003574,000000,AG,0000101977,,
0001003574,000000,WE,0000101977,,
0001003574,000000,RE,0000101977,,
0001003574,000000,RG,0000101977,,
0001003574,000000,SP,0000101977,,10000
0001003575,000000,AG,0000104370,,
0001003575,000000,WE,0000104370,,
0001003575,000000,RE,0000104370,,
0001003575,000000,RG,0000104370,,
0001003575,000000,SP,0000104370,,10000
0001003576,000000,AG,0000101873,,
0001003576,000000,WE,0000101873,,
0001003576,000000,RE,0000101873,,
0001003576,000000,RG,0000101873,,
0001003576,000000,SP,0000101873,,10000
0001003577,000000,AG,0000102959,,
0001003577,000000,WE,0000102959,,
0001003577,000000,RE,0000102959,,
0001003577,000000,RG,0000102959,,
0001003577,000000,SP,0000102959,,10000
0001003578,000000,AG,0000103550,,
0001003578,000000,WE,0000103550,,
0001003578,000000,RE,0000103550,,
0001003578,000000,RG,0000103550,,
0001003578,000000,SP,0000103550,,10000
0001003579,000000,AG,0000100705,,
0001003579,000000,WE,0000100705,,
0001003579,000000,RE,0000100705,,
0001003579,000000,RG,0000100705,,
0001003579,000000,SP,0000100705,,10000
0001003580,000000,AG,0000104075,,
0001003580,000000,WE,0000104075,,
0001003580,000000,RE,0000104075,,
0001003580,000000,RG,0000104075,,
0001003580,000000,SP,0000104075,,10000
0001003581,000000,AG,0000104199,,
0001003581,000000,WE,0000104199,,
0001003581,000000,RE,0000104199,,
0001003581,000000,RG,0000104199,,
0001003581,000000,SP,0000104199,,10000
0001003582,000000,AG,0000101758,,
0001003582,000000,WE,0000101758,,
0001003582,000000,RE,0000101758,,
0001003582,000000,RG,0000101758,,
0001003582,000000,SP,0000101758,,10000
0001003583,000000,AG,0000101615,,
0001003583,000000,WE,0000101615,,
0001003583,000000,RE,0000101615,,
0001003583,000000,RG,0000101615,,
0001003583,000000,SP,0000101615,,10000
0001003584,000000,AG,0000100122,,
0001003584,000000,WE,0000100122,,
0001003584,000000,RE,0000100122,,
0001003584,000000,RG,0000100122,,
0001003584,000000,SP,0000100122,,10000
0001003585,000000,AG,0000101176,,
0001003585,000000,WE,0000101176,,
0001003585,000000,RE,0000101176,,
0001003585,000000,RG,0000101176,,
0001003585,000000,SP,0000101176,,10000
0001003586,000000,AG,0000100028,,
0001003586,000000,WE,0000100028,,
0001003586,000000,RE,0000100028,,
0001003586,000000,RG,0000100028,,
0001003586,000000,SP,0000100028,,10000
0001003587,000000,AG,0000103816,,
0001003587,000000,WE,0000103816,,
0001003587,000000,RE,0000103816,,
0001003587,000000,RG,0000103816,,
0001003587,000000,SP,0000103816,,10000
0001003588,000000,AG,0000103964,,
0001003588,000000,WE,0000103964,,
0001003588,000000,RE,0000103964,,
0001003588,000000,RG,0000103964,,
0001003588,000000,SP,0000103964,,10000
0001003589,000000,AG,0000102747,,
0001003589,000000,WE,0000102747,,
0001003589,000000,RE,0000102747,,
0001003589,000000,RG,0000102747,,
0001003589,000000,SP,0000102747,,10000
0001003590,000000,AG,0000100248,,
0001003590,000000,WE,0000100248,,
0001003590,000000,RE,0000100248,,
0001003590,000000,RG,0000100248,,
0001003590,000000,SP,0000100248,,10000
0001003591,000000,AG,0000103413,,
0001003591,000000,WE,0000103413,,
0001003591,000000,RE,0000103413,,
0001003591,000000,RG,0000103413,,
0001003591,000000,SP,0000103413,,10000
0001003592,000000,AG,0000100784,,
0001003592,000000,WE,0000100784,,
0001003592,000000,RE,0000100784,,
0001003592,000000,RG,0000100784,,
0001003592,000000,SP,0000100784,,10000
0001003593,000000,AG,0000103453,,
0001003593,000000,WE,0000103453,,
0001003593,000000,RE,0000103453,,
0001003593,000000,RG,0000103453,,
0001003593,000000,SP,0000103453,,10000
0001003594,000000,AG,0000100418,,
0001003594,000000,WE,0000100418,,
0001003594,000000,RE,0000100418,,
0001003594,000000,RG,0000100418,,
0001003594,000000,SP,0000100418,,10000
0001003595,000000,AG,0000100232,,
0001003595,000000,WE,0000100232,,
0001003595,000000,RE,0000100232,,
0001003595,000000,RG,0000100232,,
0001003595,000000,SP,0000100232,,10000
0001003596,000000,AG,0000103039,,
0001003596,000000,WE,0000103039,,
0001003596,000000,RE,0000103039,,
0001003596,000000,RG,0000103039,,
0001003596,000000,SP,0000103039,,10000
0001003597,000000,AG,0000103415,,
0001003597,000000,WE,0000103415,,
0001003597,000000,RE,0000103415,,
0001003597,000000,RG,0000103415,,
0001003597,000000,SP,0000103415,,10000
0001003598,000000,AG,0000101471,,
0001003598,000000,WE,0000101471,,
0001003598,000000,RE,0000101471,,
0001003598,000000,RG,0000101471,,
0001003598,000000,SP,0000101471,,10000
0001003599,000000,AG,0000103517,,
0001003599,000000,WE,0000103517,,
0001003599,000000,RE,0000103517,,
0001003599,000000,RG,0000103517,,
0001003599,000000,SP,0000103517,,10000
0001003600,000000,AG,0000104973,,
0001003600,000000,WE,0000104973,,
0001003600,000000,RE,0000104973,,
0001003600,000000,RG,0000104973,,
0001003600,000000,SP,0000104973,,10000
0001003601,000000,AG,0000101863,,
0001003601,000000,WE,0000101863,,
0001003601,000000,RE,0000101863,,
0001003601,000000,RG,0000101863,,
0001003601,000000,SP,0000101863,,10000
0001003602,000000,AG,0000100226,,
0001003602,000000,WE,0000100226,,
0001003602,000000,RE,0000100226,,
0001003602,000000,RG,0000100226,,
0001003602,000000,SP,0000100226,,10000
0001003603,000000,AG,0000101669,,
0001003603,000000,WE,0000101669,,
0001003603,000000,RE,0000101669,,
0001003603,000000,RG,0000101669,,
0001003603,000000,SP,0000101669,,10000
0001003604,000000,AG,0000102692,,
0001003604,000000,WE,0000102692,,
0001003604,000000,RE,0000102692,,
0001003604,000000,RG,0000102692,,
0001003604,000000,SP,0000102692,,10000
0001003605,000000,AG,0000104252,,
0001003605,000000,WE,0000104252,,
0001003605,000000,RE,0000104252,,
0001003605,000000,RG,0000104252,,
0001003605,000000,SP,0000104252,,10000
0001003606,000000,AG,0000101029,,
0001003606,000000,WE,0000101029,,
0001003606,000000,RE,0000101029,,
0001003606,000000,RG,0000101029,,
0001003606,000000,SP,0000101029,,10000
0001003607,000000,AG,0000100258,,
0001003607,000000,WE,0000100258,,
0001003607,000000,RE,0000100258,,
0001003607,000000,RG,0000100258,,
0001003607,000000,SP,0000100258,,10000
0001003608,000000,AG,0000102849,,
0001003608,000000,WE,0000102849,,
0001003608,000000,RE,0000102849,,
0001003608,000000,RG,0000102849,,
0001003608,000000,SP,0000102849,,10000
0001003609,000000,AG,0000101526,,
0001003609,000000,WE,0000101526,,
0001003609,000000,RE,0000101526,,
0001003609,000000,RG,0000101526,,
0001003609,000000,SP,0000101526,,10000
0001003610,000000,AG,0000102766,,
0001003610,000000,WE,0000102766,,
0001003610,000000,RE,0000102766,,
0001003610,000000,RG,0000102766,,
0001003610,000000,SP,0000102766,,10000
0001003611,000000,AG,0000100500,,
0001003611,000000,WE,0000100500,,
0001003611,000000,RE,0000100500,,
0001003611,000000,RG,0000100500,,
0001003611,000000,SP,0000100500,,10000
0001003612,000000,AG,0000103177,,
0001003612,000000,WE,0000103177,,
0001003612,000000,RE,0000103177,,
0001003612,000000,RG,0000103177,,
0001003612,000000,SP,0000103177,,10000
0001003613,000000,AG,0000104254,,
0001003613,000000,WE,0000104254,,
0001003613,000000,RE,0000104254,,
0001003613,000000,RG,0000104254,,
0001003613,000000,SP,0000104254,,10000
0001003614,000000,AG,0000102284,,
0001003614,000000,WE,0000102284,,
0001003614,000000,RE,0000102284,,
0001003614,000000,RG,0000102284,,
0001003614,000000,SP,0000102284,,10000
0001003615,000000,AG,0000104179,,
0001003615,000000,WE,0000104179,,
0001003615,000000,RE,0000104179,,
0001003615,000000,RG,0000104179,,
0001003615,000000,SP,0000104179,,10000
0001003616,000000,AG,0000103124,,
0001003616,000000,WE,0000103124,,
0001003616,000000,RE,0000103124,,
0001003616,000000,RG,0000103124,,
0001003616,000000,SP,0000103124,,10000
0001003617,000000,AG,0000103892,,
0001003617,000000,WE,0000103892,,
0001003617,000000,RE,0000103892,,
0001003617,000000,RG,0000103892,,
0001003617,000000,SP,0000103892,,10000
0001003618,000000,AG,0000103732,,
0001003618,000000,WE,0000103732,,
0001003618,000000,RE,0000103732,,
0001003618,000000,RG,0000103732,,
0001003618,000000,SP,0000103732,,10000
0001003619,000000,AG,0000100315,,
0001003619,000000,WE,0000100315,,
0001003619,000000,RE,0000100315,,
0001003619,000000,RG,0000100315,,
0001003619,000000,SP,0000100315,,10000
0001003620,000000,AG,0000101168,,
0001003620,000000,WE,0000101168,,
0001003620,000000,RE,0000101168,,
0001003620,000000,RG,0000101168,,
0001003620,000000,SP,0000101168,,10000
0001003621,000000,AG,0000100540,,
0001003621,000000,WE,0000100540,,
0001003621,000000,RE,0000100540,,
0001003621,000000,RG,0000100540,,
0001003621,000000,SP,0000100540,,10000
0001003622,000000,AG,0000101008,,
0001003622,000000,WE,0000101008,,
0001003622,000000,RE,0000101008,,
0001003622,000000,RG,0000101008,,
0001003622,000000,SP,0000101008,,10000
0001003623,000000,AG,0000103374,,
0001003623,000000,WE,0000103374,,
0001003623,000000,RE,0000103374,,
0001003623,000000,RG,0000103374,,
0001003623,000000,SP,0000103374,,10000
0001003624,000000,AG,0000100856,,
0001003624,000000,WE,0000100856,,
0001003624,000000,RE,0000100856,,
0001003624,000000,RG,0000100856,,
0001003624,000000,SP,0000100856,,10000
0001003625,000000,AG,0000104890,,
0001003625,000000,WE,0000104890,,
0001003625,000000,RE,0000104890,,
0001003625,000000,RG,0000104890,,
0001003625,000000,SP,0000104890,,10000
0001003626,000000,AG,0000102927,,
0001003626,000000,WE,0000102927,,
0001003626,000000,RE,0000102927,,
0001003626,000000,RG,0000102927,,
0001003626,000000,SP,0000102927,,10000
0001003627,000000,AG,0000104019,,
0001003627,000000,WE,0000104019,,
0001003627,000000,RE,0000104019,,
0001003627,000000,RG,0000104019,,
0001003627,000000,SP,0000104019,,10000
0001003628,000000,AG,0000103379,,
0001003628,000000,WE,0000103379,,
0001003628,000000,RE,0000103379,,
0001003628,000000,RG,0000103379,,
0001003628,000000,SP,0000103379,,10000
0001003629,000000,AG,0000104341,,
0001003629,000000,WE,0000104341,,
0001003629,000000,RE,0000104341,,
0001003629,000000,RG,0000104341,,
0001003629,000000,SP,0000104341,,10000
0001003630,000000,AG,0000101697,,
0001003630,000000,WE,0000101697,,
0001003630,000000,RE,0000101697,,
0001003630,000000,RG,0000101697,,
0001003630,000000,SP,0000101697,,10000
0001003631,000000,AG,0000100181,,
0001003631,000000,WE,0000100181,,
0001003631,000000,RE,0000100181,,
0001003631,000000,RG,0000100181,,
0001003631,000000,SP,0000100181,,10000
0001003632,000000,AG,0000102974,,
0001003632,000000,WE,0000102974,,
0001003632,000000,RE,0000102974,,
0001003632,000000,RG,0000102974,,
0001003632,000000,SP,0000102974,,10000
0001003633,000000,AG,0000100332,,
0001003633,000000,WE,0000100332,,
0001003633,000000,RE,0000100332,,
0001003633,000000,RG,0000100332,,
0001003633,000000,SP,0000100332,,10000
0001003634,000000,AG,0000103834,,
0001003634,000000,WE,0000103834,,
0001003634,000000,RE,0000103834,,
0001003634,000000,RG,0000103834,,
0001003634,000000,SP,0000103834,,10000
0001003635,000000,AG,0000101868,,
0001003635,000000,WE,0000101868,,
0001003635,000000,RE,0000101868,,
0001003635,000000,RG,0000101868,,
0001003635,000000,SP,0000101868,,10000
0001003636,000000,AG,0000101580,,
0001003636,000000,WE,0000101580,,
0001003636,000000,RE,0000101580,,
0001003636,000000,RG,0000101580,,
0001003636,000000,SP,0000101580,,10000
0001003637,000000,AG,0000103254,,
0001003637,000000,WE,0000103254,,
0001003637,000000,RE,0000103254,,
0001003637,000000,RG,0000103254,,
0001003637,000000,SP,0000103254,,10000
0001003638,000000,AG,0000101766,,
0001003638,000000,WE,0000101766,,
0001003638,000000,RE,0000101766,,
0001003638,000000,RG,0000101766,,
0001003638,000000,SP,0000101766,,10000
0001003639,000000,AG,0000104445,,
0001003639,000000,WE,0000104445,,
0001003639,000000,RE,0000104445,,
0001003639,000000,RG,0000104445,,
0001003639,000000,SP,0000104445,,10000
0001003640,000000,AG,0000102343,,
0001003640,000000,WE,0000102343,,
0001003640,000000,RE,0000102343,,
0001003640,000000,RG,0000102343,,
0001003640,000000,SP,0000102343,,10000
0001003641,000000,AG,0000102466,,
0001003641,000000,WE,0000102466,,
0001003641,000000,RE,0000102466,,
0001003641,000000,RG,0000102466,,
0001003641,000000,SP,0000102466,,10000
0001003642,000000,AG,0000103550,,
0001003642,000000,WE,0000103550,,
0001003642,000000,RE,0000103550,,
0001003642,000000,RG,0000103550,,
0001003642,000000,SP,0000103550,,10000
0001003643,000000,AG,0000102982,,
0001003643,000000,WE,0000102982,,
0001003643,000000,RE,0000102982,,
0001003643,000000,RG,0000102982,,
0001003643,000000,SP,0000102982,,10000
0001003644,000000,AG,0000104668,,
0001003644,000000,WE,0000104668,,
0001003644,000000,RE,0000104668,,
0001003644,000000,RG,0000104668,,
0001003644,000000,SP,0000104668,,10000
0001003645,000000,AG,0000104183,,
0001003645,000000,WE,0000104183,,
0001003645,000000,RE,0000104183,,
0001003645,000000,RG,0000104183,,
0001003645,000000,SP,0000104183,,10000
0001003646,000000,AG,0000104618,,
0001003646,000000,WE,0000104618,,
0001003646,000000,RE,0000104618,,
0001003646,000000,RG,0000104618,,
0001003646,000000,SP,0000104618,,10000
0001003647,000000,AG,0000104024,,
0001003647,000000,WE,0000104024,,
0001003647,000000,RE,0000104024,,
0001003647,000000,RG,0000104024,,
0001003647,000000,SP,0000104024,,10000
0001003648,000000,AG,0000104125,,
0001003648,000000,WE,0000104125,,
0001003648,000000,RE,0000104125,,
0001003648,000000,RG,0000104125,,
0001003648,000000,SP,0000104125,,10000
0001003649,000000,AG,0000101845,,
0001003649,000000,WE,0000101845,,
0001003649,000000,RE,0000101845,,
0001003649,000000,RG,0000101845,,
0001003649,000000,SP,0000101845,,10000
0001003650,000000,AG,0000100335,,
0001003650,000000,WE,0000100335,,
0001003650,000000,RE,0000100335,,
0001003650,000000,RG,0000100335,,
0001003650,000000,SP,0000100335,,10000
0001003651,000000,AG,0000100811,,
0001003651,000000,WE,0000100811,,
0001003651,000000,RE,0000100811,,
0001003651,000000,RG,0000100811,,
0001003651,000000,SP,0000100811,,10000
0001003652,000000,AG,0000104108,,
0001003652,000000,WE,0000104108,,
0001003652,000000,RE,0000104108,,
0001003652,000000,RG,0000104108,,
0001003652,000000,SP,0000104108,,10000
0001003653,000000,AG,0000100770,,
0001003653,000000,WE,0000100770,,
0001003653,000000,RE,0000100770,,
0001003653,000000,RG,0000100770,,
0001003653,000000,SP,0000100770,,10000
0001003654,000000,AG,0000101547,,
0001003654,000000,WE,0000101547,,
0001003654,000000,RE,0000101547,,
0001003654,000000,RG,0000101547,,
0001003654,000000,SP,0000101547,,10000
0001003655,000000,AG,0000104886,,
0001003655,000000,WE,0000104886,,
0001003655,000000,RE,0000104886,,
0001003655,000000,RG,0000104886,,
0001003655,000000,SP,0000104886,,10000
0001003656,000000,AG,0000104905,,
0001003656,000000,WE,0000104905,,
0001003656,000000,RE,0000104905,,
0001003656,000000,RG,0000104905,,
0001003656,000000,SP,0000104905,,10000
0001003657,000000,AG,0000104277,,
0001003657,000000,WE,0000104277,,
0001003657,000000,RE,0000104277,,
0001003657,000000,RG,0000104277,,
0001003657,000000,SP,0000104277,,10000
0001003658,000000,AG,0000103900,,
0001003658,000000,WE,0000103900,,
0001003658,000000,RE,0000103900,,
0001003658,000000,RG,0000103900,,
0001003658,000000,SP,0000103900,,10000
0001003659,000000,AG,0000101267,,
0001003659,000000,WE,0000101267,,
0001003659,000000,RE,0000101267,,
0001003659,000000,RG,0000101267,,
0001003659,000000,SP,0000101267,,10000
0001003660,000000,AG,0000101639,,
0001003660,000000,WE,0000101639,,
0001003660,000000,RE,0000101639,,
0001003660,000000,RG,0000101639,,
0001003660,000000,SP,0000101639,,10000
0001003661,000000,AG,0000101474,,
0001003661,000000,WE,0000101474,,
0001003661,000000,RE,0000101474,,
0001003661,000000,RG,0000101474,,
0001003661,000000,SP,0000101474,,10000
0001003662,000000,AG,0000102225,,
0001003662,000000,WE,0000102225,,
0001003662,000000,RE,0000102225,,
0001003662,000000,RG,0000102225,,
0001003662,000000,SP,0000102225,,10000
0001003663,000000,AG,0000101827,,
0001003663,000000,WE,0000101827,,
0001003663,000000,RE,0000101827,,
0001003663,000000,RG,0000101827,,
0001003663,000000,SP,0000101827,,10000
0001003664,000000,AG,0000100971,,
